Stove Type,Laser 73/730,Latitude,64.89892,Longitude,-147.738,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543941365.0,1,1208,11838
1543941419.0,4,1791,10707
1543941774.0,-1,-1,12115
1543942073.0,-1,-1,12329
1543942373.0,-1,-1,12775
1543942567.0,1,1791,12930
1543942624.0,2,2383,12775
1543942775.0,1,3628,13087
1543942949.0,2,6118,12257
1543943303.0,-1,-1,12045
1543943602.0,-1,-1,11906
1543943701.0,4,12303,11906
1543944055.0,-1,-1,12401
1543944354.0,-1,-1,12115
1543944654.0,-1,-1,12852
1543944953.0,-1,-1,12624
1543945008.0,2,12694,12852
1543945183.0,1,14141,12852
1543945359.0,2,16634,12045
1543945712.0,-1,-1,11571
1543946011.0,-1,-1,11571
1543946157.0,4,23209,11571
1543946512.0,-1,-1,12115
1543946811.0,-1,-1,12549
1543947110.0,-1,-1,12401
1543947410.0,-1,-1,12930
1543947641.0,1,23212,13087
1543947696.0,2,23795,12930
1543947849.0,1,25062,13167
1543948024.0,2,27552,12257
1543948378.0,-1,-1,11571
1543948677.0,-1,-1,11441
1543948733.0,4,33383,11637
1543949088.0,-1,-1,12115
1543949387.0,-1,-1,12775
1543949686.0,-1,-1,12475
1543949986.0,-1,-1,12852
1543950226.0,1,33383,13087
1543950282.0,2,33985,12475
1543950436.0,1,35248,12775
1543950610.0,2,37738,11637
1543950964.0,-1,-1,11506
1543951208.0,4,42659,11506
1543951562.0,-1,-1,12257
1543951862.0,-1,-1,12115
1543952161.0,-1,-1,12329
1543952460.0,-1,-1,12775
1543952641.0,1,42659,12852
1543952695.0,2,43242,13330
1543952849.0,1,44511,12930
1543953024.0,2,47000,12401
1543953379.0,-1,-1,11571
1543953679.0,-1,-1,11506
1543953734.0,4,52430,11377
1543954089.0,-1,-1,12329
1543954388.0,-1,-1,12257
1543954687.0,-1,-1,12852
1543954987.0,-1,-1,13167
1543955111.0,1,52430,13087
1543955167.0,2,53024,12930
1543955318.0,1,54267,13087
1543955492.0,2,56756,12045
1543955848.0,-1,-1,11838
1543956103.0,4,61785,11251
1543956459.0,-1,-1,11906
1543956758.0,-1,-1,12401
1543957058.0,-1,-1,12775
1543957357.0,-1,-1,12930
1543957577.0,1,61788,12699
1543957633.0,2,62385,12699
1543957784.0,1,63638,12930
1543957960.0,2,66131,11975
1543958316.0,-1,-1,11637
1543958476.0,4,70385,11506
1543958832.0,-1,-1,12401
1543959132.0,-1,-1,12624
1543959431.0,-1,-1,12699
1543959730.0,-1,-1,12775
1543960029.0,-1,-1,12775
1543960329.0,-1,-1,12852
1543960628.0,-1,-1,13248
1543960927.0,-1,-1,13248
1543961227.0,-1,-1,13579
1543961526.0,-1,-1,13495
1543961826.0,-1,-1,13664
1543962125.0,-1,-1,14012
1543962425.0,-1,-1,14561
1543962724.0,-1,-1,14191
1543963024.0,-1,-1,13923
1543963324.0,-1,-1,13923
1543963623.0,-1,-1,13923
1543963923.0,-1,-1,13923
1543964223.0,-1,-1,14191
1543964522.0,-1,-1,14191
1543964822.0,-1,-1,14191
1543965122.0,-1,-1,14656
1543965421.0,-1,-1,14374
1543965721.0,-1,-1,15047
1543966021.0,-1,-1,15147
1543966320.0,-1,-1,14850
1543966620.0,-1,-1,14850
1543966920.0,-1,-1,14374
1543967219.0,-1,-1,14850
1543967519.0,-1,-1,14656
1543967819.0,-1,-1,14656
1543968119.0,-1,-1,15351
1543968419.0,-1,-1,15147
1543968719.0,-1,-1,15047
1543969019.0,-1,-1,15351
1543969318.0,-1,-1,14850
1543969618.0,-1,-1,15772
1543969918.0,-1,-1,15248
1543970218.0,-1,-1,15455
1543970518.0,-1,-1,15455
1543970818.0,-1,-1,15990
1543971117.0,-1,-1,15772
1543971417.0,-1,-1,15881
1543971717.0,-1,-1,15559
1543972017.0,-1,-1,15881
1543972317.0,-1,-1,16213
1543972617.0,-1,-1,15881
1543972917.0,-1,-1,16101
1543973217.0,-1,-1,16101
1543973517.0,-1,-1,15990
1543973816.0,-1,-1,16442
1543974116.0,-1,-1,16327
1543974416.0,-1,-1,16213
1543974716.0,-1,-1,15665
1543975016.0,-1,-1,16327
1543975316.0,-1,-1,16213
1543975615.0,-1,-1,15881
1543975915.0,-1,-1,16213
1543976215.0,-1,-1,15559
1543976515.0,-1,-1,16327
1543976815.0,-1,-1,16101
1543977115.0,-1,-1,16914
1543977415.0,-1,-1,16442
1543977715.0,-1,-1,16213
1543977907.0,1,70389,16101
1543977961.0,2,70980,17036
1543978116.0,1,72255,16558
1543978291.0,2,74751,14561
1543978468.0,4,76212,13836
1543978823.0,-1,-1,15665
1543979122.0,-1,-1,15455
1543979422.0,-1,-1,15881
1543979722.0,-1,-1,15772
1543980022.0,-1,-1,15990
1543980322.0,-1,-1,16558
1543980621.0,-1,-1,16442
1543980921.0,-1,-1,17036
1543981221.0,-1,-1,16213
1543981521.0,-1,-1,16794
1543981821.0,-1,-1,16442
1543982121.0,-1,-1,16213
1543982473.0,2,76752,16213
1543982632.0,1,78065,16558
1543982808.0,2,80561,14948
1543983066.0,1,82689,14561
1543983120.0,4,82693,13923
1543983475.0,-1,-1,15047
1543983775.0,-1,-1,15881
1543984074.0,-1,-1,16101
1543984374.0,-1,-1,15881
1543984674.0,-1,-1,16675
1543984974.0,-1,-1,15990
1543985274.0,-1,-1,15990
1543985574.0,-1,-1,15772
1543985873.0,-1,-1,16675
1543986173.0,-1,-1,16442
1543986473.0,-1,-1,16213
1543986594.0,1,82693,16558
1543986648.0,2,83272,16558
1543986800.0,1,84529,16794
1543986976.0,2,87025,14561
1543987250.0,4,89289,14561
1543987605.0,-1,-1,15665
1543987905.0,-1,-1,15248
1543988205.0,-1,-1,15881
1543988504.0,-1,-1,15881
1543988804.0,-1,-1,15665
1543989104.0,-1,-1,15772
1543989404.0,-1,-1,16675
1543989704.0,-1,-1,15881
1543990004.0,-1,-1,16442
1543990303.0,-1,-1,16914
1543990603.0,-1,-1,16675
1543990816.0,1,89295,17160
1543990872.0,2,89894,16213
1543991023.0,1,91143,16914
1543991199.0,2,93639,15248
1543991479.0,4,95947,14752
1543991833.0,-1,-1,15047
1543992133.0,-1,-1,16101
1543992433.0,-1,-1,15665
1543992733.0,-1,-1,15772
1543993033.0,-1,-1,16675
1543993333.0,-1,-1,16558
1543993632.0,-1,-1,16327
1543993932.0,-1,-1,17160
1543994003.0,1,96106,16675
1543994038.0,2,96461,16213
1543994199.0,1,97788,16101
1543994553.0,-1,-1,12930
1543994852.0,-1,-1,12852
1543995151.0,-1,-1,12624
1543995231.0,2,113754,12699
1543995586.0,-1,-1,12852
1543995886.0,-1,-1,12852
1543996185.0,-1,-1,12775
1543996485.0,-1,-1,12549
1543996784.0,-1,-1,12185
1543997083.0,-1,-1,12329
1543997382.0,-1,-1,11838
1543997681.0,-1,-1,12257
1543997981.0,-1,-1,12329
1543998280.0,-1,-1,11975
1543998557.0,4,141098,11314
1543998911.0,-1,-1,12115
1543999210.0,-1,-1,12549
1543999510.0,-1,-1,13008
1543999636.0,1,141102,12930
1543999692.0,2,141692,13008
1543999843.0,1,142935,13750
1543999897.0,4,143337,12775
1544000253.0,-1,-1,13412
1544000553.0,-1,-1,13750
1544000852.0,-1,-1,13579
1544001152.0,-1,-1,14191
1544001451.0,-1,-1,14191
1544001751.0,-1,-1,13923
1544002050.0,-1,-1,14467
1544002350.0,-1,-1,14101
1544002650.0,-1,-1,14191
1544002949.0,-1,-1,14561
1544003249.0,-1,-1,15047
1544003549.0,-1,-1,14948
1544003848.0,-1,-1,15147
1544004148.0,-1,-1,14656
1544004447.0,-1,-1,15248
1544004747.0,-1,-1,15772
1544005047.0,-1,-1,15881
1544005347.0,-1,-1,15147
1544005646.0,-1,-1,15351
1544005946.0,-1,-1,15248
1544006246.0,-1,-1,16101
1544006546.0,-1,-1,16101
1544006846.0,-1,-1,15881
1544007146.0,-1,-1,15772
1544007446.0,-1,-1,16101
1544007746.0,-1,-1,16675
1544008045.0,-1,-1,16327
1544008345.0,-1,-1,15881
1544008645.0,-1,-1,16327
1544008945.0,-1,-1,16327
1544009244.0,-1,-1,15665
1544009544.0,-1,-1,15990
1544009844.0,-1,-1,16213
1544010144.0,-1,-1,16914
1544010444.0,-1,-1,15881
1544010743.0,-1,-1,16327
1544011043.0,-1,-1,16213
1544011344.0,-1,-1,16327
1544011644.0,-1,-1,16213
1544011944.0,-1,-1,16558
1544012243.0,-1,-1,16442
1544012543.0,-1,-1,17036
1544012788.0,1,143337,16675
