Stove Type,Laser 56/560,Latitude,64.86302,Longitude,-147.888,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1544287100.0,432,1,63.69,20.465,43.225,0.001255824,0.0627912
1544287167.0,88,4,63.69,20.475,43.215,0.00025581599999999996,0.014853832258064513
1544287920.0,0,1,65.15,20.565,44.585,0.0,0.0
1544288665.0,444,2,66.97,20.65,46.32,0.001290708,0.1010119304347826
1544289206.0,6272,4,69.875,20.62,49.255,0.018232704,0.06335688648648648
1544290405.0,2,1,70.11,20.56,49.55,5.814e-06,1.536740088105727e-05
1544291117.0,541,2,67.565,20.525,47.04,0.001572687,0.09131730967741936
1544291668.0,6298,4,70.1,20.51,49.59,0.018308286,0.06337483615384616
1544292857.5,4,1,70.22,20.565,49.655,1.1628e-05,3.1262733383121735e-05
1544293558.0,537,2,67.805,20.635,47.17,0.0015610589999999998,0.09064213548387096
1544294106.5,6267,4,70.345,20.69,49.655,0.018218169,0.06336754434782609
1544295277.5,96,1,70.465,20.8,49.665,0.000279072,0.0007686757459831675
1544295962.0,493,2,68.04,20.86,47.18,0.001433151,0.0832152193548387
1544296547.5,6717,4,69.995,20.89,49.105,0.019526319,0.06338570640216411
1544297809.5,1,1,69.64,20.955,48.685,2.907e-06,7.395901060070671e-06
1544298540.0,445,2,67.445,20.99,46.455,0.001293615,0.10123943478260869
1544299092.5,6413,4,69.995,21.015,48.98,0.018642591,0.06337424702549575
1544300299.5,2,1,69.4,21.075,48.325,5.814e-06,1.544678966789668e-05
1544301008.0,548,2,67.09,21.11,45.98,0.001593036,0.09249886451612903
1544301692.0,7550,4,69.995,21.145,48.85,0.021947849999999998,0.060499433384379776
1544302955.0,2,1,69.635,21.15,48.485,5.814e-06,1.715606557377049e-05
1544303596.0,531,2,66.97,21.12,45.85,0.001543617,0.08962937419354838
1544304095.0,5673,4,69.87,21.07,48.8,0.016491411,0.06342850384615385
1544305362.0,4,1,70.225,20.94,49.285,1.1628e-05,2.619574468085106e-05
1544306192.0,550,2,67.445,20.86,46.585,0.00159885,0.09283645161290321
1544306734.0,5898,4,70.755,20.62,50.135,0.017145485999999998,0.060395058317025435
1544308851.5,0,1,70.395,19.575,50.82,0.0,0.0
1544310489.0,566,2,66.01,18.765,47.245,0.0016453619999999998,0.09553714838709677
1544311066.5,6620,4,68.355,18.65,49.705,0.01924434,0.06338483440073192
