Stove Type,Laser 530,Latitude,64.76378,Longitude,-148.083,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543679445.0,4,25695,76.18,15.02,61.16
1544116851.0,4,25695,54.73,14.48,40.25
1544203441.0,4,25695,54.73,21.45,33.28
1544462803.0,4,25695,56.94,-3.58,60.52
1544549036.0,4,25695,57.21,8.27,48.94
1550079166.0,0,25695,21.43,15.36,6.07
1550079385.0,0,25734,57.03,15.37,41.66
1550080000.0,1,35026,62.94,15.4,47.54
1550080113.0,4,36295,60.9,15.41,45.49
1550080154.0,1,36758,63.69,15.41,48.28
1550080300.0,4,38391,63.93,15.41,48.52
1550080340.0,1,38833,60.9,15.42,45.48
1550080464.0,4,40219,61.67,15.42,46.25
1550080505.0,1,40679,61.16,15.43,45.73
1550080682.0,4,42648,63.19,15.43,47.76
1550080722.0,1,43092,63.69,15.44,48.25
1550080763.0,2,43487,62.94,15.44,47.5
1550081818.0,4,50149,61.16,15.49,45.67
1550081860.0,2,50411,62.69,15.49,47.2
1550082314.0,4,53275,62.69,15.52,47.17
1550082356.0,2,53536,63.19,15.52,47.67
1550082623.0,4,55223,63.44,15.53,47.91
1550082665.0,2,55483,65.16,15.53,49.63
1550082864.0,4,56739,64.92,15.54,49.38
1550082906.0,2,56999,63.44,15.55,47.89
1550083470.0,4,60558,64.18,15.57,48.61
1550083511.0,2,60812,62.94,15.58,47.36
1550083558.0,4,61109,64.67,15.58,49.09
1550083600.0,2,61369,64.43,15.58,48.85
1550083713.0,4,62083,62.94,15.59,47.35
1550083755.0,2,62341,62.94,15.59,47.35
1550083848.0,4,62928,64.43,15.59,48.84
1550083890.0,2,63188,63.69,15.59,48.1
1550083987.0,4,63802,64.43,15.6,48.83
1550084029.0,2,64061,65.89,15.6,50.29
1550084108.0,4,64561,63.69,15.61,48.08
1550084164.0,2,64913,64.92,15.61,49.31
1550084241.0,4,65398,65.65,15.61,50.04
1550084282.0,2,65657,64.92,15.61,49.31
1550084378.0,4,66260,65.16,15.62,49.54
1550084419.0,2,66519,65.65,15.61,50.04
1550084468.0,4,66823,65.16,15.57,49.59
1550084510.0,2,67079,65.65,15.54,50.11
1550084561.0,4,67400,65.4,15.51,49.89
1550084603.0,2,67660,64.67,15.48,49.19
1550084675.0,4,68113,65.65,15.43,50.22
1550084716.0,2,68371,64.92,15.4,49.52
1550084764.0,4,68670,65.16,15.37,49.79
1550084806.0,2,68928,64.92,15.34,49.58
1550084878.0,4,69380,64.67,15.29,49.38
1550084919.0,2,69638,63.93,15.26,48.67
1550084975.0,4,69982,65.16,15.22,49.94
1550085027.0,2,70289,65.89,15.18,50.71
1550085069.0,4,70552,64.92,15.15,49.77
1550085110.0,2,70813,65.4,15.12,50.28
1550085158.0,4,71108,65.16,15.09,50.07
1550085199.0,2,71367,64.67,15.06,49.61
1550085244.0,4,71644,65.4,15.03,50.37
1550085285.0,2,71897,64.43,15.0,49.43
1550085328.0,4,72168,65.65,14.97,50.68
1550085370.0,2,72425,66.13,14.94,51.19
1550085419.0,4,72734,67.57,14.91,52.66
1550085461.0,2,72991,65.16,14.88,50.28
1550085518.0,4,73348,65.4,14.84,50.56
1550085559.0,2,73608,65.65,14.81,50.84
1550085603.0,4,73884,65.65,14.78,50.87
1550085644.0,2,74145,65.65,14.75,50.9
1550085715.0,4,74591,66.13,14.7,51.43
1550085758.0,2,74851,64.67,14.67,50.0
1550085808.0,4,75165,67.57,14.63,52.94
1550085849.0,2,75422,65.4,14.61,50.79
1550085917.0,4,75846,66.61,14.56,52.05
1550085958.0,2,76105,64.92,14.53,50.39
1550086002.0,4,76377,65.89,14.5,51.39
1550086044.0,2,76635,66.37,14.47,51.9
1550086128.0,4,77164,65.4,14.41,50.99
1550086169.0,2,77416,65.89,14.38,51.51
1550086215.0,4,77706,66.85,14.35,52.5
1550086271.0,2,78051,66.13,14.31,51.82
1550086324.0,4,78374,66.13,14.27,51.86
1550086365.0,2,78631,66.13,14.24,51.89
1550086429.0,4,79034,65.16,14.2,50.96
1550086469.0,2,79267,66.37,14.17,52.2
1550086561.0,4,79836,64.43,14.11,50.32
1550086603.0,2,80092,66.13,14.08,52.05
1550086684.0,4,80596,65.65,14.02,51.63
1550086726.0,2,80851,66.85,13.99,52.86
1550086776.0,4,81166,64.67,13.96,50.71
1550086817.0,2,81426,66.61,13.93,52.68
1550086860.0,4,81693,65.65,13.9,51.75
1550086901.0,2,81951,64.92,13.87,51.05
1550086962.0,4,82331,66.61,13.83,52.78
1550087018.0,2,82677,65.89,13.79,52.1
1550087112.0,4,83273,67.8,13.72,54.08
1550087154.0,2,83530,66.37,13.69,52.68
1550087274.0,4,84290,66.61,13.61,53.0
1550087316.0,2,84546,67.8,13.58,54.22
1550087380.0,4,84949,67.09,13.53,53.56
1550087421.0,2,85209,67.33,13.51,53.82
1550087466.0,4,85489,66.85,13.47,53.38
1550087507.0,2,85740,67.33,13.45,53.88
1550087601.0,4,86330,66.61,13.38,53.23
1550087658.0,2,86687,66.13,13.34,52.79
1550087708.0,4,87003,66.85,13.3,53.55
1550087750.0,2,87246,67.57,13.27,54.3
1550087798.0,4,87549,69.21,13.24,55.97
1550087844.0,2,87833,68.04,13.21,54.83
1550087889.0,4,88115,68.28,13.18,55.1
1550087930.0,2,88373,67.09,13.15,53.94
1550087984.0,4,88708,68.28,13.11,55.17
1550088163.0,4,89801,69.45,13.04,56.41
1550088205.0,2,90062,68.75,13.03,55.72
1550088288.0,4,90580,67.09,13.0,54.09
1550088330.0,2,90814,67.8,12.98,54.82
1550088384.0,4,91150,69.21,12.97,56.24
1550088425.0,2,91409,69.68,12.95,56.73
1550088473.0,4,91697,68.51,12.93,55.58
1550088514.0,2,91955,66.37,12.92,53.45
1550088649.0,4,92804,68.28,12.87,55.41
1550088690.0,2,93064,68.04,12.86,55.18
1550088749.0,4,93431,68.75,12.84,55.91
1550088790.0,2,93687,68.28,12.82,55.46
1550088845.0,4,94015,68.98,12.8,56.18
1550088885.0,2,94258,67.8,12.79,55.01
1550088960.0,4,94731,69.45,12.76,56.69
1550089002.0,2,94987,68.28,12.75,55.53
1550089053.0,4,95307,68.51,12.73,55.78
1550089111.0,2,95664,68.51,12.71,55.8
1550089172.0,4,96050,68.75,12.69,56.06
1550089214.0,2,96308,68.98,12.68,56.3
1550089261.0,4,96605,69.21,12.66,56.55
1550089303.0,2,96860,67.8,12.64,55.16
1550089347.0,4,97140,69.21,12.63,56.58
1550089395.0,2,97412,67.33,12.61,54.72
1550089453.0,4,97773,67.8,12.59,55.21
1550089494.0,2,98030,68.75,12.58,56.17
1550089535.0,4,98284,69.21,12.56,56.65
1550089577.0,2,98533,68.28,12.55,55.73
1550089627.0,4,98846,69.21,12.53,56.68
1550089669.0,2,99083,68.51,12.52,55.99
1550089720.0,4,99402,69.91,12.5,57.41
1550089762.0,2,99653,68.98,12.48,56.5
1550089814.0,4,99976,68.04,12.47,55.57
1550089871.0,2,100323,69.45,12.45,57.0
1550089936.0,4,100726,68.75,12.42,56.33
1550089978.0,2,100982,68.28,12.41,55.87
1550090021.0,4,101247,70.37,12.39,57.98
1550090062.0,2,101503,70.83,12.38,58.45
1550090103.0,4,101757,69.21,12.36,56.85
1550090145.0,2,102012,71.06,12.35,58.71
1550090195.0,4,102323,69.21,12.33,56.88
1550090236.0,2,102576,68.98,12.32,56.66
1550090344.0,4,103257,67.57,12.28,55.29
1550090386.0,2,103500,68.51,12.26,56.25
1550090438.0,4,103826,70.37,12.25,58.12
1550090480.0,2,104082,69.91,12.23,57.68
1550090528.0,4,104387,69.91,12.22,57.69
1550090584.0,2,104730,69.91,12.2,57.71
1550090638.0,4,105060,69.45,12.18,57.27
1550090679.0,2,105316,68.98,12.16,56.82
1550090738.0,4,105683,69.68,12.14,57.54
1550090779.0,2,105935,68.75,12.13,56.62
1550090820.0,4,106186,69.45,12.11,57.34
1550090862.0,2,106440,70.14,12.1,58.04
1550090920.0,4,106793,68.75,12.08,56.67
1550090962.0,2,107052,70.14,12.06,58.08
1550091008.0,4,107339,69.45,12.05,57.4
1550091050.0,2,107600,69.21,12.03,57.18
1550091103.0,4,107926,70.37,12.01,58.36
1550091144.0,2,108176,70.83,12.0,58.83
1550091251.0,4,108840,70.6,11.96,58.64
1550091290.0,2,109084,70.37,11.95,58.42
1550091337.0,4,109367,69.91,11.93,57.98
1550091378.0,2,109622,69.21,11.92,57.29
1550091437.0,4,109984,69.21,11.9,57.31
1550091478.0,2,110239,69.21,11.88,57.33
1550091532.0,4,110579,69.91,11.86,58.05
1550091574.0,2,110835,69.68,11.85,57.83
1550091620.0,4,111117,69.45,11.84,57.61
1550091660.0,2,111367,70.14,11.85,58.29
1550091713.0,4,111698,70.37,11.85,58.52
1550091754.0,2,111946,71.06,11.86,59.2
1550091796.0,4,112205,71.06,11.86,59.2
1550091838.0,2,112463,70.6,11.86,58.74
1550091893.0,4,112805,69.45,11.87,57.58
1550091934.0,2,113062,69.91,11.87,58.04
1550091992.0,4,113417,69.91,11.88,58.03
1550092033.0,2,113673,71.29,11.88,59.41
1550092094.0,4,114050,68.28,11.89,56.39
1550092135.0,2,114307,71.52,11.89,59.63
1550092187.0,4,114629,71.52,11.9,59.62
1550092229.0,2,114884,70.37,11.9,58.47
1550092289.0,4,115260,70.14,11.91,58.23
1550092330.0,2,115512,71.06,11.91,59.15
1550092377.0,4,115802,71.74,11.92,59.82
1550092419.0,2,116049,70.14,11.92,58.22
1550092461.0,4,116310,70.14,11.93,58.21
1550092503.0,2,116567,69.91,11.93,57.98
1550092546.0,4,116836,70.14,11.93,58.21
1550092588.0,2,117088,68.98,11.94,57.04
1550092631.0,4,117350,71.52,11.94,59.58
1550092672.0,2,117596,70.14,11.95,58.19
1550092720.0,4,117894,71.74,11.95,59.79
1550092762.0,2,118150,69.68,11.96,57.72
1550092805.0,4,118417,70.83,11.96,58.87
1550092847.0,2,118666,69.91,11.96,57.95
1550092894.0,4,118956,70.6,11.97,58.63
1550092936.0,2,119205,70.14,11.97,58.17
1550092999.0,4,119597,71.29,11.98,59.31
1550093041.0,2,119848,71.97,11.98,59.99
1550093088.0,4,120139,71.06,11.99,59.07
1550093128.0,2,120384,70.83,11.99,58.84
1550093175.0,4,120676,70.6,12.0,58.6
1550093216.0,2,120932,70.83,12.0,58.83
1550093261.0,4,121207,71.29,12.01,59.28
1550093303.0,2,121460,71.29,12.01,59.28
1550093355.0,4,121771,72.19,12.02,60.17
