Stove Type,M2200,Latitude,64.85657,Longitude,-147.893,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543841901.0,4,864,11188
1543842259.0,-1,-1,13008
1543842559.0,-1,-1,13248
1543842859.0,-1,-1,13167
1543843159.0,-1,-1,13330
1543843459.0,-1,-1,13167
1543843759.0,-1,-1,13330
1543843981.0,2,914,13495
1543844280.0,4,2502,13248
1543844337.0,1,2966,13248
1543844477.0,4,4119,12775
1543844834.0,-1,-1,12930
1543845135.0,-1,-1,13579
1543845435.0,-1,-1,13495
1543845735.0,-1,-1,13412
1543846035.0,-1,-1,13412
1543846335.0,-1,-1,13664
1543846635.0,-1,-1,13579
1543846935.0,-1,-1,13664
1543847236.0,-1,-1,13923
1543847536.0,-1,-1,13923
1543847836.0,-1,-1,14101
1543848136.0,-1,-1,14191
1543848436.0,-1,-1,14191
1543848736.0,-1,-1,14282
1543849036.0,-1,-1,14191
1543849337.0,-1,-1,14282
1543849637.0,-1,-1,14656
1543849937.0,-1,-1,14752
1543850237.0,-1,-1,14752
1543850537.0,-1,-1,14850
1543850838.0,-1,-1,14752
1543851138.0,-1,-1,14752
1543851438.0,-1,-1,14850
1543851738.0,-1,-1,14752
1543852039.0,-1,-1,15047
1543852339.0,-1,-1,15047
1543852639.0,-1,-1,15147
1543852940.0,-1,-1,15455
1543853240.0,-1,-1,15248
1543853540.0,-1,-1,15147
1543853840.0,-1,-1,15147
1543854140.0,-1,-1,15351
1543854440.0,-1,-1,15351
1543854740.0,-1,-1,15559
1543855041.0,-1,-1,15559
1543855341.0,-1,-1,15455
1543855641.0,-1,-1,15559
1543855941.0,-1,-1,15455
1543856013.0,2,4122,15559
1543856312.0,4,5711,14752
1543856368.0,1,6174,14374
1543856425.0,2,6569,14282
1543856693.0,4,8124,13412
1543856750.0,3,8389,13248
1543857104.0,-1,-1,13248
1543857369.0,4,11271,13167
1543857726.0,-1,-1,13579
1543858026.0,-1,-1,14012
1543858327.0,-1,-1,13923
1543858627.0,-1,-1,13923
1543858927.0,-1,-1,14012
1543859227.0,-1,-1,14282
1543859527.0,-1,-1,14282
1543859828.0,-1,-1,14282
1543860128.0,-1,-1,14850
1543860428.0,-1,-1,14850
1543860728.0,-1,-1,14948
1543861029.0,-1,-1,14850
1543861329.0,-1,-1,15351
1543861629.0,-1,-1,15248
1543861929.0,-1,-1,15248
1543862229.0,-1,-1,15248
1543862529.0,-1,-1,15665
1543862829.0,-1,-1,15351
1543863130.0,-1,-1,15559
1543863392.0,2,11271,15559
1543863691.0,4,12861,14752
1543863748.0,1,13324,14561
1543863806.0,2,13795,14191
1543864141.0,3,15738,13664
1543864498.0,-1,-1,13495
1543864798.0,-1,-1,13167
1543864939.0,4,19450,13330
1543865296.0,-1,-1,13923
1543865596.0,-1,-1,14012
1543865896.0,-1,-1,13923
1543866197.0,-1,-1,14012
1543866497.0,-1,-1,14374
1543866797.0,-1,-1,14752
1543866927.0,2,19454,14561
1543867225.0,1,21044,14191
1543867281.0,0,21563,13836
1543867635.0,-1,-1,12329
1543867936.0,-1,-1,11704
1543868236.0,-1,-1,11188
1543868536.0,-1,-1,10944
1543868836.0,-1,-1,10884
1543869136.0,-1,-1,10766
1543869376.0,1,43438,10203
1543869732.0,-1,-1,10203
1543869913.0,2,47834,9684
1543870283.0,-1,-1,10479
1543870584.0,-1,-1,10707
1543870884.0,-1,-1,10592
1543871184.0,-1,-1,10535
1543871485.0,-1,-1,10707
1543871785.0,-1,-1,10707
1543872085.0,-1,-1,10825
1543872385.0,-1,-1,10650
1543872685.0,-1,-1,10479
1543872985.0,-1,-1,10535
1543873285.0,-1,-1,10592
1543873585.0,-1,-1,10479
1543873885.0,-1,-1,10592
1543874186.0,-1,-1,10423
1543874486.0,-1,-1,10592
1543874786.0,-1,-1,10367
1543874842.0,4,76344,10535
1543875199.0,-1,-1,10535
1543875499.0,-1,-1,10825
1543875800.0,-1,-1,11004
1543876100.0,-1,-1,11314
1543876400.0,-1,-1,11188
1543876700.0,-1,-1,13087
1543877000.0,-1,-1,13495
1543877301.0,-1,-1,13330
1543877600.0,-1,-1,13412
1543877901.0,-1,-1,13412
1543878201.0,-1,-1,13664
1543878502.0,-1,-1,13412
1543878802.0,-1,-1,13750
1543879102.0,-1,-1,13750
1543879402.0,-1,-1,13579
1543879702.0,-1,-1,13664
1543880002.0,-1,-1,13664
1543880303.0,-1,-1,13836
1543880603.0,-1,-1,13750
1543880903.0,-1,-1,13750
1543881203.0,-1,-1,13750
1543881503.0,-1,-1,13664
1543881803.0,-1,-1,13664
1543882104.0,-1,-1,13836
1543882404.0,-1,-1,13836
1543882704.0,-1,-1,14101
1543883004.0,-1,-1,13750
1543883304.0,-1,-1,14101
1543883605.0,-1,-1,14101
1543883905.0,-1,-1,14012
1543884205.0,-1,-1,14191
1543884506.0,-1,-1,14101
1543884806.0,-1,-1,13923
1543885106.0,-1,-1,14374
1543885407.0,-1,-1,14101
1543885707.0,-1,-1,14282
1543886007.0,-1,-1,14374
1543886307.0,-1,-1,14374
1543886607.0,-1,-1,14467
1543886908.0,-1,-1,14561
1543887208.0,-1,-1,14374
1543887509.0,-1,-1,14191
1543887809.0,-1,-1,14374
1543888109.0,-1,-1,14561
1543888410.0,-1,-1,14656
1543888484.0,2,76346,14752
1543888782.0,1,77937,14561
1543888839.0,2,78335,14656
1543889108.0,3,79894,14752
1543889463.0,-1,-1,14656
1543889733.0,4,82803,14282
1543890090.0,-1,-1,14561
1543890390.0,-1,-1,14374
1543890691.0,-1,-1,14374
1543890991.0,-1,-1,14374
1543891291.0,-1,-1,14467
1543891591.0,-1,-1,14656
1543891892.0,-1,-1,14850
1543892192.0,-1,-1,14467
1543892492.0,-1,-1,14948
1543892793.0,-1,-1,14850
1543893093.0,-1,-1,14101
1543893393.0,-1,-1,14656
1543893693.0,-1,-1,14467
1543893994.0,-1,-1,14656
1543894294.0,-1,-1,14850
1543894595.0,-1,-1,14752
1543894654.0,2,82947,15351
1543894926.0,4,84393,14948
1543894983.0,1,84857,14752
1543895037.0,2,85216,15047
1543895318.0,3,86844,14948
1543895689.0,-1,-1,14467
1543895989.0,-1,-1,14467
1543896222.0,4,91052,14850
1543896580.0,-1,-1,14752
1543896880.0,-1,-1,14561
1543897181.0,-1,-1,14656
1543897481.0,-1,-1,14752
1543897781.0,-1,-1,14656
1543898082.0,-1,-1,14561
1543898382.0,-1,-1,14561
1543898682.0,-1,-1,14561
1543898983.0,-1,-1,14850
1543899283.0,-1,-1,15047
1543899583.0,-1,-1,15047
1543899883.0,-1,-1,15047
1543900184.0,-1,-1,14948
1543900436.0,2,91053,14656
1543900735.0,4,92643,15047
1543900792.0,1,93106,14850
1543900850.0,2,93587,14752
1543901185.0,4,95524,15047
1543901242.0,3,95790,14850
1543901599.0,-1,-1,14752
1543901899.0,-1,-1,14850
1543902199.0,-1,-1,14948
1543902256.0,4,100494,14656
1543902613.0,-1,-1,14850
1543902913.0,-1,-1,14656
1543903213.0,-1,-1,14561
1543903513.0,-1,-1,14561
1543903814.0,-1,-1,14656
1543904114.0,-1,-1,14656
1543904414.0,-1,-1,14850
1543904714.0,-1,-1,15047
1543905014.0,-1,-1,14850
1543905315.0,-1,-1,15047
1543905615.0,-1,-1,14948
1543905915.0,-1,-1,14948
1543906131.0,2,100494,14948
1543906430.0,1,102087,15455
1543906564.0,2,103182,14948
1543906920.0,-1,-1,15047
