Stove Type,Laser 73/730,Latitude,64.89301,Longitude,-147.831,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1549039633.0,96,-23,119
1549039721.0,75,-23,98
1549040171.0,74,-23,97
1549040238.0,76,-23,100
1549040476.0,75,-23,99
1549040835.0,75,-23,98
1549040892.0,74,-23,98
1549041057.0,75,-23,99
1549041287.0,78,-24,102
1549041645.0,76,-24,100
1549041945.0,75,-24,100
1549042245.0,75,-24,100
1549042545.0,75,-24,100
1549042846.0,74,-24,99
1549043146.0,74,-24,99
1549043446.0,75,-24,100
1549043746.0,75,-25,100
1549044047.0,74,-25,99
1549044346.0,74,-24,99
1549044646.0,74,-24,99
1549044947.0,74,-24,98
1549045247.0,75,-24,99
1549045547.0,74,-23,98
1549045847.0,75,-23,98
1549046147.0,75,-23,98
1549046447.0,74,-22,97
1549046747.0,74,-22,97
1549047047.0,75,-22,97
1549047347.0,74,-22,96
1549047647.0,74,-21,95
1549047947.0,74,-21,96
1549048247.0,75,-21,96
1549048547.0,74,-20,95
1549048847.0,75,-20,95
1549049147.0,75,-20,95
1549049242.0,75,-19,95
1549049559.0,76,-19,96
1549049916.0,75,-19,94
1549050216.0,74,-18,93
1549050516.0,73,-18,92
1549050817.0,74,-18,92
1549051117.0,75,-17,93
1549051417.0,75,-16,91
1549051717.0,74,-13,88
1549052017.0,75,-11,87
1549052317.0,75,-9,85
1549052617.0,75,-7,82
1549052917.0,74,-5,79
1549053217.0,74,-2,77
1549053517.0,75,0,75
1549053817.0,75,1,73
1549054117.0,74,3,70
1549054418.0,73,5,68
1549054718.0,74,8,66
1549055018.0,74,8,65
1549055318.0,75,9,66
1549055618.0,74,9,65
1549055918.0,75,9,66
1549056218.0,75,9,65
1549056518.0,75,9,65
1549056818.0,74,9,64
1549057118.0,75,10,65
1549057418.0,75,10,65
1549057718.0,75,10,64
1549058018.0,75,10,64
1549058318.0,75,10,64
1549058619.0,74,10,63
1549058919.0,74,10,63
1549059219.0,75,10,64
1549059519.0,75,10,64
1549059819.0,75,10,65
1549060119.0,76,10,65
1549060419.0,74,10,63
1549060719.0,75,10,64
1549061019.0,75,10,64
1549061319.0,75,10,64
