Stove Type,Laser 530,Latitude,64.91823,Longitude,-147.868,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1544011922.0,3,1,71.745,8.915,62.83,8.721e-06,2.07917880794702e-05
1544012839.0,2648,2,71.055,8.65,62.405,0.007697735999999999,0.08553039999999999
1544014977.5,24992,4,70.6,8.975,61.625,0.07265174399999999,0.06616399655957499
1544017690.5,3,1,71.29,9.795,61.495,8.721e-06,2.1314052953156823e-05
1544018587.0,2621,4,70.715,10.35,60.365,0.007619247,0.08571652875
1544018783.5,457,2,70.37,10.485,59.885,0.001328499,0.06551501917808218
1544019341.5,6312,4,70.715,10.875,59.84,0.018348984,0.06333302243528284
1544020453.5,0,1,70.715,11.655,59.06,0.0,0.0
1544021203.5,2592,2,70.945,12.18,58.765,0.007534944,0.08503385078369906
1544022030.0,8431,4,71.175,12.69,58.485,0.024508916999999998,0.06614100539730135
1544023316.5,3,1,71.405,13.4,58.005,8.721e-06,2.5339467312348668e-05
1544024094.5,2583,4,70.485,13.79,56.695,0.007508781,0.08527322271293375
1544024289.0,457,2,69.215,13.885,55.33,0.001328499,0.06642495
1544027304.0,37657,4,70.36,15.715,54.645,0.109468899,0.0661443498489426
1544030983.0,2,1,70.94,17.95,52.99,5.814e-06,1.4950285714285712e-05
1544031843.0,2616,4,70.025,18.465,51.56,0.007604712,0.08555301
1544032031.0,357,2,69.91,18.58,51.33,0.001037799,0.06671565
1544034121.0,26066,4,70.825,19.665,51.16,0.075773862,0.06614595130940834
1544036698.0,1,1,71.63,20.865,50.765,2.907e-06,1.0160388349514563e-05
1544037370.5,2566,4,71.06,21.035,50.025,0.007459362,0.08524985142857143
1544037564.5,458,2,70.485,21.075,49.41,0.001331406,0.06565837808219178
1544038536.0,11821,4,70.715,21.265,49.45,0.034363647,0.06615461454545454
1544040292.5,338,1,70.945,21.56,49.385,0.000982566,0.002152913937918442
1544041258.5,2305,4,70.485,21.685,48.8,0.006700635,0.08346811764705883
1544041439.5,458,2,70.14,21.705,48.435,0.001331406,0.06565837808219178
1544042669.0,15083,4,71.055,21.835,49.22,0.043846281,0.06615532757753562
1544044699.5,2,1,71.17,22.085,49.085,5.814e-06,1.249576119402985e-05
1544045698.0,2644,4,70.025,22.235,47.79,0.007686108,0.08593164223602484
1544045887.5,357,2,70.025,22.265,47.76,0.001037799,0.0655452
1544046898.5,12420,4,70.715,22.35,48.365,0.036104939999999995,0.06614645496183205
1544048596.0,3,1,70.83,22.39,48.44,8.721e-06,2.1954965034965036e-05
1544049471.0,2620,2,70.37,22.345,48.025,0.007616339999999999,0.08568382499999999
1544050902.5,15789,4,70.715,22.275,48.44,0.045898623,0.06497642265041291
1544052991.5,0,1,70.83,22.17,48.66,0.0,0.0
1544053970.0,2645,4,70.37,22.12,48.25,0.0076890149999999996,0.08596414285714285
1544054167.5,459,2,70.37,22.11,48.26,0.001334313,0.06580173698630136
1546193850.5,17922206,4,72.62,13.99,58.63,52.099852842,0.04382954619634598
1548334496.5,0,1,69.28,5.6,63.68,0.0,0.0
1548335671.5,2908,2,66.335,5.28,61.055,0.008453556,0.08670313846153846
1548338273.5,30629,4,72.14,4.27,67.87,0.08903850299999999,0.06604957980630537
1548341710.0,0,1,69.245,3.365,65.88,0.0,0.0
1548342896.0,2892,2,66.2,3.605,62.595,0.008407043999999999,0.08598113181818182
1548346136.5,38747,4,72.585,6.195,66.39,0.112637529,0.0661600757709251
1548350004.5,1,1,69.45,8.64,60.81,2.907e-06,6.512258867454884e-06
1548350983.5,2892,2,66.54,8.69,57.85,0.008407043999999999,0.08622609230769229
1548368947.5,224888,4,72.28,11.11,61.17,0.6537494159999999,0.06615223030609663
1548387585.5,4,1,69.91,13.05,56.86,1.1628e-05,2.4638493231312537e-05
1548388610.5,2879,2,68.0,12.485,55.515,0.008369253,0.0858384923076923
1548395114.5,80001,4,72.95,11.3,61.65,0.23256290699999999,0.06614730703958284
1548402318.0,0,1,70.955,9.945,61.01,0.0,0.0
1548403369.5,2888,2,68.95,9.765,59.185,0.008395416,0.08561897337110481
1548406886.5,42232,4,72.855,11.695,61.16,0.122768424,0.06615272061068703
1548411921.0,4,1,70.035,13.83,56.205,1.1628e-05,1.2355608028335301e-05
1548413790.5,2890,2,67.665,14.145,53.52,0.008401229999999999,0.08616646153846153
1548414468.0,6349,4,71.385,14.295,57.09,0.018456543,0.06617883944223107
1548416214.5,2,1,69.005,14.73,54.275,5.814e-06,8.409160305343512e-06
1548417635.5,2896,2,67.065,15.13,51.935,0.008418672,0.08585614504249292
1548418869.0,13363,4,71.375,15.905,55.47,0.038846241,0.06615253907284767
1548421133.0,3,1,69.47,17.32,52.15,8.721e-06,1.3005633802816902e-05
1548422515.5,2879,2,67.655,18.145,49.51,0.008369253,0.0858384923076923
1548423729.0,13119,4,72.39,18.81,53.58,0.038136933,0.06613340982658959
1548425799.0,3,1,68.905,19.695,49.21,8.721e-06,1.5211046511627907e-05
1548426846.5,351,2,63.435,20.015,43.42,0.001020357,0.11849307096774193
1548426874.5,202,1,64.055,20.025,44.03,0.000587214,0.084558816
1548427024.5,2190,4,67.045,20.07,46.975,0.00636633,0.08334104727272727
1548427175.0,163,2,70.37,20.115,50.255,0.00047384099999999996,0.06560875384615385
1548430795.0,27381,4,74.045,22.16,51.885,0.079596567,0.039721048128638754
