Stove Type,M2200,Latitude,64.85885,Longitude,-147.962,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1544203541.0,72,21,51
1544203868.0,72,21,51
1544204168.0,71,21,49
1544204469.0,71,21,50
1544204769.0,71,21,50
1544205070.0,71,21,50
1544205370.0,71,21,49
1544205670.0,71,21,49
1544205971.0,70,21,49
1544206082.0,70,21,49
1544206391.0,70,21,48
1544206462.0,70,21,49
1544206520.0,71,21,49
1544206691.0,72,21,50
1544206762.0,72,21,51
1544207098.0,73,21,51
1544207134.0,73,21,52
1544207460.0,72,21,51
1544207761.0,73,21,51
1544208061.0,72,21,50
1544208362.0,71,21,50
1544208662.0,72,21,50
1544208963.0,71,21,49
1544209263.0,71,21,49
1544209563.0,72,21,50
1544209864.0,72,21,50
1544210164.0,71,21,49
1544210465.0,71,21,49
1544210765.0,70,21,49
1544211066.0,71,21,49
1544211319.0,70,21,49
1544211629.0,70,21,48
1544211899.0,70,21,49
1544211925.0,71,21,49
1544212057.0,72,21,51
1544212097.0,73,21,52
1544212468.0,70,21,49
1544212768.0,71,21,50
1544462768.0,72,-3,75
1544463132.0,72,-3,75
1544463432.0,72,-3,75
1544463733.0,71,-3,75
1544464033.0,70,-3,73
1544464333.0,69,-3,72
1544464404.0,70,-3,73
1544464671.0,68,-3,71
1544464734.0,68,-3,71
1544465096.0,69,-3,72
1544465267.0,69,-2,72
1544465592.0,69,-2,72
1544465797.0,71,-2,73
1544466178.0,70,-2,72
1544466478.0,69,-2,72
1544466778.0,70,-1,72
1544467079.0,70,-1,71
1544467379.0,70,-1,72
1544467679.0,69,-1,71
1544467979.0,70,-1,71
1544468279.0,70,-1,71
1544468580.0,70,0,71
1544468880.0,70,0,71
1544469180.0,70,0,71
1544469481.0,70,0,70
1544469781.0,70,0,70
1544470081.0,70,0,70
1544470382.0,70,0,70
1544470682.0,70,0,70
1544470982.0,71,0,71
1544471282.0,70,0,69
1544471582.0,70,0,70
1544471882.0,70,0,69
1544645115.0,70,6,64
1544645471.0,71,5,65
1544645771.0,71,5,65
1544646071.0,71,5,65
1544646372.0,71,5,65
1544646672.0,71,5,66
1544646972.0,68,5,63
1544647020.0,69,5,63
1544647319.0,68,5,63
1544647389.0,69,5,64
1544647725.0,69,5,64
1544648061.0,69,4,64
1544648361.0,70,4,65
1544648661.0,70,4,65
1544648743.0,70,4,65
1544648814.0,70,4,65
1544649150.0,70,4,65
1544649450.0,70,4,65
1544649750.0,70,5,65
1544650050.0,69,5,64
1544650350.0,70,5,65
1544650650.0,70,5,65
1544650950.0,70,5,65
1544651250.0,69,5,64
1544651550.0,69,5,64
1544651851.0,70,5,65
1544652151.0,71,5,65
1544652451.0,70,5,65
1544652751.0,70,5,65
1544653052.0,70,4,65
1544653352.0,70,4,65
1544653652.0,71,4,66
1544653953.0,70,4,66
1544654253.0,70,4,65
1544654553.0,70,4,66
1544654854.0,70,4,66
1544655154.0,70,3,66
1544655454.0,71,3,67
1544655754.0,71,3,67
1544655911.0,70,3,67
1544656269.0,71,3,67
1544656569.0,70,3,67
1544656870.0,71,3,68
1544657170.0,71,2,68
1544657471.0,70,2,67
1544657771.0,72,2,69
1544658072.0,70,2,67
1544658373.0,70,2,68
1544658674.0,70,2,68
1544658974.0,70,1,68
1545155696.0,69,0,68
1545156023.0,70,0,69
1545156049.0,69,0,69
1545156419.0,70,0,69
1545156719.0,69,0,68
1545156745.0,68,0,68
1545157100.0,69,0,68
1545157158.0,70,0,69
1545157525.0,69,0,68
1545157825.0,70,0,69
1545158125.0,69,0,68
1545158426.0,69,0,68
1545158546.0,69,0,68
1545158605.0,69,0,68
1545158910.0,70,1,69
1545158946.0,70,1,69
1545159271.0,70,1,69
1545159572.0,70,1,69
1545159872.0,70,1,69
1545160172.0,70,1,69
1545160472.0,70,1,69
1545160772.0,70,1,68
1545161072.0,70,1,69
1545161373.0,71,1,70
1545161673.0,70,1,69
1545161973.0,70,1,69
1545162273.0,70,1,68
1545162573.0,70,1,68
1545162874.0,71,1,69
1545163174.0,70,1,69
1545163474.0,71,1,69
1545163774.0,70,1,69
1545164074.0,70,1,69
1545164375.0,70,1,69
1545164675.0,71,1,70
1545164732.0,72,1,70
1545165089.0,70,1,69
1545165390.0,70,1,68
1545165690.0,69,1,68
1545165991.0,70,1,68
1545166292.0,70,1,68
1545166592.0,71,1,69
1545166893.0,70,1,68
1545167193.0,69,1,68
1545167494.0,69,1,68
1545167795.0,69,1,68
1545168095.0,70,1,69
1545168395.0,71,1,69
1545168696.0,70,1,68
1545168997.0,70,1,68
1545169297.0,69,1,68
1545169597.0,70,1,68
1545169898.0,70,1,68
1545170198.0,71,1,69
1545170499.0,70,1,69
1545170800.0,69,1,68
1545171100.0,70,1,68
1545171401.0,69,1,68
1545171457.0,69,1,68
1545171570.0,70,1,68
1545171633.0,70,1,69
1545171990.0,70,1,69
1545172290.0,69,1,68
1545172591.0,69,1,67
1545172711.0,69,1,67
1545173068.0,68,1,67
1545173344.0,70,1,68
1545173399.0,69,1,68
1545173756.0,69,1,67
1545174057.0,70,1,68
1545174357.0,70,1,68
1545174658.0,69,1,68
1545174959.0,69,1,68
1545175259.0,71,1,70
1545175560.0,71,1,69
1545175860.0,71,1,69
1545176160.0,71,1,69
1545176461.0,70,1,69
1545176761.0,70,1,68
1545177062.0,71,1,69
1545177362.0,70,1,68
1548429704.0,77,21,55
1548430030.0,77,21,55
1548430331.0,77,22,55
1548430631.0,76,22,53
1548430931.0,75,22,53
1548431232.0,74,22,52
1548431532.0,74,22,51
1548431833.0,73,23,50
1548432140.0,73,23,49
1548432440.0,72,23,48
1548432614.0,71,23,47
1548432924.0,71,23,47
1548432950.0,71,23,47
1548433270.0,73,23,49
1548433306.0,73,23,49
1548433632.0,73,23,49
1548433758.0,74,23,50
1548434085.0,75,24,51
1548434412.0,75,24,51
1548434712.0,75,24,50
1548435013.0,74,24,50
1548435313.0,73,24,49
1548435614.0,73,24,48
1548436215.0,72,24,47
1548436456.0,72,25,47
1548436782.0,72,25,47
1548437071.0,73,25,48
1548437097.0,73,25,48
1548437423.0,73,25,48
1548437724.0,73,25,48
1548438024.0,73,25,48
1548438324.0,73,25,48
1548438625.0,74,25,48
1548438926.0,74,26,48
1548439227.0,73,26,47
1548439527.0,74,26,48
1548439828.0,74,26,48
1548440129.0,74,26,48
1548440430.0,74,26,47
1548440731.0,74,26,47
1548441031.0,74,26,48
1548441247.0,74,26,47
1548441574.0,75,26,48
1548441874.0,74,26,47
1548442175.0,74,26,47
1548442475.0,73,27,46
1548442776.0,73,27,46
1548443076.0,73,27,46
1548443376.0,72,27,45
1548443609.0,72,27,45
1548443917.0,72,27,45
1548444005.0,72,27,45
1548444041.0,72,27,45
1548444272.0,73,27,46
1548444298.0,73,27,46
1548444625.0,73,27,46
1548444925.0,74,27,46
1548445226.0,74,27,47
1548445526.0,74,27,47
1548445825.0,75,27,47
1548446152.0,75,27,47
1548446525.0,75,27,47
1548446855.0,75,27,48
1550135991.0,68,-1,70
1550136333.0,66,-1,68
1550136633.0,63,-1,65
1550136933.0,63,-1,65
1550137233.0,62,-1,64
1550137532.0,68,-1,70
1550137832.0,63,-1,64
1550138132.0,63,-1,65
1550138432.0,63,-1,65
1550138732.0,63,-1,65
1550139031.0,63,-1,65
1550139331.0,68,-1,70
1550139631.0,62,-1,63
1550139931.0,61,-1,62
1550139987.0,63,-1,64
1550140332.0,63,0,64
1550140631.0,63,0,64
1550140849.0,68,0,68
1550140889.0,69,0,69
1550141230.0,64,0,65
1550141530.0,63,0,64
1550141829.0,63,0,63
1550142129.0,63,0,63
1550142429.0,62,0,63
1550142729.0,70,0,70
