Stove Type,M2200,Latitude,64.90272,Longitude,-147.772,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1544114107.0,72,14,57
1544114464.0,74,14,59
1544114764.0,72,14,58
1544115065.0,71,14,56
1544115365.0,69,14,55
1544115665.0,67,14,53
1544115965.0,68,14,53
1544116265.0,67,14,53
1544116566.0,66,14,52
1544116866.0,66,14,52
1544117166.0,66,14,51
1544117466.0,65,14,51
1544117767.0,65,14,50
1544118067.0,63,14,49
1544118300.0,64,14,50
1544118618.0,66,14,51
1544118673.0,67,14,52
1544118727.0,68,14,53
1544118826.0,68,14,54
1544119182.0,70,14,56
1544119482.0,69,14,55
1544119782.0,69,14,55
1544120082.0,68,13,54
1544120383.0,68,13,54
1544120683.0,67,13,53
1544120983.0,67,13,53
1544121284.0,66,13,53
1544121584.0,65,13,52
1544121884.0,65,13,52
1544122184.0,65,12,52
1544122485.0,64,12,52
1544122785.0,64,12,51
1544122874.0,64,12,51
1544123192.0,65,12,53
1544123246.0,67,12,54
1544123333.0,68,12,55
1544123424.0,69,12,57
1544123780.0,73,12,61
1544124080.0,73,11,61
1544124380.0,71,11,59
1544124680.0,70,11,58
1544124981.0,69,11,57
1544125281.0,67,11,56
1544125581.0,67,11,55
1544125881.0,66,11,55
1544126182.0,65,10,55
1544126482.0,65,10,54
1544126782.0,64,10,54
1544127082.0,64,10,54
1544127236.0,64,10,54
1544127550.0,65,10,55
1544127606.0,65,10,55
1544127714.0,68,9,58
1544127769.0,69,9,59
1544127857.0,69,9,60
1544128213.0,71,9,61
1544128513.0,70,9,60
1544128813.0,68,9,59
1544129113.0,67,9,58
1544129414.0,67,8,58
1544129714.0,66,8,57
1544130014.0,65,8,57
1544130314.0,66,8,57
1544130615.0,65,8,57
1544130915.0,65,8,57
1544131215.0,64,8,56
1544131467.0,64,8,55
1544131779.0,65,8,57
1544131834.0,66,8,57
1544131928.0,68,8,59
1544132050.0,69,8,60
1544132405.0,74,8,65
1544132705.0,73,9,64
1544133006.0,71,9,62
1544133306.0,70,9,61
1544133606.0,68,9,59
1544133906.0,68,9,59
1544134207.0,67,9,58
1544134507.0,66,9,57
1544134807.0,66,9,56
1544135108.0,65,9,56
1544135408.0,65,9,55
1544135708.0,64,9,55
1544136009.0,64,9,55
1544136064.0,63,9,54
1544136380.0,65,9,55
1544136489.0,66,9,56
1544136544.0,67,9,57
1544136599.0,68,9,58
1544136715.0,69,9,59
1544137071.0,70,9,60
1544137371.0,70,9,60
1544137671.0,68,9,58
1544137971.0,68,9,58
1544138272.0,67,9,57
1544138572.0,66,9,56
1544138872.0,65,9,55
1544139173.0,64,9,55
1544139473.0,64,9,55
1544139712.0,64,9,54
1544140026.0,65,9,55
1544140081.0,66,9,56
1544140136.0,67,9,57
1544140194.0,68,9,58
1544140249.0,68,9,58
1544140349.0,69,9,59
1544140705.0,70,9,60
1544141005.0,69,9,59
1544141305.0,68,10,58
1544141605.0,67,10,57
1544141906.0,66,10,56
1544142206.0,65,10,54
1544142506.0,65,10,54
1544142806.0,65,11,54
1544143107.0,64,11,52
1544143196.0,64,11,53
1544143508.0,65,11,53
1544143563.0,66,11,54
1544143687.0,68,11,56
1544143741.0,68,11,57
1544143818.0,69,11,58
1544144173.0,70,11,58
1544144474.0,69,12,57
1544144774.0,68,12,56
1544145074.0,67,12,55
1544145374.0,66,12,54
1544145675.0,65,12,52
1544145975.0,65,13,52
1544146275.0,64,13,51
1544146576.0,64,13,50
1544146631.0,64,13,50
1544146895.0,65,13,52
1544146987.0,66,13,52
1544147088.0,68,13,54
1544147143.0,69,13,55
1544147221.0,70,13,56
1544147576.0,71,14,57
1544147876.0,72,14,57
1544148177.0,69,14,55
1544148477.0,68,14,54
1544148777.0,67,15,52
1544149077.0,66,15,51
1544149378.0,66,15,50
1544149678.0,65,15,49
1544149978.0,64,15,48
1544150082.0,64,16,48
1544150396.0,65,16,49
1544150479.0,66,16,50
1544150600.0,68,16,51
1544150765.0,69,16,52
1544151121.0,72,16,55
1544151421.0,71,16,54
1544151721.0,69,17,52
1544152022.0,68,17,50
1544152322.0,67,17,50
1544152622.0,66,17,48
1544152922.0,65,17,48
1544153223.0,64,17,47
1544153523.0,64,17,46
1544153594.0,64,17,46
1544153898.0,65,18,47
1544153953.0,65,18,47
1544154011.0,66,18,48
1544154097.0,68,18,49
1544154281.0,69,18,51
1544154636.0,72,18,53
1544154936.0,70,18,51
1544155274.0,68,18,49
1544155575.0,67,18,48
1544155875.0,65,18,47
1544156175.0,65,18,46
1544156476.0,64,19,45
1544156776.0,64,19,45
1544156831.0,64,19,45
1544157120.0,65,19,46
1544157201.0,66,19,47
1544157316.0,68,19,49
1544157480.0,69,19,50
1544157835.0,70,19,50
1544158135.0,69,19,50
1544158436.0,68,19,48
1544158736.0,67,19,47
1544159036.0,66,19,46
1544159336.0,65,19,45
1544159637.0,64,19,44
1544159911.0,64,19,44
1544160223.0,65,19,45
1544160308.0,66,19,46
1544160411.0,68,19,48
1544160465.0,69,19,49
1544160561.0,69,19,49
1544160917.0,72,20,52
1544161217.0,71,20,51
1544161517.0,69,20,49
1544161817.0,68,20,48
1544162118.0,66,20,46
1544162418.0,65,20,45
1544162718.0,64,20,44
1544163019.0,64,20,44
1544163259.0,63,20,43
1544163572.0,65,20,44
1544163627.0,65,20,45
1544163681.0,66,20,46
1544163774.0,68,20,48
1544163829.0,68,20,48
1544163972.0,69,20,49
1544164328.0,70,20,49
1544164628.0,69,20,49
1544164928.0,67,20,47
1544165228.0,66,20,46
1544165529.0,65,20,45
1544165829.0,65,20,45
1544166129.0,64,20,44
1544166311.0,64,20,44
1544166622.0,65,20,44
1544166711.0,66,20,46
1544166810.0,68,20,47
1544166865.0,68,20,48
1544166967.0,69,20,49
1544167322.0,72,20,52
1544167622.0,70,20,49
1544167922.0,68,20,48
1544168223.0,67,20,47
1544168523.0,66,20,45
1544168823.0,66,20,45
1544169124.0,65,20,44
1544169424.0,65,20,44
1544169516.0,64,20,43
1544169825.0,65,20,44
1544169933.0,66,20,45
1544169988.0,67,20,46
1544170042.0,68,20,47
1544170206.0,69,20,49
1544170562.0,73,20,53
1544170862.0,72,20,51
1544171162.0,70,20,50
1544171462.0,68,20,48
1544171763.0,67,20,47
1544172063.0,66,20,46
1544172363.0,65,20,45
1544172664.0,64,19,44
1544172949.0,63,19,44
1544173258.0,64,19,44
1544173313.0,65,19,45
1544173373.0,66,19,47
1544173428.0,67,19,47
1544173489.0,68,19,48
1544173544.0,68,19,49
1544173673.0,69,19,49
1544174028.0,73,19,53
1544174328.0,72,19,52
1544174629.0,70,19,50
1544174929.0,68,19,48
1544175229.0,67,19,47
1544175529.0,67,19,47
1544175830.0,65,19,46
1544176130.0,65,19,45
1544176430.0,64,19,45
1544176651.0,64,19,44
1544176963.0,65,19,46
1544177037.0,66,19,46
1544177143.0,68,19,48
1544177301.0,69,19,50
1544177656.0,72,19,52
1544177956.0,72,19,52
1544178256.0,69,19,49
1544178557.0,68,20,48
1544178857.0,67,20,47
1544179157.0,66,20,45
1544179458.0,66,20,45
1544179758.0,65,20,45
