Stove Type,M422,Latitude,64.83723,Longitude,-148.027,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1549882944.0,9,20,-10
1549882984.0,9,20,-10
1549883366.0,72,20,51
1549883444.0,72,20,52
1549883775.0,70,20,49
1549884075.0,68,20,47
1549884376.0,68,20,47
1549884676.0,67,20,46
1549884976.0,67,20,46
1549885277.0,68,20,47
1549885470.0,67,20,46
1549885770.0,69,20,48
1549885907.0,71,20,50
1549886238.0,69,20,48
1549944207.0,68,25,43
1549944824.0,67,25,42
1549945219.0,67,25,41
1549945519.0,67,25,42
1549945712.0,67,25,41
1549946012.0,70,25,45
1549946042.0,70,25,45
1549946144.0,71,25,46
1549946475.0,69,25,44
1549946775.0,69,25,44
1549947076.0,68,25,42
1549947376.0,67,25,42
1549947677.0,67,25,42
1549947959.0,67,25,42
1549948259.0,70,25,44
1549948289.0,70,25,45
1549948410.0,71,25,45
1549948740.0,69,25,44
1549949041.0,68,25,42
1549949341.0,67,25,41
1549949642.0,67,25,41
1549949942.0,67,25,41
1549950205.0,67,25,41
1549950506.0,69,25,44
1549950676.0,71,25,45
1549951006.0,69,26,43
1549951307.0,68,26,42
1549951607.0,67,26,41
1549951908.0,67,25,41
1549952208.0,67,25,41
1549952489.0,67,25,41
1549952789.0,70,25,44
1549952932.0,71,25,45
1549953262.0,69,25,43
1549953563.0,68,25,42
1549953863.0,68,25,42
1549954164.0,67,25,41
1549954464.0,67,25,42
1549954584.0,67,25,41
1549954885.0,69,25,44
1549955027.0,71,25,46
1549955357.0,68,25,43
1549955658.0,68,25,42
1549955958.0,68,25,42
1549956258.0,68,25,42
1549956559.0,68,25,43
1549956713.0,67,25,41
1549957013.0,70,25,44
1549957043.0,70,25,45
1549957148.0,70,25,45
1549957479.0,69,25,44
1549957779.0,68,25,43
1549958080.0,67,25,42
1549958380.0,67,25,41
1549958928.0,67,25,41
1549959245.0,70,25,45
1549959344.0,71,25,46
1549959716.0,69,25,44
1549960016.0,68,25,42
1549960317.0,68,25,42
1549960617.0,67,25,42
1549960917.0,67,25,41
1549960995.0,67,25,42
1549961296.0,70,25,45
1549961421.0,71,25,46
1549961752.0,69,25,44
1549962052.0,68,25,42
1549962353.0,68,25,42
1549962653.0,67,25,42
1549962953.0,67,25,42
1549963017.0,67,25,42
1549963317.0,70,25,45
1549963347.0,70,25,45
1549963450.0,71,25,46
1549963781.0,69,25,44
1549964081.0,67,25,42
1549964382.0,67,25,42
1549964682.0,67,25,42
1549964983.0,67,25,42
1549965147.0,67,25,42
1549965447.0,70,25,45
1549965599.0,71,24,46
1549965929.0,69,24,44
1549966230.0,68,24,43
1549966530.0,67,24,42
1549966831.0,67,24,42
1549967131.0,67,24,42
1549967294.0,68,24,43
1549967594.0,70,24,45
1549967624.0,70,24,45
1549967719.0,71,24,46
1549968049.0,69,24,44
1549968350.0,68,24,43
1549968650.0,67,24,42
1549968951.0,67,24,42
1549969142.0,68,24,43
1549969442.0,69,24,45
1549969472.0,70,24,46
1549969564.0,71,24,46
1549969895.0,68,24,44
1549970195.0,67,24,43
1549970496.0,67,24,42
1549970796.0,66,24,42
1549971097.0,67,24,42
1549971287.0,67,24,42
1549971587.0,70,24,45
1549971739.0,71,24,46
1549972069.0,69,24,44
1549972370.0,68,24,43
1549972670.0,68,24,43
1549972996.0,67,24,42
1549973321.0,67,24,42
1549973431.0,67,24,42
1549973726.0,70,24,45
1549973798.0,70,24,45
1549973865.0,71,24,46
1549974211.0,69,24,45
1549974512.0,68,24,43
1549974812.0,67,24,43
1549975113.0,67,24,42
1549975413.0,67,24,42
1549975713.0,67,24,43
1549975757.0,67,24,43
1549976057.0,70,24,46
1549976087.0,70,24,45
1549976198.0,71,24,47
1549976545.0,69,24,45
1549976845.0,68,24,43
1549977146.0,67,24,43
1549977446.0,68,24,43
1549977747.0,67,24,42
1549977815.0,67,24,42
1549978115.0,70,24,46
1549978247.0,71,24,46
1549978577.0,69,24,45
1549978878.0,68,24,44
1549979178.0,68,24,43
1549979478.0,67,24,43
1549979779.0,67,24,43
1549979941.0,67,24,43
1549980241.0,70,24,46
1549980281.0,70,24,46
1549980406.0,71,23,47
1549980736.0,71,23,47
1549981037.0,68,23,44
1549981337.0,68,23,44
1549981637.0,67,23,44
1549981938.0,66,23,43
1549982107.0,67,23,43
1549982407.0,70,23,47
1549982539.0,71,23,48
1549982869.0,69,23,46
1549983170.0,68,23,45
1549983470.0,67,23,44
1549983771.0,67,23,44
1549984071.0,67,23,44
1549984371.0,67,23,44
1549984648.0,66,22,43
1549984947.0,70,22,47
1549984977.0,71,22,48
1549985023.0,71,22,48
1549985380.0,69,22,46
1549985680.0,68,22,45
1549985981.0,67,22,44
1549986281.0,67,22,44
1549986582.0,67,22,44
1549986725.0,67,22,45
1549987024.0,70,22,47
1549987064.0,71,22,48
1549987127.0,71,22,48
1549987457.0,69,22,47
1549987758.0,68,22,45
1549988058.0,67,22,44
1549988359.0,67,22,44
1549988659.0,67,22,45
1549988836.0,66,22,44
1549989137.0,70,22,47
1549989232.0,71,22,48
1549989562.0,69,22,46
1549989863.0,68,22,45
1549990163.0,67,22,44
1549990464.0,68,22,45
1549990764.0,67,22,44
1549991065.0,67,23,44
1549991267.0,67,23,44
1549991567.0,69,23,46
1549991734.0,71,23,48
1549992064.0,69,23,46
1549992365.0,68,23,44
1549992665.0,68,23,44
1549992965.0,67,23,44
1549993266.0,67,23,43
1549993566.0,67,23,43
1549993675.0,67,23,43
1549993976.0,70,23,46
1549994071.0,71,23,48
1549994411.0,69,23,45
1549994712.0,68,23,44
1549995012.0,67,24,43
1549995313.0,67,24,43
1549995500.0,64,24,40
1549995800.0,70,24,46
1549995889.0,71,24,47
1549996229.0,68,24,44
1549996530.0,68,24,44
1549996830.0,67,24,42
1549997131.0,67,24,42
1549997309.0,67,25,42
1549997609.0,70,25,45
1549997708.0,71,25,46
1549998048.0,69,25,43
1549998349.0,68,25,42
1549998649.0,67,26,41
1549998949.0,67,26,40
1549999232.0,67,27,40
1549999532.0,70,27,42
1549999642.0,71,27,43
1549999972.0,68,28,40
1550000273.0,68,28,39
1550000573.0,68,28,39
1550000874.0,67,29,37
1550001157.0,67,29,37
1550001457.0,69,30,39
1550001561.0,71,30,41
1550001902.0,69,30,39
1550002202.0,68,30,37
1550002503.0,67,30,37
1550002803.0,67,30,37
1550003104.0,67,30,36
1550003178.0,67,30,36
1550003477.0,70,30,39
1550003583.0,71,30,40
1550003913.0,69,30,38
1550004214.0,67,30,37
1550004514.0,68,30,37
1550004814.0,67,30,36
1550004981.0,67,30,36
1550005280.0,69,30,38
1550005310.0,70,30,39
1550005397.0,71,30,40
1550005728.0,69,30,38
1550006028.0,68,30,37
1550006329.0,67,30,36
1550006629.0,66,30,36
1550006851.0,67,30,36
1550007151.0,69,30,38
1550007197.0,70,30,39
1550007267.0,71,30,40
1550007597.0,69,30,38
1550007898.0,68,30,37
1550008198.0,67,30,36
1550008499.0,67,30,36
1550008713.0,67,30,36
1550009012.0,69,30,38
1550009064.0,70,30,40
1550009127.0,71,30,40
1550009457.0,69,30,38
1550009758.0,67,30,37
1550010058.0,68,30,37
1550010359.0,67,30,36
1550010611.0,67,30,36
1550010911.0,70,30,39
1550011026.0,71,30,40
1550011372.0,69,30,39
1550011673.0,67,30,37
1550011973.0,66,30,36
1550012274.0,67,30,36
1550012471.0,66,30,36
1550012770.0,69,30,39
1550012800.0,70,30,40
1550012914.0,70,29,40
1550013270.0,69,29,39
1550013571.0,68,29,38
1550013871.0,67,29,37
1550014171.0,67,29,38
1550014472.0,67,29,37
1550014512.0,67,29,37
1550014790.0,70,29,40
1550014912.0,71,29,42
1550015253.0,68,29,39
1550015553.0,68,28,39
1550015854.0,67,28,38
1550016154.0,68,28,39
1550016351.0,66,28,38
1550016652.0,69,28,41
1550016682.0,70,28,41
1550016784.0,71,28,43
1550017141.0,69,28,41
1550017441.0,67,28,39
1550017742.0,67,27,39
1550018042.0,67,27,39
1550018284.0,67,27,39
1550018584.0,69,27,42
1550018624.0,71,27,43
1550018680.0,71,27,44
1550019011.0,68,27,41
1550019311.0,66,27,39
1550019612.0,67,26,40
1550019912.0,67,26,40
1550020143.0,67,26,40
1550020444.0,70,26,43
1550020572.0,71,26,44
1550020928.0,69,26,42
1550021229.0,68,26,41
1550021529.0,68,26,41
1550021829.0,67,26,40
1550022016.0,66,26,39
1550022316.0,69,26,43
1550022356.0,70,26,44
1550022425.0,71,26,45
1550022766.0,68,26,42
1550023066.0,67,26,41
1550023367.0,67,26,40
1550023667.0,67,26,41
1550023792.0,67,26,41
1550024092.0,69,26,43
1550024132.0,71,26,45
1550024209.0,71,26,45
1550024550.0,69,25,43
1550024850.0,67,25,41
1550025151.0,67,25,41
1550025451.0,67,25,41
1550025736.0,67,25,41
1550026036.0,70,25,44
1550026076.0,70,25,44
1550026143.0,71,25,45
1550026484.0,69,25,43
1550026784.0,68,25,42
1550027084.0,67,25,42
1550027385.0,67,25,41
1550027571.0,67,25,41
1550027871.0,70,25,44
1550027911.0,70,25,45
1550028000.0,71,25,46
1550028340.0,69,25,44
1550028641.0,68,25,42
1550028941.0,67,25,42
1550029241.0,67,25,42
1550029429.0,67,24,42
1550029729.0,69,24,44
1550029888.0,71,24,46
1550030228.0,69,24,44
1550030529.0,67,24,43
1550030829.0,67,24,42
1550031129.0,67,24,42
1550031262.0,66,24,42
1550031563.0,69,24,45
1550031702.0,71,24,47
1550032042.0,69,24,44
1550032343.0,68,24,43
1550032643.0,67,24,42
1550032944.0,66,24,42
1550033022.0,67,24,43
1550033321.0,70,24,46
1550033367.0,71,24,46
1550033434.0,71,24,47
1550033774.0,70,24,46
1550034075.0,67,24,43
1550034375.0,67,24,43
1550034675.0,66,24,42
1550034787.0,67,24,43
1550035087.0,69,23,45
1550035211.0,71,23,48
1550035551.0,68,23,45
1550035852.0,68,23,44
1550036152.0,67,23,43
1550036453.0,67,23,43
1550036558.0,67,23,43
1550036857.0,69,23,46
1550036969.0,71,23,47
1550037309.0,69,23,45
1550037610.0,68,23,44
1550037910.0,67,23,44
1550038210.0,66,23,43
1550038258.0,67,23,43
1550038558.0,69,23,46
1550038679.0,71,23,48
1550039036.0,68,23,45
1550039336.0,67,23,44
1550039637.0,67,23,44
1550039934.0,66,23,43
1550040234.0,69,23,46
1550040274.0,70,23,47
1550040385.0,71,23,48
1550040726.0,69,23,46
1550041026.0,67,23,44
1550041326.0,67,22,44
1550041597.0,66,22,43
1550041897.0,69,22,46
1550041937.0,70,22,47
1550042039.0,71,22,48
1550042379.0,69,22,46
1550042680.0,68,22,45
1550042980.0,67,22,44
1550043243.0,66,22,43
1550043543.0,70,22,47
1550043583.0,71,22,48
1550043684.0,71,22,48
1550044029.0,69,22,46
1550044329.0,68,22,45
1550044630.0,67,22,44
1550044923.0,67,22,44
1550045222.0,69,22,47
1550045386.0,71,22,48
1550045727.0,68,22,46
1550046027.0,67,22,44
1550046328.0,67,22,44
1550046628.0,66,22,44
1550046668.0,67,22,44
1550046946.0,69,22,46
1550046986.0,70,22,47
1550047135.0,71,22,48
1550047492.0,69,22,46
1550047792.0,67,22,44
1550048093.0,67,22,44
1550048368.0,66,22,44
1550048668.0,69,22,47
1550048724.0,70,22,48
1550048840.0,71,22,49
1550049196.0,68,22,46
1550049497.0,68,22,45
1550049797.0,66,22,44
1550049929.0,67,22,44
1550050229.0,69,22,47
1550050281.0,70,21,48
1550050413.0,71,21,49
1550050754.0,68,21,46
1550051054.0,67,21,46
1550051354.0,66,21,45
1550051573.0,66,21,45
1550051872.0,70,21,48
1550051902.0,69,21,48
1550052083.0,71,21,50
1550052413.0,68,21,47
1550052713.0,67,21,46
1550053014.0,67,21,46
1550053224.0,66,21,45
1550053524.0,69,20,48
1550053773.0,71,20,50
1550054130.0,69,20,48
1550054430.0,67,20,47
1550054731.0,67,20,46
1550054918.0,66,20,46
1550055219.0,69,20,49
1550055458.0,71,20,50
1550055799.0,68,20,48
1550056099.0,67,20,47
1550056399.0,67,20,47
1550056577.0,66,20,46
1550056877.0,69,20,49
1550057144.0,71,20,51
1550057493.0,68,20,48
1550057793.0,66,19,46
1550058094.0,67,19,47
1550058280.0,67,19,47
1550058580.0,69,19,49
1550058814.0,71,19,51
1550059170.0,68,19,48
1550059470.0,68,19,49
1550059771.0,67,19,47
1550059879.0,66,19,47
1550060179.0,69,19,50
1550060367.0,72,19,53
1550060698.0,69,18,50
1550060998.0,67,18,49
1550061299.0,67,18,48
1550061377.0,66,18,48
1550061677.0,69,18,51
1550061851.0,71,18,52
1550062192.0,68,18,50
1550062492.0,67,17,49
1550062793.0,66,17,49
1550062915.0,67,17,49
