Stove Type,Laser 73/730,Latitude,64.87842,Longitude,-147.413,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1544181508.0,68,21,46
1544181652.0,68,21,47
1544181999.0,72,21,51
1544182299.0,70,21,49
1544182598.0,70,21,48
1544182898.0,69,21,48
1544183198.0,70,22,48
1544183498.0,70,22,47
1544183797.0,70,22,47
1544184157.0,69,22,47
1544184456.0,69,22,47
1544184756.0,69,22,46
1544185055.0,69,22,46
1544185355.0,68,22,46
1544185655.0,68,22,45
1544185954.0,68,22,45
1544186254.0,68,22,45
1544186554.0,68,22,45
1544186854.0,68,23,45
1544187154.0,68,23,44
1544187453.0,68,23,44
1544187753.0,67,23,44
1544188053.0,67,23,43
1544188353.0,67,23,44
1544188653.0,67,23,44
1544188952.0,67,23,43
1544189252.0,67,23,43
1544189552.0,66,23,42
1544189852.0,66,23,42
1544190151.0,67,24,43
1544190451.0,66,24,42
1544190751.0,66,24,42
1544191051.0,66,24,42
1544191351.0,66,24,42
1544191650.0,66,24,41
1544191950.0,66,24,41
1544192090.0,66,24,41
1544192152.0,66,24,41
1544192317.0,66,24,41
1544192679.0,67,24,43
1544192978.0,68,24,43
1544193047.0,68,24,44
1544193392.0,68,24,43
1544193692.0,68,24,44
1544193992.0,68,24,44
1544194291.0,69,24,44
1544194591.0,68,24,44
1544194890.0,69,24,44
1544195190.0,69,24,45
1544195490.0,69,23,45
1544195789.0,69,23,45
1544196089.0,69,23,46
1544196388.0,69,23,45
1544196688.0,69,23,46
1544196988.0,70,23,46
1544197287.0,70,23,47
1544197586.0,70,23,46
1544197886.0,70,23,47
1544198185.0,70,22,47
1544198485.0,71,22,48
1544198547.0,70,22,48
1544198909.0,71,22,48
1544199209.0,70,22,48
1544199508.0,70,22,47
1544199807.0,70,22,47
1544200107.0,69,22,47
1544200407.0,69,22,47
1544200706.0,69,21,48
1544201005.0,69,21,47
1544201305.0,69,21,48
1544201605.0,69,21,47
1544201904.0,69,21,47
1544202204.0,68,21,46
1544202504.0,68,21,47
1544202803.0,68,21,47
1544203104.0,68,21,46
1544203404.0,68,21,47
1544203703.0,67,21,46
1544204003.0,67,21,46
1544204303.0,67,21,46
1544204604.0,67,21,46
1544204903.0,67,21,46
1544205203.0,67,21,45
1544205503.0,67,21,45
1544205803.0,67,21,45
1544206102.0,67,21,45
1544206402.0,66,21,45
1544206702.0,66,21,45
1544207001.0,66,21,45
1544207301.0,66,21,44
1544207601.0,66,21,45
1544207901.0,66,21,44
1544208201.0,66,21,45
1544208501.0,66,21,45
1544208800.0,67,21,45
1544209100.0,67,21,45
1544209400.0,66,21,45
1544209700.0,66,21,45
1544210000.0,66,21,45
1544210300.0,66,21,45
1544210601.0,67,21,46
1544210900.0,67,21,46
1544211200.0,67,21,46
1544211500.0,67,21,46
1544211800.0,67,21,46
1544212101.0,67,21,45
1544212401.0,67,21,46
1544212700.0,66,21,45
1544213001.0,66,21,45
1544213300.0,67,21,45
1544213600.0,67,22,45
1544213900.0,67,22,44
1544214200.0,66,22,44
1544214499.0,66,22,44
1544214800.0,66,22,43
1544215099.0,66,23,43
1544215399.0,66,23,43
1544215699.0,66,23,43
1544215998.0,66,23,42
1544216298.0,66,23,42
1544216598.0,66,23,42
1544216898.0,65,24,41
1544217027.0,65,24,41
1544217088.0,65,24,41
1544217248.0,65,24,41
1544217611.0,68,24,43
1544217859.0,68,24,44
1544218221.0,67,24,43
1544218521.0,68,24,43
1544218821.0,68,24,43
1544219121.0,68,24,43
1544219420.0,68,24,44
1544219720.0,68,25,43
1544220019.0,69,25,44
1544220319.0,69,25,44
1544220618.0,69,25,44
1544220762.0,69,25,44
1544221125.0,69,25,44
1544221424.0,69,25,44
1544221724.0,68,25,43
1544222024.0,68,25,43
1544222324.0,68,25,43
1544222624.0,68,25,43
1544222924.0,68,25,42
1544223223.0,67,25,42
1544223523.0,67,25,42
1544223823.0,67,25,42
1544224123.0,67,25,42
1544224422.0,67,25,42
1544224722.0,67,25,42
1544225022.0,67,25,42
1544225322.0,67,25,42
1544225622.0,67,25,42
1544225921.0,67,25,41
1544226221.0,67,25,41
1544226521.0,66,25,40
1544226821.0,66,25,41
1544227120.0,66,25,40
1544227421.0,66,25,40
1544227720.0,66,25,40
1544228020.0,66,25,40
1544228320.0,65,25,40
1544228620.0,65,25,40
1544228919.0,65,25,40
1544229219.0,66,25,40
1544229519.0,65,25,40
1544229819.0,65,25,40
1544230119.0,65,25,39
1544230419.0,65,25,40
1544230719.0,65,25,40
1544231019.0,65,25,39
1544231319.0,65,25,39
1544231618.0,65,25,39
1544231918.0,65,25,39
1544232218.0,64,25,39
1544232518.0,64,25,39
1544232818.0,64,25,39
1544233118.0,64,25,38
1544233417.0,64,25,38
1544233717.0,64,25,38
1544234017.0,64,25,38
1544234317.0,64,25,39
