Stove Type,Laser 530,Latitude,64.92216,Longitude,-147.931,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543924960.0,2070,4,82.205,10.205,72.0,0.0060174899999999995,0.08806082926829267
1543926489.5,34,0,81.28,10.05,71.23,9.883799999999999e-05,0.00012649015286171346
1543927923.5,697,1,69.79,9.905,59.885,0.002026179,0.13262262545454545
1543928095.5,3047,4,72.295,9.89,62.405,0.008857628999999999,0.11033724705882351
1543930850.0,2,0,70.78,9.235,61.545,5.814e-06,4.009655172413793e-06
1543933488.5,717,1,68.155,8.575,59.58,0.002084319,0.13164119999999999
1543933677.0,3303,4,71.025,8.48,62.545,0.009601821,0.10802048625
1543934751.0,0,0,71.375,7.95,63.425,0.0,0.0
1543935693.0,695,1,69.095,7.49,61.605,0.002020365,0.12988060714285715
1543935882.0,3301,4,71.035,7.435,63.6,0.009596007,0.10728455031055902
1543938738.0,2,0,70.33,7.25,63.08,5.814e-06,3.883191094619666e-06
1543941461.0,715,1,67.805,7.12,60.685,0.002078505,0.13361817857142858
1543941624.0,2914,4,70.565,7.17,63.395,0.008470998,0.11294664
1543941787.5,447,1,72.98,7.215,65.765,0.001299429,0.0820692
1543941844.0,131,4,72.42,7.23,65.19,0.000380817,0.024481092857142856
1543942791.0,0,0,70.59,7.425,63.165,0.0,0.0
1543943738.0,696,1,68.86,7.615,61.245,0.002023272,0.13006748571428572
1543943899.5,2871,4,69.9,7.63,62.27,0.008345996999999999,0.11253029662921347
1543944061.5,447,1,71.855,7.645,64.21,0.001299429,0.0820692
1543944119.0,86,4,72.755,7.65,65.105,0.000250002,0.015517365517241378
