Stove Type,M441,Latitude,64.83723,Longitude,-148.027,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543595778.0,3,0,57.03,19.58,37.45
1543599021.0,4,14555,89.54,18.76,70.78
1543599766.0,2,14657,73.76,18.58,55.18
1543600137.0,3,16576,74.65,18.49,56.16
1543604638.0,4,36781,77.47,16.93,60.54
1543608542.0,2,36787,74.21,14.59,59.62
1543608901.0,3,38649,77.04,14.27,62.77
1543611253.0,4,49205,77.9,12.15,65.75
1543613385.0,2,49210,73.98,10.86,63.12
1543613745.0,3,51073,75.52,10.66,64.86
1543615992.0,4,61090,77.47,9.42,68.05
1543617704.0,2,61093,73.09,8.48,64.61
1543618117.0,3,63215,75.3,8.26,67.04
1543620364.0,4,73300,78.11,6.39,71.72
1543621993.0,2,73446,74.21,4.85,69.36
1543622325.0,3,75164,76.61,4.53,72.08
1543631452.0,4,116047,77.9,0.96,76.94
1543632991.0,2,116047,73.76,1.19,72.57
1543633351.0,4,117910,75.08,1.22,73.86
1543633408.0,3,118164,75.08,1.22,73.86
1543640601.0,4,150454,77.26,0.97,76.29
1543642229.0,2,150623,73.09,1.87,71.22
1543642527.0,3,152165,73.98,2.03,71.95
1543653450.0,4,201201,77.69,4.8,72.89
1543655258.0,2,201205,74.21,5.68,68.53
1543655588.0,3,202911,73.98,5.78,68.2
1543660704.0,4,225876,77.9,7.89,70.01
1543663710.0,2,225878,74.65,9.54,65.11
1543664140.0,3,228052,75.08,9.78,65.3
1543665890.0,4,235910,77.47,10.52,66.95
1543669034.0,2,236046,72.65,9.89,62.76
1543669368.0,4,237776,74.21,9.82,64.39
1543669424.0,3,238030,75.3,9.8,65.5
1543675384.0,4,264782,77.47,11.67,65.8
1543679306.0,2,264788,74.65,14.92,59.73
1543679725.0,4,266960,75.08,15.23,59.85
1543679798.0,3,267286,75.08,15.29,59.79
1543681143.0,4,273058,77.26,16.3,60.96
1543685561.0,2,273058,73.32,18.43,54.89
1543685974.0,3,275160,75.08,18.5,56.58
1543689234.0,4,289797,78.11,19.39,58.72
1543694555.0,2,289933,73.32,19.94,53.38
1543694858.0,4,291505,75.52,19.94,55.58
1543694915.0,3,291759,74.42,19.94,54.48
1543697578.0,4,303712,78.11,19.94,58.17
1543702984.0,2,303713,73.54,18.0,55.54
1543703314.0,4,305419,74.87,17.75,57.12
1543703370.0,3,305673,74.65,17.71,56.94
1543705366.0,4,314632,77.9,16.35,61.55
1543709724.0,2,314638,72.65,16.52,56.13
1543710173.0,4,316963,75.08,16.52,58.56
1543710229.0,3,317216,74.42,16.52,57.9
1543717420.0,4,349496,77.47,19.29,58.18
1543720549.0,2,349759,74.21,20.32,53.89
1543720994.0,3,352032,74.65,20.5,54.15
1543731425.0,4,398853,77.9,22.3,55.6
1543734311.0,2,398855,73.76,24.33,49.43
1543734731.0,3,401030,74.42,25.15,49.27
1543741741.0,4,432496,77.47,29.47,48.0
1543746068.0,2,432805,73.54,27.07,46.47
1543746368.0,4,434360,75.52,26.75,48.77
1543746441.0,3,434686,74.87,26.68,48.19
1543749494.0,4,448390,77.04,23.64,53.4
1543753837.0,2,448744,73.54,19.36,54.18
1543754098.0,4,450098,74.87,19.07,55.8
1543754171.0,3,450425,75.08,18.99,56.09
1543756838.0,4,462396,77.47,17.54,59.93
1543760251.0,2,462493,74.21,17.57,56.64
1543760593.0,3,464264,74.65,17.5,57.15
1543763762.0,4,478487,77.69,16.92,60.77
1543766874.0,2,478508,73.98,16.28,57.7
1543767230.0,3,480352,74.21,16.11,58.1
1543773106.0,4,506728,77.69,15.81,61.88
1543776374.0,2,506729,73.54,16.67,56.87
1543776787.0,3,508832,74.65,16.78,57.87
1543778209.0,4,515218,76.4,17.23,59.17
1543793663.0,2,515399,70.14,16.57,53.57
1543794018.0,0,517239,71.52,16.52,55.0
1543794648.0,1,523805,75.3,16.42,58.88
1543795458.0,4,530354,75.52,16.31,59.21
1543795515.0,3,530629,75.52,16.31,59.21
1543820090.0,4,640945,78.33,13.03,65.3
1543822826.0,2,640948,73.76,14.38,59.38
1543823307.0,3,643434,74.21,14.66,59.55
1543836629.0,4,703173,76.61,21.56,55.05
1543850951.0,2,703174,68.51,23.0,45.51
1543851371.0,3,705348,70.14,23.04,47.1
1543852986.0,4,712561,72.19,23.19,49.0
1543861544.0,2,712561,68.28,23.57,44.71
1543861874.0,3,714270,68.75,23.53,45.22
1543863423.0,4,721223,71.97,23.38,48.59
1543868730.0,2,721226,69.68,24.28,45.4
1543869029.0,4,722775,69.91,24.36,45.55
1543869086.0,0,723361,70.6,24.37,46.23
1543869570.0,1,728407,73.32,24.49,48.83
1543869720.0,4,729618,73.54,24.53,49.01
1543869792.0,3,729965,73.98,24.55,49.43
1543876857.0,4,761679,75.08,25.28,49.8
1543880886.0,2,762022,72.19,25.63,46.56
1543881210.0,3,763702,73.09,25.66,47.43
1543883138.0,4,772356,75.96,25.39,50.57
1543887943.0,2,772359,71.97,25.39,46.58
1543888372.0,3,774574,73.09,25.46,47.63
1543893379.0,4,797052,76.18,23.75,52.43
1543896209.0,2,797196,73.09,23.33,49.76
1543896638.0,3,799414,72.42,23.26,49.16
1543903100.0,4,828420,76.4,18.27,58.13
1543905760.0,2,828423,71.29,15.07,56.22
1543906209.0,3,830752,73.32,14.53,58.79
1543914216.0,4,866693,75.96,12.58,63.38
1543916633.0,2,866696,71.97,12.82,59.15
1543917113.0,3,869182,72.65,12.87,59.78
1543924786.0,4,903622,75.74,10.22,65.52
1543927689.0,2,903622,71.97,9.93,62.04
1543928119.0,3,905838,72.42,9.89,62.53
1543934650.0,4,935155,75.52,7.99,67.53
1543937387.0,2,935159,71.52,6.98,64.54
1543937807.0,3,937333,73.09,6.86,66.23
1543944306.0,4,966508,75.3,7.67,67.63
1543946968.0,2,966512,71.97,7.6,64.37
1543947417.0,3,968840,73.54,7.37,66.17
1543952248.0,4,990524,75.52,6.64,68.88
1543955100.0,2,990527,72.65,6.23,66.42
1543955529.0,3,992742,72.87,6.02,66.85
1543960033.0,4,1012961,75.3,5.89,69.41
1543963568.0,2,1012963,71.74,6.36,65.38
1543964018.0,3,1015292,73.09,6.4,66.69
1543971466.0,4,1048726,76.18,12.59,63.59
1543973911.0,2,1048728,71.97,14.01,57.96
1543974391.0,4,1051212,73.54,14.28,59.26
1543974464.0,3,1051538,73.76,14.32,59.44
1543981220.0,4,1081866,76.18,14.35,61.83
1543983667.0,2,1081868,73.32,12.87,60.45
1543984117.0,3,1084198,73.32,12.53,60.79
1543991367.0,4,1116741,75.74,13.09,62.65
1543993892.0,2,1117037,71.29,13.26,58.03
1543994315.0,4,1119228,72.42,13.03,59.39
1543994388.0,3,1119554,72.65,12.99,59.66
1544004824.0,4,1166402,75.3,8.2,67.1
1544007414.0,2,1166405,71.29,8.07,63.22
1544007864.0,3,1168735,73.09,8.14,64.95
1544014309.0,4,1197460,76.83,8.21,68.62
1544017302.0,2,1197461,71.97,9.56,62.41
1544017747.0,3,1199728,72.87,9.83,63.04
1544021477.0,4,1216292,75.3,12.37,62.93
1544024605.0,2,1216365,71.74,14.04,57.7
1544025059.0,3,1218680,73.09,14.27,58.82
1544029141.0,4,1237004,75.08,16.84,58.24
1544032365.0,2,1237009,72.19,18.78,53.41
1544032784.0,3,1239183,72.87,19.03,53.84
1544035088.0,4,1249524,75.96,20.18,55.78
1544039051.0,2,1249525,71.97,21.37,50.6
1544039411.0,4,1251388,72.65,21.44,51.21
1544039484.0,3,1251714,73.54,21.46,52.08
1544116897.0,4,1251388,73.32,14.48,58.84
1544118940.0,2,1251388,72.19,14.37,57.82
1544119353.0,3,1253511,73.76,14.28,59.48
1544121766.0,4,1264343,75.96,13.08,62.88
1544125385.0,2,1264347,71.74,11.27,60.47
1544125714.0,3,1266054,73.09,11.1,61.99
1544549075.0,4,1436229,71.06,8.3,62.76
1544549629.0,2,1436229,69.91,8.66,61.25
1544549959.0,4,1437936,70.37,8.87,61.5
1544550016.0,3,1438190,71.97,8.91,63.06
1544552750.0,4,1450463,73.54,9.83,63.71
1544555864.0,2,1450464,69.68,10.25,59.43
1544556278.0,3,1452567,71.06,10.34,60.72
1544645099.0,4,1450463,71.74,6.14,65.6
1544645846.0,2,1450567,69.68,5.84,63.84
1544646185.0,4,1452325,71.97,5.71,66.26
1544646242.0,3,1452578,71.74,5.68,66.06
1544651831.0,4,1477672,73.32,5.33,67.99
1544655445.0,2,1477676,71.06,3.81,67.25
1544655774.0,4,1479383,70.6,3.64,66.96
1544655831.0,3,1479637,71.06,3.61,67.45
1544658183.0,4,1490196,73.98,2.32,71.66
1544660778.0,2,1490201,70.14,2.0,68.14
1544661108.0,3,1491907,70.6,2.05,68.55
1544662738.0,4,1499125,74.65,2.29,72.36
1544664489.0,2,1499125,69.91,2.55,67.36
1544664919.0,3,1501321,71.97,2.62,69.35
1544668836.0,4,1518905,74.21,3.57,70.64
1544669964.0,2,1518906,70.14,3.91,66.23
1544670377.0,3,1521009,72.42,3.96,68.46
1544672842.0,4,1532076,74.42,4.2,70.22
1544674157.0,2,1532076,69.68,4.17,65.51
1544674517.0,3,1533940,70.6,4.1,66.5
1544678622.0,4,1552369,73.98,3.84,70.14
1544679968.0,2,1552482,70.6,4.11,66.49
1544680306.0,4,1554233,70.6,4.18,66.42
1544680362.0,3,1554487,72.19,4.19,68.0
1544683649.0,4,1569243,73.98,4.85,69.13
1544684715.0,2,1569245,69.68,5.0,64.68
1544685134.0,4,1571417,71.52,5.0,66.52
1544685207.0,3,1571743,71.74,5.0,66.74
1545155664.0,4,1629055,72.42,0.84,71.58
1545156385.0,2,1629055,69.91,0.88,69.03
1545156805.0,3,1631229,71.74,0.9,70.84
1548429550.0,4,1679144,72.19,21.4,50.79
1548431804.0,2,1679145,71.52,23.2,48.32
1548432233.0,3,1681318,73.09,23.44,49.65
1548433604.0,4,1687474,75.96,23.92,52.04
1548434031.0,4,1687474,73.98,24.07,49.91
1548448257.0,2,1687476,71.29,27.13,44.16
1548448587.0,3,1689184,73.54,27.1,46.44
1548450092.0,4,1695941,76.18,26.95,49.23
1548458360.0,4,1695941,69.68,27.31,42.37
1548473909.0,2,1695941,66.13,31.85,34.28
1548474239.0,3,1697651,67.57,32.17,35.4
1548475334.0,4,1702564,70.37,33.05,37.32
1548480882.0,2,1702737,66.61,32.26,34.35
1548481209.0,4,1704428,68.04,32.24,35.8
1548481281.0,3,1704754,68.51,32.24,36.27
1548482968.0,4,1712324,69.91,32.18,37.73
1548488530.0,2,1712329,66.37,31.04,35.33
1548488889.0,3,1714191,67.33,30.88,36.45
1549883525.0,2,1737789,86.91,20.55,66.36
1549884018.0,4,1740339,14.47,20.6,-6.13
1549884057.0,3,1740518,14.47,20.61,-6.14
1549891829.0,4,1775405,57.03,20.48,36.55
1549895649.0,2,1775407,14.47,20.1,-5.63
1549896099.0,3,1777737,57.03,20.05,36.98
1549902661.0,4,1807191,57.03,15.08,41.95
1549905524.0,2,1807194,14.47,13.23,1.24
1549906004.0,3,1809680,14.47,13.52,0.95
1549910582.0,4,1830081,14.47,16.01,-1.54
1549915592.0,2,1830081,49.75,21.37,28.38
1549915922.0,4,1831789,57.03,21.81,35.22
1549915972.0,3,1832013,57.03,21.88,35.15
1549918783.0,4,1844629,14.47,25.68,-11.21
1549924872.0,2,1844756,14.47,26.85,-12.38
1549925207.0,3,1846493,57.03,26.88,30.15
1549928720.0,4,1862262,14.47,26.96,-12.49
1549931717.0,2,1862267,14.47,26.54,-12.07
1549932197.0,3,1864752,14.47,26.44,-11.97
1549939115.0,4,1895803,57.03,25.28,31.75
1549942131.0,2,1895806,14.47,25.25,-10.78
1549942671.0,4,1898600,57.03,25.23,31.8
1549942711.0,3,1898779,14.47,25.22,-10.75
1549950517.0,4,1933822,14.47,25.89,-11.42
1549953305.0,2,1933826,57.03,25.74,31.29
1549953784.0,3,1936308,14.47,25.67,-11.2
1549965359.0,4,1988268,57.03,25.0,32.03
1549968701.0,2,1988272,57.03,24.82,32.21
1549969150.0,4,1990598,57.03,24.8,32.23
1549969190.0,3,1990777,57.03,24.8,32.23
1549972767.0,4,2006836,14.47,24.8,-10.33
1549976568.0,2,2006838,14.47,24.25,-9.78
1549977047.0,4,2009320,86.91,24.23,62.68
1549977087.0,3,2009499,14.47,24.23,-9.76
1549981965.0,4,2031338,14.47,23.59,-9.12
1549985415.0,2,2031338,86.91,22.82,64.09
1549985895.0,3,2033824,14.47,22.72,-8.25
1549990330.0,4,2053736,14.47,22.93,-8.46
1549993539.0,2,2053740,14.47,23.55,-9.08
1549993959.0,3,2055914,14.47,23.63,-9.16
1549996169.0,4,2065834,14.47,24.52,-10.05
1550004405.0,2,2065837,14.47,30.8,-16.33
1550004735.0,3,2067546,14.47,30.85,-16.38
1550006398.0,4,2075009,57.03,30.86,26.17
1550010195.0,2,2075010,14.47,30.53,-16.06
1550010525.0,4,2076719,57.03,30.48,26.55
1550010565.0,3,2076898,14.47,30.48,-16.01
1550012335.0,4,2084846,14.47,30.21,-15.74
1550014941.0,2,2084849,57.03,29.18,27.85
1550015323.0,3,2086810,14.47,29.03,-14.56
1550017730.0,4,2097615,14.47,27.89,-13.42
1550019528.0,2,2097615,57.03,27.0,30.03
1550019858.0,3,2099324,14.47,26.91,-12.44
1550022639.0,4,2111808,14.47,26.35,-11.88
1550024520.0,2,2112009,14.47,25.98,-11.51
1550024811.0,4,2113518,57.03,25.92,31.11
1550024851.0,3,2113697,14.47,25.91,-11.44
1550027967.0,4,2127682,14.47,25.29,-10.82
1550029693.0,2,2127685,14.47,24.94,-10.47
1550030022.0,4,2129390,14.47,24.88,-10.41
1550030062.0,3,2129569,14.47,24.87,-10.4
1550033353.0,4,2144344,57.03,24.21,32.82
1550035016.0,2,2144346,14.47,23.98,-9.51
1550035345.0,4,2146051,14.47,23.95,-9.48
1550035388.0,3,2146242,57.03,23.94,33.09
1550039873.0,4,2166378,14.47,23.27,-8.8
1550041497.0,2,2166380,14.47,22.99,-8.52
1550041826.0,4,2168085,14.47,22.97,-8.5
1550041866.0,3,2168264,14.47,22.97,-8.5
1550052197.0,4,2214643,14.47,21.32,-6.85
1550054107.0,2,2214645,14.47,20.75,-6.28
1550054497.0,4,2216663,14.47,20.63,-6.16
1550054542.0,3,2216863,14.47,20.62,-6.15
1550065158.0,4,2264519,14.47,15.78,-1.31
1550067339.0,2,2264706,57.03,13.73,43.3
1550067719.0,3,2266655,14.47,13.34,1.13
1550071114.0,4,2281791,57.03,10.88,46.15
1550073213.0,2,2281794,14.47,10.78,3.69
1550073595.0,3,2283755,14.47,10.76,3.71
1550076438.0,4,2296517,14.47,14.31,0.16
1550078879.0,2,2296523,14.47,15.34,-0.87
1550079208.0,4,2298228,14.47,15.36,-0.89
1550079264.0,3,2298479,94.51,15.36,79.15
1550081259.0,4,2307438,14.47,15.46,-0.99
1550084068.0,2,2307440,14.47,15.6,-1.13
1550084500.0,3,2309647,57.03,15.55,41.48
1550085732.0,4,2315181,14.47,14.69,-0.22
1550088142.0,2,2315186,14.47,13.05,1.42
1550088548.0,3,2317276,14.47,12.91,1.56
1550089673.0,4,2322329,14.47,12.51,1.96
1550092399.0,2,2322330,14.47,11.92,2.55
1550092729.0,3,2324038,14.47,11.95,2.52
1550097037.0,4,2343379,14.47,11.74,2.73
1550099370.0,2,2343381,57.03,11.19,45.84
1550099776.0,3,2345450,14.47,11.1,3.37
1550106859.0,4,2377248,14.47,9.15,5.32
1550108560.0,2,2377251,14.47,8.81,5.66
1550108979.0,4,2379421,14.47,8.72,5.75
1550109021.0,3,2379608,57.03,8.72,48.31
1550143829.0,4,2535862,14.47,0.15,14.32
1550155263.0,2,2535865,14.47,1.59,12.88
1550155593.0,4,2537573,14.47,1.64,12.83
1550155643.0,3,2537797,14.47,1.65,12.82
1550156940.0,4,2543455,86.91,1.76,85.15
1550159661.0,2,2543455,14.47,1.76,12.71
1550160083.0,3,2545615,14.47,1.76,12.71
1550161485.0,4,2551911,14.47,1.83,12.64
1550163545.0,2,2551914,14.47,1.94,12.53
1550163994.0,3,2554242,14.47,2.06,12.41
1550165602.0,4,2561458,14.47,2.54,11.93
1550169410.0,2,2561458,14.47,4.46,10.01
1550169740.0,3,2563167,14.47,4.67,9.8
1550170949.0,4,2568592,14.47,5.44,9.03
1550174865.0,3,2570788,86.91,7.36,79.55
1550176664.0,4,2578864,14.47,7.45,7.02
1550180709.0,2,2578864,86.91,8.33,78.58
1550181038.0,4,2580570,14.47,8.43,6.04
1550181080.0,3,2580758,14.47,8.44,6.03
1550181308.0,2,2581785,14.47,8.51,5.96
1550181350.0,1,2582031,14.47,8.53,5.94
1550181391.0,0,2582417,14.47,8.54,5.93
1550181728.0,1,2585933,86.91,8.63,78.28
1550181818.0,4,2586661,14.47,8.65,5.82
1550181860.0,3,2586869,57.03,8.66,48.37
1550231763.0,4,2810751,57.03,-19.46,76.49
1550232487.0,2,2810754,57.03,-19.82,76.85
1550232892.0,3,2812820,14.47,-20.1,34.57
1550240077.0,4,2845074,14.47,-22.31,36.78
1550240902.0,2,2845074,14.47,-22.44,36.91
1550241307.0,3,2847140,14.47,-22.5,36.97
1550245672.0,4,2866735,14.47,-23.15,37.62
1550246606.0,2,2866738,14.47,-23.3,37.77
1550247056.0,3,2869070,57.03,-23.39,80.42
1550254680.0,4,2903295,14.47,-20.42,34.89
1550258615.0,2,2903296,57.03,-13.19,70.22
1550258945.0,3,2905005,14.47,-12.56,27.03
1550261746.0,4,2917582,14.47,-8.09,22.56
1550263354.0,2,2917585,14.47,-6.49,20.96
1550263744.0,3,2919604,14.47,-6.1,20.57
1550266124.0,4,2930288,14.47,-4.23,18.7
1550267850.0,2,2930290,57.03,-3.02,60.05
1550268239.0,4,2932306,14.47,-2.75,17.22
1550268295.0,3,2932557,14.47,-2.71,17.18
1550270002.0,4,2940217,14.47,-1.52,15.99
1550271352.0,2,2940221,14.47,-0.57,15.04
1550271742.0,3,2942241,14.47,-0.35,14.82
1550278345.0,4,2971878,14.47,-0.4,14.87
1550279777.0,2,2971881,14.47,-1.17,15.64
1550280197.0,3,2974057,14.47,-1.42,15.89
1550323048.0,4,3166415,14.47,-11.55,26.02
1550325845.0,2,3166597,14.47,-9.82,24.29
1550326235.0,3,3168612,14.47,-9.92,24.39
1550330961.0,4,3189829,14.47,-9.08,23.55
1550332740.0,2,3189835,86.91,-7.47,94.38
1550333070.0,3,3191542,14.47,-7.1,21.57
1550343701.0,4,3239269,14.47,1.73,12.74
1550346621.0,2,3239271,14.47,6.11,8.36
1550346950.0,4,3240976,14.47,6.61,7.86
1550347006.0,3,3241227,14.47,6.69,7.78
1550350281.0,4,3255929,14.47,4.36,10.11
1550353428.0,2,3255932,86.91,5.23,81.68
1550353807.0,3,3257885,14.47,5.42,9.05
1550358320.0,4,3278142,14.47,6.58,7.89
1550361003.0,2,3278148,14.47,7.79,6.68
1550361392.0,3,3280166,86.91,7.97,78.94
1550365770.0,4,3299817,14.47,9.11,5.36
1550368019.0,2,3299819,57.03,9.0,48.03
1550368438.0,4,3301992,14.47,8.98,5.49
1550368488.0,3,3302216,14.47,8.98,5.49
1550403730.0,4,3460419,14.47,3.12,11.35
1550407486.0,2,3460420,14.47,5.26,9.21
1550407815.0,4,3462126,14.47,5.43,9.04
1550407855.0,3,3462305,14.47,5.45,9.02
1550410635.0,4,3474626,14.47,6.06,8.41
1550413608.0,2,3474628,14.47,5.21,9.26
1550413997.0,4,3476643,14.47,4.96,9.51
1550414037.0,3,3476822,57.03,4.94,52.09
1550416741.0,4,3488958,57.03,3.35,53.68
1550419057.0,2,3488958,14.47,2.19,12.28
1550419477.0,4,3491133,14.47,2.31,12.16
1550419553.0,3,3491474,14.47,2.37,12.1
1550423429.0,4,3508873,14.47,5.36,9.11
1550454767.0,2,3508876,14.47,20.97,-6.5
1550455187.0,4,3511050,14.47,20.84,-6.37
1550455227.0,3,3511229,14.47,20.81,-6.34
1550456809.0,4,3518306,14.47,19.31,-4.84
1550460988.0,2,3518308,14.47,17.86,-3.39
1550461378.0,3,3520326,14.47,17.94,-3.47
1550463764.0,4,3531038,14.47,19.16,-4.69
1550467474.0,2,3531040,86.91,21.21,65.7
1550467804.0,3,3532749,14.47,21.29,-6.82
1550470660.0,4,3545573,14.47,21.85,-7.38
1550474850.0,2,3545574,14.47,22.27,-7.8
1550475231.0,3,3547535,14.47,22.3,-7.83
1550478628.0,4,3562781,14.47,22.46,-7.99
1550481980.0,2,3562786,14.47,22.46,-7.99
1550482309.0,3,3564491,14.47,22.46,-7.99
