Stove Type,M2200,Latitude,64.85885,Longitude,-147.962,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1544204811.5,0,2,71.735,21.51,50.225,0.0,0.0
1544206236.5,1649,4,70.485,21.56,48.925,0.007181394999999999,0.08366673786407766
1544206426.5,579,1,70.6,21.56,49.04,0.002521545,0.12785298591549296
1544206491.0,382,2,71.175,21.56,49.615,0.0016636099999999998,0.10325855172413792
1544206605.5,988,4,71.97,21.56,50.41,0.00430274,0.090584
1544206726.5,330,3,72.535,21.56,50.975,0.0014371499999999999,0.07286957746478873
1544206948.0,1640,4,73.315,21.56,51.755,0.0071422,0.06911806451612904
1544209226.5,1,2,72.405,21.56,50.845,4.355e-06,3.7462365591397845e-06
1544211474.0,1654,1,70.485,21.56,48.925,0.00720317,0.08364971612903226
1544211764.0,2210,4,70.485,21.56,48.925,0.009624549999999999,0.12832733333333332
1544211912.0,151,2,71.06,21.56,49.5,0.000657605,0.09105300000000001
1544211991.0,768,3,72.08,21.56,50.52,0.00334464,0.09121745454545455
1544212077.0,184,4,73.425,21.56,51.865,0.00080132,0.0721188
1544337432.5,18593,4,73.085,8.99,64.095,0.080972515,0.001162883037926206
1544463586.0,168,2,71.395,-3.46,74.855,0.00073164,0.0016099657701711492
1544464537.5,1421,4,69.44,-3.32,72.76,0.006188455,0.08343984269662921
1544464702.5,587,0,68.16,-3.295,71.455,0.002556385,0.14607914285714285
1544465000.5,5567,1,68.975,-3.135,72.11,0.024244284999999997,0.1637512682926829
1544465532.0,4345,2,70.485,-2.805,73.29,0.018922474999999998,0.12853001886792453
1544555456.0,441916,4,70.6,1.75,68.85,1.9245441799999998,0.03863727594552693
1544646067.5,2,2,69.675,5.75,63.925,8.71e-06,1.645984251968504e-05
1544647169.5,1590,1,68.745,5.31,63.435,0.0069244499999999995,0.08337130434782608
1544647354.0,665,0,68.865,5.235,63.63,0.0028960749999999997,0.148941
1544647557.0,3514,1,69.68,5.155,64.525,0.01530347,0.16396575
1544648234.0,8343,4,70.14,4.98,65.16,0.036333765,0.12848875638506876
1544648778.5,411,2,70.485,4.875,65.61,0.0017899049999999998,0.09075574647887323
1544652362.5,41144,3,70.715,4.225,66.49,0.17918212,0.09089131069465972
1544905803.5,-41555,4,70.255,2.205,68.05,-0.18097202499999998,-0.0013035591104174793
1545155872.5,43,2,69.795,0.85,68.945,0.000187265,0.0019097847025495748
1545156397.0,3910,1,69.445,0.88,68.565,0.01702805,0.08807612068965517
1545156951.5,3334,2,69.79,0.91,68.88,0.014519569999999999,0.12656283777239707
1545157852.0,8047,4,69.905,0.955,68.95,0.035044685,0.09089399567723343
1545158575.5,482,1,69.445,0.99,68.455,0.00209911,0.12808128813559322
1545158757.5,2496,4,70.025,1.0,69.025,0.010870079999999999,0.12830258360655736
1545158928.0,209,2,70.37,1.01,69.36,0.0009101949999999999,0.09101949999999999
1545161839.0,33541,3,71.395,1.245,70.15,0.146071055,0.09088416833736605
1545168094.5,31362,2,71.05,1.555,69.495,0.13658151,0.07311426557620818
1545171513.5,652,4,70.14,1.635,68.505,0.00283946,0.09046067256637168
1545171601.5,293,3,70.715,1.64,69.075,0.001276015,0.07291514285714285
1545172172.0,5021,2,70.255,1.67,68.585,0.021866455,0.07302341187384044
1545173027.5,3670,4,69.91,1.715,68.195,0.01598285,0.09089772511848342
1545173371.5,256,3,70.025,1.73,68.295,0.00111488,0.07297396363636363
1546801551.5,91831,4,73.69,11.625,62.065,0.39992400499999997,0.00044213500209593385
1548431159.0,1,2,74.495,22.545,51.95,4.355e-06,5.387628865979381e-06
1548432769.0,1652,4,71.52,23.625,47.895,0.00719446,0.08354856774193548
1548432937.0,211,1,71.52,23.685,47.835,0.0009189049999999999,0.12723299999999998
1548433110.0,2629,4,72.305,23.745,48.56,0.011449295,0.12880456875
1548433288.0,208,2,73.09,23.81,49.28,0.00090584,0.090584
1548433532.0,2621,3,73.65,23.9,49.75,0.011414454999999999,0.09091158849557521
1548433921.5,-2829,4,74.865,24.035,50.83,-0.012320295,-0.1356362752293578
1548435270.5,3,2,73.97,24.55,49.42,1.3065e-05,1.9837199493884438e-05
1548436763.5,3420,4,72.98,25.145,47.835,0.014894099999999999,0.08718497560975609
1548437084.0,121,3,73.54,25.285,48.255,0.000526955,0.072963
1548439172.0,19318,4,74.095,26.02,48.075,0.08412989,0.07298014554216868
1548442428.0,0,2,73.76,26.965,46.795,0.0,0.0
1548443763.0,1640,1,72.645,27.19,45.455,0.0071422,0.08348025974025973
1548443961.0,725,4,72.645,27.2,45.445,0.003157375,0.1291653409090909
1548444023.0,208,2,72.87,27.2,45.67,0.00090584,0.090584
1548444156.5,1339,4,73.205,27.205,46.0,0.005831345,0.0908781038961039
1548444285.0,121,3,73.76,27.21,46.55,0.000526955,0.072963
1548445061.5,7109,4,74.53,27.25,47.28,0.030959695,0.07298945776031433
1549290908.0,30448,2,71.915,12.815,59.1,0.13260104,0.00028243601161069386
1550137989.0,25420,1,66.095,-1.345,67.44,0.1107041,0.09973342342342342
1550140418.0,9791,4,65.74,-0.855,66.595,0.042639804999999996,0.17807807192575406
1550140869.0,252,2,68.625,-0.67,69.295,0.00109746,0.09877140000000001
1550142480.5,20096,1,65.695,-0.235,65.93,0.08751808,0.09898369085768144
1550144159.0,1975,4,65.11,0.21,64.9,0.008601125,0.1779543103448276
1550144268.0,278,2,69.205,0.235,68.97,0.00121069,0.09905645454545453
1550144783.0,6411,1,67.03,0.34,66.69,0.027919905,0.10193880121703854
1550145618.5,7679,2,66.685,0.495,66.19,0.033442045,0.1757538131386861
1550147410.0,18301,1,66.31,0.77,65.54,0.079700855,0.09900727329192546
1550149016.0,3561,4,64.775,1.015,63.76,0.015508155,0.17780050318471338
1550149195.0,277,2,66.49,1.04,65.45,0.001206335,0.09870013636363636
1550152374.0,39869,4,64.655,1.335,63.32,0.173629495,0.09899686126069053
1550155555.0,540,1,63.435,1.635,61.8,0.0023517,0.1763775
1550155878.0,6792,4,65.985,1.685,64.3,0.02957916,0.17806852173913043
1550156205.0,353,2,69.665,1.73,67.935,0.001537315,0.09882739285714286
1550157331.5,20120,2,67.98,1.745,66.235,0.0876226,0.143578224852071
1550159184.0,9518,1,63.93,1.76,62.17,0.04145089,0.09895437931034483
1550160203.0,6025,4,65.495,1.77,63.725,0.026238875,0.17822632075471695
1550160506.0,480,2,69.77,1.785,67.985,0.0020904,0.09901894736842105
1550160913.0,4656,1,67.085,1.805,65.28,0.02027688,0.09891160975609756
1550161731.0,10197,4,65.47,1.845,63.625,0.044407934999999996,0.17802735634743874
1550162200.0,252,2,69.555,1.87,67.685,0.00109746,0.09877140000000001
1550162755.0,6760,1,66.645,1.895,64.75,0.0294398,0.09904979439252336
1550163591.0,6832,4,65.6,1.975,63.625,0.02975336,0.17792706976744185
1550163920.0,353,2,70.015,2.035,67.98,0.001537315,0.09882739285714286
1550164561.5,7746,1,66.975,2.225,64.75,0.03373383,0.09897456234718827
1550165387.5,4824,2,65.355,2.475,62.88,0.02100852,0.17795452235294115
1550166750.5,14533,4,65.105,3.01,62.095,0.063291215,0.09902145762711864
1550167916.0,335,1,62.685,3.49,59.195,0.001458925,0.175071
1550168202.5,6160,4,65.265,3.675,61.59,0.026826799999999998,0.17785723756906077
1550168494.0,252,2,66.85,3.86,62.99,0.00109746,0.09877140000000001
1550169073.5,7067,1,64.395,4.235,60.16,0.030776784999999997,0.0990137855227882
1550170171.5,12229,2,65.465,4.95,60.515,0.053257294999999996,0.17801881337047354
1550171138.5,5409,1,65.845,5.54,60.305,0.023556195,0.09895251108518086
1550171958.0,8876,4,63.56,5.995,57.565,0.03865498,0.17795131457800512
1550172369.0,251,2,64.79,6.22,58.57,0.001093105,0.09837945000000001
1550172791.5,5083,1,63.915,6.455,57.46,0.022136464999999998,0.09899537142857141
1550173606.5,9366,4,63.55,6.905,56.645,0.04078893,0.17798805818181818
1550174040.0,263,2,64.67,7.14,57.53,0.001145365,0.09817414285714286
1550174754.5,8760,1,63.3,7.27,56.03,0.0381498,0.09901894736842105
1550175593.5,3303,4,63.425,7.4,56.025,0.014384565,0.17795338144329897
1550175754.0,189,2,65.16,7.41,57.75,0.0008230949999999999,0.0987714
1550176194.5,5374,1,63.665,7.43,56.235,0.023403769999999997,0.09900537250293771
1550176697.5,1759,4,63.18,7.455,55.725,0.007660444999999999,0.1779200129032258
1550176795.0,252,2,64.915,7.46,57.455,0.00109746,0.09877140000000001
1550176934.5,1510,1,63.15,7.465,55.685,0.00657605,0.09905347280334728
1550177198.0,3267,4,63.755,7.48,56.275,0.014227785,0.1778473125
1550177357.0,189,2,66.85,7.49,59.36,0.0008230949999999999,0.0987714
1550177856.0,6172,1,65.265,7.555,57.71,0.02687906,0.09996344628099173
1550178396.0,1271,4,64.3,7.64,56.66,0.005535205,0.17791730357142854
1550178467.0,189,2,65.16,7.66,57.5,0.0008230949999999999,0.0987714
1550178679.5,2496,1,63.16,7.72,55.44,0.010870079999999999,0.09906908354430378
1550178928.0,1157,4,64.125,7.795,56.33,0.005038735,0.17783770588235293
1550178999.0,252,2,66.85,7.82,59.03,0.00109746,0.09877140000000001
1550179511.0,6212,1,64.52,7.975,56.545,0.02705326,0.09897534146341463
1550180084.5,1851,4,64.52,8.145,56.375,0.008061104999999999,0.17803667484662575
1550180181.0,188,2,66.49,8.175,58.315,0.00081874,0.0982488
1550180950.0,9520,4,64.15,8.405,55.745,0.0414596,0.0989751724137931
1550181719.0,335,1,63.18,8.63,54.55,0.001458925,0.175071
1550181760.0,595,4,65.76,8.64,57.12,0.002591225,0.1793925
1550181812.0,328,2,66.245,8.655,57.59,0.00142844,0.098892
1550183574.5,21929,4,62.765,9.07,53.695,0.095500795,0.09899304981284192
1550185331.0,448,1,62.28,9.48,52.8,0.0019510399999999998,0.1755936
1550185378.5,631,4,65.76,9.475,56.285,0.002748005,0.17986941818181817
1550185421.0,189,2,67.33,9.465,57.865,0.0008230949999999999,0.0987714
1550213615.5,-189,4,68.855,-6.555,75.41,-0.0008230949999999999,-5.257619900991855e-05
1550241864.0,0,1,69.91,-22.58,92.49,0.0,0.0
1550242087.0,2486,4,69.215,-22.615,91.83,0.01082653,0.12654385714285715
1550242261.0,252,2,68.395,-22.64,91.035,0.00109746,0.09877140000000001
1550242300.5,324,1,67.805,-22.645,90.45,0.00141102,0.130248
1550242623.0,6870,2,69.545,-22.695,92.24,0.02991885,0.17773574257425742
1550262645.0,249030,4,71.175,-12.73,83.905,1.08452565,0.09899823368324966
1550282714.0,3,1,69.67,-3.245,72.915,1.3065e-05,6.719142857142858e-05
1550283218.0,2470,4,69.555,-4.01,73.565,0.01075685,0.12572941558441558
1550283392.0,252,2,70.485,-4.28,74.765,0.00109746,0.09877140000000001
1550312222.5,363836,4,70.6,-2.135,72.735,1.58450578,0.09899551913364919
1550343185.0,1,1,67.26,2.115,65.145,4.355e-06,3.6426579925650556e-06
1550345502.0,2727,4,67.03,4.435,62.595,0.011876085,0.1295572909090909
1550345688.0,263,2,69.085,4.71,64.375,0.001145365,0.09817414285714286
1550354013.5,104880,1,66.36,6.51,59.85,0.4567524,0.09900106207477874
