Stove Type,Laser 56/560,Latitude,64.86001,Longitude,-147.913,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543258137.0,1,564,11906
1543258192.0,2,1008,10884
1543258453.0,4,2578,10825
1543258810.0,-1,-1,11770
1543259110.0,-1,-1,12115
1543259410.0,-1,-1,12475
1543259709.0,-1,-1,12475
1543259859.0,1,2581,12475
1543259916.0,2,3128,12624
1543260090.0,1,4179,12624
1543260390.0,2,7352,11571
1543260746.0,-1,-1,11377
1543260977.0,4,10885,10884
1543261334.0,-1,-1,11571
1543261633.0,-1,-1,11975
1543261933.0,-1,-1,12257
1543262233.0,-1,-1,12257
1543262533.0,-1,-1,12329
1543262833.0,-1,-1,12185
1543263033.0,1,10889,12475
1543263089.0,2,11458,12329
1543263269.0,1,12540,12475
1543263505.0,2,15040,11571
1543263715.0,4,16306,10535
1543264072.0,-1,-1,11314
1543264372.0,-1,-1,11441
1543264671.0,-1,-1,11314
1543264971.0,-1,-1,11637
1543265271.0,-1,-1,11975
1543265571.0,-1,-1,11906
1543265871.0,-1,-1,11838
1543266170.0,-1,-1,11770
1543266470.0,-1,-1,12045
1543266770.0,-1,-1,11838
1543267070.0,-1,-1,11838
1543267370.0,-1,-1,12115
1543267669.0,-1,-1,12185
1543267969.0,-1,-1,12045
1543268269.0,-1,-1,12185
1543268569.0,-1,-1,12115
1543268869.0,-1,-1,12185
1543269169.0,-1,-1,12185
1543269468.0,-1,-1,12115
1543269768.0,-1,-1,12257
1543270068.0,-1,-1,12329
1543270368.0,-1,-1,12185
1543270668.0,-1,-1,12475
1543270968.0,-1,-1,12475
1543271268.0,-1,-1,12475
1543271568.0,-1,-1,12475
