Stove Type,M441,Latitude,64.87386,Longitude,-147.813,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543682684.0,1199,4,70.88,17.45,53.43,0.005221645,0.07066887969924812
1543683925.0,3,2,75.085,17.95,57.135,1.3065e-05,2.1224729241877254e-05
1543685239.5,2128,3,69.9,18.385,51.515,0.00926744,0.0807815593220339
1543685953.5,4334,4,72.64,18.495,54.145,0.01887457,0.06694428768472907
1543687429.5,3,2,71.37,18.835,52.535,1.3065e-05,2.428187919463087e-05
1543688603.0,2117,3,69.79,19.17,50.62,0.009219535,0.08095201463414634
1543689279.5,4245,4,72.405,19.405,53.0,0.018486975,0.07057593849416754
1543691265.5,1,2,71.36,19.755,51.605,4.355e-06,5.175965665236051e-06
1543692986.0,2104,3,69.785,19.94,49.845,0.00916292,0.08006434951456311
1543693707.0,4635,4,72.3,19.94,52.36,0.020185425,0.070551
1543695644.0,3,2,71.26,19.94,51.32,1.3065e-05,1.6537974683544305e-05
1543697272.0,2104,3,70.02,19.94,50.08,0.00916292,0.08006434951456311
1543698004.5,4741,4,72.075,19.875,52.2,0.020647054999999997,0.07058822222222222
1543699795.0,1,2,70.565,19.495,51.07,4.355e-06,6.201740506329113e-06
1543701265.5,2126,3,69.665,19.125,50.54,0.00925873,0.08070563680387409
1543701905.5,3905,4,71.97,18.78,53.19,0.017006274999999998,0.07061429065743945
1543703594.0,53,2,70.225,17.545,52.68,0.000230815,0.0003310494023904382
1543705009.5,1664,3,68.855,16.48,52.375,0.00724672,0.0812716261682243
1543705676.0,4322,4,71.5,16.375,55.125,0.01882231,0.06695683399209486
1543707530.5,174,2,70.445,16.455,53.99,0.00075777,0.0010114838709677418
1543709085.0,2123,3,69.085,16.52,52.565,0.009245665,0.08078736407766991
1543709731.5,3968,4,71.955,16.52,55.435,0.01728064,0.07061328490351873
1543711473.0,3,2,70.555,16.64,53.915,1.3065e-05,1.8076095311299e-05
1543712938.5,1712,4,68.855,16.87,51.985,0.00745576,0.08158278419452887
1543713131.5,254,3,70.6,16.995,53.605,0.0011061699999999999,0.06986336842105262
