Stove Type,Laser 56/560,Latitude,64.8873,Longitude,-147.475,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1544094187.0,-1,-1,8261
1544094256.0,4,2053,10149
1544094613.0,-1,-1,11314
1544094913.0,-1,-1,11441
1544095213.0,-1,-1,11571
1544095513.0,-1,-1,11441
1544095813.0,-1,-1,11975
1544096113.0,-1,-1,12045
1544096413.0,-1,-1,11975
1544096713.0,-1,-1,11704
1544097013.0,-1,-1,11838
1544097313.0,-1,-1,12115
1544097687.0,-1,-1,11838
1544097949.0,1,2079,12115
1544098278.0,4,4792,12115
1544098333.0,2,5138,11704
1544098687.0,-1,-1,11906
1544098987.0,-1,-1,11770
1544099287.0,-1,-1,11637
1544099586.0,-1,-1,11704
1544099886.0,-1,-1,11251
1544100170.0,4,16734,11506
1544100525.0,-1,-1,11704
1544100824.0,-1,-1,11637
1544101124.0,-1,-1,11906
1544101424.0,-1,-1,12185
1544101724.0,-1,-1,12185
1544101862.0,1,16735,12185
1544102181.0,4,19345,12045
1544102236.0,2,19691,12549
1544102561.0,-1,-1,11975
1544102861.0,-1,-1,11704
1544103160.0,-1,-1,11838
1544103460.0,-1,-1,11506
1544103760.0,-1,-1,11377
1544104059.0,-1,-1,11251
1544104325.0,4,32878,11441
1544104679.0,-1,-1,11704
1544104979.0,-1,-1,11838
1544105279.0,-1,-1,12045
1544105578.0,-1,-1,11838
1544105878.0,-1,-1,12401
1544106105.0,1,32881,12185
1544106426.0,2,35508,12115
1544106790.0,-1,-1,11770
1544107090.0,-1,-1,11838
1544107389.0,-1,-1,11704
1544107689.0,-1,-1,11770
1544107989.0,-1,-1,11506
1544108288.0,-1,-1,11571
1544108588.0,-1,-1,11571
1544108642.0,4,49462,11506
1544108997.0,-1,-1,11571
1544109297.0,-1,-1,11637
1544109597.0,-1,-1,11838
1544109897.0,-1,-1,12115
1544110197.0,-1,-1,12045
1544110396.0,1,49462,12257
1544110716.0,2,52076,11770
1544111070.0,-1,-1,11838
1544111370.0,-1,-1,11704
1544111670.0,-1,-1,11637
1544111969.0,-1,-1,11704
1544112269.0,-1,-1,11377
1544112563.0,4,63740,11441
1544112630.0,2,64161,11188
1544112807.0,4,65276,11441
1544113162.0,-1,-1,11314
1544113461.0,-1,-1,11975
1544113761.0,-1,-1,12185
1544114061.0,-1,-1,12257
1544114361.0,-1,-1,12115
1544114619.0,1,65277,12549
1544114973.0,-1,-1,12115
1544115217.0,2,71045,11770
1544115540.0,4,73085,11506
1544115566.0,2,73245,11377
1544115602.0,4,73468,11377
1544115674.0,2,73922,11441
1544115765.0,4,74487,11441
1544115838.0,2,74940,11506
1544115935.0,4,75546,11571
1544116007.0,2,75994,11506
1544116079.0,4,76282,11441
1544116452.0,-1,-1,11506
1544116751.0,-1,-1,11637
1544117051.0,-1,-1,11838
1544117350.0,-1,-1,12045
1544117651.0,-1,-1,11770
1544117951.0,-1,-1,11975
1544118250.0,-1,-1,12401
1544118323.0,1,76595,12329
1544118616.0,2,78927,11975
1544118988.0,-1,-1,11975
1544119182.0,4,82505,11571
1544119255.0,2,82962,11506
1544119351.0,4,83560,11377
1544119423.0,2,84013,11314
1544119522.0,4,84636,11506
1544119895.0,-1,-1,11704
1544120195.0,-1,-1,11571
1544120495.0,-1,-1,11838
1544120794.0,-1,-1,11704
1544121095.0,-1,-1,11906
1544121395.0,-1,-1,11906
1544121695.0,-1,-1,11906
1544121995.0,-1,-1,12185
1544122295.0,-1,-1,11975
1544122595.0,-1,-1,12115
1544122726.0,1,84636,12257
1544123054.0,2,87332,12257
1544123427.0,-1,-1,12045
1544123688.0,4,91335,11906
1544123760.0,2,91791,11838
1544123828.0,4,92215,11704
1544123900.0,2,92651,11770
1544123978.0,4,93137,12115
1544124051.0,2,93582,11975
1544124142.0,4,94151,11838
1544124215.0,2,94603,11637
1544124295.0,4,95101,11571
1544124367.0,2,95530,12045
1544124450.0,4,96050,11704
1544124506.0,2,96320,11571
1544124580.0,4,96749,11377
1544124652.0,2,97173,11838
1544124753.0,4,97794,11637
1544124826.0,2,98245,11571
1544124913.0,4,98782,11906
1544124986.0,2,99220,11637
1544125091.0,4,99858,11441
1544125163.0,2,100294,11377
1544125257.0,4,100856,11571
1544125314.0,2,101155,11637
1544125389.0,4,101598,11377
1544125471.0,2,102015,11441
1544125566.0,4,102591,11637
1544125938.0,-1,-1,11571
1544126238.0,-1,-1,12045
1544126577.0,-1,-1,11906
1544126876.0,-1,-1,11975
1544127176.0,-1,-1,12185
1544127476.0,-1,-1,12185
1544127548.0,1,103009,12329
1544127620.0,4,103576,12475
1544127693.0,1,104147,12257
1544127823.0,4,105182,12257
1544127895.0,2,105679,11906
1544127957.0,4,106058,12185
1544128030.0,2,106512,12045
1544128121.0,4,107090,11906
1544128194.0,2,107545,11838
1544128278.0,4,108063,11838
1544128351.0,2,108511,11838
1544128425.0,4,108957,11314
1544128503.0,2,109417,11704
1544128577.0,4,109863,11838
1544128633.0,2,110167,11571
1544128705.0,4,110609,11838
1544128778.0,2,111026,11704
1544128850.0,4,111421,11704
1544128923.0,2,111852,11838
1544129007.0,4,112350,11637
1544129087.0,2,112786,11637
1544129173.0,4,113314,11637
1544129247.0,2,113742,11637
1544129330.0,4,114265,11441
1544129402.0,2,114713,11377
1544129490.0,4,115264,11704
1544129562.0,2,115671,11377
1544129662.0,4,116218,11377
1544129735.0,2,116605,11571
1544129807.0,4,117022,11377
1544130179.0,-1,-1,11314
1544130479.0,-1,-1,11704
1544130778.0,-1,-1,11838
1544131078.0,-1,-1,12045
1544131378.0,-1,-1,12045
1544131677.0,-1,-1,12185
1544131786.0,1,117079,12115
1544131868.0,4,117788,12115
1544131925.0,1,118233,12257
1544132003.0,4,118845,12257
1544132148.0,4,119917,12257
1544132220.0,2,120371,12185
1544132302.0,4,120889,11770
1544132375.0,2,121339,11770
1544132448.0,4,121795,11704
1544132520.0,2,122218,11704
1544132596.0,4,122682,11770
1544132669.0,2,123131,11704
1544132745.0,4,123612,11770
1544132818.0,2,124001,11571
1544132892.0,4,124450,11704
1544132964.0,2,124859,11637
1544133053.0,4,125366,11441
1544133125.0,2,125788,11704
1544133215.0,4,126331,11637
1544133287.0,2,126746,11637
1544133376.0,4,127309,11314
1544133449.0,2,127691,11637
1544133541.0,4,128251,11506
1544133614.0,2,128653,11441
1544133710.0,4,129246,11906
1544133782.0,2,129685,11506
1544133875.0,4,130261,11314
1544133947.0,2,130628,11441
1544134019.0,4,130734,11441
1544134392.0,-1,-1,11506
1544134691.0,-1,-1,11838
1544134992.0,-1,-1,11770
1544135291.0,-1,-1,12045
1544135424.0,1,130737,11975
1544135481.0,4,131213,12401
1544135537.0,1,131647,12045
1544135609.0,4,131717,12185
1544135966.0,-1,-1,11906
1544136266.0,-1,-1,12045
1544136565.0,-1,-1,11838
1544136866.0,-1,-1,12045
1544137166.0,-1,-1,11975
1544137466.0,-1,-1,12257
1544137765.0,-1,-1,12549
1544138066.0,-1,-1,12329
1544138366.0,-1,-1,12329
1544138666.0,-1,-1,12624
1544138966.0,-1,-1,12257
1544139266.0,-1,-1,12549
1544139565.0,-1,-1,13008
1544139865.0,-1,-1,12775
1544140166.0,-1,-1,13167
1544140466.0,-1,-1,12930
1544140766.0,-1,-1,13008
1544141066.0,-1,-1,13330
1544141366.0,-1,-1,13008
1544141666.0,-1,-1,13495
1544141966.0,-1,-1,13412
1544142266.0,-1,-1,13579
1544142566.0,-1,-1,13330
1544142867.0,-1,-1,13412
1544143167.0,-1,-1,13664
1544143467.0,-1,-1,13750
1544143767.0,-1,-1,13836
1544144068.0,-1,-1,13923
1544144368.0,-1,-1,13664
1544144668.0,-1,-1,13836
1544144968.0,-1,-1,13664
1544145268.0,-1,-1,13836
1544145569.0,-1,-1,14374
1544145869.0,-1,-1,14191
1544146169.0,-1,-1,13923
1544146470.0,-1,-1,14012
1544146770.0,-1,-1,13750
1544147070.0,-1,-1,13836
1544147371.0,-1,-1,14012
1544147672.0,-1,-1,14101
1544147972.0,-1,-1,14282
1544148273.0,-1,-1,14191
1544148573.0,-1,-1,14191
1544148873.0,-1,-1,14282
1544149173.0,-1,-1,14561
1544149473.0,-1,-1,14282
1544149774.0,-1,-1,14561
1544150074.0,-1,-1,14656
1544150375.0,-1,-1,14467
1544150675.0,-1,-1,14752
1544150975.0,-1,-1,14656
1544151275.0,-1,-1,14948
1544151575.0,-1,-1,14752
1544151875.0,-1,-1,15047
1544152176.0,-1,-1,14752
1544152476.0,-1,-1,15047
1544152776.0,-1,-1,14948
1544153076.0,-1,-1,15047
1544153376.0,-1,-1,15147
1544153678.0,-1,-1,14948
1544153979.0,-1,-1,15455
1544154279.0,-1,-1,15047
1544154580.0,-1,-1,15047
1544154881.0,-1,-1,15248
1544155182.0,-1,-1,15147
1550052965.0,4,293437,20219
1550053490.0,2,293456,25471
1550053830.0,-1,-1,11506
1550054130.0,-1,-1,11441
1550054430.0,-1,-1,11637
1550054730.0,-1,-1,11377
1550055030.0,-1,-1,11314
1550055330.0,-1,-1,11251
1550055630.0,-1,-1,11188
1550055930.0,-1,-1,10944
1550056230.0,-1,-1,11004
1550056529.0,-1,-1,11188
1550056808.0,4,314406,10944
1550057148.0,-1,-1,11126
1550057448.0,-1,-1,11506
1550057748.0,-1,-1,11637
1550058048.0,-1,-1,12329
1550058348.0,-1,-1,12185
1550058649.0,-1,-1,11975
1550058949.0,-1,-1,12045
1550059262.0,-1,-1,12401
1550059562.0,-1,-1,12475
1550059862.0,-1,-1,12624
1550060162.0,-1,-1,12699
1550060463.0,-1,-1,13008
1550060763.0,-1,-1,12852
1550061063.0,-1,-1,13248
1550061364.0,-1,-1,13008
1550061664.0,-1,-1,12775
1550061965.0,-1,-1,13495
1550062265.0,-1,-1,13664
1550062565.0,-1,-1,13664
1550062866.0,-1,-1,13664
1550063166.0,-1,-1,13750
1550063467.0,-1,-1,13750
1550063767.0,-1,-1,14374
1550064068.0,-1,-1,14191
1550064368.0,-1,-1,14282
1550064669.0,-1,-1,14561
1550064970.0,-1,-1,14191
1550065270.0,-1,-1,14467
1550065571.0,-1,-1,14467
1550065871.0,-1,-1,14561
1550066172.0,-1,-1,14467
1550066472.0,-1,-1,14752
1550066773.0,-1,-1,14948
1550067073.0,-1,-1,14850
1550067374.0,-1,-1,15047
1550067675.0,-1,-1,15248
1550067975.0,-1,-1,15248
1550068276.0,-1,-1,15047
1550068577.0,-1,-1,15559
1550068877.0,-1,-1,15455
1550069178.0,-1,-1,15455
1550069478.0,-1,-1,15665
1550069779.0,-1,-1,15455
1550070080.0,-1,-1,15665
1550070381.0,-1,-1,15665
1550070681.0,-1,-1,15665
1550070982.0,-1,-1,15881
1550071283.0,-1,-1,15990
1550071583.0,-1,-1,15990
1550071884.0,-1,-1,15990
1550072185.0,-1,-1,16101
1550072486.0,-1,-1,16327
1550072786.0,-1,-1,16213
1550073087.0,-1,-1,16442
1550073388.0,-1,-1,16675
1550073717.0,-1,-1,16675
1550074018.0,-1,-1,16558
1550074318.0,-1,-1,16558
1550074619.0,-1,-1,16675
1550074920.0,-1,-1,16914
1550075220.0,-1,-1,16558
1550075521.0,-1,-1,16914
1550075822.0,-1,-1,16914
1550076123.0,-1,-1,17036
1550076424.0,-1,-1,17284
1550076724.0,-1,-1,17284
1550077025.0,-1,-1,17538
1550077326.0,-1,-1,17284
1550077627.0,-1,-1,17668
1550077928.0,-1,-1,17538
1550078228.0,-1,-1,17538
1550078529.0,-1,-1,18066
1550078830.0,-1,-1,17538
1550079131.0,-1,-1,17932
1550079432.0,-1,-1,17799
1550079732.0,-1,-1,17538
1550080033.0,-1,-1,18066
1550080334.0,-1,-1,18066
1550080635.0,-1,-1,18340
1550080936.0,-1,-1,18340
1550081237.0,-1,-1,18066
1550081538.0,-1,-1,18202
1550081838.0,-1,-1,17799
1550082139.0,-1,-1,18621
1550082440.0,-1,-1,18480
1550082741.0,-1,-1,18340
1550083042.0,-1,-1,18764
1550083343.0,-1,-1,18480
1550083644.0,-1,-1,18909
1550083945.0,-1,-1,19056
1550084245.0,-1,-1,18909
1550084546.0,-1,-1,19056
1550084847.0,-1,-1,19056
1550085148.0,-1,-1,18480
1550085449.0,-1,-1,18909
1550085750.0,-1,-1,19056
1550086051.0,-1,-1,19510
1550086352.0,-1,-1,20143
1550086608.0,1,314408,19665
1550086938.0,4,317129,19206
1550086982.0,2,317407,19056
1550087312.0,-1,-1,18066
1550087543.0,4,320952,17799
1550087884.0,-1,-1,18202
1550088185.0,-1,-1,18340
1550088486.0,-1,-1,18621
1550088786.0,-1,-1,18621
1550089087.0,-1,-1,18764
1550089388.0,-1,-1,18621
1550089688.0,-1,-1,18909
1550089989.0,-1,-1,19056
1550090290.0,-1,-1,19357
1550090591.0,-1,-1,19056
1550090892.0,-1,-1,19357
1550091192.0,-1,-1,19665
1550091493.0,-1,-1,19357
1550091786.0,1,320956,19357
1550092113.0,4,323648,19357
1550092153.0,2,323900,18340
1550092493.0,-1,-1,18909
1550092794.0,-1,-1,18340
1550093010.0,4,329310,18202
1550093354.0,-1,-1,18202
1550093655.0,-1,-1,18621
1550093955.0,-1,-1,18764
1550094256.0,-1,-1,18764
1550094557.0,-1,-1,19357
1550094858.0,-1,-1,19206
1550095158.0,-1,-1,19665
1550095459.0,-1,-1,19206
1550095760.0,-1,-1,19510
1550095893.0,1,329310,19665
1550096217.0,4,331968,19357
1550096257.0,2,332220,19056
1550096597.0,-1,-1,18621
1550096898.0,-1,-1,17932
1550097111.0,4,337614,18340
1550097452.0,-1,-1,18340
1550097753.0,-1,-1,18764
1550098053.0,-1,-1,18909
1550098354.0,-1,-1,18764
1550098655.0,-1,-1,18764
1550098955.0,-1,-1,19206
1550099256.0,-1,-1,19056
1550099557.0,-1,-1,19510
1550099815.0,1,337614,19510
1550100140.0,4,340283,19357
1550100180.0,2,340535,19206
1550100520.0,-1,-1,18764
1550100821.0,-1,-1,18621
1550101122.0,-1,-1,18066
1550101161.0,4,346554,18066
1550101502.0,-1,-1,18340
1550101803.0,-1,-1,18621
1550102103.0,-1,-1,18621
1550102750.0,-1,-1,19056
1550103050.0,-1,-1,19357
1550103351.0,-1,-1,19206
1550103652.0,-1,-1,19665
1550103826.0,1,346557,19510
1550104150.0,2,349214,19206
1550104506.0,-1,-1,19206
1550104807.0,-1,-1,18480
1550105107.0,-1,-1,17932
1550105239.0,4,356094,18202
1550105580.0,-1,-1,17932
1550105881.0,-1,-1,18621
1550106181.0,-1,-1,19056
1550106482.0,-1,-1,19056
1550106783.0,-1,-1,19206
1550107084.0,-1,-1,19510
1550107385.0,-1,-1,19510
1550107685.0,-1,-1,19510
1550107789.0,1,356094,19510
1550108109.0,2,358711,19206
1550108449.0,-1,-1,18621
1550108750.0,-1,-1,18480
1550109051.0,-1,-1,18202
1550109216.0,4,365703,18340
1550109559.0,-1,-1,18480
1550109860.0,-1,-1,18764
1550110160.0,-1,-1,18909
1550110461.0,-1,-1,18909
1550110762.0,-1,-1,18764
1550111063.0,-1,-1,19357
1550111363.0,-1,-1,19357
1550111543.0,1,365704,19510
1550111865.0,4,368339,19665
1550111905.0,2,368591,18909
1550112245.0,-1,-1,18909
1550112546.0,-1,-1,18066
