Stove Type,Laser 73/730,Latitude,64.90147,Longitude,-147.72,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1544357554.0,2,0,68.04,18.06,49.98
1544357757.0,2,0,69.68,18.04,51.64
1544365485.0,1,643,68.28,16.77,51.51
1544365546.0,2,1247,68.51,16.72,51.79
1544366092.0,4,5625,75.52,16.29,59.23
1544369142.0,1,5629,67.09,13.0,54.09
1544369204.0,2,6272,66.85,12.91,53.94
1544369348.0,1,7429,69.45,12.72,56.73
1544369523.0,2,10055,73.32,12.48,60.84
1544369671.0,4,11244,76.18,12.28,63.9
1544371136.0,1,11248,66.85,10.31,56.54
1544371198.0,2,11877,67.09,10.22,56.87
1544371340.0,1,13019,67.57,10.21,57.36
1544371515.0,2,15648,71.52,10.19,61.33
1544371721.0,4,17293,76.18,10.17,66.01
1544373159.0,1,17296,69.21,10.02,59.19
1544373221.0,2,17923,68.28,10.02,58.26
1544373362.0,1,19060,70.37,10.0,60.37
1544373537.0,2,21686,72.87,9.99,62.88
1544373742.0,4,23327,77.04,9.97,67.07
1544376054.0,1,23327,69.21,10.49,58.72
1544376117.0,2,23961,69.91,10.52,59.39
1544376260.0,1,25111,68.98,10.59,58.39
1544376435.0,2,27736,70.83,10.68,60.15
1544376566.0,4,28788,72.42,10.74,61.68
1544378498.0,1,28790,69.91,11.71,58.2
1544378560.0,2,29424,68.51,11.74,56.77
1544378703.0,1,30573,69.21,11.81,57.4
1544378878.0,2,33198,71.06,11.9,59.16
1544379006.0,4,34226,72.19,11.96,60.23
1544380927.0,2,34696,68.98,12.92,56.06
1544381092.0,1,36013,68.98,13.01,55.97
1544381267.0,2,38640,71.06,13.09,57.97
1544381405.0,4,39746,71.97,13.16,58.81
1544383126.0,1,39748,68.28,13.74,54.54
1544383188.0,2,40382,67.57,13.76,53.81
1544383331.0,1,41531,68.98,13.79,55.19
1544383506.0,2,44154,71.74,13.84,57.9
1544383634.0,4,45178,72.42,13.87,58.55
1544385431.0,1,45179,68.28,14.32,53.96
1544385494.0,2,45807,69.45,14.33,55.12
1544385636.0,1,46946,67.57,14.37,53.2
1544385811.0,2,49571,71.52,14.41,57.11
1544385930.0,4,50523,71.97,14.44,57.53
1544387576.0,1,50525,68.51,14.85,53.66
1544387639.0,2,51161,68.98,14.87,54.11
1544387781.0,1,52305,68.04,14.91,53.13
1544387956.0,2,54928,69.91,14.95,54.96
1544388093.0,4,56020,72.65,14.98,57.67
1544389503.0,1,56023,68.28,15.32,52.96
1544389565.0,2,56658,68.75,15.33,53.42
1544389708.0,1,57803,68.98,15.36,53.62
1544389897.0,2,60636,72.87,15.4,57.47
1544390153.0,4,62684,76.18,15.45,60.73
1544406856.0,1,62686,61.16,5.69,55.47
1544406919.0,2,63322,59.6,5.63,53.97
1544407061.0,1,64471,59.6,5.49,54.11
1544407236.0,2,67105,64.92,5.34,59.58
1544407428.0,4,68647,66.61,5.23,61.38
1544411741.0,1,68650,60.64,4.09,56.55
