Stove Type,Laser 73/730,Latitude,64.78514,Longitude,-148.034,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543589995.0,78,19,58
1543590066.0,84,19,64
1543590432.0,72,19,52
1543590488.0,72,19,52
1543590751.0,75,19,55
1543591122.0,72,20,52
1543591202.0,72,20,52
1543591386.0,76,20,56
1543591753.0,72,20,52
1543591823.0,73,20,53
1543591997.0,76,20,56
1543592368.0,73,20,53
1543592434.0,72,20,52
1543592656.0,76,20,56
1543593022.0,72,20,52
1543593141.0,73,20,52
1543593360.0,76,20,56
1543593731.0,73,20,53
1543593858.0,72,20,52
1543594081.0,76,20,56
1543594456.0,73,19,53
1543594602.0,72,19,53
1543594819.0,75,19,56
1543595190.0,73,19,53
1543595315.0,72,19,52
1543595521.0,75,19,56
1543595892.0,73,19,53
1543596042.0,73,19,53
1543596245.0,75,19,56
1543596612.0,72,19,53
1543596770.0,73,19,53
1543596988.0,76,19,57
1543597345.0,73,19,54
1543597606.0,73,19,53
1543597808.0,75,19,56
1543598165.0,73,18,54
1543598387.0,73,18,54
1543598613.0,76,18,57
1543598969.0,72,18,54
1543599269.0,73,18,54
1543599326.0,72,18,54
1543599498.0,75,18,57
1543599854.0,72,18,54
1543600105.0,72,18,54
1543600308.0,75,18,57
1543600664.0,72,18,54
1543600829.0,72,18,53
1543601029.0,76,18,57
1543601396.0,73,18,54
1543601536.0,72,18,54
1543601733.0,77,17,59
1543602090.0,72,17,55
1543602302.0,72,17,55
1543602512.0,76,17,58
1543602869.0,72,17,55
1543603046.0,72,17,54
1543603242.0,76,17,58
1543603599.0,73,17,55
1543603788.0,73,17,55
1543603988.0,76,17,58
1543604345.0,73,17,56
1543604520.0,72,16,55
1543604728.0,76,16,59
1543605109.0,72,16,55
1543605289.0,72,16,56
1543605490.0,75,16,59
1543605846.0,72,16,56
1543606007.0,73,16,56
1543606196.0,75,16,59
1543606553.0,73,15,57
1543606706.0,73,15,57
1543606904.0,76,15,60
1543607261.0,73,15,57
1543607476.0,72,15,57
1543607687.0,75,15,60
1543607744.0,75,15,60
1543608100.0,72,14,57
1543608296.0,72,14,58
1543608437.0,71,14,57
1543608807.0,64,14,50
1543609107.0,65,14,51
1543609407.0,65,13,51
1543609707.0,65,13,51
1543610007.0,66,13,53
1543610307.0,66,13,53
1543610607.0,67,12,54
