Stove Type,Laser 73/730,Latitude,64.91331,Longitude,-147.602,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1550407193.0,159396,4,77.835,2.885,74.95,0.5368457280000001,0.10845368242424244
1550421116.0,4,1,76.715,6.07,70.645,1.3472e-05,4.837342908438061e-06
1550426149.5,619,2,72.08,8.495,63.585,0.0020847920000000002,0.1830549073170732
1550426262.0,1664,1,72.195,8.625,63.57,0.005604352,0.1096503652173913
1550426443.5,2717,2,74.29,8.825,65.465,0.009150856,0.1840395620111732
1550429281.5,49104,4,76.72,11.705,65.015,0.165382272,0.10830929219574313
1550433879.5,622,2,74.85,16.355,58.495,0.002094896,0.0020388282238442824
1550435818.0,1611,1,70.69,18.31,52.38,0.0054258480000000005,0.10973625168539326
1550436013.0,3208,2,72.125,18.51,53.615,0.010804544000000001,0.18347338867924531
1550438712.5,46511,4,77.67,20.345,57.325,0.156649048,0.10872114378253327
1550443039.0,4,1,74.405,22.555,51.85,1.3472e-05,1.3992844777841893e-05
1550444799.5,740,2,68.03,23.04,44.99,0.00249232,0.16313367272727272
1550444911.0,1521,1,67.68,23.05,44.63,0.005122728,0.10977274285714286
1550445091.5,2923,2,72.015,23.07,48.945,0.009844664000000001,0.18363103834196895
1550447423.5,40098,4,75.3,22.89,52.41,0.135050064,0.10874082540818608
1550451762.5,1,1,72.955,21.97,50.985,3.368e-06,2.882053719990492e-06
1550453886.5,611,2,70.6,21.235,49.365,0.002057848,0.18068909268292685
1550453998.5,1652,1,71.055,21.2,49.855,0.005563936,0.10945447868852459
1550454181.5,2780,2,73.195,21.145,52.05,0.009363040000000001,0.18419095081967216
1550456421.5,38216,4,74.865,19.38,55.485,0.128711488,0.10783368787526182
1550460754.5,0,1,70.845,18.09,52.755,0.0,0.0
1550462959.5,617,2,65.64,18.555,47.085,0.002078056,0.18246345365853658
