Stove Type,Laser 73/730,Latitude,64.87842,Longitude,-147.413,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1544181508.0,2,0,68.04,21.09,46.95
1544181652.0,4,1151,68.51,21.17,47.34
1544192090.0,1,1155,66.37,24.4,41.97
1544192152.0,2,1941,66.13,24.39,41.74
1544192317.0,1,3257,66.37,24.38,41.99
1544193047.0,2,14132,68.75,24.35,44.4
1544198547.0,4,57650,70.83,22.76,48.07
1544217027.0,1,57651,65.89,24.12,41.77
1544217088.0,2,58402,65.89,24.14,41.75
1544217248.0,1,59677,65.89,24.2,41.69
1544217859.0,2,68789,68.75,24.41,44.34
1544220762.0,4,91813,69.91,25.16,44.75
1544250020.0,1,91816,60.13,25.94,34.19
1544250067.0,2,92391,60.13,25.93,34.2
1544250235.0,1,93739,60.39,25.92,34.47
1544250416.0,0,96433,61.42,25.9,35.52
1544253317.0,1,157721,73.32,25.61,47.71
1544254606.0,2,176640,73.54,25.48,48.06
1544259259.0,4,213476,73.98,25.5,48.48
1544269344.0,1,213480,66.85,21.49,45.36
1544269390.0,2,214089,66.61,21.48,45.13
1544269564.0,1,215476,67.33,21.46,45.87
1544270171.0,2,224539,70.14,21.4,48.74
1544277839.0,4,285292,71.97,20.46,51.51
1544282355.0,1,285293,68.98,20.12,48.86
1544282401.0,2,285922,68.98,20.12,48.86
1544282578.0,1,287335,68.98,20.12,48.86
1544283332.0,2,298562,71.74,20.12,51.62
1544287852.0,4,334373,74.42,20.58,53.84
1544297628.0,1,334374,68.75,20.94,47.81
1544297690.0,2,335144,68.98,20.94,48.04
1544297853.0,1,336443,68.98,20.95,48.03
1544298560.0,2,346887,71.52,20.99,50.53
1544305519.0,4,402014,73.98,20.93,53.05
1544331732.0,2,402674,61.67,16.17,45.5
1544331889.0,1,403926,61.67,16.19,45.48
1544332069.0,0,406616,62.43,16.21,46.22
1544333838.0,1,443044,70.37,16.38,53.99
1544335022.0,2,460563,71.29,16.5,54.79
1544344554.0,4,536034,72.87,16.99,55.88
1544351712.0,1,536036,67.8,17.75,50.05
1544351774.0,2,536829,67.57,17.74,49.83
1544351940.0,1,538152,68.04,17.73,50.31
1544352524.0,2,546861,70.37,17.67,52.7
1544361635.0,4,618651,72.87,17.84,55.03
1544369358.0,1,618651,68.04,12.71,55.33
1544369420.0,2,619436,68.04,12.62,55.42
1544369584.0,1,620752,68.04,12.4,55.64
1544369765.0,0,623441,68.75,12.16,56.59
1544370201.0,1,632141,71.52,11.57,59.95
1544370908.0,2,642332,72.19,10.61,61.58
1544377462.0,4,694229,74.87,11.19,63.68
1544387533.0,1,694599,69.68,14.84,54.84
1544387594.0,2,695267,69.21,14.86,54.35
1544387742.0,1,696449,69.45,14.9,54.55
1544388466.0,2,706998,72.19,15.08,57.11
1544389173.0,4,712323,71.74,15.25,56.49
1544412722.0,2,712980,60.13,4.82,55.31
1544412881.0,1,714248,59.34,4.94,54.4
1544413536.0,2,724035,62.43,5.43,57.0
1544419925.0,4,774605,64.67,6.29,58.38
1544422613.0,1,774605,63.19,4.68,58.51
1544422675.0,2,775369,63.69,4.63,59.06
1544422837.0,1,776660,62.94,4.49,58.45
1544423017.0,0,779347,64.43,4.34,60.09
1544424827.0,1,816643,71.29,2.8,68.49
1544425969.0,2,833544,71.97,1.86,70.11
1544431088.0,4,874077,69.91,-0.63,70.54
1544454188.0,1,874080,57.48,-5.67,63.15
1544454250.0,2,874797,57.75,-5.68,63.43
1544454405.0,1,876035,57.21,-5.72,62.93
1544455042.0,2,885552,60.13,-5.88,66.01
1544460265.0,4,926513,62.94,-4.52,67.46
1544466904.0,1,926513,59.08,-1.91,60.99
1544466967.0,2,927208,58.55,-1.87,60.42
1544467118.0,1,928419,59.08,-1.77,60.85
1544467299.0,0,931113,59.87,-1.66,61.53
1544469714.0,1,981747,73.54,-0.35,73.89
1544471199.0,2,1003709,72.19,0.32,71.87
1544482229.0,4,1091033,72.65,2.86,69.79
1544503540.0,1,1091037,59.87,-2.15,62.02
1544503586.0,2,1091610,60.39,-2.14,62.53
1544503754.0,1,1092958,60.13,-2.12,62.25
