Stove Type,Laser 730,Latitude,64.92216,Longitude,-147.931,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543923984.5,2039,4,70.255,10.38,59.875,0.006867352,0.12423350351758794
1543925940.0,114,1,69.675,10.14,59.535,0.000383952,0.0003723672413793104
1543927961.5,3527,2,69.33,9.905,59.425,0.011878936000000001,0.12919688700906345
1543930015.0,30139,4,71.165,9.61,61.555,0.101508152,0.09677683983050848
1543934000.0,3,1,70.465,8.35,62.115,1.0104e-05,8.67296137339056e-06
1543936262.5,3519,4,69.095,7.32,61.775,0.011851992,0.12890384048338369
1543936456.5,451,2,70.37,7.26,63.11,0.001518968,0.09593482105263158
1543938300.5,28986,4,70.715,6.98,63.735,0.097624848,0.09679136678600936
1543943382.5,3,1,69.675,7.235,62.44,1.0104e-05,5.567794275218124e-06
1543946816.0,3572,4,69.33,7.675,61.655,0.012030496,0.12967001676646708
1543947011.5,451,2,70.37,7.575,62.795,0.001518968,0.09593482105263158
1543947778.5,11793,4,71.285,7.19,64.095,0.039718824,0.0968095913337847
1543954542.0,4,1,70.36,6.42,63.94,1.3472e-05,4.024829875518673e-06
1543960728.5,3416,4,69.675,6.055,63.62,0.011505088,0.12823008297213623
1543960918.5,452,2,70.485,6.09,64.395,0.001522336,0.09614753684210527
1543961935.5,15778,4,71.395,6.19,65.205,0.053140304000000006,0.09676534871016694
1543965229.0,195,1,70.115,7.305,62.81,0.00065676,0.0005128711496746205
1543967694.5,3373,2,69.09,8.415,60.675,0.011360264,0.12740482990654206
1543970074.0,35423,4,70.94,10.815,60.125,0.119304664,0.09677710464173052
1543974833.5,1,1,70.245,14.135,56.11,3.368e-06,2.386301909073017e-06
1543977539.0,3493,4,69.56,15.185,54.375,0.011764424,0.12833917090909092
1543977732.5,452,2,70.14,15.225,54.915,0.001522336,0.09614753684210527
1543979315.0,24556,4,71.05,14.87,56.18,0.082704608,0.09579684324324324
1546134499.5,10567906,4,72.19,13.745,58.445,35.592707408,0.029748312597913152
1548290039.0,1,1,70.115,13.92,56.195,3.368e-06,3.1756940806705084e-06
