Stove Type,Laser 73/730,Latitude,64.79853,Longitude,-148.075,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1544264339.0,1,0,78.11,21.86,56.25
1544264492.0,1,0,79.81,21.86,57.95
1544264783.0,1,0,76.4,21.84,54.56
1544264913.0,2,0,74.65,21.83,52.82
1544264976.0,1,545,74.21,21.83,52.38
1544265022.0,4,1245,73.98,21.83,52.15
1544268414.0,1,1387,71.29,21.58,49.71
1544268460.0,2,1910,71.52,21.57,49.95
1544268618.0,1,3289,71.74,21.56,50.18
1544268793.0,2,5970,77.04,21.54,55.5
1544270273.0,4,18872,76.4,21.39,55.01
1544272418.0,1,18878,71.29,20.88,50.41
1544272465.0,2,19423,71.52,20.86,50.66
1544272626.0,1,20829,71.52,20.82,50.7
1544272811.0,2,23664,76.18,20.78,55.4
1544278390.0,4,72236,76.61,20.4,56.21
1544280716.0,1,72239,71.52,20.17,51.35
1544280763.0,2,72790,71.29,20.16,51.13
1544280925.0,1,74204,70.6,20.15,50.45
1544281101.0,2,76907,75.96,20.13,55.83
1544288576.0,4,141982,76.4,20.65,55.75
1544290769.0,2,142434,71.29,20.54,50.75
1544290942.0,1,143943,71.29,20.53,50.76
1544291122.0,2,146705,76.18,20.52,55.66
1544298770.0,4,213278,76.83,21.0,55.83
1544301262.0,2,213747,71.06,21.12,49.94
1544301436.0,1,215265,71.52,21.13,50.39
1544301613.0,2,217976,76.83,21.14,55.69
1544306803.0,4,263070,76.83,20.62,56.21
1544309337.0,1,263070,70.83,19.22,51.61
1544309382.0,2,263628,71.29,19.2,52.09
1544309545.0,1,265050,71.52,19.11,52.41
1544309720.0,2,267733,77.04,19.01,58.03
1544310514.0,4,274655,76.61,18.76,57.85
1544312927.0,1,274660,70.83,18.27,52.56
1544312973.0,2,275244,71.52,18.27,53.25
1544313139.0,1,276701,71.52,18.23,53.29
1544313314.0,2,279382,76.4,18.2,58.2
1544317377.0,4,314757,77.26,16.63,60.63
1544319989.0,1,314759,71.29,15.58,55.71
1544320035.0,2,315311,71.74,15.57,56.17
1544320197.0,1,316726,71.29,15.5,55.79
1544320372.0,2,319408,76.83,15.43,61.4
1544320839.0,4,323480,74.21,15.25,58.96
1544322296.0,1,323481,70.83,14.89,55.94
1544322342.0,2,324040,70.83,14.87,55.96
1544322505.0,1,325461,71.29,14.83,56.46
1544322680.0,2,328146,75.96,14.79,61.17
1544328521.0,4,378989,76.83,14.93,61.9
1544330713.0,2,379504,71.29,15.81,55.48
1544330879.0,1,380958,71.29,15.87,55.42
1544331062.0,2,383753,75.96,15.94,60.02
1544335900.0,4,425877,76.4,16.41,59.99
1544338032.0,1,425881,72.19,16.1,56.09
