Stove Type,Laser 73/730,Latitude,64.81606,Longitude,-148.002,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543660008.0,-1,-1,8887
1543660308.0,-1,-1,10535
1543660608.0,-1,-1,10884
1543660907.0,-1,-1,11188
1543661207.0,-1,-1,10825
1543661507.0,-1,-1,10825
1543661807.0,-1,-1,11251
1543662106.0,-1,-1,11377
1543662406.0,-1,-1,11004
1543662706.0,-1,-1,10884
1543663005.0,-1,-1,10592
1543663305.0,-1,-1,10707
1543663605.0,-1,-1,10825
1543663904.0,-1,-1,11065
1543664204.0,-1,-1,10884
1543664504.0,-1,-1,11004
1543664804.0,-1,-1,10825
1543665104.0,-1,-1,10766
1543665403.0,-1,-1,10825
1543665703.0,-1,-1,10592
1543666003.0,-1,-1,10650
1543666302.0,-1,-1,10766
1543666602.0,-1,-1,10650
1543666902.0,-1,-1,11004
1543667202.0,-1,-1,11188
1543667501.0,-1,-1,10535
1543667801.0,-1,-1,10766
1543668101.0,-1,-1,11126
1543668400.0,-1,-1,10766
1543668700.0,-1,-1,10592
1543669000.0,-1,-1,10592
1543669300.0,-1,-1,10707
1543669600.0,-1,-1,10825
1543669899.0,-1,-1,10650
1543670199.0,-1,-1,10592
1543670499.0,-1,-1,10535
1543670799.0,-1,-1,10592
1543671099.0,-1,-1,10650
1543671398.0,-1,-1,10592
1543671698.0,-1,-1,10479
1543671998.0,-1,-1,10884
1543672298.0,-1,-1,10825
1543672598.0,-1,-1,10707
1543672898.0,-1,-1,10766
1543673197.0,-1,-1,10479
1543673497.0,-1,-1,10479
1543673797.0,-1,-1,10825
1543674097.0,-1,-1,10766
1543674397.0,-1,-1,10650
1543674696.0,-1,-1,10766
1543674996.0,-1,-1,10707
1543675296.0,-1,-1,10479
1543675595.0,-1,-1,10884
1543675895.0,-1,-1,10650
1543676195.0,-1,-1,10766
1543676495.0,-1,-1,10592
1543676795.0,-1,-1,10825
1543677094.0,-1,-1,10479
1543677394.0,-1,-1,10423
1543677694.0,-1,-1,10825
1543677994.0,-1,-1,10535
1543678293.0,-1,-1,10535
1543678593.0,-1,-1,10707
1543678893.0,-1,-1,10650
1543679192.0,-1,-1,10479
1543679492.0,-1,-1,10423
1543679791.0,-1,-1,10423
1543680091.0,-1,-1,10592
1543680391.0,-1,-1,10592
1543680691.0,-1,-1,10650
1543680990.0,-1,-1,10423
1543681290.0,-1,-1,10479
1543681590.0,-1,-1,10592
1543681890.0,-1,-1,10423
1543682190.0,-1,-1,10592
1543682490.0,-1,-1,10423
1543682789.0,-1,-1,10479
1543683089.0,-1,-1,10423
1543683389.0,-1,-1,10367
1543683688.0,-1,-1,10423
1543683988.0,-1,-1,10707
1543684288.0,-1,-1,10707
1543684587.0,-1,-1,10825
1543684887.0,-1,-1,10766
1543685187.0,-1,-1,10766
1543685487.0,-1,-1,10367
1543685786.0,-1,-1,10257
1543686086.0,-1,-1,10367
1543686386.0,-1,-1,10592
1543686686.0,-1,-1,10535
1543686985.0,-1,-1,10257
1543687285.0,-1,-1,10367
1543687585.0,-1,-1,10766
1543687885.0,-1,-1,10423
1543688184.0,-1,-1,10312
1543688484.0,-1,-1,10479
1543688784.0,-1,-1,10367
1543689083.0,-1,-1,10479
1543689383.0,-1,-1,10707
1543689682.0,-1,-1,10423
1543689982.0,-1,-1,10535
1543690282.0,-1,-1,10707
1543690581.0,-1,-1,10707
1543690881.0,-1,-1,10096
1543691181.0,-1,-1,10423
1543691480.0,-1,-1,10479
1543691779.0,-1,-1,10650
1543692079.0,-1,-1,10312
1543692378.0,-1,-1,10592
1543692678.0,-1,-1,10367
1543692977.0,-1,-1,10479
1543693277.0,-1,-1,10707
1543693576.0,-1,-1,10535
1543693875.0,-1,-1,10479
1543694175.0,-1,-1,10479
1543694474.0,-1,-1,10707
1543694774.0,-1,-1,10592
1543695073.0,-1,-1,10884
1543695372.0,-1,-1,10423
1543695672.0,-1,-1,10203
1543695971.0,-1,-1,10650
1543696270.0,-1,-1,9990
1543696570.0,-1,-1,10043
1543696870.0,-1,-1,10535
1543697169.0,-1,-1,10479
1543697468.0,-1,-1,10367
1543697768.0,-1,-1,10592
1543698067.0,-1,-1,10479
1543698367.0,-1,-1,10312
1543698666.0,-1,-1,10479
1543698965.0,-1,-1,10149
1543699265.0,-1,-1,10423
1543699564.0,-1,-1,10423
1543699864.0,-1,-1,10535
1543700164.0,-1,-1,10650
1543700463.0,-1,-1,10312
1543700762.0,-1,-1,10707
1543701062.0,-1,-1,10479
1543701361.0,-1,-1,10423
1543701661.0,-1,-1,10423
1543701960.0,-1,-1,10257
1543702259.0,-1,-1,10367
1543702559.0,-1,-1,10312
1543702858.0,-1,-1,10535
1543703157.0,-1,-1,10423
1543703457.0,-1,-1,10367
1543703756.0,-1,-1,10149
1543704056.0,-1,-1,10650
1543704355.0,-1,-1,10479
1543704655.0,-1,-1,10423
1543704954.0,-1,-1,10535
1543705254.0,-1,-1,10096
1543705553.0,-1,-1,10312
1543705853.0,-1,-1,10203
1543706152.0,-1,-1,10257
1543706451.0,-1,-1,10367
1543706507.0,4,372157,10257
1543706880.0,-1,-1,9938
1543707180.0,-1,-1,10367
1543707479.0,-1,-1,10312
1543707779.0,-1,-1,10043
1543708078.0,-1,-1,10479
1543708379.0,-1,-1,10825
1543708679.0,-1,-1,10257
1543708979.0,-1,-1,10707
1543709279.0,-1,-1,11065
1543709579.0,-1,-1,10884
1543709879.0,-1,-1,11188
1543710178.0,-1,-1,11004
1543710478.0,-1,-1,11188
1543710563.0,1,372157,11251
1543710892.0,2,375643,10423
1543711248.0,-1,-1,10766
1543711548.0,-1,-1,10650
1543711848.0,-1,-1,10825
1543712147.0,-1,-1,11188
1543712447.0,-1,-1,10707
1543712504.0,4,388209,10944
1543712876.0,-1,-1,11065
1543713175.0,-1,-1,11188
1543713259.0,1,388209,11126
1543713577.0,4,391534,10096
1543713650.0,2,392110,10312
1543714021.0,-1,-1,10367
1543714321.0,-1,-1,10707
1543714621.0,-1,-1,11004
1543714920.0,-1,-1,10650
1543715220.0,-1,-1,10535
1543715519.0,-1,-1,10592
1543715819.0,-1,-1,10884
1543716119.0,-1,-1,11004
1543716419.0,-1,-1,10535
1543716718.0,-1,-1,10149
1543717018.0,-1,-1,10535
1543717317.0,-1,-1,10707
1543717617.0,-1,-1,10479
1543717916.0,-1,-1,10944
1543718216.0,-1,-1,10423
1543718515.0,-1,-1,10825
1543718815.0,-1,-1,10707
1543719114.0,-1,-1,10707
1543719414.0,-1,-1,10884
1543719713.0,-1,-1,10944
1543720013.0,-1,-1,10766
1543720312.0,-1,-1,10479
1543720612.0,-1,-1,10650
1543720911.0,-1,-1,10650
1543721211.0,-1,-1,10367
1543721511.0,-1,-1,10367
1543721810.0,-1,-1,10766
1543722110.0,-1,-1,10423
1543722410.0,-1,-1,10367
1543722709.0,-1,-1,10535
1543723009.0,-1,-1,10479
1543723308.0,-1,-1,10479
1543723608.0,-1,-1,10650
1543723907.0,-1,-1,10535
1543724207.0,-1,-1,10707
1543724506.0,-1,-1,10535
1543724806.0,-1,-1,11441
1543725105.0,-1,-1,10592
1543725405.0,-1,-1,10707
