Stove Type,Laser 73/730,Latitude,64.90147,Longitude,-147.72,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1544357554.0,2,0,12475
1544357757.0,2,0,11975
1544358232.0,-1,-1,9684
1544358531.0,-1,-1,11126
1544358831.0,-1,-1,11770
1544359130.0,-1,-1,11704
1544359430.0,-1,-1,12115
1544359730.0,-1,-1,12045
1544360030.0,-1,-1,11571
1544360329.0,-1,-1,11770
1544360629.0,-1,-1,11571
1544360929.0,-1,-1,11975
1544361229.0,-1,-1,12185
1544361528.0,-1,-1,12185
1544361828.0,-1,-1,12045
1544362127.0,-1,-1,12115
1544362427.0,-1,-1,12115
1544362726.0,-1,-1,12401
1544363026.0,-1,-1,12115
1544363325.0,-1,-1,12329
1544363625.0,-1,-1,12699
1544363924.0,-1,-1,12185
1544364224.0,-1,-1,12549
1544364524.0,-1,-1,12401
1544364823.0,-1,-1,12549
1544365123.0,-1,-1,12475
1544365422.0,-1,-1,12699
1544365485.0,1,643,12401
1544365546.0,2,1247,12329
1544365908.0,-1,-1,11377
1544366092.0,4,5625,10367
1544366454.0,-1,-1,11126
1544366754.0,-1,-1,11770
1544367053.0,-1,-1,11975
1544367354.0,-1,-1,12257
1544367653.0,-1,-1,12329
1544367953.0,-1,-1,12115
1544368252.0,-1,-1,12775
1544368552.0,-1,-1,12775
1544368851.0,-1,-1,12624
1544369142.0,1,5629,12775
1544369204.0,2,6272,12852
1544369348.0,1,7429,12045
1544369523.0,2,10055,10944
1544369671.0,4,11244,10203
1544370034.0,-1,-1,11637
1544370334.0,-1,-1,11975
1544370634.0,-1,-1,12475
1544370934.0,-1,-1,12852
1544371136.0,1,11248,12852
1544371198.0,2,11877,12775
1544371340.0,1,13019,12624
1544371515.0,2,15648,11441
1544371721.0,4,17293,10203
1544372083.0,-1,-1,11188
1544372383.0,-1,-1,11637
1544372682.0,-1,-1,12185
1544372982.0,-1,-1,12329
1544373159.0,1,17296,12115
1544373221.0,2,17923,12401
1544373362.0,1,19060,11770
1544373537.0,2,21686,11065
1544373742.0,4,23327,9990
1544374105.0,-1,-1,10149
1544374404.0,-1,-1,11004
1544374703.0,-1,-1,11571
1544375003.0,-1,-1,11571
1544375303.0,-1,-1,11704
1544375602.0,-1,-1,12115
1544375902.0,-1,-1,12115
1544376054.0,1,23327,12115
1544376117.0,2,23961,11906
1544376260.0,1,25111,12185
1544376435.0,2,27736,11637
1544376566.0,4,28788,11188
1544376928.0,-1,-1,11251
1544377228.0,-1,-1,11571
1544377527.0,-1,-1,12115
1544377827.0,-1,-1,11838
1544378126.0,-1,-1,12115
1544378425.0,-1,-1,12185
1544378498.0,1,28790,11906
1544378560.0,2,29424,12329
1544378703.0,1,30573,12115
1544378878.0,2,33198,11571
1544379006.0,4,34226,11251
1544379368.0,-1,-1,11506
1544379668.0,-1,-1,11441
1544379967.0,-1,-1,12045
1544380266.0,-1,-1,12185
1544380566.0,-1,-1,11838
1544380865.0,-1,-1,12257
1544380927.0,2,34696,12185
1544381092.0,1,36013,12185
1544381267.0,2,38640,11571
1544381405.0,4,39746,11314
1544381767.0,-1,-1,11906
1544382066.0,-1,-1,11770
1544382366.0,-1,-1,11838
1544382665.0,-1,-1,11770
1544382964.0,-1,-1,12045
1544383126.0,1,39748,12401
1544383188.0,2,40382,12624
1544383331.0,1,41531,12185
1544383506.0,2,44154,11377
1544383634.0,4,45178,11188
1544383996.0,-1,-1,11251
1544384295.0,-1,-1,11637
1544384594.0,-1,-1,12329
1544384894.0,-1,-1,12257
1544385193.0,-1,-1,12329
1544385431.0,1,45179,12401
1544385494.0,2,45807,12045
1544385636.0,1,46946,12624
1544385811.0,2,49571,11441
1544385930.0,4,50523,11314
1544386292.0,-1,-1,11637
1544386591.0,-1,-1,11571
1544386890.0,-1,-1,11704
1544387190.0,-1,-1,12115
1544387489.0,-1,-1,12624
1544387576.0,1,50525,12329
1544387639.0,2,51161,12185
1544387781.0,1,52305,12475
1544387956.0,2,54928,11906
1544388093.0,4,56020,11126
1544388455.0,-1,-1,10535
1544388755.0,-1,-1,11704
1544389054.0,-1,-1,11704
1544389354.0,-1,-1,12257
1544389503.0,1,56023,12401
1544389565.0,2,56658,12257
1544389708.0,1,57803,12185
1544389897.0,2,60636,11065
1544390153.0,4,62684,10203
1544390515.0,-1,-1,11065
1544390815.0,-1,-1,11906
1544391114.0,-1,-1,11975
1544391414.0,-1,-1,11770
1544391713.0,-1,-1,12185
1544392013.0,-1,-1,12115
1544392312.0,-1,-1,12475
1544392612.0,-1,-1,12624
1544392911.0,-1,-1,12930
1544393211.0,-1,-1,12401
1544393511.0,-1,-1,12699
1544393810.0,-1,-1,13087
1544394110.0,-1,-1,13579
1544394410.0,-1,-1,13664
1544394710.0,-1,-1,13412
1544395009.0,-1,-1,13412
1544395309.0,-1,-1,13412
1544395609.0,-1,-1,13750
1544395908.0,-1,-1,13412
1544396208.0,-1,-1,13750
1544396508.0,-1,-1,13248
1544396807.0,-1,-1,14012
1544397107.0,-1,-1,13836
1544397407.0,-1,-1,14191
1544397706.0,-1,-1,13923
1544398006.0,-1,-1,13579
1544398306.0,-1,-1,13750
1544398605.0,-1,-1,14191
1544398905.0,-1,-1,14282
1544399205.0,-1,-1,14561
1544399505.0,-1,-1,14012
1544399805.0,-1,-1,14656
1544400105.0,-1,-1,13923
1544400405.0,-1,-1,14467
1544400705.0,-1,-1,13923
1544401004.0,-1,-1,13923
1544401304.0,-1,-1,14282
1544401604.0,-1,-1,15047
1544401904.0,-1,-1,14101
1544402203.0,-1,-1,14561
1544402503.0,-1,-1,14752
1544402803.0,-1,-1,14948
1544403103.0,-1,-1,14467
1544403403.0,-1,-1,15047
1544403702.0,-1,-1,14752
1544404002.0,-1,-1,14752
1544404302.0,-1,-1,15047
1544404602.0,-1,-1,15047
1544404902.0,-1,-1,15047
1544405202.0,-1,-1,15248
1544405501.0,-1,-1,15248
1544405801.0,-1,-1,15351
1544406101.0,-1,-1,15047
1544406401.0,-1,-1,14752
1544406700.0,-1,-1,15351
1544406856.0,1,62686,14850
1544406919.0,2,63322,15455
1544407061.0,1,64471,15455
1544407236.0,2,67105,13495
1544407428.0,4,68647,12930
1544407775.0,-1,-1,13412
1544408075.0,-1,-1,13836
1544408375.0,-1,-1,14467
1544408674.0,-1,-1,14467
1544408974.0,-1,-1,14561
1544409274.0,-1,-1,14561
1544409573.0,-1,-1,15147
1544409873.0,-1,-1,14752
