Stove Type,M422,Latitude,64.87386,Longitude,-147.813,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543682118.0,0,2,70.68,17.03,53.65,0.0,0.0
1543682547.5,3674,3,71.56,17.355,54.205,0.01600027,0.1394696658595642
1543684952.0,32341,4,74.53,18.09,56.44,0.140845055,0.11534171929026389
1543687778.0,1,2,73.98,18.885,55.095,4.355e-06,1.248248407643312e-05
1543688571.0,3013,3,72.75,19.16,53.59,0.013121615,0.1431448909090909
1543690571.5,23027,4,71.405,19.58,51.825,0.100282585,0.09834304167801688
1543692879.0,0,2,72.635,19.94,52.695,0.0,0.0
1543693561.0,3836,3,72.975,19.94,53.035,0.01670578,0.1431924
1543694977.5,17749,4,73.525,19.94,53.585,0.07729689499999999,0.11532068876916701
1543696893.0,0,2,74.31,19.94,54.37,0.0,0.0
1543697767.0,3011,4,72.865,19.94,52.925,0.013112905,0.14304987272727274
1543697960.0,417,3,73.965,19.94,54.025,0.001816035,0.11674510714285713
1543699009.5,15026,4,77.035,19.685,57.35,0.06543823,0.1153096563876652
1543700707.5,3,2,76.49,19.26,57.23,1.3065e-05,3.476274944567627e-05
1543701590.0,3724,3,74.865,18.99,55.875,0.01621802,0.14171085436893205
1543702802.5,14803,4,75.41,18.135,57.275,0.064467065,0.11529132339791356
1543704506.5,1,2,73.515,16.86,56.655,4.355e-06,1.1238709677419354e-05
1543705414.0,3833,4,72.08,16.35,55.73,0.016692715,0.1430804142857143
1543705652.0,416,3,74.305,16.36,57.945,0.00181168,0.11646514285714286
1543706718.5,15279,4,75.08,16.415,58.665,0.06654004499999999,0.11533180645161288
1543708494.0,2,2,72.855,16.495,56.36,8.71e-06,2.1272727272727273e-05
1543709441.0,3835,3,70.715,16.52,54.195,0.016701425,0.14315507142857142
1543710387.0,10827,4,73.375,16.52,56.855,0.047151584999999996,0.11531637635869564
1543711833.0,2,2,74.515,16.565,57.95,8.71e-06,2.208169014084507e-05
1543712708.0,3012,3,71.855,16.72,55.135,0.013117259999999999,0.1430973818181818
1543713636.0,11228,4,74.49,17.325,57.165,0.04889794,0.11535555963302752
1543715124.5,1,2,74.94,18.29,56.65,4.355e-06,1.0804962095106821e-05
1543716060.0,3833,3,73.745,18.85,54.895,0.016692715,0.1430804142857143
1543717012.0,10912,4,76.17,19.165,57.005,0.047521759999999996,0.11528189757412399
1543718495.0,2,2,74.845,19.61,55.235,8.71e-06,2.1157894736842106e-05
1543719476.0,4381,4,73.535,19.91,53.625,0.019079255,0.1430944125
1543719745.5,432,3,75.08,20.0,55.08,0.0018813599999999999,0.11479484745762711
1543720431.0,9502,4,75.63,20.27,55.36,0.04138121,0.1135460030487805
1543721786.0,0,2,72.6,20.81,51.79,0.0,0.0
1543722650.0,3012,3,69.68,21.16,48.52,0.013117259999999999,0.1430973818181818
1543723771.5,13792,4,73.47,20.655,52.815,0.06006416,0.1130323972817564
1543725422.5,0,2,74.275,19.49,54.785,0.0,0.0
1543726323.0,3672,3,72.525,18.725,53.8,0.01599156,0.1397320776699029
1543727560.5,15174,4,72.975,19.285,53.69,0.06608277,0.11531651575375666
1543729301.0,0,2,71.74,20.695,51.045,0.0,0.0
1543730175.5,3013,3,71.74,21.525,50.215,0.013121615,0.14271242900302114
1543731537.0,17601,4,73.965,22.35,51.615,0.07665235499999999,0.1153630760869565
1543733456.0,1,2,73.855,23.545,50.31,4.355e-06,1.0842323651452282e-05
1543734344.0,3010,4,73.195,24.39,48.805,0.01310855,0.14300236363636362
1543734537.5,418,3,74.535,24.765,49.77,0.0018203899999999999,0.11497199999999998
1543735672.5,16158,4,75.415,26.98,48.435,0.07036809,0.11447136195210121
1543737477.0,0,2,73.735,29.855,43.88,0.0,0.0
1543738381.5,3672,3,72.525,30.505,42.02,0.01599156,0.13939374334140434
1543739247.0,9699,4,75.935,30.245,45.69,0.042239145,0.11537247496206372
1543740493.5,2,2,76.045,29.875,46.17,8.71e-06,2.6685957446808508e-05
1543741246.0,3012,4,72.405,29.645,42.76,0.013117259999999999,0.1430973818181818
1543741439.5,418,3,72.52,29.58,42.94,0.0018203899999999999,0.11497199999999998
1543742899.5,21065,4,73.985,29.065,44.92,0.091738075,0.11535349982535802
1543744882.0,1,2,71.95,28.15,43.8,4.355e-06,1.4226860254083484e-05
1543745658.0,4108,3,73.16,27.5,45.66,0.017890339999999998,0.14312271999999998
1543746850.0,14231,4,77.04,26.245,50.795,0.061976005,0.11536381489141675
1543748381.5,1,2,74.48,24.68,49.8,4.355e-06,1.3886625332152346e-05
1543749152.5,3677,3,72.74,23.945,48.795,0.016013335,0.13958354963680386
1543750935.5,23196,4,74.42,22.29,52.13,0.10101858,0.11533995813510942
1543753118.5,4,2,73.535,20.15,53.385,1.742e-05,5.1699917559769166e-05
1543753890.0,3012,3,74.195,19.3,54.895,0.013117259999999999,0.1430973818181818
1543754914.0,12644,4,74.53,18.28,56.25,0.055064619999999995,0.11538569965075668
1543756350.5,1,2,71.96,17.495,54.465,4.355e-06,1.3574025974025972e-05
1543757133.5,3658,3,73.17,17.57,55.6,0.015930589999999998,0.13953801459854012
1543758240.0,13256,4,74.64,17.68,56.96,0.05772988,0.11533161376248612
