Stove Type,M2200,Latitude,64.90272,Longitude,-147.772,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
978393667.0,4,0,10707
1544114107.0,4,152,11188
1544114464.0,-1,-1,10535
1544114764.0,-1,-1,11065
1544115065.0,-1,-1,11441
1544115365.0,-1,-1,11906
1544115665.0,-1,-1,12624
1544115965.0,-1,-1,12475
1544116265.0,-1,-1,12549
1544116566.0,-1,-1,12852
1544116866.0,-1,-1,12852
1544117166.0,-1,-1,13008
1544117466.0,-1,-1,13248
1544117767.0,-1,-1,13330
1544118067.0,-1,-1,13836
1544118300.0,2,257,13664
1544118618.0,4,1948,13008
1544118673.0,2,2266,12775
1544118727.0,3,2574,12475
1544118826.0,4,3037,12185
1544119182.0,-1,-1,11704
1544119482.0,-1,-1,11906
1544119782.0,-1,-1,11906
1544120082.0,-1,-1,12257
1544120383.0,-1,-1,12475
1544120683.0,-1,-1,12775
1544120983.0,-1,-1,12775
1544121284.0,-1,-1,12930
1544121584.0,-1,-1,13167
1544121884.0,-1,-1,13330
1544122184.0,-1,-1,13412
1544122485.0,-1,-1,13495
1544122785.0,-1,-1,13750
1544122874.0,2,3038,13750
1544123192.0,1,4733,13167
1544123246.0,2,5120,12775
1544123333.0,3,5620,12475
1544123424.0,4,6047,11906
1544123780.0,-1,-1,10944
1544124080.0,-1,-1,11004
1544124380.0,-1,-1,11441
1544124680.0,-1,-1,11770
1544124981.0,-1,-1,12115
1544125281.0,-1,-1,12624
1544125581.0,-1,-1,12775
1544125881.0,-1,-1,13008
1544126182.0,-1,-1,13167
1544126482.0,-1,-1,13330
1544126782.0,-1,-1,13495
1544127082.0,-1,-1,13664
1544127236.0,2,6052,13664
1544127550.0,4,7723,13248
1544127606.0,2,8178,13167
1544127714.0,4,8806,12475
1544127769.0,3,9062,12115
1544127857.0,4,9473,11906
1544128213.0,-1,-1,11506
1544128513.0,-1,-1,11770
1544128813.0,-1,-1,12185
1544129113.0,-1,-1,12624
1544129414.0,-1,-1,12775
1544129714.0,-1,-1,13008
1544130014.0,-1,-1,13167
1544130314.0,-1,-1,13087
1544130615.0,-1,-1,13167
1544130915.0,-1,-1,13167
1544131215.0,-1,-1,13495
1544131467.0,2,9475,13579
1544131779.0,4,11134,13167
1544131834.0,2,11540,12930
1544131928.0,3,12088,12475
1544132050.0,4,12655,11975
1544132405.0,-1,-1,10707
1544132705.0,-1,-1,10884
1544133006.0,-1,-1,11441
1544133306.0,-1,-1,11704
1544133606.0,-1,-1,12185
1544133906.0,-1,-1,12401
1544134207.0,-1,-1,12699
1544134507.0,-1,-1,12930
1544134807.0,-1,-1,13008
1544135108.0,-1,-1,13248
1544135408.0,-1,-1,13330
1544135708.0,-1,-1,13495
1544136009.0,-1,-1,13495
1544136064.0,2,12662,13836
1544136380.0,1,14349,13330
1544136489.0,4,15243,13087
1544136544.0,2,15562,12624
1544136599.0,3,15862,12329
1544136715.0,4,16405,11975
1544137071.0,-1,-1,11770
1544137371.0,-1,-1,11637
1544137671.0,-1,-1,12329
1544137971.0,-1,-1,12475
1544138272.0,-1,-1,12775
1544138572.0,-1,-1,13008
1544138872.0,-1,-1,13412
1544139173.0,-1,-1,13495
1544139473.0,-1,-1,13495
1544139712.0,2,16408,13664
1544140026.0,4,18083,13330
1544140081.0,1,18532,13087
1544140136.0,2,18888,12699
1544140194.0,4,19228,12401
1544140249.0,3,19484,12257
1544140349.0,4,19949,11975
1544140705.0,-1,-1,11704
1544141005.0,-1,-1,11975
1544141305.0,-1,-1,12257
1544141605.0,-1,-1,12624
1544141906.0,-1,-1,12930
1544142206.0,-1,-1,13248
1544142506.0,-1,-1,13330
1544142806.0,-1,-1,13412
1544143107.0,-1,-1,13750
1544143196.0,2,19951,13579
1544143508.0,4,21610,13330
1544143563.0,2,22057,13087
1544143687.0,4,22777,12475
1544143741.0,3,23033,12185
1544143818.0,4,23390,11906
1544144173.0,-1,-1,11838
1544144474.0,-1,-1,11906
1544144774.0,-1,-1,12329
1544145074.0,-1,-1,12624
1544145374.0,-1,-1,12852
1544145675.0,-1,-1,13167
1544145975.0,-1,-1,13330
1544146275.0,-1,-1,13495
1544146576.0,-1,-1,13664
1544146631.0,2,23646,13664
1544146895.0,1,25053,13167
1544146987.0,2,25807,12930
1544147088.0,4,26391,12401
1544147143.0,3,26647,12115
1544147221.0,4,27011,11838
1544147576.0,-1,-1,11441
1544147876.0,-1,-1,11188
1544148177.0,-1,-1,11906
1544148477.0,-1,-1,12185
1544148777.0,-1,-1,12549
1544149077.0,-1,-1,12852
1544149378.0,-1,-1,13087
1544149678.0,-1,-1,13412
1544149978.0,-1,-1,13664
1544150082.0,2,27013,13664
1544150396.0,1,28688,13330
1544150479.0,2,29366,12852
1544150600.0,3,30070,12475
1544150765.0,4,30837,12045
1544151121.0,-1,-1,11126
1544151421.0,-1,-1,11377
1544151721.0,-1,-1,12045
1544152022.0,-1,-1,12475
1544152322.0,-1,-1,12624
1544152622.0,-1,-1,13087
1544152922.0,-1,-1,13167
1544153223.0,-1,-1,13495
1544153523.0,-1,-1,13750
1544153594.0,2,30886,13579
1544153898.0,4,32505,13412
1544153953.0,1,32954,13330
1544154011.0,2,33428,12930
1544154097.0,3,33928,12475
1544154281.0,4,34783,11975
1544154636.0,-1,-1,11251
1544154936.0,-1,-1,11838
1544155274.0,-1,-1,12401
1544155575.0,-1,-1,12624
1544155875.0,-1,-1,13167
1544156175.0,-1,-1,13167
1544156476.0,-1,-1,13495
1544156776.0,-1,-1,13750
1544156831.0,2,34906,13750
1544157120.0,1,36445,13248
1544157201.0,2,37111,13008
1544157316.0,3,37779,12401
1544157480.0,4,38542,12045
1544157835.0,-1,-1,11838
1544158135.0,-1,-1,11906
1544158436.0,-1,-1,12401
1544158736.0,-1,-1,12699
1544159036.0,-1,-1,13087
1544159336.0,-1,-1,13248
1544159637.0,-1,-1,13579
1544159911.0,2,38546,13579
1544160223.0,1,40209,13412
1544160308.0,2,40907,12930
1544160411.0,4,41499,12329
1544160465.0,3,41755,12115
1544160561.0,4,42202,11975
1544160917.0,-1,-1,11188
1544161217.0,-1,-1,11441
1544161517.0,-1,-1,12045
1544161817.0,-1,-1,12329
1544162118.0,-1,-1,12852
1544162418.0,-1,-1,13167
1544162718.0,-1,-1,13495
1544163019.0,-1,-1,13495
1544163259.0,2,42203,13836
1544163572.0,4,43870,13412
1544163627.0,1,44319,13167
1544163681.0,2,44731,12852
1544163774.0,4,45271,12401
1544163829.0,3,45527,12257
1544163972.0,4,46194,11975
1544164328.0,-1,-1,11838
1544164628.0,-1,-1,11975
1544164928.0,-1,-1,12549
1544165228.0,-1,-1,12930
1544165529.0,-1,-1,13248
1544165829.0,-1,-1,13330
1544166129.0,-1,-1,13664
1544166311.0,2,46195,13750
1544166622.0,1,47850,13412
1544166711.0,2,48580,12930
1544166810.0,4,49152,12475
1544166865.0,3,49408,12185
1544166967.0,4,49883,11975
1544167322.0,-1,-1,11126
