Stove Type,Laser 73/730,Latitude,64.83624,Longitude,-147.929,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1545157098.0,4,0,13836
1545157445.0,-1,-1,15772
1545157491.0,2,416,15772
1545157838.0,-1,-1,11770
1545158139.0,-1,-1,13330
1545158439.0,-1,-1,13248
1545158739.0,-1,-1,13167
1545159039.0,-1,-1,13412
1545159130.0,4,12714,12930
1545159488.0,-1,-1,14850
1545159756.0,1,12718,16101
1545159804.0,2,13265,15881
1545159970.0,1,14518,16442
1545160230.0,2,18200,13167
1545160575.0,-1,-1,13008
1545160630.0,4,20840,13087
1545160989.0,-1,-1,15248
1545161195.0,1,20840,16101
1545161251.0,2,21441,15881
1545161408.0,1,22625,16327
1545161668.0,2,26315,12930
1545162015.0,-1,-1,12852
1545162243.0,4,30631,13008
1545162590.0,-1,-1,15147
1545162866.0,1,30637,16213
1545162912.0,2,31169,15772
1545163078.0,1,32418,16558
1545163339.0,2,36123,13008
1545163608.0,4,38139,12699
1545163955.0,-1,-1,14656
1545164221.0,1,38141,15881
1545164268.0,2,38675,16213
1545164434.0,1,39925,16327
1545164690.0,2,43564,13087
1545164992.0,4,45831,13087
1545165340.0,-1,-1,14850
1545165593.0,1,45834,15881
1545165640.0,2,46360,16101
1545165805.0,1,47605,15990
1545166083.0,2,51545,12852
1545166429.0,-1,-1,13008
1545166648.0,4,55791,13167
1545166999.0,-1,-1,14561
1545167299.0,-1,-1,15990
1545167347.0,1,55793,16558
1545167393.0,2,56339,16101
1545167562.0,1,57607,15665
1545167771.0,2,60574,13087
1545168005.0,4,62333,12852
1545168353.0,-1,-1,14752
1545168653.0,-1,-1,15559
1545168700.0,1,62559,15772
1545168746.0,2,62980,15772
1545168895.0,1,64106,15772
1545169094.0,2,66928,13412
1545169333.0,4,68723,12775
1545169681.0,-1,-1,15047
1545169981.0,-1,-1,15772
1545170028.0,1,68760,15665
1545170074.0,2,69285,15665
1545170239.0,1,70526,15559
1545170438.0,2,73345,13248
1545170664.0,4,75041,13087
1545171011.0,-1,-1,14752
1545171312.0,-1,-1,15351
1545171359.0,1,75303,15665
1545171405.0,2,75713,15559
1545171553.0,1,76830,15665
1545171753.0,2,79670,13167
1545171970.0,4,81302,12930
1545172318.0,-1,-1,15047
1545172618.0,-1,-1,15772
1545172665.0,1,81431,15559
1545172711.0,4,81602,15665
1545173061.0,-1,-1,15990
1545173362.0,-1,-1,16327
1545173662.0,-1,-1,16558
1545173962.0,-1,-1,16675
1545177630.0,2,86716,17799
1545177976.0,-1,-1,15248
1545178134.0,4,90508,14467
1545178482.0,-1,-1,15990
