Stove Type,Laser 730,Latitude,64.92216,Longitude,-147.931,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543923885.0,1,0,11838
1543924084.0,4,2039,11770
1543924441.0,-1,-1,11571
1543924741.0,-1,-1,11838
1543925041.0,-1,-1,11704
1543925341.0,-1,-1,11975
1543925640.0,-1,-1,11770
1543925940.0,-1,-1,11906
1543926240.0,-1,-1,11975
1543926540.0,-1,-1,12185
1543926840.0,-1,-1,12185
1543927139.0,-1,-1,12257
1543927439.0,-1,-1,12257
1543927739.0,-1,-1,12185
1543927796.0,1,2153,12185
1543928127.0,2,5680,11975
1543928484.0,-1,-1,11704
1543928784.0,-1,-1,11838
1543929084.0,-1,-1,11571
1543929383.0,-1,-1,11571
1543929683.0,-1,-1,11441
1543929983.0,-1,-1,11637
1543930282.0,-1,-1,11441
1543930582.0,-1,-1,11441
1543930882.0,-1,-1,11441
1543931181.0,-1,-1,11441
1543931481.0,-1,-1,11314
1543931780.0,-1,-1,11377
1543931903.0,4,35819,11126
1543932260.0,-1,-1,11377
1543932559.0,-1,-1,11571
1543932859.0,-1,-1,11704
1543933159.0,-1,-1,11906
1543933459.0,-1,-1,11838
1543933758.0,-1,-1,11838
1543934058.0,-1,-1,11975
1543934358.0,-1,-1,12045
1543934657.0,-1,-1,12115
1543934957.0,-1,-1,11975
1543935257.0,-1,-1,12115
1543935557.0,-1,-1,12185
1543935857.0,-1,-1,12257
1543936097.0,1,35822,12401
1543936428.0,4,39341,11906
1543936485.0,2,39792,11637
1543936841.0,-1,-1,11770
1543937141.0,-1,-1,11704
1543937441.0,-1,-1,11838
1543937740.0,-1,-1,11637
1543938040.0,-1,-1,11637
1543938340.0,-1,-1,11637
1543938640.0,-1,-1,11506
1543938939.0,-1,-1,11571
1543939239.0,-1,-1,11571
1543939539.0,-1,-1,11251
1543939838.0,-1,-1,11314
1543940116.0,4,68778,11704
1543940473.0,-1,-1,11251
1543940772.0,-1,-1,11704
1543941072.0,-1,-1,11704
1543941372.0,-1,-1,11770
1543941672.0,-1,-1,11838
1543941972.0,-1,-1,11770
1543942272.0,-1,-1,11770
1543942572.0,-1,-1,11906
1543942872.0,-1,-1,11906
1543943172.0,-1,-1,11770
1543943472.0,-1,-1,11838
