Stove Type,M441,Latitude,64.83723,Longitude,-148.027,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543597399.5,14555,4,73.285,19.17,54.115,0.063387025,0.07036487511563368
1543599393.5,102,2,81.65,18.67,62.98,0.00044421,0.0021465181208053692
1543599951.5,1919,3,74.205,18.535,55.67,0.008357245,0.08109456064690027
1543602387.5,20205,4,76.06,17.71,58.35,0.087992775,0.07037858031548544
1543606590.0,6,2,75.84,15.76,60.08,2.613e-05,2.40952868852459e-05
1543608721.5,1862,3,75.625,14.43,61.195,0.00810901,0.08131597771587744
1543610077.0,10556,4,77.47,13.21,64.26,0.04597138,0.07036435714285715
1543612319.0,5,2,75.94,11.505,64.435,2.1775e-05,3.676829268292683e-05
1543613565.0,1863,3,74.75,10.76,63.99,0.008113364999999999,0.08113364999999999
1543614868.5,10017,4,76.495,10.04,66.455,0.043624035,0.06989164485981308
1543616848.0,3,2,75.28,8.95,66.33,1.3065e-05,2.7473130841121492e-05
1543617910.5,2122,3,74.195,8.37,65.825,0.009241309999999999,0.08055379176755448
1543619240.5,10085,4,76.705,7.325,69.38,0.043920175,0.07036610146862483
1543621178.5,146,2,76.16,5.62,70.54,0.00063583,0.0014051491712707182
1543622159.0,1718,3,75.41,4.69,70.72,0.00748189,0.08112892771084337
1543626888.5,40883,4,77.255,2.745,74.51,0.17804546499999999,0.07022720214747452
1543632221.5,0,2,75.83,1.075,74.755,0.0,0.0
1543633171.0,1863,4,74.42,1.205,73.215,0.008113364999999999,0.08113364999999999
1543633379.5,254,3,75.08,1.22,73.86,0.0011061699999999999,0.06986336842105262
1543637004.5,32290,4,76.17,1.095,75.075,0.14062295,0.07037989990268316
1543641415.0,169,2,75.175,1.42,73.755,0.0007359949999999999,0.001627507371007371
1543642378.0,1542,3,73.535,1.95,71.585,0.00671541,0.08112575838926174
