Stove Type,Laser 73/730,Latitude,64.89892,Longitude,-147.738,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543941365.0,70,7,63
1543941419.0,74,7,67
1543941774.0,69,7,62
1543942073.0,68,7,61
1543942373.0,67,7,59
1543942567.0,66,7,59
1543942624.0,67,7,59
1543942775.0,66,7,58
1543942949.0,68,7,61
1543943303.0,69,7,61
1543943602.0,69,7,62
1543943701.0,69,7,62
1543944055.0,68,7,60
1543944354.0,69,7,61
1543944654.0,66,7,59
1543944953.0,67,7,59
1543945008.0,66,7,59
1543945183.0,66,7,59
1543945359.0,69,7,61
1543945712.0,71,7,63
1543946011.0,71,7,63
1543946157.0,71,7,63
1543946512.0,69,7,61
1543946811.0,67,7,60
1543947110.0,68,7,60
1543947410.0,66,7,59
1543947641.0,66,7,58
1543947696.0,66,7,59
1543947849.0,65,7,58
1543948024.0,68,7,61
1543948378.0,71,6,64
1543948677.0,71,6,64
1543948733.0,70,6,64
1543949088.0,69,6,62
1543949387.0,67,6,60
1543949686.0,68,6,61
1543949986.0,66,6,60
1543950226.0,66,6,59
1543950282.0,68,6,61
1543950436.0,67,6,60
1543950610.0,70,6,64
1543950964.0,71,6,64
1543951208.0,71,6,64
1543951562.0,68,6,62
1543951862.0,69,6,62
1543952161.0,68,6,61
1543952460.0,67,6,60
1543952641.0,66,6,60
1543952695.0,65,6,58
1543952849.0,66,6,59
1543953024.0,68,6,61
1543953379.0,71,6,64
1543953679.0,71,6,64
1543953734.0,71,6,64
1543954089.0,68,6,61
1543954388.0,68,6,62
1543954687.0,66,6,60
1543954987.0,65,6,59
1543955111.0,66,6,59
1543955167.0,66,6,60
1543955318.0,66,6,60
1543955492.0,69,6,63
1543955848.0,70,5,64
1543956103.0,72,5,66
1543956459.0,69,5,64
1543956758.0,68,5,62
1543957058.0,67,5,61
1543957357.0,66,5,61
1543957577.0,67,5,62
1543957633.0,67,5,62
1543957784.0,66,5,61
1543957960.0,69,5,64
1543958316.0,70,5,65
1543958476.0,71,5,65
1543958832.0,68,5,62
1543959132.0,67,5,61
1543959431.0,67,5,61
1543959730.0,67,5,61
1543960029.0,67,5,61
1543960329.0,66,5,60
1543960628.0,65,6,59
1543960927.0,65,6,59
1543961227.0,64,6,58
1543961526.0,64,6,58
1543961826.0,64,6,58
1543962125.0,63,6,57
1543962425.0,61,6,55
1543962724.0,62,6,56
1543963024.0,63,6,57
1543963324.0,63,6,57
1543963623.0,63,6,57
1543963923.0,63,6,57
1543964223.0,62,6,56
1543964522.0,62,6,56
1543964822.0,62,6,56
1543965122.0,61,6,54
1543965421.0,62,7,55
1543965721.0,60,7,53
1543966021.0,60,7,52
1543966320.0,61,7,53
1543966620.0,61,7,53
1543966920.0,62,7,54
1543967219.0,61,8,53
1543967519.0,61,8,53
1543967819.0,61,8,53
1543968119.0,59,8,51
1543968419.0,60,9,51
1543968719.0,60,9,51
1543969019.0,59,9,50
1543969318.0,61,10,51
1543969618.0,58,10,48
1543969918.0,60,10,49
1543970218.0,59,11,48
1543970518.0,59,11,48
1543970818.0,58,11,46
1543971117.0,58,12,46
1543971417.0,58,12,46
1543971717.0,59,12,46
1543972017.0,58,12,45
1543972317.0,57,13,44
1543972617.0,58,13,45
1543972917.0,58,13,44
1543973217.0,58,13,44
1543973517.0,58,13,44
1543973816.0,57,13,43
1543974116.0,57,14,43
1543974416.0,57,14,43
1543974716.0,59,14,44
1543975016.0,57,14,42
1543975316.0,57,14,43
1543975615.0,58,14,43
1543975915.0,57,14,42
1543976215.0,59,14,44
1543976515.0,57,14,42
1543976815.0,58,15,42
1543977115.0,56,15,41
1543977415.0,57,15,42
1543977715.0,57,15,42
1543977907.0,58,15,42
1543977961.0,55,15,40
1543978116.0,56,15,41
1543978291.0,61,15,46
1543978468.0,63,15,48
1543978823.0,59,15,43
1543979122.0,59,15,44
1543979422.0,58,15,43
1543979722.0,58,15,43
1543980022.0,58,14,43
1543980322.0,56,14,42
1543980621.0,57,14,42
1543980921.0,55,14,41
1543981221.0,57,14,43
1543981521.0,56,14,42
1543981821.0,57,14,43
1543982121.0,57,13,43
1543982473.0,57,13,43
1543982632.0,56,13,43
1543982808.0,60,13,47
1543983066.0,61,13,48
1543983120.0,63,13,50
1543983475.0,60,13,47
1543983775.0,58,12,45
1543984074.0,58,12,45
1543984374.0,58,12,46
1543984674.0,56,12,44
1543984974.0,58,11,46
1543985274.0,58,11,46
1543985574.0,58,11,47
1543985873.0,56,11,45
1543986173.0,57,11,46
1543986473.0,57,11,46
1543986594.0,56,11,45
1543986648.0,56,11,45
1543986800.0,56,11,44
1543986976.0,61,11,50
1543987250.0,61,11,50
1543987605.0,59,11,47
1543987905.0,60,11,48
1543988205.0,58,12,46
1543988504.0,58,12,46
1543988804.0,59,12,46
1543989104.0,58,12,46
1543989404.0,56,12,44
1543989704.0,58,12,45
1543990004.0,57,12,44
1543990303.0,56,12,43
1543990603.0,56,12,43
1543990816.0,55,12,42
1543990872.0,57,12,44
1543991023.0,56,12,43
1543991199.0,60,13,47
1543991479.0,61,13,48
1543991833.0,60,13,47
1543992133.0,58,13,44
1543992433.0,59,13,45
1543992733.0,58,13,45
1543993033.0,56,13,43
1543993333.0,56,13,43
1543993632.0,57,13,44
1543993932.0,55,13,42
1543994003.0,56,13,43
1543994038.0,57,13,44
1543994199.0,58,13,44
1543994553.0,66,12,53
1543994852.0,66,12,54
1543995151.0,67,12,55
1543995231.0,67,12,54
1543995586.0,66,12,54
1543995886.0,66,12,54
1543996185.0,67,12,55
1543996485.0,67,11,55
1543996784.0,68,11,57
1543997083.0,68,11,56
1543997382.0,70,11,58
1543997681.0,68,11,57
1543997981.0,68,11,57
1543998280.0,69,11,58
1543998557.0,71,11,60
1543998911.0,69,10,58
1543999210.0,67,10,56
1543999510.0,66,10,55
1543999636.0,66,10,55
1543999692.0,66,10,55
1543999843.0,64,10,53
1543999897.0,67,10,56
1544000253.0,65,10,54
1544000553.0,64,10,53
1544000852.0,64,10,54
1544001152.0,62,9,52
1544001451.0,62,9,53
1544001751.0,63,9,54
1544002050.0,62,9,52
1544002350.0,63,9,53
1544002650.0,62,9,53
1544002949.0,61,8,53
