Stove Type,Laser 56/560,Latitude,64.8487,Longitude,-147.968,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543341298.0,4,3380,66.61,7.1,59.51
1543341649.0,1,3387,65.4,7.15,58.25
1543341956.0,4,5849,64.92,7.07,57.85
1543342037.0,2,6359,65.16,7.05,58.11
1543343469.0,4,15402,67.33,6.69,60.64
1543343825.0,1,15405,63.19,6.6,56.59
1543343907.0,4,16060,62.69,6.58,56.11
1543343973.0,1,16586,61.93,6.57,55.36
1543344032.0,4,17056,61.93,6.55,55.38
1543344103.0,1,17615,64.67,6.53,58.14
1543344169.0,2,18077,65.65,6.52,59.13
1543344522.0,4,20302,65.89,6.43,59.46
1543344602.0,2,20811,65.89,6.41,59.48
1543344874.0,4,22523,65.4,6.34,59.06
1543344931.0,2,22880,65.16,6.33,58.83
1543345028.0,4,23493,65.89,6.3,59.59
1543345094.0,2,23910,65.89,6.29,59.6
1543345396.0,4,25813,66.37,6.33,60.04
1543345467.0,2,26259,64.67,6.35,58.32
1543345537.0,4,26700,64.18,6.38,57.8
1543345593.0,2,27054,65.89,6.4,59.49
1543345678.0,4,27590,65.4,6.43,58.97
1543346162.0,1,28007,63.69,6.6,57.09
1543346234.0,4,28585,62.69,6.62,56.07
1543346290.0,1,29029,62.94,6.64,56.3
1543346351.0,4,29509,63.93,6.66,57.27
1543346408.0,1,29956,63.19,6.68,56.51
1543346469.0,4,30434,63.19,6.7,56.49
1543346525.0,2,30791,64.18,6.72,57.46
1543346612.0,4,31339,64.92,6.75,58.17
1543346679.0,2,31758,65.89,6.78,59.11
1543346804.0,4,32550,63.93,6.82,57.11
1543346871.0,2,32969,64.92,6.84,58.08
1543346952.0,4,33479,65.65,6.87,58.78
1543347009.0,2,33834,65.16,6.89,58.27
1543347154.0,4,34749,65.89,6.94,58.95
1543347210.0,2,35104,65.65,6.96,58.69
1543347276.0,4,35517,65.89,6.99,58.9
