Stove Type,M422,Latitude,64.87386,Longitude,-147.813,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543681895.0,73,16,56
1543682250.0,69,17,52
1543682341.0,68,17,50
1543682696.0,75,17,58
1543682754.0,75,17,57
1543683108.0,77,17,59
1543683409.0,77,18,59
1543683709.0,73,18,55
1543684009.0,72,18,53
1543684310.0,76,18,58
1543684610.0,77,18,58
1543684910.0,75,18,57
1543685211.0,72,18,54
1543685511.0,75,18,57
1543685812.0,75,18,56
1543686112.0,73,18,55
1543686412.0,74,18,56
1543686712.0,75,18,56
1543687013.0,79,18,60
1543687150.0,73,18,55
1543687507.0,74,18,55
1543687808.0,75,18,56
1543688108.0,73,19,54
1543688406.0,73,19,54
1543688736.0,71,19,52
1543692407.0,71,19,51
1543692764.0,71,19,52
1543693065.0,71,19,51
1543693351.0,73,19,54
1543693707.0,75,19,55
1543693771.0,71,19,52
1543694128.0,77,19,57
1543694428.0,76,19,56
1543694728.0,71,19,51
1543695029.0,78,19,59
1543695329.0,76,19,56
1543695629.0,77,19,57
1543695929.0,75,19,56
1543696184.0,75,19,55
1543696541.0,76,19,56
1543696842.0,70,19,50
1543697142.0,71,19,51
1543697442.0,71,19,52
1543697602.0,73,19,53
1543697932.0,72,19,52
1543697988.0,75,19,55
1543698345.0,75,19,55
1543698645.0,73,19,53
1543698945.0,74,19,55
1543699246.0,75,19,55
1543699546.0,78,19,58
1543699846.0,78,19,59
1543700031.0,78,19,58
1543700386.0,72,19,53
1543700687.0,72,19,53
1543700987.0,71,19,52
1543701287.0,72,19,53
1543701384.0,74,19,55
1543701740.0,71,18,52
1543701796.0,75,18,56
1543702153.0,75,18,56
1543702453.0,75,18,56
1543702753.0,77,18,59
1543703053.0,76,17,58
1543703354.0,76,17,58
1543703654.0,75,17,58
1543703809.0,75,17,58
1543704166.0,70,17,53
1543704466.0,71,16,54
1543704766.0,73,16,57
1543705067.0,72,16,55
1543705204.0,71,16,54
1543705560.0,73,16,56
1543705624.0,72,16,56
1543705680.0,75,16,59
1543706037.0,78,16,62
1543706337.0,78,16,61
1543706637.0,75,16,59
1543706937.0,78,16,61
1543707237.0,79,16,62
1543707537.0,77,16,60
1543707757.0,74,16,57
1543708115.0,74,16,58
1543708415.0,71,16,55
1543708715.0,74,16,58
1543709015.0,72,16,56
1543709231.0,71,16,54
1543709587.0,71,16,55
1543709651.0,70,16,53
1543710009.0,73,16,56
1543710309.0,76,16,60
1543710609.0,76,16,60
1543710909.0,76,16,59
1543711123.0,76,16,60
1543711480.0,74,16,57
1543711780.0,74,16,57
1543712080.0,69,16,53
1543712380.0,73,16,57
1543712543.0,72,16,55
1543712873.0,71,16,54
1543713229.0,76,17,59
1543713530.0,73,17,55
1543713830.0,77,17,60
1543714130.0,76,17,58
1543714399.0,77,17,59
1543714756.0,74,18,56
1543715056.0,73,18,55
1543715357.0,70,18,51
1543715657.0,70,18,51
1543715850.0,72,18,53
1543716207.0,73,18,54
1543716270.0,75,18,56
1543716628.0,73,19,54
1543716929.0,75,19,56
1543717229.0,75,19,56
1543717529.0,71,19,52
1543717754.0,77,19,57
1543718111.0,71,19,51
1543718411.0,71,19,51
1543718711.0,74,19,54
1543719011.0,69,19,49
1543719236.0,72,19,52
1543719592.0,73,19,54
1543719716.0,74,19,54
1543719775.0,75,20,55
1543720131.0,78,20,58
1543720431.0,74,20,54
1543720731.0,77,20,57
1543721031.0,79,20,59
1543721087.0,75,20,54
1543721445.0,75,20,55
1543721745.0,75,20,54
1543722045.0,73,20,52
1543722345.0,69,21,48
1543722485.0,69,21,48
1543722815.0,69,21,48
1543723171.0,69,21,48
1543723471.0,72,21,51
1543723771.0,73,20,53
1543724072.0,75,20,55
1543724372.0,74,20,53
1543724672.0,78,20,58
1543724728.0,77,20,57
1543725085.0,73,19,54
1543725385.0,71,19,52
1543725685.0,71,19,52
1543725985.0,72,19,53
1543726117.0,71,18,52
1543726473.0,74,18,55
1543726529.0,73,18,55
1543726888.0,74,18,55
1543727188.0,74,18,55
1543727488.0,70,18,51
1543727788.0,78,19,59
1543728089.0,75,19,56
1543728389.0,75,19,55
1543728592.0,72,20,52
1543728949.0,75,20,55
1543729249.0,68,20,47
1543729549.0,73,20,52
1543729850.0,68,21,47
1543730010.0,71,21,49
1543730341.0,72,21,50
1543730697.0,77,21,55
1543730997.0,78,22,56
1543731298.0,75,22,52
1543731598.0,75,22,53
1543731898.0,73,22,50
1543732199.0,73,22,50
1543732499.0,78,22,55
1543732733.0,75,23,52
1543733093.0,73,23,50
1543733393.0,76,23,53
1543733693.0,72,23,49
1543733993.0,71,23,47
1543734179.0,71,24,47
1543734509.0,74,24,49
1543734566.0,74,24,49
1543734922.0,74,25,48
1543735222.0,74,26,48
1543735522.0,75,26,48
1543735822.0,78,27,50
1543736123.0,74,27,46
1543736423.0,74,28,46
1543736723.0,75,29,46
1543736779.0,76,29,47
1543737137.0,72,29,42
1543737437.0,70,30,39
1543737738.0,70,30,39
1543738038.0,71,30,40
1543738175.0,71,30,40
1543738531.0,72,30,41
1543738588.0,73,30,43
