Stove Type,Laser 56/560,Latitude,64.86001,Longitude,-147.913,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543258137.0,69,22,47
1543258192.0,73,22,51
1543258453.0,73,22,51
1543258810.0,70,22,48
1543259110.0,69,22,46
1543259410.0,68,22,45
1543259709.0,68,22,45
1543259859.0,68,22,45
1543259916.0,67,22,45
1543260090.0,67,22,44
1543260390.0,71,22,48
1543260746.0,71,22,48
1543260977.0,73,22,50
1543261334.0,71,22,48
1543261633.0,69,22,46
1543261933.0,68,23,45
1543262233.0,68,23,45
1543262533.0,68,23,45
1543262833.0,68,23,45
1543263033.0,68,23,44
1543263089.0,68,23,44
1543263269.0,68,23,44
1543263505.0,71,23,47
1543263715.0,74,23,51
1543264072.0,71,24,47
1543264372.0,71,24,47
1543264671.0,71,24,47
1543264971.0,70,24,46
1543265271.0,69,24,45
1543265571.0,69,24,45
1543265871.0,70,24,45
1543266170.0,70,25,45
1543266470.0,69,25,44
1543266770.0,70,25,44
1543267070.0,70,25,44
1543267370.0,69,25,43
1543267669.0,68,25,43
1543267969.0,69,25,43
1543268269.0,68,25,43
1543268569.0,69,25,43
1543268869.0,68,25,43
1543269169.0,68,26,42
1543269468.0,69,26,43
1543269768.0,68,26,42
1543270068.0,68,26,42
1543270368.0,68,26,42
1543270668.0,68,26,41
1543270968.0,68,26,41
1543271268.0,68,26,41
1543271568.0,68,26,41
1543271867.0,68,26,41
1543271924.0,67,26,40
1543271980.0,68,26,41
1543272122.0,68,26,41
1543272457.0,71,26,44
1543272676.0,74,27,47
1543273033.0,70,27,43
1543273332.0,69,27,42
1543273632.0,69,27,42
1543273932.0,68,27,41
1543274232.0,68,27,41
1543274532.0,67,27,39
1543274831.0,67,27,40
1543274888.0,68,27,40
1543275066.0,68,27,40
1543275353.0,71,27,43
1543275607.0,73,27,46
1543275964.0,71,27,43
1543276263.0,69,27,41
1543276563.0,68,27,41
1543276881.0,68,27,40
1543277181.0,68,27,40
1543277416.0,68,27,40
1543277473.0,68,27,41
1543277648.0,68,27,40
1543277953.0,71,27,43
1543278010.0,72,27,44
1543278366.0,71,27,44
1543278665.0,72,27,45
1543278754.0,73,27,45
1543279111.0,70,27,43
1543279410.0,69,27,42
1543279710.0,68,27,41
1543280010.0,68,27,41
1543280310.0,68,27,40
1543280610.0,68,27,40
1543280745.0,67,27,40
1543280801.0,68,27,40
1543280976.0,68,27,41
1543281272.0,71,26,44
1543281329.0,71,26,45
1543281685.0,71,26,45
1543281984.0,71,26,45
1543282284.0,72,26,46
1543282341.0,73,26,46
1543282698.0,71,26,45
1543282997.0,69,25,44
1543283297.0,68,25,43
1543283597.0,69,25,43
1543283896.0,68,25,43
1543284196.0,68,25,42
1543284289.0,68,25,42
1543284345.0,67,25,42
1543284521.0,67,25,42
1543284835.0,71,25,46
1543284891.0,72,25,47
1543285247.0,71,24,46
1543285547.0,71,24,46
1543285847.0,72,24,47
1543285903.0,72,24,48
1543286260.0,71,24,46
1543286559.0,69,24,45
1543286859.0,68,24,44
1543287159.0,68,24,44
1543287459.0,68,24,44
1543287758.0,68,24,44
1543288021.0,67,24,43
1543288077.0,67,24,43
1543288253.0,68,24,44
1543288564.0,71,24,46
1543288621.0,71,24,47
1543288928.0,73,24,48
1543289292.0,70,24,46
1543289591.0,68,24,44
1543289891.0,68,24,43
1543290135.0,67,24,43
1543290191.0,67,24,42
1543290365.0,67,24,43
1543290721.0,70,24,46
1543290777.0,71,24,46
1543291133.0,72,24,47
1543291432.0,71,24,47
1543291732.0,73,24,49
1543291795.0,73,24,48
1543292152.0,69,24,45
1543292452.0,67,24,43
1543292751.0,68,23,44
1543293051.0,67,23,44
1543293108.0,68,23,44
1543293164.0,67,23,43
