Stove Type,Laser 56/560,Latitude,64.90553,Longitude,-147.879,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1549706207.0,-1,-1,6610
1549706660.0,4,1541919,6610
1549706715.0,4,1529300,6610
1549706937.0,1,1529301,11770
1549706979.0,2,1529672,11975
1549707116.0,4,1530494,11975
1549707226.0,4,1529300,11838
1549707569.0,-1,-1,12045
1549707869.0,-1,-1,12115
1549708169.0,-1,-1,12329
1549708470.0,-1,-1,12257
1549708770.0,-1,-1,12329
1549709071.0,-1,-1,12549
1549709371.0,-1,-1,12401
1549709671.0,-1,-1,12475
1549709972.0,-1,-1,12401
1549710272.0,-1,-1,12699
1549710572.0,-1,-1,12475
1549710872.0,-1,-1,12624
1549711173.0,-1,-1,12699
1549711473.0,-1,-1,12624
1549711773.0,-1,-1,12624
1549712073.0,-1,-1,12699
1549712373.0,-1,-1,12775
1549712674.0,-1,-1,12775
1549712974.0,-1,-1,12930
1549713274.0,-1,-1,12852
1549713574.0,-1,-1,12852
1549713875.0,-1,-1,12930
1549714175.0,-1,-1,13330
1549714475.0,-1,-1,12930
1549714775.0,-1,-1,12930
1549715076.0,-1,-1,12930
1549715376.0,-1,-1,13087
1549715676.0,-1,-1,12852
1549715977.0,-1,-1,13087
1549716277.0,-1,-1,12852
1549716577.0,-1,-1,12930
1549716877.0,-1,-1,12852
1549717178.0,-1,-1,13087
1549717478.0,-1,-1,13087
1549717778.0,-1,-1,13087
1549718079.0,-1,-1,12930
1549718379.0,-1,-1,13008
1549718679.0,-1,-1,13087
1549718979.0,-1,-1,13664
1549719280.0,-1,-1,13412
1549719580.0,-1,-1,13330
1549719880.0,-1,-1,13412
1549720181.0,-1,-1,13167
1549720481.0,-1,-1,13087
1549720782.0,-1,-1,13087
1549721082.0,-1,-1,13087
1549721382.0,-1,-1,13167
1549721682.0,-1,-1,13087
1549721983.0,-1,-1,12775
1549722283.0,-1,-1,13167
1549722583.0,-1,-1,13087
1549722884.0,-1,-1,13087
1549723184.0,-1,-1,13330
1549723484.0,-1,-1,13248
1549723785.0,-1,-1,13248
1549724085.0,-1,-1,13248
1549724385.0,-1,-1,13087
1549724685.0,-1,-1,13167
1549724985.0,-1,-1,13087
1549725286.0,-1,-1,13087
1549725586.0,-1,-1,13248
1549725886.0,-1,-1,13248
1549726186.0,-1,-1,13167
1549726487.0,-1,-1,13087
1549726787.0,-1,-1,13167
1549726958.0,1,1529303,13167
1549727010.0,4,1529861,13248
1549727052.0,2,1530113,13087
1549727195.0,1,1530973,13248
1549727375.0,0,1532890,12775
1549727716.0,-1,-1,12185
1549727832.0,1,1539343,11975
1549728178.0,-1,-1,11975
1549728423.0,2,1545624,11906
1549728765.0,-1,-1,12257
1549729066.0,-1,-1,12185
1549729187.0,1,1550210,12185
1549729527.0,-1,-1,11571
1549729570.0,2,1554268,11571
1549729911.0,-1,-1,11975
1549730211.0,-1,-1,11838
1549730512.0,-1,-1,12115
1549730812.0,-1,-1,12045
1549731112.0,-1,-1,12045
1549731412.0,-1,-1,11975
1549731713.0,-1,-1,11975
1549732013.0,-1,-1,12045
1549732313.0,-1,-1,11838
1549732613.0,-1,-1,11906
1549732913.0,-1,-1,12045
1549733214.0,-1,-1,11770
1549733514.0,-1,-1,11906
1549733814.0,-1,-1,11975
1549734114.0,-1,-1,11770
1549734415.0,-1,-1,11975
1549734715.0,-1,-1,11838
1549735015.0,-1,-1,11906
1549735316.0,-1,-1,11838
1549735616.0,-1,-1,11838
1549735916.0,-1,-1,11770
1549736216.0,-1,-1,11704
1549736516.0,-1,-1,11770
1549736817.0,-1,-1,11838
1549737117.0,-1,-1,11975
1549737417.0,-1,-1,11838
1549737718.0,-1,-1,11906
1549738018.0,-1,-1,12115
1549738318.0,-1,-1,11838
1549738618.0,-1,-1,11838
1549738918.0,-1,-1,11637
1549739218.0,-1,-1,11637
1549739518.0,-1,-1,11637
1549739818.0,-1,-1,11906
1549740119.0,-1,-1,11637
1549740419.0,-1,-1,11637
1549740720.0,-1,-1,11506
1549741020.0,-1,-1,11571
1549741320.0,-1,-1,11637
1549741620.0,-1,-1,11637
1549741920.0,-1,-1,11637
1549742221.0,-1,-1,11571
1549742521.0,-1,-1,11571
1549742821.0,-1,-1,11704
1549743121.0,-1,-1,11571
1549743422.0,-1,-1,11571
1549743722.0,-1,-1,11637
1549744023.0,-1,-1,11571
1549744323.0,-1,-1,11770
1549744623.0,-1,-1,11506
1549744923.0,-1,-1,11506
1549745224.0,-1,-1,11506
1549745524.0,-1,-1,11637
1549745824.0,-1,-1,11571
1549746125.0,-1,-1,11506
1549746425.0,-1,-1,11441
1549746725.0,-1,-1,11704
1549747025.0,-1,-1,11571
1549747325.0,-1,-1,11441
1549747626.0,-1,-1,11571
1549747926.0,-1,-1,11506
1549748226.0,-1,-1,11506
1549748526.0,-1,-1,11571
1549748827.0,-1,-1,11441
1549749127.0,-1,-1,11506
1549749428.0,-1,-1,11704
1549749728.0,-1,-1,11506
1549750028.0,-1,-1,11506
1549750328.0,-1,-1,11441
1549750629.0,-1,-1,11571
1549750929.0,-1,-1,11571
1549751229.0,-1,-1,11441
1549751529.0,-1,-1,11637
1549751830.0,-1,-1,11506
1549752130.0,-1,-1,11506
1549752430.0,-1,-1,11571
1549752730.0,-1,-1,11441
1549753030.0,-1,-1,11571
1549753162.0,4,1695814,11377
1549753504.0,-1,-1,11506
1549753804.0,-1,-1,11704
1549754105.0,-1,-1,11637
1549754405.0,-1,-1,11906
1549754705.0,-1,-1,11637
1549755005.0,-1,-1,11975
1549755306.0,-1,-1,11906
1549755606.0,-1,-1,11838
1549755906.0,-1,-1,11906
1549756206.0,-1,-1,11906
1549756507.0,-1,-1,12185
1549757168.0,-1,-1,12329
1549757468.0,-1,-1,12329
1549757768.0,-1,-1,12329
1549758068.0,-1,-1,12401
1549758369.0,-1,-1,12257
1549758669.0,-1,-1,12475
1549758969.0,-1,-1,12475
1549759269.0,-1,-1,12549
1549759570.0,-1,-1,12624
1549759870.0,-1,-1,12699
1549760170.0,-1,-1,12549
1549760470.0,-1,-1,12699
1549760771.0,-1,-1,12775
1549761071.0,-1,-1,12775
1549761371.0,-1,-1,12775
1549761671.0,-1,-1,12624
1549761971.0,-1,-1,12775
1549762272.0,-1,-1,12930
1549762572.0,-1,-1,12930
1549762872.0,-1,-1,12930
1549763172.0,-1,-1,12852
1549763472.0,-1,-1,13087
1549763773.0,-1,-1,13167
1549764073.0,-1,-1,13008
1549764373.0,-1,-1,13087
1549764673.0,-1,-1,13087
1549764973.0,-1,-1,13008
1549765274.0,-1,-1,13087
1549765574.0,-1,-1,13248
1549765874.0,-1,-1,13248
1549766174.0,-1,-1,13412
1549766475.0,-1,-1,13087
1549766775.0,-1,-1,13248
1549767075.0,-1,-1,13412
1549767375.0,-1,-1,13412
1549767676.0,-1,-1,13412
1549767976.0,-1,-1,13412
1549768276.0,-1,-1,13495
1549768576.0,-1,-1,13664
1549768877.0,-1,-1,13750
1549769177.0,-1,-1,13495
1549769477.0,-1,-1,13579
1549769777.0,-1,-1,13579
1549770078.0,-1,-1,13750
1549770378.0,-1,-1,13495
1549770588.0,1,1695817,13836
1549770630.0,2,1696249,13750
1549770813.0,1,1697351,13750
1549771158.0,-1,-1,13167
1549771292.0,4,1702443,12775
1549771369.0,2,1702910,13008
1549771709.0,-1,-1,13167
1549772010.0,-1,-1,13087
1549772311.0,-1,-1,13167
1549772611.0,-1,-1,13330
