Stove Type,Laser 73/730,Latitude,64.89163,Longitude,-147.674,,,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543335264.5,824,2,74.49,7.26,67.23,0.0027752320000000003,0.1816515490909091
1543335367.0,1189,4,76.825,7.23,69.595,0.004004552000000001,0.09610924800000001
1543336338.5,0,1,72.705,6.94,65.765,0.0,0.0
1543337263.0,666,2,70.37,6.66,63.71,0.0022430880000000003,0.1441985142857143
1543337371.0,1283,1,71.63,6.625,65.005,0.004321144,0.09722573999999999
1543337538.5,2606,2,73.09,6.575,66.515,0.008777008000000001,0.18055559314285718
1543338073.0,7106,4,74.54,6.545,67.995,0.023933008000000002,0.09637452885906041
1543340325.0,1,1,72.85,6.785,66.065,3.368e-06,3.3586703601108035e-06
1543342157.5,687,2,71.175,7.02,64.155,0.0023138160000000002,0.15144977454545455
1543342267.0,1307,1,70.135,6.99,63.145,0.004401976,0.09662874146341464
1543342436.5,2607,2,70.47,6.95,63.52,0.008780376000000001,0.18062487771428573
1543342896.0,5918,4,71.855,6.835,65.02,0.019931824,0.09644430967741936
1543344521.5,497,2,72.195,6.6,65.595,0.001673896,0.0024036799361786994
1543345866.0,1455,1,71.275,6.49,64.785,0.004900440000000001,0.09693178021978023
1543346045.0,2609,2,71.275,6.555,64.72,0.008787112,0.17973638181818183
1543346499.0,5828,4,74.085,6.715,67.37,0.019628704,0.09653460983606559
1543348365.0,5,1,72.95,7.87,65.08,1.684e-05,2.0208e-05
1543349893.0,686,2,70.6,8.94,61.66,0.002310448,0.14852880000000002
1543350003.0,1307,1,70.83,9.085,61.745,0.004401976,0.09662874146341464
1543350172.5,2607,2,72.635,9.305,63.33,0.008780376000000001,0.18062487771428573
1543350694.0,6908,4,73.985,9.985,64.0,0.023266144000000002,0.09649552811059908
1543352682.0,546,2,71.37,12.02,59.35,0.001838928,0.0021300324324324323
1543354326.5,1438,1,69.79,13.55,56.24,0.004843184,0.09632852154696134
1543354505.5,2642,2,71.735,13.675,58.06,0.008898256,0.1809814779661017
1543355099.5,7947,4,73.425,14.09,59.335,0.026765496000000003,0.09530740415430268
1543356617.5,0,1,72.175,14.375,57.8,0.0,0.0
1543357658.0,652,2,70.945,14.305,56.64,0.0021959360000000003,0.1411673142857143
1543357765.5,1267,1,71.06,14.28,56.78,0.0042672560000000005,0.09661711698113208
1543357932.5,2608,2,71.395,14.235,57.16,0.008783744000000001,0.18069416228571433
1543358634.5,9767,4,73.305,14.06,59.245,0.032895256000000005,0.09635713718470303
1543360213.0,5,1,72.05,13.43,58.62,1.684e-05,3.1443983402489625e-05
1543361205.0,673,2,70.485,12.935,57.55,0.0022666640000000003,0.1457141142857143
1543361314.0,1291,1,70.37,12.875,57.495,0.004348088,0.09662417777777778
1543361482.5,2608,2,70.485,12.785,57.7,0.008783744000000001,0.18069416228571433
1543362291.0,11462,4,73.3,12.34,60.96,0.038604016000000005,0.09637618418862692
1543363967.0,297,1,72.725,11.33,61.395,0.0010002960000000001,0.0018853746596858639
1543364949.5,550,2,70.83,10.7,60.13,0.0018524000000000001,0.12124800000000001
1543365049.5,1151,1,71.29,10.635,60.655,0.0038765680000000004,0.09624582620689656
1543365209.5,2607,2,72.08,10.535,61.545,0.008780376000000001,0.18062487771428573
1543366002.5,11214,4,74.085,10.02,64.065,0.037768752,0.09636251396172928
1543367732.5,3,1,72.605,9.235,63.37,1.0104e-05,1.7752269399707175e-05
1543368785.0,652,2,70.025,8.905,61.12,0.0021959360000000003,0.1411673142857143
1543368892.5,1267,1,69.09,8.875,60.215,0.0042672560000000005,0.09661711698113208
1543369059.5,2604,2,70.345,8.825,61.52,0.008770272,0.180417024
1543369909.0,12115,4,73.865,8.605,65.26,0.040803320000000004,0.09638579527559056
1543371650.5,3,1,73.07,8.36,64.71,1.0104e-05,1.856784073506891e-05
1543372658.0,651,2,70.485,8.31,62.175,0.002192568,0.14095080000000001
1543372765.5,1266,1,70.37,8.305,62.065,0.004263888,0.0965408603773585
1543372932.5,2606,2,71.96,8.295,63.665,0.008777008000000001,0.18055559314285718
1543373675.0,10117,4,73.98,8.175,65.805,0.034074056000000005,0.09363862717557253
1543375304.0,0,1,71.575,7.525,64.05,0.0,0.0
1543376306.5,659,2,69.21,6.975,62.235,0.0022195120000000003,0.14017970526315793
1543376414.5,1273,1,69.91,6.915,62.995,0.004287464,0.0970746566037736
1543376582.0,2608,2,70.485,6.82,63.665,0.008783744000000001,0.17966749090909093
1543377330.0,10497,4,72.635,6.445,66.19,0.035353896,0.09641971636363637
1543378945.0,417,1,73.2,5.79,67.41,0.001404456,0.0026471421989528797
1543379928.0,497,2,71.625,5.45,66.175,0.001673896,0.1076076
1543380024.0,1083,1,69.2,5.415,63.785,0.0036475440000000004,0.09655263529411766
1543380179.5,2608,2,69.77,5.36,64.41,0.008783744000000001,0.18069416228571433
1543380818.5,8768,4,73.42,5.15,68.27,0.029530624000000002,0.09638281631912965
1543382341.0,1,1,72.16,4.825,67.335,3.368e-06,6.24346035015448e-06
1543383340.0,645,2,69.91,4.675,65.235,0.00217236,0.13965171428571427
