Stove Type,Laser 530,Latitude,64.91823,Longitude,-147.868,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1544011095.0,-1,-1,11704
1544011167.0,4,1708,11441
1544011540.0,-1,-1,13008
1544011839.0,-1,-1,13579
1544012139.0,-1,-1,14012
1544012439.0,-1,-1,13412
1544012677.0,1,1711,11314
1544013001.0,2,4359,11838
1544013373.0,-1,-1,11975
1544013673.0,-1,-1,11770
1544013972.0,-1,-1,11838
1544014272.0,-1,-1,11704
1544014572.0,-1,-1,11637
1544014872.0,-1,-1,11704
1544015172.0,-1,-1,11571
1544015471.0,-1,-1,11506
1544015771.0,-1,-1,11571
1544016071.0,-1,-1,11838
1544016371.0,-1,-1,11637
1544016671.0,-1,-1,11441
1544016954.0,4,29351,11571
1544017311.0,-1,-1,11506
1544017610.0,-1,-1,10650
1544017910.0,-1,-1,10884
1544018209.0,-1,-1,11314
1544018427.0,1,29354,11441
1544018747.0,4,31975,11906
1544018820.0,2,32432,11637
1544019191.0,-1,-1,11975
1544019491.0,-1,-1,11704
1544019791.0,-1,-1,11770
1544019863.0,4,38744,11704
1544020236.0,-1,-1,10766
1544020535.0,-1,-1,10707
1544020835.0,-1,-1,11126
1544021044.0,1,38744,11637
1544021363.0,2,41336,11571
1544021735.0,-1,-1,11704
1544022034.0,-1,-1,11838
1544022334.0,-1,-1,11770
1544022634.0,-1,-1,11571
1544022697.0,4,49767,11506
1544023053.0,-1,-1,11441
1544023352.0,-1,-1,10707
1544023652.0,-1,-1,11126
1544023936.0,1,49770,11441
1544024253.0,4,52353,12045
1544024325.0,2,52810,12185
1544024697.0,-1,-1,12045
1544024997.0,-1,-1,11770
1544025297.0,-1,-1,11838
1544025596.0,-1,-1,11770
1544025896.0,-1,-1,11770
1544026196.0,-1,-1,11637
1544026496.0,-1,-1,11637
1544026796.0,-1,-1,11637
1544027095.0,-1,-1,11571
1544027395.0,-1,-1,11637
1544027694.0,-1,-1,11704
1544027994.0,-1,-1,11571
1544028294.0,-1,-1,11637
1544028594.0,-1,-1,11506
1544028894.0,-1,-1,11251
1544029193.0,-1,-1,11441
1544029493.0,-1,-1,11441
1544029793.0,-1,-1,11506
1544030093.0,-1,-1,11506
1544030283.0,4,90467,11377
1544030655.0,-1,-1,10944
1544030955.0,-1,-1,10825
1544031254.0,-1,-1,11188
1544031554.0,-1,-1,11571
1544031683.0,1,90469,11838
1544032003.0,4,93085,11906
1544032059.0,2,93442,11906
1544032415.0,-1,-1,11770
1544032715.0,-1,-1,11704
1544033015.0,-1,-1,11441
1544033315.0,-1,-1,11571
1544033614.0,-1,-1,11637
1544033914.0,-1,-1,11704
1544034214.0,-1,-1,11506
1544034514.0,-1,-1,11441
1544034814.0,-1,-1,11377
1544035113.0,-1,-1,11441
1544035413.0,-1,-1,11441
1544035713.0,-1,-1,11571
1544036013.0,-1,-1,11377
1544036183.0,4,119508,11377
1544036540.0,-1,-1,11377
1544036839.0,-1,-1,11065
1544037139.0,-1,-1,11314
1544037213.0,1,119509,11441
1544037528.0,4,122075,11704
1544037601.0,2,122533,11770
1544037973.0,-1,-1,11704
