Stove Type,Laser 530,Latitude,64.76378,Longitude,-148.083,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
978393801.0,4,25695,18909
978394158.0,-1,-1,17284
978394458.0,-1,-1,15881
978394758.0,-1,-1,14948
978395058.0,-1,-1,14850
978395358.0,-1,-1,13248
978395659.0,-1,-1,13167
978395959.0,-1,-1,13167
978396259.0,-1,-1,13330
978396559.0,-1,-1,12852
978396859.0,-1,-1,12624
978397159.0,-1,-1,12549
978397459.0,-1,-1,13412
978397760.0,-1,-1,12930
978398060.0,-1,-1,13330
978398360.0,-1,-1,12930
978398660.0,-1,-1,12775
978398960.0,-1,-1,12775
978399261.0,-1,-1,13087
978399561.0,-1,-1,12699
978399861.0,-1,-1,12549
978400161.0,-1,-1,12475
978400461.0,-1,-1,12624
978400761.0,-1,-1,12624
978401062.0,-1,-1,12549
978401362.0,-1,-1,12475
978401663.0,-1,-1,12624
978401963.0,-1,-1,12257
978402263.0,-1,-1,12257
978402563.0,-1,-1,12257
978402864.0,-1,-1,12185
978403164.0,-1,-1,12185
978403464.0,-1,-1,12549
978403764.0,-1,-1,11975
978404064.0,-1,-1,11975
978404364.0,-1,-1,12257
978404664.0,-1,-1,12045
978404964.0,-1,-1,11838
978405264.0,-1,-1,11906
978405565.0,-1,-1,11906
978405865.0,-1,-1,11770
978406165.0,-1,-1,11506
978406465.0,-1,-1,11571
978406765.0,-1,-1,11637
978407066.0,-1,-1,11188
978407366.0,-1,-1,11770
978407666.0,-1,-1,11377
978407966.0,-1,-1,11377
978408266.0,-1,-1,11506
978408566.0,-1,-1,11314
978408866.0,-1,-1,11704
978409167.0,-1,-1,12045
978409467.0,-1,-1,12401
978409767.0,-1,-1,12329
978410068.0,-1,-1,12930
978410369.0,-1,-1,12549
978410669.0,-1,-1,12549
978410969.0,-1,-1,13248
978411270.0,-1,-1,13087
978411570.0,-1,-1,13087
978411870.0,-1,-1,13579
978412170.0,-1,-1,13087
978412470.0,-1,-1,13579
978412770.0,-1,-1,14012
978413071.0,-1,-1,13579
978413371.0,-1,-1,13750
978413671.0,-1,-1,13664
978413972.0,-1,-1,14191
978414272.0,-1,-1,13750
978414573.0,-1,-1,13836
978414873.0,-1,-1,13836
978415173.0,-1,-1,14012
978415473.0,-1,-1,14561
978415774.0,-1,-1,14012
978416074.0,-1,-1,14467
978416374.0,-1,-1,14101
978416675.0,-1,-1,14101
978416975.0,-1,-1,14191
978417275.0,-1,-1,14467
978417575.0,-1,-1,14282
978417875.0,-1,-1,14282
978418176.0,-1,-1,15351
978418476.0,-1,-1,14656
978418776.0,-1,-1,14752
978419077.0,-1,-1,14752
978419377.0,-1,-1,14467
978419678.0,-1,-1,14948
978419978.0,-1,-1,15248
978420278.0,-1,-1,14561
978420579.0,-1,-1,15351
978420879.0,-1,-1,14752
978421179.0,-1,-1,15047
978421479.0,-1,-1,15147
978421779.0,-1,-1,14948
978422079.0,-1,-1,15147
978422380.0,-1,-1,14948
978422680.0,-1,-1,15455
978422980.0,-1,-1,15147
978423280.0,-1,-1,16213
978423580.0,-1,-1,15559
978423881.0,-1,-1,15881
978424181.0,-1,-1,15351
978424481.0,-1,-1,15351
978424782.0,-1,-1,15047
978425082.0,-1,-1,16101
978425383.0,-1,-1,15559
978425683.0,-1,-1,15665
978425983.0,-1,-1,15559
978426283.0,-1,-1,15881
978426583.0,-1,-1,15665
978426884.0,-1,-1,15455
978427184.0,-1,-1,15248
978427484.0,-1,-1,16794
978427784.0,-1,-1,15990
978428085.0,-1,-1,15990
978428385.0,-1,-1,16213
978428685.0,-1,-1,15881
978428986.0,-1,-1,16442
978429286.0,-1,-1,16675
978429586.0,-1,-1,16213
978429886.0,-1,-1,16101
978430186.0,-1,-1,16213
978430487.0,-1,-1,16675
978430786.0,-1,-1,16101
978431087.0,-1,-1,16327
978431387.0,-1,-1,16442
978431687.0,-1,-1,16327
978431988.0,-1,-1,16327
978432288.0,-1,-1,16794
978432588.0,-1,-1,16914
978432888.0,-1,-1,16558
