Stove Type,Laser 73/730,Latitude,64.83624,Longitude,-147.929,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1545157098.0,4,0,63.93,0.91,63.02
1545157491.0,2,416,58.82,0.93,57.89
1545159130.0,4,12714,66.61,1.02,65.59
1545159756.0,1,12718,58.02,1.06,56.96
1545159804.0,2,13265,58.55,1.06,57.49
1545159970.0,1,14518,57.21,1.08,56.13
1545160230.0,2,18200,65.89,1.1,64.79
1545160630.0,4,20840,66.13,1.14,64.99
1545161195.0,1,20840,58.02,1.2,56.82
1545161251.0,2,21441,58.55,1.21,57.34
1545161408.0,1,22625,57.48,1.22,56.26
1545161668.0,2,26315,66.61,1.25,65.36
1545162243.0,4,30631,66.37,1.3,65.07
1545162866.0,1,30637,57.75,1.37,56.38
1545162912.0,2,31169,58.82,1.37,57.45
1545163078.0,1,32418,56.94,1.39,55.55
1545163339.0,2,36123,66.37,1.41,64.96
1545163608.0,4,38139,67.33,1.42,65.91
1545164221.0,1,38141,58.55,1.45,57.1
1545164268.0,2,38675,57.75,1.45,56.3
1545164434.0,1,39925,57.48,1.46,56.02
1545164690.0,2,43564,66.13,1.47,64.66
1545164992.0,4,45831,66.13,1.49,64.64
1545165593.0,1,45834,58.55,1.52,57.03
1545165640.0,2,46360,58.02,1.52,56.5
1545165805.0,1,47605,58.28,1.53,56.75
1545166083.0,2,51545,66.85,1.54,65.31
1545166648.0,4,55791,65.89,1.57,64.32
1545167347.0,1,55793,56.94,1.58,55.36
1545167393.0,2,56339,58.02,1.58,56.44
1545167562.0,1,57607,59.08,1.58,57.5
1545167771.0,2,60574,66.13,1.58,64.55
1545168005.0,4,62333,66.85,1.58,65.27
1545168700.0,1,62559,58.82,1.58,57.24
1545168746.0,2,62980,58.82,1.58,57.24
1545168895.0,1,64106,58.82,1.58,57.24
1545169094.0,2,66928,65.16,1.58,63.58
1545169333.0,4,68723,67.09,1.58,65.51
1545170028.0,1,68760,59.08,1.58,57.5
1545170074.0,2,69285,59.08,1.58,57.5
1545170239.0,1,70526,59.34,1.58,57.76
1545170438.0,2,73345,65.65,1.58,64.07
1545170664.0,4,75041,66.13,1.59,64.54
1545171359.0,1,75303,59.08,1.63,57.45
1545171405.0,2,75713,59.34,1.63,57.71
1545171553.0,1,76830,59.08,1.64,57.44
1545171753.0,2,79670,65.89,1.65,64.24
1545171970.0,4,81302,66.61,1.66,64.95
1545172665.0,1,81431,59.34,1.69,57.65
1545172711.0,4,81602,59.08,1.7,57.38
1545177630.0,2,86716,54.17,1.58,52.59
1545178134.0,4,90508,62.18,1.58,60.6
1545179539.0,1,90509,54.17,1.58,52.59
1545179585.0,2,91070,54.17,1.58,52.59
1545180164.0,4,95422,61.67,1.58,60.09
1545181463.0,1,95542,53.32,1.57,51.75
1545181510.0,2,96041,54.73,1.56,53.17
1545181671.0,1,97253,53.6,1.56,52.04
1545181846.0,2,99739,61.42,1.55,59.87
1545181940.0,4,100448,63.19,1.54,61.65
1545183237.0,2,100937,54.45,1.48,52.97
1545183417.0,1,102291,53.88,1.47,52.41
1545183593.0,2,104779,61.16,1.46,59.7
1545183704.0,4,105616,63.19,1.45,61.74
1545185742.0,1,105620,52.16,1.35,50.81
1545185789.0,2,106180,53.32,1.35,51.97
1545185960.0,1,107464,53.32,1.34,51.98
1545186135.0,2,109951,61.16,1.33,59.83
1545186306.0,4,111242,62.18,1.32,60.86
1545187378.0,1,111244,53.03,1.27,51.76
1545187424.0,2,111804,53.32,1.27,52.05
1545187594.0,1,113087,53.03,1.26,51.77
1545187770.0,2,115575,60.39,1.25,59.14
1545187912.0,4,116648,62.43,1.24,61.19
1545188990.0,1,116651,52.74,1.22,51.52
1545189038.0,2,117195,53.32,1.22,52.1
1545189203.0,1,118436,52.74,1.22,51.52
1545189378.0,2,120924,60.64,1.22,59.42
1545189532.0,4,122077,62.43,1.22,61.21
1545190585.0,1,122080,53.32,1.22,52.1
1545190631.0,2,122635,51.87,1.22,50.65
1545190800.0,1,123909,53.32,1.22,52.1
1545190976.0,2,126397,60.39,1.22,59.17
1545191135.0,4,127596,61.42,1.22,60.2
1545192169.0,1,127597,53.03,1.22,51.81
1545192216.0,2,128151,53.03,1.22,51.81
1545192385.0,1,129424,52.45,1.22,51.23
1545192560.0,2,131913,60.9,1.22,59.68
1545192720.0,4,133114,61.67,1.22,60.45
1545193750.0,1,133118,53.03,1.22,51.81
1545193797.0,2,133652,53.03,1.22,51.81
1545193963.0,1,134905,52.74,1.22,51.52
1545194138.0,2,137390,60.39,1.22,59.17
1545194308.0,4,138670,61.67,1.22,60.45
1545195316.0,1,138673,52.74,1.22,51.52
1545195363.0,2,139207,52.74,1.22,51.52
1545195530.0,1,140461,52.74,1.22,51.52
1545195704.0,2,142945,60.39,1.22,59.17
1545195874.0,4,144220,60.64,1.22,59.42
1545196869.0,1,144222,53.6,1.22,52.38
1545196916.0,2,144762,53.32,1.22,52.1
1545197083.0,1,146021,52.74,1.22,51.52
1545197259.0,2,148511,59.87,1.22,58.65
1545197451.0,4,149956,60.9,1.22,59.68
1545198447.0,1,150192,52.74,1.22,51.52
1545198493.0,2,150630,52.16,1.22,50.94
1545198645.0,1,151773,52.74,1.22,51.52
1545198820.0,2,154260,59.87,1.22,58.65
1545199019.0,4,155757,61.42,1.22,60.2
1545200015.0,1,155976,52.45,1.18,51.27
1545200061.0,2,156407,52.45,1.18,51.27
1545200212.0,1,157543,52.74,1.17,51.57
1545200388.0,2,160032,60.13,1.16,58.97
1545200584.0,4,161509,61.67,1.15,60.52
1545201580.0,2,161958,53.03,1.1,51.93
1545201759.0,1,163312,52.45,1.09,51.36
1545201935.0,2,165801,59.87,1.08,58.79
1545202128.0,4,167253,61.93,1.07,60.86
1545203125.0,2,167797,52.45,1.04,51.41
1545203290.0,1,169039,52.45,1.04,51.41
1545203466.0,2,171527,60.39,1.04,59.35
1545203555.0,4,172196,60.9,1.04,59.86
1545204550.0,1,172268,53.88,1.04,52.84
1545204596.0,2,172775,53.88,1.04,52.84
1545204759.0,1,174000,54.73,1.04,53.69
1545204934.0,2,176486,60.39,1.04,59.35
1545205050.0,4,177363,62.18,1.04,61.14
1545206112.0,1,177364,53.88,1.04,52.84
1545206158.0,2,177897,53.32,1.04,52.28
1545206325.0,1,179151,53.88,1.04,52.84
1545206500.0,2,181636,60.39,1.04,59.35
1545206639.0,4,182680,62.18,1.03,61.15
1545207663.0,1,182681,54.45,0.98,53.47
1545207710.0,2,183228,53.32,0.97,52.35
1545207878.0,1,184495,54.17,0.97,53.2
1545208053.0,2,186984,60.13,0.96,59.17
1545208216.0,4,188207,61.93,0.95,60.98
1545209211.0,1,188327,53.32,0.9,52.42
1545209257.0,2,188817,53.6,0.9,52.7
1545209417.0,1,190026,54.45,0.89,53.56
1545209592.0,2,192510,60.13,0.88,59.25
1545209759.0,4,193763,61.67,0.87,60.8
1545210753.0,1,193866,52.74,0.86,51.88
1545210799.0,2,194370,53.03,0.86,52.17
1545210962.0,1,195593,52.45,0.86,51.59
1545211137.0,2,198079,59.34,0.86,58.48
1545211311.0,4,199385,61.42,0.86,60.56
1545212306.0,1,199733,52.16,0.86,51.3
1545212368.0,2,200243,51.87,0.86,51.01
1545212497.0,1,201218,53.03,0.86,52.17
1545212672.0,2,203702,59.34,0.86,58.48
1545212853.0,4,205061,61.93,0.86,61.07
1545213798.0,1,205064,52.45,0.85,51.6
1545213844.0,2,205610,51.87,0.85,51.02
1545214013.0,1,206878,53.03,0.84,52.19
1545214188.0,2,209364,59.34,0.83,58.51
1545214373.0,4,210756,61.16,0.82,60.34
1545215314.0,1,210759,51.87,0.77,51.1
1545215360.0,2,211290,51.87,0.77,51.1
1545215527.0,1,212542,53.6,0.76,52.84
1545215706.0,2,215084,59.08,0.75,58.33
1545215901.0,4,216556,61.16,0.74,60.42
1545216184.0,4,216556,56.94,0.73,56.21
1545216827.0,1,216557,52.74,0.7,52.04
1545216873.0,2,217089,53.32,0.7,52.62
1545217039.0,1,218341,52.74,0.69,52.05
1545217228.0,2,221027,60.39,0.68,59.71
1545217414.0,4,222422,60.9,0.69,60.21
1545218331.0,1,222426,53.32,0.74,52.58
1545218378.0,2,222958,52.16,0.74,51.42
1545218545.0,1,224213,52.45,0.75,51.7
1545218731.0,2,226862,60.13,0.76,59.37
1545218952.0,4,228521,60.64,0.77,59.87
1545219857.0,1,228522,52.16,0.81,51.35
1545219904.0,2,229061,52.45,0.82,51.63
1545220071.0,1,230323,52.45,0.82,51.63
1545220266.0,2,233092,60.39,0.83,59.56
1545220464.0,4,234582,61.42,0.84,60.58
1545221365.0,1,234583,52.74,0.86,51.88
1545221411.0,2,235114,53.03,0.86,52.17
1545221577.0,1,236368,52.74,0.86,51.88
1545221777.0,2,239205,59.87,0.86,59.01
1545221970.0,4,240655,61.67,0.86,60.81
1545222851.0,1,240659,52.45,0.86,51.59
1545222898.0,2,241199,52.16,0.86,51.3
1545223065.0,1,242458,52.16,0.86,51.3
1545223898.0,2,256891,67.33,0.86,66.47
1545237586.0,4,359538,68.04,1.04,67.0
1545238184.0,1,359542,60.39,1.04,59.35
1545238231.0,2,360082,60.13,1.04,59.09
1545238398.0,1,361341,59.6,1.04,58.56
1545238630.0,2,364636,68.04,1.04,67.0
1545239694.0,4,372617,67.09,1.0,66.09
1545240291.0,1,372618,58.55,0.97,57.58
1545240337.0,2,373151,60.13,0.96,59.17
1545240504.0,1,374405,59.34,0.95,58.39
1545240766.0,2,378125,67.8,0.94,66.86
1545241456.0,4,383073,68.28,0.91,67.37
1545241999.0,1,383073,60.13,0.88,59.25
1545242045.0,2,383606,59.6,0.88,58.72
1545242211.0,1,384856,59.6,0.87,58.73
