Stove Type,M422,Latitude,64.87386,Longitude,-147.813,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543681895.0,4,0,73.32,16.86,56.46
1543682341.0,2,0,68.04,17.2,50.84
1543682754.0,3,3674,75.08,17.51,57.57
1543687150.0,4,36015,73.98,18.67,55.31
1543688406.0,2,36016,73.98,19.1,54.88
1543688736.0,3,39029,71.52,19.22,52.3
1543692407.0,4,62056,71.29,19.94,51.35
1543693351.0,2,62056,73.98,19.94,54.04
1543693771.0,3,65892,71.97,19.94,52.03
1543696184.0,4,83641,75.08,19.94,55.14
1543697602.0,2,83641,73.54,19.94,53.6
1543697932.0,4,86652,72.19,19.94,52.25
1543697988.0,3,87069,75.74,19.94,55.8
1543700031.0,4,102095,78.33,19.43,58.9
1543701384.0,2,102098,74.65,19.09,55.56
1543701796.0,3,105822,75.08,18.89,56.19
1543703809.0,4,120625,75.74,17.38,58.36
1543705204.0,2,120626,71.29,16.34,54.95
1543705624.0,4,124459,72.87,16.36,56.51
1543705680.0,3,124875,75.74,16.36,59.38
1543707757.0,4,140154,74.42,16.47,57.95
1543709231.0,2,140156,71.29,16.52,54.77
1543709651.0,3,143991,70.14,16.52,53.62
1543711123.0,4,154818,76.61,16.52,60.09
1543712543.0,2,154820,72.42,16.61,55.81
1543712873.0,3,157832,71.29,16.83,54.46
1543714399.0,4,169060,77.69,17.82,59.87
1543715850.0,2,169061,72.19,18.76,53.43
1543716270.0,3,172894,75.3,18.94,56.36
1543717754.0,4,183806,77.04,19.39,57.65
1543719236.0,2,183808,72.65,19.83,52.82
1543719716.0,4,188189,74.42,19.99,54.43
1543719775.0,3,188621,75.74,20.01,55.73
1543721087.0,4,198123,75.52,20.53,54.99
1543722485.0,2,198123,69.68,21.09,48.59
1543722815.0,3,201135,69.68,21.23,48.45
1543724728.0,4,214927,77.26,20.08,57.18
1543726117.0,2,214927,71.29,18.9,52.39
1543726529.0,3,218599,73.76,18.55,55.21
1543728592.0,4,233773,72.19,20.02,52.17
1543730010.0,2,233773,71.29,21.37,49.92
1543730341.0,3,236786,72.19,21.68,50.51
1543732733.0,4,254387,75.74,23.02,52.72
1543734179.0,2,254388,71.97,24.07,47.9
1543734509.0,4,257398,74.42,24.71,49.71
1543734566.0,3,257816,74.65,24.82,49.83
1543736779.0,4,273974,76.18,29.14,47.04
1543738175.0,2,273974,71.29,30.57,40.72
1543738588.0,3,277646,73.76,30.44,43.32
1543739906.0,4,287345,78.11,30.05,48.06
1543741081.0,2,287347,73.98,29.7,44.28
1543741411.0,4,290359,70.83,29.59,41.24
1543741468.0,3,290777,74.21,29.57,44.64
1543744331.0,4,311842,73.76,28.56,45.2
1543745433.0,2,311843,70.14,27.74,42.4
1543745883.0,3,315951,76.18,27.26,48.92
1543747817.0,4,330182,77.9,25.23,52.67
1543748946.0,2,330183,71.06,24.13,46.93
1543749359.0,3,333860,74.42,23.76,50.66
1543752512.0,4,357056,74.42,20.82,53.6
1543753725.0,2,357060,72.65,19.48,53.17
1543754055.0,3,360072,75.74,19.12,56.62
1543755773.0,4,372716,73.32,17.44,55.88
1543756928.0,2,372717,70.6,17.55,53.05
1543757339.0,3,376375,75.74,17.59,58.15
1543759141.0,4,389631,73.54,17.77,55.77
1543760383.0,2,389633,72.42,17.54,54.88
1543760794.0,3,393293,70.37,17.46,52.91
1543763906.0,4,415989,75.08,16.89,58.19
1543765089.0,2,415989,72.42,16.72,55.7
1543765498.0,3,419634,72.42,16.66,55.76
1543767707.0,4,435706,77.04,15.87,61.17
1543768869.0,2,435706,74.65,15.29,59.36
1543769199.0,3,438719,73.98,15.12,58.86
1543772721.0,4,464624,77.04,15.67,61.37
1543774276.0,2,464627,70.6,16.15,54.45
1543774695.0,4,468459,74.42,16.25,58.17
1543774752.0,3,468875,69.91,16.27,53.64
1543777267.0,4,487016,77.9,16.9,61.0
1543778598.0,2,487310,69.68,17.37,52.31
1543778895.0,4,490026,74.65,17.47,57.18
1543778966.0,3,490548,74.21,17.5,56.71
1543780782.0,4,503906,77.04,18.13,58.91
1543782095.0,2,504312,74.87,17.95,56.92
1543782410.0,3,507193,70.6,17.9,52.7
1543785001.0,4,526249,74.87,17.6,57.27
1543786217.0,2,526249,73.32,17.6,55.72
1543786547.0,4,529261,74.87,17.6,57.27
1543786604.0,3,529679,74.21,17.6,56.61
1543789783.0,4,553067,76.4,17.24,59.16
1543791215.0,2,553069,73.09,16.96,56.13
1543791544.0,4,556078,73.32,16.89,56.43
1543791601.0,3,556497,71.06,16.88,54.18
1543794917.0,4,580890,75.3,16.38,58.92
1543796428.0,2,580893,72.87,16.22,56.65
1543796758.0,3,583904,73.76,16.18,57.58
1543800172.0,4,608749,76.18,15.98,60.2
1543801787.0,2,608860,67.33,15.98,51.35
1543802105.0,3,611762,76.4,15.98,60.42
1543804805.0,4,631622,75.3,15.62,59.68
1543806272.0,2,631624,72.87,15.34,57.53
1543806683.0,3,635284,70.6,15.2,55.4
1543808897.0,4,651282,75.96,14.43,61.53
1543814221.0,2,670772,74.21,14.31,59.9
1543814550.0,4,673780,72.65,14.29,58.36
1543814607.0,3,674198,71.74,14.29,57.45
1543816683.0,4,689469,76.4,14.19,62.21
1543818121.0,2,689472,71.29,13.72,57.57
1543818533.0,3,693144,75.3,13.57,61.73
1543820491.0,4,707548,76.83,12.97,63.86
1543821852.0,2,707551,64.43,13.79,50.64
1543822181.0,4,710559,75.08,13.99,61.09
1543822238.0,3,710976,70.14,14.02,56.12
1543824192.0,4,725354,78.54,15.2,63.34
1543825623.0,2,725357,67.33,16.13,51.2
1543825954.0,3,728370,73.98,16.35,57.63
1543827970.0,4,743201,75.74,17.73,58.01
1543829447.0,2,743202,72.87,18.99,53.88
1543829957.0,4,747857,72.42,19.42,53.0
1543830014.0,3,748273,75.52,19.47,56.05
1543831778.0,4,761250,78.54,20.62,57.92
1543833182.0,2,761255,72.65,20.98,51.67
1543833632.0,3,765361,75.08,21.09,53.99
1543835346.0,4,777975,76.61,21.43,55.18
1543836720.0,2,777975,71.97,21.57,50.4
1543837050.0,4,780985,73.09,21.6,51.49
1543837107.0,3,781401,72.42,21.61,50.81
1543838805.0,4,793892,76.4,21.74,54.66
1543840138.0,2,793892,71.06,21.74,49.32
1543840469.0,3,796904,73.98,21.74,52.24
1543842199.0,4,809633,75.96,21.79,54.17
1543843585.0,2,809635,73.76,22.14,51.62
1543843915.0,4,812645,72.42,22.22,50.2
1543843971.0,3,813062,74.65,22.23,52.42
1543845467.0,4,824065,74.87,22.61,52.26
1543846834.0,2,824068,70.6,22.7,47.9
1543847164.0,3,827079,71.29,22.72,48.57
1543849218.0,4,842195,77.26,22.82,54.44
1543850661.0,2,842198,70.37,22.97,47.4
1543851141.0,4,846578,71.52,23.01,48.51
1543851197.0,3,846994,74.21,23.02,51.19
1543852633.0,4,857556,75.74,23.16,52.58
1543854054.0,2,857556,69.21,23.24,45.97
1543854385.0,4,860567,72.65,23.26,49.39
1543854441.0,3,860984,78.33,23.26,55.07
1543856110.0,4,873264,76.61,23.35,53.26
1543857526.0,2,873266,73.76,23.47,50.29
1543857856.0,4,876277,71.29,23.51,47.78
1543857915.0,3,876711,75.3,23.51,51.79
1543859645.0,4,889445,76.18,23.68,52.5
1543861047.0,2,889448,70.83,23.62,47.21
1543861377.0,4,892459,70.83,23.58,47.25
1543861433.0,3,892876,72.65,23.58,49.07
1543863223.0,4,906044,76.61,23.4,53.21
1543864682.0,2,906045,73.76,23.52,50.24
1543865012.0,4,909056,70.6,23.57,47.03
1543865068.0,3,909472,77.04,23.58,53.46
1543866731.0,4,921702,76.4,23.83,52.57
1543868127.0,2,921706,72.19,24.13,48.06
1543868457.0,3,924716,77.26,24.21,53.05
