Stove Type,Laser 56/560,Latitude,64.77877,Longitude,-148.04,,,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543578374.0,55,18,36
1543578745.0,69,18,50
1543579045.0,65,18,46
1543579346.0,63,18,44
1543579646.0,62,18,43
1543579947.0,61,18,42
1543580247.0,60,18,41
1543580547.0,60,18,41
1543580847.0,59,18,40
1543581147.0,59,18,40
1543581405.0,58,18,39
1543581470.0,59,18,40
1543581731.0,60,18,41
1543581787.0,61,18,42
1543581986.0,62,19,43
1543582343.0,64,19,45
1543582643.0,62,19,43
1543582942.0,62,19,43
1543583242.0,61,19,42
1543583542.0,60,19,41
1543583842.0,59,19,40
1543584142.0,59,19,39
1543584366.0,58,19,39
1543584431.0,58,19,39
1543584787.0,61,19,42
1543584972.0,62,19,43
1543585348.0,63,19,44
1543585647.0,62,19,43
1543585947.0,61,19,42
1543586247.0,60,19,41
1543586546.0,59,19,40
1543586846.0,59,19,40
1543587147.0,58,19,38
1543587203.0,58,19,38
1543587482.0,60,19,40
1543587538.0,60,19,41
1543587748.0,61,19,42
1543588105.0,62,19,43
1543588405.0,61,19,42
1543588704.0,60,19,41
1543589004.0,59,19,40
1543589304.0,59,19,39
1543589604.0,58,19,38
1543589805.0,58,19,38
1543589860.0,58,19,38
1543590216.0,60,19,40
1543590385.0,61,19,41
1543590756.0,62,19,42
1543591056.0,60,19,40
1543591356.0,60,20,40
1543591656.0,60,20,40
1543591955.0,59,20,39
1543592255.0,58,20,38
1543592312.0,58,20,38
1543592368.0,57,20,37
1543592723.0,60,20,40
1543592877.0,61,20,41
1543593234.0,62,20,42
1543593533.0,61,20,41
1543593834.0,60,20,40
1543594133.0,59,19,39
1543594434.0,58,19,38
1543594716.0,58,19,38
1543594782.0,58,19,38
1543595138.0,60,19,40
1543595235.0,60,19,40
1543595607.0,61,19,41
1543595906.0,60,19,40
1543596206.0,59,19,40
1543596507.0,59,19,39
1543596807.0,58,19,38
1543597012.0,57,19,38
1543597082.0,57,19,38
1543597457.0,60,19,40
1543597563.0,60,19,41
1543597919.0,61,19,42
1543598219.0,60,18,41
1543598520.0,59,18,40
1543598820.0,59,18,40
1543599120.0,58,18,39
1543599239.0,57,18,38
1543599294.0,58,18,39
1543599559.0,59,18,40
1543599616.0,59,18,40
