Stove Type,Laser 73/730,Latitude,64.96401,Longitude,-147.755,Square Footage,936,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1543583934.0,87,19,68
1543583993.0,85,19,66
1543584348.0,80,19,61
1543584648.0,78,19,59
1543584948.0,77,19,58
1543585248.0,77,19,58
1543585547.0,77,19,58
1543585847.0,76,19,57
1543586100.0,76,19,57
1543586457.0,79,19,60
1543586756.0,79,19,59
1543587056.0,79,19,60
1543587356.0,79,19,60
1543587655.0,79,19,60
1543587955.0,80,19,61
1543588254.0,80,19,60
1543588554.0,80,19,60
1543588853.0,79,19,60
1543589153.0,80,19,60
1543589453.0,80,19,60
1543589752.0,80,19,60
1543590052.0,80,19,60
1543590351.0,80,19,60
1543590651.0,80,19,60
1543590950.0,80,19,60
1543591250.0,80,20,60
1543591550.0,80,20,60
1543591745.0,81,20,61
1543592102.0,80,20,60
1543592401.0,78,20,58
1543592701.0,78,20,58
1543593000.0,77,20,57
1543593300.0,77,20,57
1543593599.0,76,20,56
1543593868.0,75,20,55
1543594224.0,79,19,59
1543594523.0,78,19,58
1543594823.0,78,19,58
1543595123.0,78,19,59
1543595422.0,78,19,59
1543595722.0,78,19,59
1543596021.0,79,19,59
1543596321.0,78,19,59
1543596621.0,78,19,59
1543596920.0,78,19,59
1543597220.0,79,19,60
1543597519.0,79,19,60
1543597819.0,79,19,60
1543598119.0,79,18,60
1543598418.0,80,18,61
1543598718.0,79,18,60
1543599017.0,79,18,60
1543599316.0,80,18,61
1543599616.0,79,18,61
1543599915.0,80,18,61
1543600215.0,79,18,61
1543600514.0,80,18,61
1543600814.0,79,18,61
1543601114.0,79,18,61
1543601413.0,79,18,61
1543601713.0,79,18,61
1543602012.0,79,17,61
1543602312.0,80,17,62
1543602611.0,80,17,62
1543602911.0,80,17,62
1543603210.0,80,17,62
1543603510.0,80,17,63
1543603809.0,81,17,64
1543603865.0,81,17,63
1543604222.0,80,17,63
1543604521.0,80,16,63
1543604821.0,78,16,61
1543605121.0,77,16,60
1543605420.0,77,16,61
1543605720.0,77,16,61
1543606020.0,77,16,61
1543606320.0,77,16,61
1543606602.0,76,15,60
1543606960.0,77,15,61
1543607259.0,78,15,63
1543607559.0,77,15,62
1543607859.0,79,15,64
1543608158.0,78,14,63
1543608458.0,78,14,64
1543608757.0,79,14,65
1543609057.0,78,14,64
1543609356.0,79,13,65
1543609656.0,80,13,66
1543609956.0,79,13,66
1543610255.0,79,13,66
1543610555.0,80,12,67
1543610854.0,80,12,67
1543611154.0,80,12,67
1543611453.0,80,11,68
1543611753.0,80,11,68
1543612053.0,80,11,68
