Stove Type,Laser 56/560,Latitude,64.90049,Longitude,-147.773,Square Footage,672,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543319446.5,526,2,65.525,9.635,55.89,0.001529082,0.004337821276595744
1543320471.0,4293,4,69.24,9.2,60.04,0.012479750999999999,0.05759885076923077
1543321829.5,7,1,70.325,8.86,61.465,2.0348999999999998e-05,3.781951471347444e-05
1543322831.0,582,2,67.45,8.61,58.84,0.001691874,0.09228403636363636
1543323243.0,4166,4,70.445,8.51,61.935,0.012110562,0.05751718100263853
1543324653.5,2,1,69.845,8.21,61.635,5.814e-06,1.01456131846825e-05
1543325713.0,525,2,66.73,7.995,58.735,0.0015261749999999998,0.09811124999999998
1543326096.0,3801,4,69.98,7.92,62.06,0.011049507,0.05602566929577465
1543327506.0,0,1,70.455,7.875,62.58,0.0,0.0
1543328589.0,525,2,68.395,7.905,60.49,0.0015261749999999998,0.09811124999999998
1543328972.0,3877,4,71.035,7.965,63.07,0.011270439,0.05714588788732394
1543330395.5,0,1,70.56,8.065,62.495,0.0,0.0
1543331492.5,535,2,68.155,8.105,60.05,0.001555245,0.09822600000000001
1543331875.5,3726,4,70.465,8.025,62.44,0.010831482,0.05499765190409027
1543333385.0,232,1,69.635,7.715,61.92,0.000674424,0.0010510503896103895
1543334567.0,411,2,66.73,7.47,59.26,0.001194777,0.0796518
1543334918.5,3573,4,70.185,7.365,62.82,0.010386711,0.05761503790446841
1543336574.5,6,1,70.665,6.87,63.795,1.7442e-05,2.3579121291776193e-05
1543337933.5,520,2,67.21,6.46,60.75,0.0015116399999999999,0.09894370909090909
1543338358.5,4377,4,69.97,6.52,63.45,0.012723939,0.05761783698113208
1543339724.0,3,1,69.73,6.785,62.945,8.721e-06,1.6216735537190083e-05
1543340719.0,516,2,66.97,6.985,59.985,0.001500012,0.1000008
1543341107.5,3976,4,70.22,7.06,63.16,0.011558232,0.057551362655601665
1543342485.0,4,1,70.455,6.905,63.55,1.1628e-05,2.0600787401574802e-05
1543343529.0,525,2,67.445,6.675,60.77,0.0015261749999999998,0.09811124999999998
1543343921.5,4009,4,71.075,6.58,64.495,0.011654162999999999,0.05755142222222222
1543345922.0,3,1,72.025,6.79,65.235,8.721e-06,9.59523227383863e-06
1543347586.0,531,2,68.04,7.095,60.945,0.001543617,0.09923252142857143
1543347977.0,3992,4,71.205,7.23,63.975,0.011604744,0.05754418512396694
1543352664.5,5,1,72.03,10.915,61.115,1.4534999999999999e-05,6.049947970863683e-06
1543357017.5,540,2,68.275,14.465,53.81,0.00156978,0.099144
1543357401.5,3826,4,71.655,14.37,57.285,0.011122182,0.056314845569620256
1543360062.0,8,1,72.01,13.29,58.72,2.3256e-05,1.8160867678958785e-05
1543362394.0,531,2,68.745,12.285,56.46,0.001543617,0.1029078
1543362801.5,4186,4,72.695,12.06,60.635,0.012168702,0.05756547595269382
1543364528.0,5,1,71.515,10.975,60.54,1.4534999999999999e-05,1.9437592867756313e-05
1543365901.0,520,2,67.445,10.085,57.36,0.0015116399999999999,0.10077599999999999
1543366314.5,4251,4,71.89,9.815,62.075,0.012357657,0.05755183078913325
1543367859.5,2,1,72.01,9.195,62.815,5.814e-06,9.033405265429434e-06
1543369045.0,521,2,68.395,8.825,59.57,0.001514547,0.1009698
1543369440.0,4052,4,71.245,8.71,62.535,0.011779164,0.057615476086956524
1543371067.0,1,1,70.655,8.46,62.195,2.907e-06,4.156155679110405e-06
1543372353.5,516,2,66.73,8.32,58.41,0.001500012,0.09818260363636364
1543372766.5,4239,4,70.5,8.3,62.2,0.012322772999999999,0.05753823968871594
1543374214.0,0,1,70.86,7.91,62.95,0.0,0.0
1543375303.0,521,2,67.68,7.525,60.155,0.001514547,0.1009698
1543375706.0,4137,4,72.015,7.3,64.715,0.012026259,0.057572516489361694
1543377151.5,4,1,70.825,6.565,64.26,1.1628e-05,1.9570266479663393e-05
1543378248.5,516,2,67.205,6.03,61.175,0.001500012,0.09818260363636364
1543378656.0,4179,4,71.245,5.89,65.355,0.012148352999999999,0.05754482999999999
1543380083.0,3,1,71.595,5.39,66.205,8.721e-06,1.4993123209169054e-05
1543381157.5,521,2,68.39,5.015,63.375,0.001514547,0.09913398545454545
1543381554.5,4069,4,70.89,4.95,65.94,0.011828583,0.057622325845737475
1543382934.5,6,1,70.775,4.74,66.035,1.7442e-05,3.10693715982187e-05
1543383972.0,510,2,67.685,4.585,63.1,0.00148257,0.098838
1543384373.0,4112,4,71.11,4.525,66.585,0.011953584,0.057530618181818184
1543385827.5,11,1,71.11,4.15,66.96,3.1976999999999996e-05,5.327033780657103e-05
1543386935.0,521,2,67.445,3.82,63.625,0.001514547,0.1009698
1543387334.0,4091,4,70.425,3.7,66.725,0.011892537,0.057544533870967744
1543388660.0,239,1,71.02,3.335,67.685,0.000694773,0.0013108924528301888
1543389642.0,403,2,67.925,3.07,64.855,0.001171521,0.07531206428571428
1543390058.5,4273,4,71.875,2.965,68.91,0.012421610999999999,0.05755186563706564
1543391368.0,3,1,71.755,2.69,69.065,8.721e-06,1.7044299674267102e-05
1543392317.0,530,2,67.45,2.51,64.94,0.0015407099999999998,0.09904564285714285
1543392729.5,4230,4,70.775,2.55,68.225,0.01229661,0.05756540442132639
1543393984.5,62,1,71.13,2.68,68.45,0.00018023399999999998,0.00037268374497415274
1543394876.0,436,4,67.805,2.77,65.035,0.0012674519999999999,0.10863874285714285
1543394909.5,143,2,66.125,2.77,63.355,0.000415701,0.059860944
1543395290.5,4051,4,69.785,2.8,66.985,0.011776257,0.057523100678426045
1543396457.5,470,2,71.11,2.67,68.44,0.00136629,0.0030799273638071386
1543397688.0,4749,4,70.995,2.425,68.57,0.013805343,0.05752226249999999
1543398882.5,4,1,70.635,2.195,68.44,1.1628e-05,2.7449704918032784e-05
1543399665.5,436,4,66.73,2.05,64.68,0.0012674519999999999,0.11128846829268291
1543399699.0,143,2,66.13,2.045,64.085,0.000415701,0.057558599999999994
1543400158.5,4908,4,70.035,1.975,68.06,0.014267555999999999,0.057517582978723406
1543401364.0,2,1,71.465,1.795,69.67,5.814e-06,1.3788142292490117e-05
1543402144.0,437,2,67.92,1.68,66.24,0.001270359,0.10888791428571427
1543402640.0,5139,4,70.435,1.655,68.78,0.014939072999999999,0.056611223999999995
1543403827.0,0,1,70.315,1.735,68.58,0.0,0.0
1543404559.5,436,4,65.88,1.845,64.035,0.0012674519999999999,0.11128846829268291
1543404593.0,143,2,66.0,1.85,64.15,0.000415701,0.057558599999999994
1543405096.5,5317,4,70.325,1.925,68.4,0.015456518999999998,0.05672117064220183
1543406279.0,3,1,69.605,1.99,67.615,8.721e-06,2.2684682080924858e-05
1543407007.0,597,2,66.49,1.97,64.52,0.0017354789999999998,0.08677394999999999
1543407548.5,5303,4,68.5,1.835,66.665,0.015415821,0.05489313115727003
1543408726.0,109,1,68.02,1.54,66.48,0.00031686299999999996,0.0008487401785714285
1543409434.0,547,2,66.37,1.36,65.01,0.001590129,0.07950645
1543409991.5,5681,4,69.175,1.335,67.84,0.016514667,0.05700172694151486
1543411177.0,35,1,68.935,1.455,67.48,0.000101745,0.0002758147590361446
1543411876.5,586,2,66.25,1.595,64.655,0.001703502,0.08637474929577464
1543412434.0,5470,4,68.025,1.705,66.32,0.01590129,0.05483203448275862
1543413611.5,313,1,68.505,2.01,66.495,0.0009098909999999999,0.0024985565217391305
1543414303.0,450,2,67.92,2.225,65.695,0.00130815,0.0654075
1543414853.0,5597,4,70.69,2.445,68.245,0.016270479,0.05697833112840467
1543416031.0,298,1,69.98,2.915,67.065,0.000866286,0.002348365662650602
1543416731.0,461,2,67.21,3.195,64.015,0.001340127,0.06700635
1543417307.5,5947,4,69.99,3.15,66.84,0.017287929,0.05757312155411656
1543418515.0,6,1,69.63,2.79,66.84,1.7442e-05,4.706986506746627e-05
1543419217.5,597,2,66.49,2.475,64.015,0.0017354789999999998,0.08799611830985915
1543419825.0,6289,4,68.945,2.2,66.745,0.018282123,0.0575311562937063
1543421028.0,3,1,68.34,2.17,66.17,8.721e-06,2.4877654516640253e-05
1543421695.0,588,2,65.645,2.43,63.215,0.001709316,0.08546580000000001
1543422279.5,6027,4,70.275,2.87,67.405,0.017520489,0.05749659106654513
1543423491.5,113,1,70.155,3.78,66.375,0.000328491,0.0008911587038432555
1543424191.0,540,2,66.25,4.305,61.945,0.00156978,0.078489
1543424748.5,5698,4,69.4,4.655,64.745,0.016564086,0.057172300671140944
1543425889.5,0,1,68.675,5.355,63.32,0.0,0.0
1543426537.0,505,2,65.645,5.745,59.9,0.001468035,0.09437367857142856
1543427131.5,6226,4,70.275,6.1,64.175,0.018098982,0.05750779805825243
1543428368.0,1,1,70.035,6.4,63.635,2.907e-06,7.809850746268657e-06
1543429074.0,593,2,66.25,6.35,59.9,0.001723851,0.08619255
1543429640.0,5825,4,70.195,6.21,63.985,0.016933274999999998,0.057509235849056595
1543430825.5,388,1,69.23,5.915,63.315,0.0011279159999999999,0.0030972521739130432
1543431509.0,321,2,66.125,5.745,60.38,0.000933147,0.05998802142857143
1543432098.0,6167,4,70.21,5.785,64.425,0.017927468999999998,0.0575212909090909
1543433330.5,530,2,70.92,5.895,65.025,0.0015407099999999998,0.004129974683544303
1543434590.0,6464,4,70.92,6.02,64.9,0.018790848,0.057523004081632655
1543435799.5,3,1,69.005,6.295,62.71,8.721e-06,2.5257924376508445e-05
1543436448.5,494,2,65.04,6.52,58.52,0.001436058,0.09399652363636364
1543437064.5,6465,4,68.905,6.735,62.17,0.018793755,0.05748302293967714
1543438316.5,210,1,69.27,7.16,62.11,0.00061047,0.0016561356443104748
1543439008.0,397,2,65.28,7.39,57.89,0.001154079,0.07419079285714286
1543439564.0,5807,4,68.77,7.53,61.24,0.016880949,0.057548689772727264
1543440696.5,4,1,69.26,7.815,61.445,1.1628e-05,3.4624317617866e-05
1543441337.5,593,2,66.13,7.975,58.155,0.001723851,0.08501183013698631
1543441804.5,4740,4,70.075,8.09,61.985,0.013779179999999999,0.057613296167247384
1543444121.5,32,1,70.91,8.67,62.24,9.3024e-05,8.875865359130664e-05
1543446044.0,628,2,67.925,9.15,58.775,0.0018255959999999999,0.0912798
1543446477.0,4367,4,71.22,9.26,61.96,0.012694869,0.057558599999999994
1543447646.5,46,1,70.86,9.55,61.31,0.000133722,0.0003115852427184466
1543448454.5,608,2,66.25,9.75,56.5,0.001767456,0.08961748732394366
1543448947.0,5022,4,69.595,9.875,59.72,0.014598953999999999,0.05750135054704594
1543450136.0,4,1,70.075,10.015,60.06,1.1628e-05,2.859344262295082e-05
