Stove Type,Laser 73/730,Latitude,64.91331,Longitude,-147.602,Square Footage,576,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1550398283.0,2,35557,73.98,2.1,71.88
1550416103.0,4,194953,81.69,3.67,78.02
1550426129.0,1,194957,71.74,8.47,63.27
1550426170.0,2,195576,72.42,8.52,63.9
1550426354.0,1,197240,71.97,8.73,63.24
1550426533.0,2,199957,76.61,8.92,67.69
1550432030.0,4,249061,76.83,14.49,62.34
1550435729.0,2,249683,72.87,18.22,54.65
1550435907.0,1,251294,68.51,18.4,50.11
1550436119.0,2,254502,75.74,18.62,57.12
1550441306.0,4,301013,79.6,22.07,57.53
1550444772.0,1,301017,69.21,23.04,46.17
1550444827.0,2,301757,66.85,23.04,43.81
1550444995.0,1,303278,68.51,23.06,45.45
1550445188.0,2,306201,75.52,23.08,52.44
1550449659.0,4,346299,75.08,22.7,52.38
1550453866.0,1,346300,70.83,21.24,49.59
1550453907.0,2,346911,70.37,21.23,49.14
1550454090.0,1,348563,71.74,21.17,50.57
1550454273.0,2,351343,74.65,21.12,53.53
1550458570.0,4,389559,75.08,17.64,57.44
1550462939.0,1,389559,66.61,18.54,48.07
1550462980.0,2,390176,64.67,18.57,46.1
1550463163.0,1,391839,71.97,18.71,53.26
1550463339.0,2,394499,77.04,18.84,58.2
1550467500.0,4,431824,75.08,21.21,53.87
1550471896.0,1,431826,67.09,21.97,45.12
1550471935.0,2,432422,68.75,21.97,46.78
1550472120.0,1,434090,75.08,21.99,53.09
1550472326.0,2,437233,75.3,22.01,53.29
1550478480.0,4,492389,76.61,22.46,54.15
1550482878.0,1,492393,70.14,22.46,47.68
1550482926.0,2,493067,75.3,22.46,52.84
1550483103.0,1,494671,71.74,22.46,49.28
1550483283.0,2,497405,71.29,22.46,48.83
1550488289.0,4,542288,75.74,22.57,53.17
1550494419.0,1,542290,68.04,21.8,46.24
1550494461.0,2,542928,71.06,21.79,49.27
1550494645.0,1,544600,71.97,21.76,50.21
1550494847.0,2,547661,74.42,21.73,52.69
1550499073.0,4,585563,77.26,21.17,56.09
1550503776.0,1,585565,70.6,20.84,49.76
1550503818.0,2,586203,72.65,20.84,51.81
1550504003.0,1,587875,75.08,20.82,54.26
1550504205.0,2,590952,70.6,20.8,49.8
1550508227.0,4,627018,75.96,20.66,55.3
1550512635.0,1,627020,75.08,21.0,54.08
1550512679.0,2,627671,74.65,21.01,53.64
1550512860.0,1,629312,71.52,21.03,50.49
1550513055.0,2,632263,73.32,21.07,52.25
