Stove Type,Laser 73/730,Latitude,64.89185,Longitude,-147.755,Square Footage,760,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1544463322.0,0,2,66.01,-3.5,69.51,0.0,0.0
1544463430.0,376,1,66.01,-3.485,69.495,0.0012663680000000001,0.09497760000000001
1544463481.5,818,2,42.86,-3.475,46.335,0.002755024,0.18032884363636364
1544463531.5,190,4,48.22,-3.47,51.69,0.00063992,0.0511936
1544465004.5,1,1,71.37,-2.835,74.205,3.368e-06,4.1795243019648395e-06
1544466477.0,622,2,66.25,-2.19,68.44,0.002094896,0.17140058181818185
1544466589.0,1444,1,66.01,-2.12,68.13,0.004863392,0.09726784000000001
1544466800.5,3618,2,68.355,-1.98,70.335,0.012185424,0.1805248
1544469548.0,41921,4,71.29,-0.59,71.88,0.14118992800000002,0.09677908240670222
1544473788.0,3,1,69.065,1.125,67.94,1.0104e-05,1.1268401486988847e-05
1544475425.0,634,2,66.37,1.535,64.835,0.0021353120000000003,0.1671113739130435
1544475537.0,1426,1,65.89,1.57,64.32,0.004802768000000001,0.09713463370786518
1544475744.5,3528,2,68.47,1.675,66.795,0.011882304000000002,0.18049069367088608
1544479762.5,62227,4,63.01,2.12,60.89,0.209580536,0.09674188095909732
1544485096.0,3,1,54.025,2.215,51.81,1.0104e-05,1.268284518828452e-05
1544486553.0,645,2,53.03,1.94,51.09,0.00217236,0.17001078260869565
1544486665.5,1434,1,52.305,1.94,50.365,0.004829712,0.09713387262569832
1544486877.5,3652,2,52.45,1.94,50.51,0.012299936000000001,0.18073375346938775
1544488554.5,24827,4,53.455,1.92,51.535,0.083617336,0.09682290434223223
1544491084.0,3,1,53.455,1.56,51.895,1.0104e-05,1.8653538461538462e-05
1544492082.0,595,2,53.03,1.21,51.82,0.00200396,0.15683165217391304
1544492191.0,1379,1,52.74,1.17,51.57,0.004644472,0.09720987906976744
1544492401.0,3693,2,52.305,1.1,51.205,0.012438024,0.18055196129032258
1544496969.5,70913,4,52.595,-0.705,53.3,0.238834984,0.09672695943300709
1544502816.0,3,1,53.03,-2.26,55.29,1.0104e-05,1.2972325249643365e-05
1544504241.5,636,2,53.315,-2.045,55.36,0.002142048,0.16407176170212767
1544504354.0,1430,1,52.88,-2.035,54.915,0.00481624,0.0974071011235955
1544504572.5,3863,2,52.305,-2.055,54.36,0.013010584,0.1808420942084942
1544508202.5,55858,4,53.45,-3.155,56.605,0.18812974400000002,0.09673861996857593
1544513247.0,356,1,54.165,-4.925,59.09,0.001199008,0.0013978072538860106
1544514814.0,473,2,53.455,-5.63,59.085,0.0015930640000000002,0.12467457391304348
1544514914.0,1238,1,53.03,-5.675,58.705,0.0041695840000000005,0.09747079480519481
1544515108.5,3498,2,53.455,-5.75,59.205,0.011781264000000001,0.18047893787234046
1544517159.5,30866,4,54.165,-4.925,59.09,0.103956688,0.09677891823118698
1544520637.5,120,1,53.74,-4.37,58.11,0.00040416000000000003,0.0004710184525736485
1544522205.0,554,2,53.175,-4.685,57.86,0.0018658720000000002,0.14602476521739133
