Stove Type,M422,Latitude,64.83723,Longitude,-148.027,Square Footage,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
978393762.0,4,2456935,12401
978393775.0,4,79688,10592
978394113.0,-1,-1,12699
978394126.0,-1,-1,10535
978394453.0,-1,-1,10312
978394634.0,2,2456942,12930
978394793.0,-1,-1,10592
978394933.0,4,2459676,11637
978394963.0,3,2459896,11770
978395093.0,-1,-1,10479
978395151.0,4,2461285,11637
978395394.0,-1,-1,10423
978395482.0,-1,-1,12045
978395694.0,-1,-1,10535
978395782.0,-1,-1,12549
978395995.0,-1,-1,10479
978396082.0,-1,-1,12257
978396295.0,-1,-1,10479
978396383.0,-1,-1,12624
978396456.0,2,2461287,12930
978396595.0,-1,-1,10367
978396756.0,4,2464027,12115
978396786.0,3,2464248,11704
978396896.0,-1,-1,10423
978396980.0,4,2465681,11506
978397196.0,-1,-1,10367
978397311.0,-1,-1,12115
978397497.0,-1,-1,10257
978397611.0,-1,-1,12475
978397797.0,-1,-1,10257
978397911.0,-1,-1,12852
978398098.0,-1,-1,10423
978398201.0,2,2465684,12930
978398398.0,-1,-1,10423
978398501.0,4,2468424,11975
978398531.0,3,2468645,11906
978398679.0,4,2469738,11704
978398699.0,-1,-1,10367
978398999.0,-1,-1,10312
978399009.0,-1,-1,12185
978399300.0,-1,-1,10149
978399310.0,-1,-1,12401
978399600.0,-1,-1,10535
978399610.0,-1,-1,12624
978399900.0,-1,-1,10203
978399911.0,-1,-1,12549
978400098.0,2,2469743,12475
978400201.0,-1,-1,10203
978400398.0,4,2472483,11704
978400427.0,3,2472703,11770
978400501.0,-1,-1,10149
978400627.0,4,2474172,11571
978400802.0,-1,-1,10203
978400957.0,-1,-1,11906
978401102.0,-1,-1,10257
978401258.0,-1,-1,12549
978401403.0,-1,-1,10149
978401558.0,-1,-1,12775
978401703.0,-1,-1,10149
978401859.0,-1,-1,12775
978402003.0,2,2474175,12852
978402004.0,-1,-1,10423
978402302.0,4,2476915,11838
978402304.0,-1,-1,10479
978402332.0,3,2477135,11571
978402465.0,4,2478116,11506
978402604.0,-1,-1,10423
978402796.0,-1,-1,12185
978402905.0,-1,-1,10257
978403096.0,-1,-1,12624
978403205.0,-1,-1,10479
978403397.0,-1,-1,12624
978403506.0,-1,-1,10203
978403697.0,-1,-1,12775
978403806.0,-1,-1,10367
978403856.0,2,2478119,12775
978404107.0,-1,-1,10257
978404156.0,3,2480863,12045
978404363.0,4,2482388,11506
978404407.0,-1,-1,10203
978404694.0,-1,-1,12045
978404708.0,-1,-1,10149
978404994.0,-1,-1,12549
978405008.0,-1,-1,10312
978405309.0,-1,-1,10203
978405595.0,-1,-1,12699
978405609.0,-1,-1,10096
978405769.0,2,2482389,12624
978405909.0,-1,-1,10203
978406069.0,4,2485129,12045
978406099.0,3,2485350,11770
978406210.0,-1,-1,10149
978406244.0,4,2486415,11441
978406510.0,-1,-1,10257
978406574.0,-1,-1,11975
978406811.0,-1,-1,10312
978406875.0,-1,-1,12624
978407111.0,-1,-1,10149
978407175.0,-1,-1,12699
978407412.0,-1,-1,10257
978407475.0,-1,-1,12699
978407579.0,2,2486419,12775
978407712.0,-1,-1,10203
978407879.0,4,2489159,11906
978407909.0,3,2489380,11770
978408070.0,-1,-1,10423
978408119.0,4,2490694,11506
978408392.0,-1,-1,10096
978408527.0,-1,-1,12549
978408720.0,-1,-1,10149
978408878.0,-1,-1,12624
978409050.0,-1,-1,10149
978409182.0,-1,-1,12852
978409351.0,-1,-1,10149
978409432.0,2,2490696,12852
978409651.0,-1,-1,10203
978409732.0,4,2493436,11975
978409762.0,3,2493656,11838
978409934.0,4,2494930,11571
978409952.0,-1,-1,10149
978410252.0,-1,-1,10149
978410265.0,-1,-1,12115
978410552.0,-1,-1,9887
978410565.0,-1,-1,12549
978410853.0,-1,-1,9887
978410866.0,-1,-1,12624
978411153.0,-1,-1,10043
978411166.0,-1,-1,12775
978411274.0,2,2494932,12624
978411454.0,-1,-1,10096
978411574.0,4,2497672,12045
978411604.0,3,2497892,11704
978411754.0,-1,-1,10149
978411820.0,4,2499489,11637
978412055.0,-1,-1,10043
978412151.0,-1,-1,12045
978412355.0,-1,-1,9938
978412451.0,-1,-1,12624
978412656.0,-1,-1,10149
978412752.0,-1,-1,12699
978412956.0,-1,-1,10043
978413052.0,-1,-1,12699
978413191.0,2,2499491,12699
978413257.0,-1,-1,10043
978413491.0,3,2502235,11838
978413557.0,-1,-1,9990
978413706.0,4,2503816,11506
978413857.0,-1,-1,9938
978414036.0,-1,-1,12185
978414158.0,-1,-1,9990
978414337.0,-1,-1,12475
978414458.0,-1,-1,9990
978414637.0,-1,-1,12699
978414759.0,-1,-1,9938
978414938.0,-1,-1,12775
978414997.0,2,2503819,12775
978415059.0,-1,-1,9938
978415297.0,3,2506563,11975
978415360.0,-1,-1,9887
978415587.0,4,2508704,11704
978415660.0,-1,-1,9835
978415918.0,-1,-1,12115
978415961.0,-1,-1,9835
978416218.0,-1,-1,12329
978416261.0,-1,-1,9938
978416519.0,-1,-1,12624
978416561.0,-1,-1,9835
978416819.0,-1,-1,12775
978416862.0,-1,-1,9835
978416878.0,2,2508706,12775
978417162.0,-1,-1,9487
978417178.0,4,2511446,11838
978417208.0,3,2511667,11704
978417362.0,4,2512804,11441
978417463.0,-1,-1,9784
978417693.0,-1,-1,12115
978417763.0,-1,-1,9835
978417993.0,-1,-1,12401
978418064.0,-1,-1,9835
978418293.0,-1,-1,12549
978418364.0,-1,-1,9887
978418588.0,2,2512804,13248
978418665.0,-1,-1,9887
978418888.0,3,2515548,11975
978418965.0,-1,-1,9887
978419169.0,4,2517617,11571
978419266.0,-1,-1,9784
978419500.0,-1,-1,12185
978419566.0,-1,-1,9784
978419800.0,-1,-1,12624
978419866.0,-1,-1,9734
978420101.0,-1,-1,12775
978420167.0,-1,-1,9734
978420401.0,-1,-1,12699
978420431.0,2,2517733,12624
978420467.0,-1,-1,9835
978420718.0,3,2520361,11906
978420768.0,-1,-1,9835
978420932.0,4,2521938,11441
978421068.0,-1,-1,9835
978421263.0,-1,-1,12401
978421369.0,-1,-1,9684
978421563.0,-1,-1,12549
