Stove Type,Laser 73/730,Latitude,64.89185,Longitude,-147.755,Square Footage,760,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1544463238.0,2,0,65.89,-3.51,69.4
1544463406.0,2,0,66.13,-3.49,69.62
1544463454.0,1,376,65.89,-3.48,69.37
1544463509.0,2,1194,19.83,-3.47,23.3
1544463554.0,4,1384,76.61,-3.47,80.08
1544466455.0,1,1385,66.13,-2.2,68.33
1544466499.0,2,2007,66.37,-2.18,68.55
1544466679.0,1,3451,65.65,-2.06,67.71
1544466922.0,2,7069,71.06,-1.9,72.96
1544472174.0,4,48990,71.52,0.72,70.8
1544475402.0,1,48993,66.61,1.53,65.08
1544475448.0,2,49627,66.13,1.54,64.59
1544475626.0,1,51053,65.65,1.6,64.05
1544475863.0,2,54581,71.29,1.75,69.54
1544483662.0,4,116808,54.73,2.49,52.24
1544486530.0,1,116811,53.32,1.94,51.38
1544486576.0,2,117456,52.74,1.94,50.8
1544486755.0,1,118890,51.87,1.94,49.93
1544487000.0,2,122542,53.03,1.94,51.09
1544490109.0,4,147369,53.88,1.9,51.98
1544492059.0,1,147372,53.03,1.22,51.81
1544492105.0,2,147967,53.03,1.2,51.83
1544492277.0,1,149346,52.45,1.14,51.31
1544492525.0,2,153039,52.16,1.06,51.1
1544501414.0,4,223952,53.03,-2.47,55.5
1544504218.0,1,223955,53.03,-2.05,55.08
1544504265.0,2,224591,53.6,-2.04,55.64
1544504443.0,1,226021,52.16,-2.03,54.19
1544504702.0,2,229884,52.45,-2.08,54.53
1544511703.0,4,285742,54.45,-4.23,58.68
1544514791.0,1,286098,53.88,-5.62,59.5
1544514837.0,2,286571,53.03,-5.64,58.67
1544514991.0,1,287809,53.03,-5.71,58.74
1544515226.0,2,291307,53.88,-5.79,59.67
1544519093.0,4,322173,54.45,-4.06,58.51
1544522182.0,1,322293,53.03,-4.68,57.71
1544522228.0,2,322847,53.32,-4.69,58.01
1544522393.0,1,324180,53.88,-4.72,58.6
1544522621.0,2,327569,54.73,-4.81,59.54
1544526188.0,4,356048,56.12,-6.15,62.27
1544529653.0,1,356467,53.88,-5.87,59.75
1544529847.0,1,358100,54.17,-5.45,59.62
1544530088.0,2,361681,55.01,-4.93,59.94
1544534377.0,4,395921,56.67,1.47,55.2
1544537765.0,1,396079,54.73,1.1,53.63
1544537810.0,2,396615,55.29,1.11,54.18
1544537974.0,1,397930,56.67,1.15,55.52
