Stove type: Laser 56/560,,Latitude of the PUMA device location,[64.86369],Longitude of the PUMA device location,[-147.67],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1545053086.0,2,16,0,0.0,0.0,56.12,-9.91,66.03
1545053433.0,-1,-1,0,0.0,0.0,64.18,-9.94,74.12
1545053733.0,-1,-1,0,0.0,0.0,64.92,-9.97,74.89
1545054033.0,-1,-1,0,0.0,0.0,65.16,-10.0,75.16
1545054333.0,-1,-1,0,0.0,0.0,64.92,-10.03,74.95
1545054633.0,-1,-1,0,0.0,0.0,63.19,-10.06,73.25
1545054933.0,-1,-1,0,0.0,0.0,63.44,-10.09,73.53
1545055233.0,-1,-1,0,0.0,0.0,64.43,-10.12,74.55
1545055533.0,-1,-1,0,0.0,0.0,67.33,-10.17,77.5
1545055833.0,-1,-1,0,0.0,0.0,63.69,-10.21,73.9
1545056133.0,-1,-1,0,0.0,0.0,63.44,-10.26,73.7
1545056433.0,-1,-1,0,0.0,0.0,64.18,-10.3,74.48
1545056733.0,-1,-1,0,0.0,0.0,65.16,-10.35,75.51
1545057033.0,-1,-1,0,0.0,0.0,65.4,-10.39,75.79
1545057333.0,-1,-1,0,0.0,0.0,64.92,-10.44,75.36
1545057633.0,-1,-1,0,0.0,0.0,64.43,-10.48,74.91
1545057933.0,-1,-1,0,0.0,0.0,65.16,-10.53,75.69
1545057980.0,1,26941,26925,0.07827097499999999,5.995223617021276,60.64,-10.54,71.18
1545058026.0,0,27504,563,0.0016366409999999999,0.12808494782608695,62.94,-10.54,73.48
1545058371.0,-1,-1,0,0.0,0.0,63.19,-10.6,73.79
1545058426.0,1,33831,6327,0.018392589,1.2038785527272726,64.67,-10.6,75.27
1545058772.0,-1,-1,0,0.0,0.0,64.67,-10.66,75.33
1545059072.0,-1,-1,0,0.0,0.0,65.4,-10.74,76.14
1545059371.0,-1,-1,0,0.0,0.0,65.16,-10.83,75.99
1545059420.0,2,44121,10290,0.02991303,2.197692,67.57,-10.85,78.42
1545059766.0,-1,-1,0,0.0,0.0,65.4,-10.95,76.35
1545060066.0,-1,-1,0,0.0,0.0,65.4,-11.04,76.44
1545060366.0,-1,-1,0,0.0,0.0,63.69,-11.13,74.82
1545060597.0,1,50570,6449,0.018747243,0.292164825974026,61.42,-11.2,72.62
1545060943.0,-1,-1,0,0.0,0.0,63.69,-11.3,74.99
1545061243.0,-1,-1,0,0.0,0.0,66.85,-11.39,78.24
1545061452.0,2,59599,9029,0.026247303,0.45210665454545457,66.37,-11.46,77.83
1545061798.0,-1,-1,0,0.0,0.0,61.93,-11.56,73.49
1545061845.0,1,61782,2183,0.006345981,0.4860751404255319,61.93,-11.57,73.5
1545062189.0,-1,-1,0,0.0,0.0,61.67,-11.68,73.35
1545062489.0,-1,-1,0,0.0,0.0,62.69,-11.74,74.43
1545062789.0,-1,-1,0,0.0,0.0,64.43,-11.74,76.17
1545063088.0,-1,-1,0,0.0,0.0,65.89,-11.74,77.63
1545063388.0,-1,-1,0,0.0,0.0,63.19,-11.74,74.93
1545063432.0,2,78517,16735,0.048648645,3.9803436818181814,66.61,-11.74,78.35
1545063777.0,-1,-1,0,0.0,0.0,65.89,-11.74,77.63
1545064076.0,-1,-1,0,0.0,0.0,67.33,-11.74,79.07
1545064376.0,-1,-1,0,0.0,0.0,64.43,-11.74,76.17
1545064675.0,-1,-1,0,0.0,0.0,63.19,-11.74,74.93
1545064975.0,-1,-1,0,0.0,0.0,66.37,-11.74,78.11
1545065275.0,-1,-1,0,0.0,0.0,65.4,-11.74,77.14
1545065574.0,-1,-1,0,0.0,0.0,64.18,-11.74,75.92
1545065874.0,-1,-1,0,0.0,0.0,65.4,-11.74,77.14
1545066174.0,-1,-1,0,0.0,0.0,65.4,-11.66,77.06
1545066474.0,-1,-1,0,0.0,0.0,65.65,-11.53,77.18
1545066773.0,-1,-1,0,0.0,0.0,64.18,-11.39,75.57
1545067073.0,-1,-1,0,0.0,0.0,65.89,-11.26,77.15
1545067373.0,-1,-1,0,0.0,0.0,65.89,-11.12,77.01
1545067673.0,-1,-1,0,0.0,0.0,65.89,-10.99,76.88
1545067972.0,-1,-1,0,0.0,0.0,66.37,-10.85,77.22
1545068272.0,-1,-1,0,0.0,0.0,64.67,-10.72,75.39
1545068572.0,-1,-1,0,0.0,0.0,67.8,-10.58,78.38
1545068872.0,-1,-1,0,0.0,0.0,63.93,-10.45,74.38
1545069171.0,-1,-1,0,0.0,0.0,63.69,-10.31,74.0
1545069471.0,-1,-1,0,0.0,0.0,65.89,-10.18,76.07
1545069771.0,-1,-1,0,0.0,0.0,66.61,-10.03,76.64
1545070071.0,-1,-1,0,0.0,0.0,63.19,-9.86,73.05
1545070371.0,-1,-1,0,0.0,0.0,65.89,-9.7,75.59
1545070670.0,-1,-1,0,0.0,0.0,66.13,-9.53,75.66
1545070970.0,-1,-1,0,0.0,0.0,63.93,-9.37,73.3
1545071270.0,-1,-1,0,0.0,0.0,64.67,-9.2,73.87
1545071570.0,-1,-1,0,0.0,0.0,62.94,-9.04,71.98
1545071870.0,-1,-1,0,0.0,0.0,66.85,-8.87,75.72
1545072169.0,-1,-1,0,0.0,0.0,62.43,-8.71,71.14
1545072469.0,-1,-1,0,0.0,0.0,63.19,-8.54,71.73
1545072769.0,-1,-1,0,0.0,0.0,66.13,-8.38,74.51
1545073069.0,-1,-1,0,0.0,0.0,63.69,-8.21,71.9
1545073368.0,-1,-1,0,0.0,0.0,63.93,-8.11,72.04
1545073668.0,-1,-1,0,0.0,0.0,63.19,-8.05,71.24
1545073968.0,-1,-1,0,0.0,0.0,65.16,-7.99,73.15
1545074268.0,-1,-1,0,0.0,0.0,66.61,-7.93,74.54
1545074568.0,-1,-1,0,0.0,0.0,64.18,-7.87,72.05
1545074867.0,-1,-1,0,0.0,0.0,65.16,-7.81,72.97
1545075167.0,-1,-1,0,0.0,0.0,64.43,-7.75,72.18
1545075467.0,-1,-1,0,0.0,0.0,65.89,-7.69,73.58
1545075767.0,-1,-1,0,0.0,0.0,64.18,-7.63,71.81
1545076066.0,-1,-1,0,0.0,0.0,64.43,-7.57,72.0
1545076366.0,-1,-1,0,0.0,0.0,64.43,-7.51,71.94
1545076666.0,-1,-1,0,0.0,0.0,63.44,-7.45,70.89
1545076987.0,-1,-1,0,0.0,0.0,64.67,-7.39,72.06
1545077287.0,-1,-1,0,0.0,0.0,65.16,-7.35,72.51
1545077587.0,-1,-1,0,0.0,0.0,64.43,-7.3,71.73
1545077887.0,-1,-1,0,0.0,0.0,64.18,-7.26,71.44
1545078187.0,-1,-1,0,0.0,0.0,63.44,-7.21,70.65
1545078487.0,-1,-1,0,0.0,0.0,67.09,-7.17,74.26
1545078787.0,-1,-1,0,0.0,0.0,67.09,-7.12,74.21
1545079087.0,-1,-1,0,0.0,0.0,63.19,-7.08,70.27
1545079386.0,-1,-1,0,0.0,0.0,63.69,-7.03,70.72
1545079686.0,-1,-1,0,0.0,0.0,64.18,-6.99,71.17
1545079986.0,-1,-1,0,0.0,0.0,64.67,-6.94,71.61
1545080286.0,-1,-1,0,0.0,0.0,61.42,-6.9,68.32
1545080586.0,-1,-1,0,0.0,0.0,63.93,-6.83,70.76
