Stove Type,M2200,Latitude,64.85885,Longitude,-147.962,Square Footage,1318,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1544203541.0,4,488699,72.87,21.46,51.41
1544206082.0,2,488699,70.6,21.56,49.04
1544206391.0,4,490348,70.37,21.56,48.81
1544206462.0,1,490927,70.83,21.56,49.27
1544206520.0,2,491309,71.52,21.56,49.96
1544206691.0,4,492297,72.42,21.56,50.86
1544206762.0,3,492627,72.65,21.56,51.09
1544207134.0,4,494267,73.98,21.56,52.42
1544211319.0,2,494268,70.83,21.56,49.27
1544211629.0,1,495922,70.14,21.56,48.58
1544211899.0,4,498132,70.83,21.56,49.27
1544211925.0,2,498283,71.29,21.56,49.73
1544212057.0,3,499051,72.87,21.56,51.31
1544212097.0,4,499235,73.98,21.56,52.42
1544462768.0,4,517828,72.19,-3.58,75.77
1544464404.0,2,517996,70.6,-3.34,73.94
1544464671.0,4,519417,68.28,-3.3,71.58
1544464734.0,0,520004,68.04,-3.29,71.33
1544465267.0,1,525571,69.91,-2.98,72.89
1544465797.0,2,529916,71.06,-2.63,73.69
1544645115.0,4,971832,70.14,6.13,64.01
1544647020.0,2,971834,69.21,5.37,63.84
1544647319.0,1,973424,68.28,5.25,63.03
1544647389.0,0,974089,69.45,5.22,64.23
1544647725.0,1,977603,69.91,5.09,64.82
1544648743.0,4,985946,70.37,4.87,65.5
1544648814.0,2,986357,70.6,4.88,65.72
1544655911.0,3,1027501,70.83,3.57,67.26
1545155696.0,4,985946,69.68,0.84,68.84
1545156049.0,2,985989,69.91,0.86,69.05
1545156745.0,1,989899,68.98,0.9,68.08
1545157158.0,2,993233,70.6,0.92,69.68
1545158546.0,4,1001280,69.21,0.99,68.22
1545158605.0,1,1001762,69.68,0.99,68.69
1545158910.0,4,1004258,70.37,1.01,69.36
1545158946.0,2,1004467,70.37,1.01,69.36
1545164732.0,3,1038008,72.42,1.48,70.94
1545171457.0,2,1069370,69.68,1.63,68.05
1545171570.0,4,1070022,70.6,1.64,68.96
1545171633.0,3,1070315,70.83,1.64,69.19
1545172711.0,2,1075336,69.68,1.7,67.98
1545173344.0,4,1079006,70.14,1.73,68.41
1545173399.0,3,1079262,69.91,1.73,68.18
1548429704.0,4,1171093,77.47,21.52,55.95
1548432614.0,2,1171094,71.52,23.57,47.95
1548432924.0,4,1172746,71.52,23.68,47.84
1548432950.0,1,1172957,71.52,23.69,47.83
1548433270.0,4,1175586,73.09,23.8,49.29
1548433306.0,2,1175794,73.09,23.82,49.27
1548433758.0,3,1178415,74.21,23.98,50.23
1548434085.0,4,1175586,75.52,24.09,51.43
1548436456.0,2,1175589,72.42,25.01,47.41
1548437071.0,4,1179009,73.54,25.28,48.26
1548437097.0,3,1179130,73.54,25.29,48.25
1548441247.0,4,1198448,74.65,26.75,47.9
1548443609.0,2,1198448,72.87,27.18,45.69
1548443917.0,1,1200088,72.42,27.2,45.22
1548444005.0,4,1200813,72.87,27.2,45.67
1548444041.0,2,1201021,72.87,27.2,45.67
1548444272.0,4,1202360,73.54,27.21,46.33
1548444298.0,3,1202481,73.98,27.21,46.77
1548445825.0,4,1209590,75.08,27.29,47.79
1550135991.0,2,1240038,68.75,-1.66,70.41
1550139987.0,1,1265458,63.44,-1.03,64.47
1550140849.0,4,1275249,68.04,-0.68,68.72
1550140889.0,2,1275501,69.21,-0.66,69.87
1550144072.0,1,1295597,62.18,0.19,61.99
1550144246.0,4,1297572,68.04,0.23,67.81
1550144290.0,2,1297850,70.37,0.24,70.13
1550145276.0,1,1304261,63.69,0.44,63.25
1550145961.0,2,1311940,69.68,0.55,69.13
1550148859.0,1,1330241,62.94,0.99,61.95
1550149173.0,4,1333802,66.61,1.04,65.57
1550149217.0,2,1334079,66.37,1.04,65.33
1550155531.0,4,1373948,62.94,1.63,61.31
1550155579.0,1,1374488,63.93,1.64,62.29
1550156177.0,4,1381280,68.04,1.73,66.31
1550156233.0,2,1381633,71.29,1.73,69.56
1550158430.0,2,1401753,64.67,1.76,62.91
1550159938.0,1,1411271,63.19,1.76,61.43
1550160468.0,4,1417296,67.8,1.78,66.02
1550160544.0,2,1417776,71.74,1.79,69.95
1550161282.0,1,1422432,62.43,1.82,60.61
1550162180.0,4,1432629,68.51,1.87,66.64
1550162220.0,2,1432881,70.6,1.87,68.73
1550163290.0,1,1439641,62.69,1.92,60.77
1550163892.0,4,1446473,68.51,2.03,66.48
1550163948.0,2,1446826,71.52,2.04,69.48
1550165175.0,1,1454572,62.43,2.41,60.02
1550165600.0,2,1459396,68.28,2.54,65.74
1550167901.0,4,1473929,61.93,3.48,58.45
1550167931.0,1,1474264,63.44,3.5,59.94
1550168474.0,4,1480424,67.09,3.85,63.24
1550168514.0,2,1480676,66.61,3.87,62.74
1550169633.0,1,1487743,62.18,4.6,57.58
1550170710.0,2,1499972,68.75,5.3,63.45
1550171567.0,1,1505381,62.94,5.78,57.16
1550172349.0,4,1514257,64.18,6.21,57.97
1550172389.0,2,1514508,65.4,6.23,59.17
1550173194.0,1,1519591,62.43,6.68,55.75
1550174019.0,4,1528957,64.67,7.13,57.54
1550174061.0,2,1529220,64.67,7.15,57.52
1550175448.0,1,1537980,61.93,7.39,54.54
1550175739.0,4,1541283,64.92,7.41,57.51
1550175769.0,2,1541472,65.4,7.41,57.99
1550176620.0,1,1546846,61.93,7.45,54.48
1550176775.0,4,1548605,64.43,7.46,56.97
1550176815.0,2,1548857,65.4,7.46,57.94
1550177054.0,1,1550367,60.9,7.47,53.43
1550177342.0,4,1553634,66.61,7.49,59.12
1550177372.0,2,1553823,67.09,7.49,59.6
1550178340.0,1,1559995,63.44,7.62,55.82
1550178452.0,4,1561266,65.16,7.66,57.5
1550178482.0,2,1561455,65.16,7.66,57.5
1550178877.0,1,1563951,61.16,7.78,53.38
1550178979.0,4,1565108,67.09,7.81,59.28
1550179019.0,2,1565360,66.61,7.83,58.78
1550180003.0,1,1571572,62.43,8.12,54.31
1550180166.0,4,1573423,66.61,8.17,58.44
1550180196.0,2,1573611,66.37,8.18,58.19
1550181704.0,4,1583131,61.93,8.63,53.3
1550181734.0,1,1583466,64.43,8.63,55.8
1550181786.0,4,1584061,67.09,8.65,58.44
1550181838.0,2,1584389,65.4,8.66,56.74
1550185311.0,4,1606318,60.13,9.48,50.65
1550185351.0,1,1606766,64.43,9.48,54.95
1550185406.0,4,1607397,67.09,9.47,57.62
1550185436.0,2,1607586,67.57,9.46,58.11
1550241795.0,4,1607397,70.14,-22.57,92.71
1550241933.0,1,1607397,69.68,-22.59,92.27
1550242241.0,4,1609883,68.75,-22.64,91.39
1550242281.0,2,1610135,68.04,-22.64,90.68
1550242320.0,1,1610459,67.57,-22.65,90.22
1550242926.0,2,1617329,71.52,-22.74,94.26
1550282364.0,4,1866359,70.83,-2.72,73.55
1550283064.0,1,1866362,68.51,-3.77,72.28
1550283372.0,4,1868832,70.6,-4.25,74.85
1550283412.0,2,1869084,70.37,-4.31,74.68
1550341033.0,4,2232920,70.83,0.04,70.79
1550345337.0,1,2232921,63.69,4.19,59.5
1550345667.0,4,2235648,70.37,4.68,65.69
1550345709.0,2,2235911,67.8,4.74,63.06
1550362318.0,1,2340791,64.92,8.28,56.64
1550362715.0,2,2345174,71.74,8.39,63.35
1550362782.0,4,2345599,72.65,8.41,64.24
1550363938.0,1,2345601,64.92,8.76,56.16
1550364452.0,4,2350412,71.06,8.92,62.14
1550364493.0,2,2350676,71.97,8.93,63.04
1550367518.0,1,2369775,64.18,9.02,55.16
1550368646.0,4,2382579,68.75,8.97,59.78
1550368686.0,2,2382832,70.83,8.97,61.86
1550368743.0,4,2383190,71.29,8.96,62.33
1550370253.0,1,2383193,64.67,8.96,55.71
1550371270.0,4,2393716,70.37,8.96,61.41
1550371310.0,2,2393968,71.74,8.96,62.78
1550371387.0,4,2394453,71.06,8.96,62.1
1550372413.0,1,2394456,65.16,8.96,56.2
1550373026.0,4,2400379,70.6,9.18,61.42
1550373070.0,2,2400657,71.29,9.19,62.1
1550374056.0,1,2406886,65.16,9.54,55.62
1550375530.0,4,2423615,69.45,10.06,59.39
1550375570.0,2,2423868,71.52,10.07,61.45
1550375618.0,4,2424176,71.52,10.09,61.43
1550377087.0,1,2424182,64.67,9.57,55.1
1550378144.0,4,2435156,70.6,8.93,61.67
1550378185.0,2,2435419,72.19,8.91,63.28
1550378253.0,4,2435845,71.74,8.87,62.87
1550379397.0,1,2435846,64.67,8.18,56.49
1550380719.0,4,2449821,69.91,7.16,62.75
1550380758.0,2,2450074,70.37,7.13,63.24
1550380845.0,4,2450618,70.83,7.06,63.77
1550382021.0,1,2450618,64.92,6.12,58.8
1550383316.0,4,2464288,69.91,5.19,64.72
1550383362.0,2,2464578,71.52,5.19,66.33
1550383433.0,4,2465028,71.52,5.19,66.33
1550384544.0,1,2465028,64.18,5.25,58.93
1550385923.0,4,2479659,69.91,5.32,64.59
1550385962.0,2,2479912,70.83,5.32,65.51
1550386076.0,4,2480632,70.83,5.32,65.51
1550387082.0,1,2480634,64.67,5.23,59.44
1550388484.0,4,2495531,70.14,4.6,65.54
1550388526.0,2,2495794,71.52,4.58,66.94
1550389744.0,1,2503488,64.92,4.04,60.88
1550390507.0,4,2512150,70.14,3.7,66.44
1550390585.0,2,2512640,69.68,3.68,66.0
