Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.89892],Longitude of the PUMA device location,[-147.738],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543941365.0,1,1208,0,0.0,0.0,70.14,7.09,63.05
1543941419.0,4,1791,583,0.0019635440000000002,0.13090293333333336,74.21,7.11,67.1
1543941774.0,-1,-1,0,0.0,0.0,69.21,7.21,62.0
1543942073.0,-1,-1,0,0.0,0.0,68.51,7.3,61.21
1543942373.0,-1,-1,0,0.0,0.0,67.09,7.39,59.7
1543942567.0,1,1791,0,0.0,0.0,66.61,7.45,59.16
1543942624.0,2,2383,592,0.001993856,0.12592774736842108,67.09,7.47,59.62
1543942775.0,1,3628,1245,0.0041931600000000005,0.09996937748344371,66.13,7.51,58.62
1543942949.0,2,6118,2490,0.008386320000000001,0.17351006896551727,68.75,7.53,61.22
1543943303.0,-1,-1,0,0.0,0.0,69.45,7.57,61.88
1543943602.0,-1,-1,0,0.0,0.0,69.91,7.6,62.31
1543943701.0,4,12303,6185,0.020831080000000002,0.7574938181818183,69.91,7.61,62.3
1543944055.0,-1,-1,0,0.0,0.0,68.28,7.65,60.63
1543944354.0,-1,-1,0,0.0,0.0,69.21,7.68,61.53
1543944654.0,-1,-1,0,0.0,0.0,66.85,7.71,59.14
1543944953.0,-1,-1,0,0.0,0.0,67.57,7.74,59.83
1543945008.0,2,12694,391,0.001316888,0.08619630545454546,66.85,7.74,59.11
1543945183.0,1,14141,1447,0.004873496000000001,0.10025477485714288,66.85,7.76,59.09
1543945359.0,2,16634,2493,0.008396424000000001,0.1717450363636364,69.45,7.78,61.67
1543945712.0,-1,-1,0,0.0,0.0,71.06,7.81,63.25
1543946011.0,-1,-1,0,0.0,0.0,71.06,7.84,63.22
1543946157.0,4,23209,6575,0.0221446,0.5460312328767123,71.06,7.86,63.2
1543946512.0,-1,-1,0,0.0,0.0,69.21,7.82,61.39
1543946811.0,-1,-1,0,0.0,0.0,67.8,7.67,60.13
1543947110.0,-1,-1,0,0.0,0.0,68.28,7.53,60.75
1543947410.0,-1,-1,0,0.0,0.0,66.61,7.38,59.23
1543947641.0,1,23212,3,1.0104e-05,0.00015746493506493505,66.13,7.26,58.87
1543947696.0,2,23795,583,0.0019635440000000002,0.12852288,66.61,7.23,59.38
1543947849.0,1,25062,1267,0.0042672560000000005,0.10040602352941178,65.89,7.16,58.73
1543948024.0,2,27552,2490,0.008386320000000001,0.17251858285714286,68.75,7.07,61.68
1543948378.0,-1,-1,0,0.0,0.0,71.06,6.89,64.17
1543948677.0,-1,-1,0,0.0,0.0,71.52,6.74,64.78
1543948733.0,4,33383,5831,0.019638808,1.2624948,70.83,6.71,64.12
1543949088.0,-1,-1,0,0.0,0.0,69.21,6.54,62.67
1543949387.0,-1,-1,0,0.0,0.0,67.09,6.39,60.7
1543949686.0,-1,-1,0,0.0,0.0,68.04,6.24,61.8
1543949986.0,-1,-1,0,0.0,0.0,66.85,6.09,60.76
1543950226.0,1,33383,0,0.0,0.0,66.13,6.14,59.99
1543950282.0,2,33985,602,0.002027536,0.1303416,68.04,6.15,61.89
1543950436.0,1,35248,1263,0.004253784,0.0994391064935065,67.09,6.19,60.9
1543950610.0,2,37738,2490,0.008386320000000001,0.17351006896551727,70.83,6.23,64.6
1543950964.0,-1,-1,0,0.0,0.0,71.29,6.32,64.97
1543951208.0,4,42659,4921,0.016573928,0.24453336393442626,71.29,6.38,64.91
1543951562.0,-1,-1,0,0.0,0.0,68.75,6.47,62.28
1543951862.0,-1,-1,0,0.0,0.0,69.21,6.55,62.66
1543952161.0,-1,-1,0,0.0,0.0,68.51,6.62,61.89
1543952460.0,-1,-1,0,0.0,0.0,67.09,6.7,60.39
1543952641.0,1,42659,0,0.0,0.0,66.85,6.74,60.11
1543952695.0,2,43242,583,0.0019635440000000002,0.13090293333333336,65.4,6.75,58.65
1543952849.0,1,44511,1269,0.004273992,0.0999115012987013,66.61,6.79,59.82
1543953024.0,2,47000,2489,0.008382952,0.17244929828571431,68.28,6.84,61.44
1543953379.0,-1,-1,0,0.0,0.0,71.06,6.92,64.14
1543953679.0,-1,-1,0,0.0,0.0,71.29,6.94,64.35
1543953734.0,4,52430,5430,0.01828824,1.1970484363636364,71.74,6.91,64.83
1543954089.0,-1,-1,0,0.0,0.0,68.51,6.74,61.77
1543954388.0,-1,-1,0,0.0,0.0,68.75,6.59,62.16
1543954687.0,-1,-1,0,0.0,0.0,66.85,6.44,60.41
1543954987.0,-1,-1,0,0.0,0.0,65.89,6.29,59.6
1543955111.0,1,52430,0,0.0,0.0,66.13,6.22,59.91
1543955167.0,2,53024,594,0.0020005920000000003,0.1286094857142857,66.61,6.2,60.41
1543955318.0,1,54267,1243,0.004186424,0.09980878410596028,66.13,6.12,60.01
1543955492.0,2,56756,2489,0.008382952,0.17344038620689659,69.45,6.03,63.42
1543955848.0,-1,-1,0,0.0,0.0,70.14,5.86,64.28
1543956103.0,4,61785,5029,0.016937672,0.23912007529411763,72.19,5.73,66.46
1543956459.0,-1,-1,0,0.0,0.0,69.91,5.55,64.36
1543956758.0,-1,-1,0,0.0,0.0,68.28,5.4,62.88
1543957058.0,-1,-1,0,0.0,0.0,67.09,5.25,61.84
1543957357.0,-1,-1,0,0.0,0.0,66.61,5.22,61.39
1543957577.0,1,61788,3,1.0104e-05,0.00016533818181818183,67.33,5.27,62.06
1543957633.0,2,62385,597,0.002010696,0.12925902857142857,67.33,5.29,62.04
1543957784.0,1,63638,1253,0.0042201040000000006,0.10061175099337749,66.61,5.33,61.28
1543957960.0,2,66131,2493,0.008396424000000001,0.1717450363636364,69.68,5.37,64.31
1543958316.0,-1,-1,0,0.0,0.0,70.83,5.46,65.37
1543958476.0,4,70385,4254,0.014327472,0.32236812000000004,71.29,5.5,65.79
1543958832.0,-1,-1,0,0.0,0.0,68.28,5.59,62.69
1543959132.0,-1,-1,0,0.0,0.0,67.57,5.66,61.91
1543959431.0,-1,-1,0,0.0,0.0,67.33,5.74,61.59
1543959730.0,-1,-1,0,0.0,0.0,67.09,5.81,61.28
1543960029.0,-1,-1,0,0.0,0.0,67.09,5.89,61.2
1543960329.0,-1,-1,0,0.0,0.0,66.85,5.96,60.89
1543960628.0,-1,-1,0,0.0,0.0,65.65,6.04,59.61
1543960927.0,-1,-1,0,0.0,0.0,65.65,6.09,59.56
1543961227.0,-1,-1,0,0.0,0.0,64.67,6.12,58.55
1543961526.0,-1,-1,0,0.0,0.0,64.92,6.15,58.77
1543961826.0,-1,-1,0,0.0,0.0,64.43,6.18,58.25
1543962125.0,-1,-1,0,0.0,0.0,63.44,6.21,57.23
1543962425.0,-1,-1,0,0.0,0.0,61.93,6.24,55.69
1543962724.0,-1,-1,0,0.0,0.0,62.94,6.27,56.67
1543963024.0,-1,-1,0,0.0,0.0,63.69,6.3,57.39
1543963324.0,-1,-1,0,0.0,0.0,63.69,6.33,57.36
1543963623.0,-1,-1,0,0.0,0.0,63.69,6.36,57.33
1543963923.0,-1,-1,0,0.0,0.0,63.69,6.39,57.3
1543964223.0,-1,-1,0,0.0,0.0,62.94,6.42,56.52
1543964522.0,-1,-1,0,0.0,0.0,62.94,6.51,56.43
