Stove Type,Laser 73/730,Latitude,64.57072,Longitude,-147.045,Square Footage,672,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543493493.0,4,0,65.89,18.71,47.18
1543494663.0,1,0,68.28,18.77,49.51
1543494735.0,2,773,68.51,18.78,49.73
1543494876.0,1,1908,68.51,18.78,49.73
1543495079.0,2,4967,71.52,18.79,52.73
1543501393.0,4,55645,72.87,19.11,53.76
1543511148.0,1,55648,61.42,19.61,41.81
1543511220.0,2,56480,61.42,19.62,41.8
1543511369.0,1,57675,62.94,19.64,43.3
1543511549.0,0,60392,64.43,19.65,44.78
1543511961.0,1,68612,71.29,19.7,51.59
1543512058.0,2,70082,71.74,19.71,52.03
1543512507.0,1,73686,68.98,19.75,49.23
1543512706.0,2,76683,71.06,19.77,51.29
1543513205.0,1,80686,68.75,19.82,48.93
1543513364.0,2,83076,71.29,19.84,51.45
1543514211.0,1,89877,68.75,19.92,48.83
1543514352.0,2,92010,70.83,19.94,50.89
1543550798.0,4,384483,73.32,17.44,55.88
1543553041.0,1,384689,67.33,17.55,49.78
1543553113.0,2,385346,67.33,17.56,49.77
1543553237.0,1,386345,68.04,17.56,50.48
1543553524.0,2,390671,71.74,17.58,54.16
1543559848.0,4,441429,73.32,17.08,56.24
1543561643.0,1,441430,68.28,16.95,51.33
1543561716.0,2,442196,68.04,16.96,51.08
1543561856.0,1,443322,67.8,16.98,50.82
1543562036.0,0,446037,69.21,17.01,52.2
1543562238.0,1,450120,71.97,17.04,54.93
1543562338.0,2,451617,72.87,17.05,55.82
1543608874.0,1,825075,70.83,14.29,56.54
1543609218.0,2,830253,72.65,13.98,58.67
1543611372.0,1,847536,70.83,12.05,58.78
1543611710.0,2,852628,72.65,11.78,60.87
1543613621.0,1,868323,71.06,10.73,60.33
1543613931.0,2,872986,72.42,10.56,61.86
1543615457.0,1,885234,71.06,9.72,61.34
1543615782.0,2,890118,72.65,9.54,63.11
1543617289.0,1,902214,71.06,8.71,62.35
1543617628.0,2,907317,72.42,8.52,63.9
1543619244.0,1,920283,71.06,7.46,63.6
1543619568.0,2,925154,72.19,7.15,65.04
1543620798.0,1,935025,70.83,5.98,64.85
1543621140.0,2,940161,72.65,5.66,66.99
1543622373.0,1,950062,71.06,4.49,66.57
1543622740.0,2,955572,72.65,4.24,68.41
1543624267.0,1,967832,70.83,3.25,67.58
1543624597.0,2,972796,72.65,3.03,69.62
1543625654.0,1,981275,71.29,2.34,68.95
1543626011.0,2,986640,72.42,2.12,70.3
1543627354.0,1,997743,70.83,1.58,69.25
1543627805.0,2,1004533,72.42,1.4,71.02
1543629191.0,1,1015659,70.83,0.84,69.99
1543629533.0,2,1020791,72.42,0.71,71.71
1543630878.0,1,1031589,71.06,0.87,70.19
1543631210.0,2,1036580,72.65,0.92,71.73
1543632853.0,1,1049777,71.06,1.17,69.89
1543633179.0,2,1054682,72.42,1.22,71.2
1543635405.0,1,1072768,71.06,1.22,69.84
1543635685.0,2,1076976,72.87,1.22,71.65
1543638646.0,4,1100740,71.52,1.04,70.48
1543639432.0,1,1100744,67.09,0.96,66.13
1543639504.0,2,1101474,67.09,0.95,66.14
1543639638.0,1,1102557,66.37,0.94,65.43
1543639818.0,0,1105270,68.51,0.92,67.59
1543640120.0,1,1111345,72.19,0.89,71.3
1543640257.0,2,1113413,73.09,0.87,72.22
1543641307.0,1,1121847,70.83,1.36,69.47
1543641628.0,2,1126671,72.65,1.54,71.11
1543642742.0,1,1135613,71.29,2.15,69.14
1543643070.0,2,1140551,72.87,2.33,70.54
1543645013.0,1,1156484,70.83,2.84,67.99
1543645287.0,2,1160599,72.65,2.84,69.81
1543646970.0,1,1174112,70.83,2.84,67.99
1543647286.0,2,1178860,72.65,2.84,69.81
1543690350.0,4,1524469,74.42,19.78,54.64
1543698276.0,1,1524472,63.69,19.87,43.82
1543698332.0,2,1525196,64.18,19.86,44.32
1543699660.0,4,1535574,68.75,19.52,49.23
1543702288.0,1,1535574,64.18,18.52,45.66
1543702344.0,2,1536212,63.93,18.48,45.45
1543704002.0,4,1549537,68.04,17.24,50.8
1543706338.0,1,1549537,63.69,16.4,47.29
1543706394.0,2,1550191,64.18,16.4,47.78
1543706552.0,1,1551459,64.67,16.41,48.26
1543706727.0,2,1554101,66.85,16.42,50.43
1543708164.0,4,1565650,68.51,16.49,52.02
1543710318.0,1,1565651,64.18,16.52,47.66
1543710390.0,2,1566447,63.93,16.52,47.41
1543712334.0,4,1582004,68.51,16.52,51.99
1543714418.0,1,1582004,63.69,17.83,45.86
1543714490.0,2,1582820,63.69,17.88,45.81
1543716556.0,4,1599425,68.51,19.03,49.48
1543718693.0,1,1599427,63.44,19.67,43.77
1543718765.0,2,1600242,63.44,19.69,43.75
1543720888.0,4,1617301,68.28,20.46,47.82
1543722904.0,1,1617302,63.44,21.26,42.18
1543722960.0,2,1617968,63.93,21.28,42.65
1543723119.0,1,1619255,64.67,21.35,43.32
1543723296.0,2,1621921,66.37,21.3,45.07
1543724681.0,4,1633049,68.51,20.12,48.39
1543726910.0,2,1633811,63.69,18.42,45.27
1543727052.0,1,1634956,64.18,18.56,45.62
1543727246.0,2,1637879,66.13,18.74,47.39
1543729001.0,4,1651976,68.28,20.41,47.87
1543731008.0,1,1651979,63.44,22.07,41.37
1543731081.0,2,1652760,63.93,22.11,41.82
1543733512.0,4,1672296,68.51,23.45,45.06
1543735495.0,1,1672299,63.69,26.64,37.05
1543735567.0,2,1673080,63.19,26.78,36.41
1543735709.0,1,1674223,64.43,27.05,37.38
1543735905.0,2,1677185,66.85,27.43,39.42
1543739616.0,1,1690881,63.19,30.14,33.05
1543739689.0,2,1691662,63.19,30.11,33.08
1543741362.0,4,1705111,68.51,29.6,38.91
1543743371.0,1,1705114,63.44,28.9,34.54
1543743443.0,2,1705916,63.44,28.87,34.57
1543745970.0,4,1725833,69.45,27.17,42.28
1543747759.0,1,1725836,63.19,25.29,37.9
1543747831.0,2,1726601,63.44,25.22,38.22
1543750522.0,4,1748218,68.75,22.71,46.04
1543752364.0,1,1748221,63.44,20.98,42.46
1543752436.0,2,1749023,63.69,20.9,42.79
1543752580.0,1,1750187,64.43,20.74,43.69
1543752766.0,2,1752985,66.61,20.54,46.07
1543755294.0,4,1773075,68.51,17.76,50.75
1543756985.0,1,1773075,63.19,17.56,45.63
1543757057.0,2,1773849,63.44,17.57,45.87
1543760556.0,4,1801958,68.28,17.51,50.77
1543762484.0,2,1802530,63.44,17.12,46.32
1543766092.0,4,1831517,68.28,16.57,51.71
1543767769.0,1,1831682,63.19,15.84,47.35
1543767841.0,2,1832387,63.44,15.8,47.64
1543772248.0,4,1867788,68.51,15.51,53.0
1543774023.0,1,1867790,63.19,16.09,47.1
1543774079.0,2,1868428,63.44,16.1,47.34
1543774235.0,1,1869683,63.93,16.14,47.79
1543774443.0,2,1872817,66.37,16.19,50.18
1543777854.0,4,1900047,68.28,17.11,51.17
1543779563.0,1,1900047,63.44,17.71,45.73
1543779635.0,2,1900807,62.94,17.73,45.21
1543785288.0,4,1946208,68.51,17.6,50.91
1543786965.0,1,1946210,63.19,17.6,45.59
1543787021.0,2,1946848,63.44,17.6,45.84
1543787177.0,1,1948104,63.69,17.6,46.09
1543787399.0,2,1951446,67.33,17.6,49.73
1543792457.0,4,1992070,68.28,16.75,51.53
1543794156.0,1,1992074,63.44,16.5,46.94
1543794228.0,2,1992855,63.44,16.49,46.95
1543794370.0,1,1993995,64.18,16.46,47.72
1543794575.0,2,1997089,66.85,16.43,50.42
1543798312.0,4,2027103,68.28,16.03,52.25
1543799941.0,1,2027104,62.94,15.98,46.96
1543800013.0,2,2027864,63.93,15.98,47.95
1543805554.0,4,2071957,68.75,15.51,53.24
1543807322.0,1,2071959,63.93,14.98,48.95
1543807377.0,2,2072603,63.69,14.96,48.73
1543807534.0,1,2073862,63.93,14.9,49.03
1543807755.0,2,2077202,67.09,14.83,52.26
1543808099.0,4,2079964,67.57,14.71,52.86
1543820699.0,1,2079966,56.39,13.1,43.29
1543820771.0,2,2080733,56.39,13.14,43.25
1543821869.0,4,2089554,61.42,13.8,47.62
1543825782.0,1,2089561,56.12,16.24,39.88
1543825854.0,2,2090335,55.84,16.29,39.55
1543827198.0,4,2100613,62.18,17.16,45.02
1543831228.0,2,2106173,59.08,20.49,38.59
1543832027.0,4,2112597,60.9,20.69,40.21
1543835216.0,1,2112597,55.84,21.42,34.42
1543835288.0,2,2113365,55.84,21.43,34.41
1543836827.0,4,2125734,60.9,21.58,39.32
1543839973.0,2,2126473,56.12,21.74,34.38
1543840118.0,1,2127641,56.39,21.74,34.65
1543840355.0,2,2131207,58.55,21.74,36.81
1543841150.0,4,2137604,60.9,21.74,39.16
1543844091.0,1,2137606,55.84,22.26,33.58
1543844148.0,2,2138245,56.12,22.28,33.84
1543845761.0,4,2150932,61.67,22.65,39.02
1543848734.0,1,2150932,55.84,22.8,33.04
1543848791.0,2,2151585,56.39,22.8,33.59
1543848948.0,1,2152853,56.39,22.81,33.58
1543849190.0,2,2156505,59.34,22.82,36.52
1543850046.0,4,2163378,60.9,22.9,38.0
1543852881.0,2,2163892,55.84,23.18,32.66
1543853058.0,1,2165317,56.12,23.19,32.93
1543853294.0,2,2168872,59.34,23.2,36.14
1543854307.0,4,2176587,61.67,23.26,38.41
1543857194.0,1,2176587,55.84,23.44,32.4
1543857251.0,2,2177247,55.84,23.45,32.39
1543858896.0,4,2190316,60.9,23.61,37.29
1543861646.0,1,2190316,56.12,23.56,32.56
1543861719.0,2,2191097,56.39,23.55,32.84
1543861860.0,1,2192238,56.39,23.53,32.86
1543862103.0,2,2195898,59.08,23.51,35.57
1543862938.0,4,2202611,61.16,23.43,37.73
1543865680.0,1,2202616,55.84,23.67,32.17
1543865736.0,2,2203267,56.12,23.68,32.44
1543865893.0,1,2204535,56.12,23.7,32.42
1543866147.0,2,2208354,59.87,23.74,36.13
1543867057.0,4,2215670,61.16,23.88,37.28
1543869886.0,1,2215993,56.12,24.57,31.55
1543869942.0,2,2216496,55.84,24.59,31.25
1543871855.0,4,2231617,61.16,24.91,36.25
1543874523.0,1,2231617,55.57,25.17,30.4
1543874596.0,2,2232399,56.12,25.17,30.95
1543874737.0,1,2233538,55.84,25.18,30.66
1543875010.0,2,2237654,59.6,25.19,34.41
1543876202.0,4,2247229,60.39,25.25,35.14
1543878779.0,1,2247232,56.12,25.42,30.7
1543878852.0,2,2248021,55.84,25.43,30.41
1543878994.0,1,2249168,56.67,25.44,31.23
1543879253.0,2,2253063,59.34,25.47,33.87
1543880631.0,4,2264139,61.16,25.6,35.56
1543883017.0,1,2264141,55.57,25.42,30.15
1543883089.0,2,2264937,55.57,25.4,30.17
1543883233.0,1,2266093,55.57,25.37,30.2
1543883504.0,2,2270181,59.34,25.32,34.02
1543885116.0,4,2282881,61.42,25.0,36.42
1543887415.0,1,2282884,55.57,25.31,30.26
1543887471.0,2,2283542,56.39,25.32,31.07
1543887630.0,1,2284818,55.84,25.34,30.5
1543887906.0,2,2288992,59.34,25.39,33.95
1543889569.0,4,2302354,60.9,25.17,35.73
1543891737.0,1,2302357,56.12,24.2,31.92
