Stove Type,Laser 73/730,Latitude,64.81606,Longitude,-148.002,Square Footage,1360,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543708535.0,0,1,74.075,16.465,57.61,0.0,0.0
1543710727.5,3486,2,73.745,16.52,57.225,0.011740848,0.12847128510638298
1543711698.0,12566,4,74.31,16.555,57.755,0.042322288,0.09451627593052109
1543712881.5,0,1,72.985,16.835,56.15,0.0,0.0
1543713418.0,3325,4,74.63,17.185,57.445,0.011198600000000001,0.12677660377358493
1543713613.5,576,2,76.175,17.31,58.865,0.001939968,0.09566965479452055
1543729971.0,260063,4,75.74,22.08,53.66,0.875892184,0.09659983648060781
1543747950.0,3,1,74.86,25.18,49.68,1.0104e-05,1.0969360675512666e-05
1543749772.5,3488,4,74.86,23.385,51.475,0.011747584,0.12854499209726442
1543749973.5,577,2,75.41,23.205,52.205,0.0019433360000000002,0.09583574794520548
1543763299.0,211753,4,76.06,19.95,56.11,0.7131841040000001,0.0966010525396945
1543778518.5,0,1,75.51,17.375,58.135,0.0,0.0
1543780613.5,3488,2,74.97,18.075,56.895,0.011747584,0.12854499209726442
1543785655.0,77706,4,75.415,17.61,57.805,0.261713808,0.09659316268197662
1543792402.0,262,1,74.315,16.785,57.53,0.000882416,0.000849384385026738
1543794427.5,3226,2,74.86,16.455,58.405,0.010865168000000001,0.12577043344051447
1543796756.0,34128,4,76.07,16.205,59.865,0.114943104,0.095212879521399
1543799301.0,237,1,75.525,15.98,59.545,0.000798216,0.003862335483870968
1543799824.0,3098,2,76.065,15.98,60.085,0.010434064,0.12437957086092716
1543819229.5,306550,4,76.17,18.86,57.31,1.0324604000000002,0.09651918876106885
1543840525.0,0,1,73.975,21.81,52.165,0.0,0.0
1543842732.0,3515,4,74.74,21.92,52.82,0.01183852,0.1283694939759036
1543842926.0,449,2,76.395,21.97,54.425,0.001512232,0.09721491428571429
1543846660.0,59055,4,76.29,22.46,53.83,0.19889724,0.09660416405828387
1543852168.5,0,1,73.73,23.09,50.64,0.0,0.0
1543854136.0,3487,2,73.835,23.25,50.585,0.011744216,0.12811872
1543859606.5,84227,4,77.47,23.41,54.06,0.28367653600000003,0.0962430995759118
1543867250.0,0,1,75.49,24.03,51.46,0.0,0.0
1543869753.5,3509,2,74.525,24.54,49.985,0.011818312000000001,0.128537532326284
1543877593.0,122278,4,74.41,24.785,49.625,0.41183230400000004,0.0965986639562158
1543885662.0,0,1,72.87,25.05,47.82,0.0,0.0
1543886215.5,3314,4,74.965,25.135,49.83,0.011161552,0.1267557955835962
1543886410.5,577,2,76.61,25.165,51.445,0.0019433360000000002,0.09583574794520548
1543904644.5,289959,4,77.04,17.89,59.15,0.9765819120000001,0.09659829326006321
1543924136.0,2,1,74.265,10.385,63.88,6.736e-06,9.37001545595054e-06
1543925594.5,3491,4,73.835,10.14,63.695,0.011757688,0.12865555258358663
1543925787.5,450,2,76.72,10.12,66.6,0.0015156000000000002,0.09572210526315791
1543944250.0,293728,4,76.175,8.195,67.98,0.9892759040000001,0.09659849339264404
