Stove Type,Laser 56/560,Latitude,64.9112,Longitude,-147.879,Square Footage,320,
Timestamp of each PUMA device reading,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",F,F,F
1548463204.0,64,28,36
1548463387.0,64,28,36
1548463443.0,63,28,35
1548463599.0,66,28,38
1548463656.0,64,28,36
1548463787.0,65,28,37
1548463844.0,67,28,39
1548464016.0,66,28,38
1548464372.0,67,28,39
1548464672.0,64,28,36
1548464972.0,64,28,36
1548465272.0,65,28,36
1548465417.0,65,28,37
1548465477.0,61,28,33
1548465628.0,63,28,34
1548465816.0,66,28,37
1548465889.0,64,28,35
1548466103.0,65,28,36
1548466463.0,67,29,38
1548466763.0,64,29,35
1548467063.0,63,29,33
1548467363.0,64,29,34
1548467423.0,63,29,33
1548467479.0,63,29,34
1548467630.0,62,29,32
1548467849.0,65,29,35
1548468184.0,65,29,35
1548468542.0,64,29,35
1548468842.0,63,29,34
1548469142.0,61,29,31
1548469401.0,63,29,34
1548469457.0,62,29,32
1548469612.0,63,29,33
1548469850.0,64,29,35
1548469907.0,64,29,35
1548470113.0,69,29,39
1548470470.0,64,29,35
1548470770.0,64,29,34
1548471070.0,64,29,35
1548471362.0,62,29,33
1548471417.0,63,29,33
1548471571.0,61,29,32
1548471800.0,66,29,36
1548471860.0,67,29,37
1548472103.0,68,30,38
1548472461.0,64,30,34
1548472761.0,65,30,34
1548473062.0,64,31,33
1548473305.0,60,31,29
1548473362.0,62,31,31
1548473519.0,62,31,31
1548473734.0,67,31,35
1548474053.0,68,31,36
1548474410.0,64,32,31
1548474710.0,65,32,32
1548475010.0,65,32,32
1548475286.0,61,33,28
1548475470.0,63,33,30
1548475526.0,62,33,29
1548475690.0,64,32,31
1548476018.0,65,32,32
1548476377.0,65,32,32
1548476678.0,64,32,32
1548476978.0,65,32,33
1548477234.0,63,32,30
1548477290.0,62,32,29
1548477446.0,63,32,31
1548477671.0,63,32,31
1548477974.0,66,32,33
1548478331.0,67,32,35
1548478631.0,65,32,33
1548478931.0,62,32,30
1548479219.0,64,32,31
1548479277.0,64,32,31
1548479429.0,64,32,32
1548479653.0,64,32,32
1548479710.0,65,32,32
1548479946.0,65,32,33
1548480305.0,64,32,32
1548480606.0,64,32,31
1548480906.0,64,32,31
1548481128.0,63,32,31
1548481184.0,62,32,29
1548481339.0,61,32,29
1548481558.0,63,32,31
1548481888.0,68,32,36
1548482245.0,64,32,32
1548482545.0,64,32,32
1548482846.0,60,32,28
1548483049.0,62,32,30
1548483105.0,63,32,31
1548483259.0,65,32,33
1548483487.0,65,32,33
1548483544.0,66,32,34
1548483816.0,69,32,37
1548484173.0,61,32,29
1548484473.0,66,32,33
1548484774.0,66,32,33
1548485017.0,63,32,31
1548485073.0,64,32,32
1548485225.0,62,32,30
1548485452.0,65,32,33
1548485511.0,66,32,34
1548485871.0,68,32,36
1548485927.0,67,32,35
1548486285.0,67,32,35
1548486585.0,64,31,32
1548486885.0,64,31,32
1548487048.0,61,31,29
1548487104.0,62,31,31
1548487254.0,63,31,32
1548487429.0,66,31,35
1548487486.0,66,31,34
1548487843.0,68,31,36
1548487897.0,68,31,36
1548488255.0,67,31,36
1548488555.0,65,31,34
1548488855.0,63,30,33
1548489069.0,65,30,34
1548489127.0,62,30,31
1548489276.0,63,30,33
1548489333.0,64,30,33
1548489452.0,66,30,35
1548489808.0,65,30,34
1548489919.0,69,30,39
1548490277.0,65,29,36
1548490377.0,65,29,35
1548490433.0,63,29,34
1548490579.0,67,29,37
1548490759.0,66,29,37
1548490898.0,66,29,37
1548490989.0,67,28,38
1548491045.0,69,28,41
1548491402.0,68,28,40
1548491702.0,68,28,39
1548492002.0,68,27,40
1548492303.0,69,27,42
1548492603.0,68,27,41
1548492903.0,69,26,42
1548493203.0,69,26,43
1548493376.0,71,26,44
1548493733.0,67,26,40
1548494007.0,67,26,41
1548494078.0,65,26,39
1548494215.0,66,26,40
1548494552.0,68,26,42
1548494906.0,71,26,44
1548495206.0,70,26,43
1548495507.0,71,26,44
1548495807.0,71,26,45
1548496107.0,70,26,43
1548496407.0,71,26,44
1548496707.0,71,26,44
1548497008.0,71,26,45
1548497308.0,72,26,45
1548497608.0,71,26,44
1548497908.0,71,25,45
1548498209.0,71,25,45
1548498397.0,72,25,46
1548498754.0,69,25,43
1548499054.0,70,25,44
1548499111.0,66,25,40
1548499295.0,68,25,43
1548499351.0,68,25,43
1548499564.0,68,25,43
1548499621.0,71,25,46
1548499980.0,72,25,47
1548500280.0,71,25,46
1548500580.0,71,24,46
1548500881.0,71,24,46
1548501181.0,72,24,47
1548501241.0,71,24,47
1548501602.0,69,24,45
1548501902.0,67,24,43
1548501959.0,69,24,45
1548502135.0,68,24,44
1548502418.0,68,24,44
1548502774.0,69,23,45
1548503075.0,70,23,46
1548503375.0,72,23,48
1548503675.0,71,23,47
1548503823.0,72,23,49
1548504180.0,70,23,47
1548504480.0,67,23,43
1548504537.0,65,23,42
1548504716.0,68,23,45
1548504982.0,67,23,44
1548505041.0,70,23,47
1548505397.0,71,23,48
1548505698.0,72,23,49
1548505998.0,72,22,49
1548506055.0,71,22,48
1548506412.0,68,22,45
1548506712.0,68,22,45
1548506769.0,69,22,46
1548506952.0,67,22,45
1548507213.0,68,22,46
1548507572.0,70,22,47
1548507873.0,72,22,49
1548508134.0,70,22,48
1548508491.0,70,22,47
1548508791.0,69,22,46
1548508848.0,67,22,44
1548508904.0,67,22,44
1548509038.0,68,22,45
1548509311.0,68,22,45
1548509668.0,70,23,47
1548509968.0,71,23,48
1548510269.0,69,23,46
1548510325.0,71,23,48
1548510683.0,68,23,45
1548510983.0,65,23,42
1548511040.0,66,23,43
1548511203.0,67,23,43
1548511472.0,71,23,47
1548511829.0,72,23,48
1548512129.0,70,23,46
1548512341.0,71,23,48
1548512701.0,71,23,47
1548513001.0,64,23,41
1548513067.0,66,23,43
1548513124.0,68,23,45
1548513277.0,67,23,43
1548513528.0,69,23,46
1548513585.0,71,23,47
