Stove Type,M441,Latitude,64.83723,Longitude,-148.027,Square Footage,1830,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1543595778.0,3,0,16520
1543596134.0,-1,-1,16520
1543596434.0,-1,-1,16520
1543596735.0,-1,-1,54243
1543597036.0,-1,-1,54243
1543597336.0,-1,-1,16520
1543597637.0,-1,-1,16520
1543597936.0,-1,-1,16520
1543598237.0,-1,-1,16520
1543598537.0,-1,-1,16520
1543598838.0,-1,-1,16520
1543599021.0,4,14555,7417
1543599394.0,-1,-1,10766
1543599693.0,-1,-1,10825
1543599766.0,2,14657,10825
1543600137.0,3,16576,10592
1543600509.0,-1,-1,10479
1543600810.0,-1,-1,10149
1543601110.0,-1,-1,10149
1543601410.0,-1,-1,10203
1543601710.0,-1,-1,10312
1543602011.0,-1,-1,10312
1543602311.0,-1,-1,10096
1543602611.0,-1,-1,10149
1543602911.0,-1,-1,9887
1543603211.0,-1,-1,10043
1543603511.0,-1,-1,10096
1543603810.0,-1,-1,10096
1543604111.0,-1,-1,9835
1543604410.0,-1,-1,9990
1543604638.0,4,36781,9887
1543604995.0,-1,-1,10367
1543605294.0,-1,-1,10257
1543605594.0,-1,-1,10367
1543605894.0,-1,-1,10423
1543606194.0,-1,-1,10479
1543606493.0,-1,-1,10367
1543606793.0,-1,-1,10766
1543607093.0,-1,-1,10650
1543607393.0,-1,-1,10766
1543607693.0,-1,-1,10707
1543607993.0,-1,-1,10766
1543608293.0,-1,-1,10944
1543608542.0,2,36787,10707
1543608901.0,3,38649,9990
1543609274.0,-1,-1,10479
1543609574.0,-1,-1,10312
1543609874.0,-1,-1,10203
1543610175.0,-1,-1,9887
1543610475.0,-1,-1,10149
1543610776.0,-1,-1,9835
1543611076.0,-1,-1,9734
1543611253.0,4,49205,9784
1543611626.0,-1,-1,10423
1543611926.0,-1,-1,10707
1543612225.0,-1,-1,10707
1543612525.0,-1,-1,10707
1543612825.0,-1,-1,10592
1543613125.0,-1,-1,10766
1543613385.0,2,49210,10766
1543613745.0,3,51073,10367
1543614117.0,-1,-1,9990
1543614418.0,-1,-1,9938
1543614718.0,-1,-1,9585
1543615019.0,-1,-1,9938
1543615319.0,-1,-1,9835
1543615620.0,-1,-1,9784
1543615920.0,-1,-1,9938
1543615992.0,4,61090,9887
