Stove Type,Laser 73/730,Latitude,64.87842,Longitude,-147.413,Square Footage,861,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1544181508.0,2,0,12475
1544181652.0,4,1151,12329
1544181999.0,-1,-1,11188
1544182299.0,-1,-1,11637
1544182598.0,-1,-1,11770
1544182898.0,-1,-1,11906
1544183198.0,-1,-1,11770
1544183498.0,-1,-1,11838
1544183797.0,-1,-1,11838
1544184157.0,-1,-1,11906
1544184456.0,-1,-1,11906
1544184756.0,-1,-1,12045
1544185055.0,-1,-1,12115
1544185355.0,-1,-1,12185
1544185655.0,-1,-1,12257
1544185954.0,-1,-1,12401
1544186254.0,-1,-1,12329
1544186554.0,-1,-1,12329
1544186854.0,-1,-1,12401
1544187154.0,-1,-1,12475
1544187453.0,-1,-1,12475
1544187753.0,-1,-1,12549
1544188053.0,-1,-1,12699
1544188353.0,-1,-1,12549
1544188653.0,-1,-1,12624
1544188952.0,-1,-1,12624
1544189252.0,-1,-1,12775
1544189552.0,-1,-1,13008
1544189852.0,-1,-1,12930
1544190151.0,-1,-1,12775
1544190451.0,-1,-1,12930
1544190751.0,-1,-1,12930
1544191051.0,-1,-1,12930
1544191351.0,-1,-1,12930
1544191650.0,-1,-1,13087
1544191950.0,-1,-1,13087
1544192090.0,1,1155,13008
1544192152.0,2,1941,13087
1544192317.0,1,3257,13008
1544192679.0,-1,-1,12624
1544192978.0,-1,-1,12401
1544193047.0,2,14132,12257
1544193392.0,-1,-1,12401
1544193692.0,-1,-1,12329
1544193992.0,-1,-1,12329
1544194291.0,-1,-1,12115
1544194591.0,-1,-1,12185
1544194890.0,-1,-1,12115
1544195190.0,-1,-1,12045
1544195490.0,-1,-1,12045
1544195789.0,-1,-1,12045
1544196089.0,-1,-1,11906
1544196388.0,-1,-1,12045
1544196688.0,-1,-1,11906
1544196988.0,-1,-1,11770
1544197287.0,-1,-1,11704
1544197586.0,-1,-1,11838
1544197886.0,-1,-1,11637
1544198185.0,-1,-1,11637
1544198485.0,-1,-1,11571
1544198547.0,4,57650,11637
1544198909.0,-1,-1,11441
1544199209.0,-1,-1,11704
1544199508.0,-1,-1,11838
1544199807.0,-1,-1,11838
1544200107.0,-1,-1,12045
1544200407.0,-1,-1,11906
1544200706.0,-1,-1,11906
1544201005.0,-1,-1,12115
1544201305.0,-1,-1,11975
1544201605.0,-1,-1,12115
1544201904.0,-1,-1,12115
1544202204.0,-1,-1,12401
1544202504.0,-1,-1,12257
1544202803.0,-1,-1,12329
1544203104.0,-1,-1,12475
1544203404.0,-1,-1,12329
1544203703.0,-1,-1,12549
1544204003.0,-1,-1,12624
1544204303.0,-1,-1,12549
1544204604.0,-1,-1,12624
1544204903.0,-1,-1,12624
1544205203.0,-1,-1,12699
1544205503.0,-1,-1,12699
1544205803.0,-1,-1,12699
1544206102.0,-1,-1,12775
1544206402.0,-1,-1,12852
1544206702.0,-1,-1,12852
1544207001.0,-1,-1,12930
1544207301.0,-1,-1,13087
1544207601.0,-1,-1,12930
1544207901.0,-1,-1,13008
1544208201.0,-1,-1,12930
1544208501.0,-1,-1,12852
1544208800.0,-1,-1,12775
1544209100.0,-1,-1,12775
1544209400.0,-1,-1,12930
1544209700.0,-1,-1,12852
1544210000.0,-1,-1,12852
1544210300.0,-1,-1,12852
1544210601.0,-1,-1,12624
1544210900.0,-1,-1,12549
1544211200.0,-1,-1,12549
1544211500.0,-1,-1,12624
1544211800.0,-1,-1,12549
1544212101.0,-1,-1,12699
1544212401.0,-1,-1,12624
1544212700.0,-1,-1,12852
1544213001.0,-1,-1,12852
1544213300.0,-1,-1,12699
1544213600.0,-1,-1,12775
1544213900.0,-1,-1,12775
1544214200.0,-1,-1,12852
1544214499.0,-1,-1,12852
1544214800.0,-1,-1,12852
1544215099.0,-1,-1,12930
1544215399.0,-1,-1,12852
1544215699.0,-1,-1,12930
1544215998.0,-1,-1,13008
1544216298.0,-1,-1,13087
1544216598.0,-1,-1,13087
1544216898.0,-1,-1,13248
1544217027.0,1,57651,13167
1544217088.0,2,58402,13167
1544217248.0,1,59677,13167
1544217611.0,-1,-1,12475
1544217859.0,2,68789,12257
1544218221.0,-1,-1,12549
1544218521.0,-1,-1,12475
1544218821.0,-1,-1,12401
1544219121.0,-1,-1,12401
1544219420.0,-1,-1,12185
1544219720.0,-1,-1,12329
1544220019.0,-1,-1,12115
1544220319.0,-1,-1,12045
1544220618.0,-1,-1,11906
1544220762.0,4,91813,11906
1544221125.0,-1,-1,11975
1544221424.0,-1,-1,12115
1544221724.0,-1,-1,12257
1544222024.0,-1,-1,12329
1544222324.0,-1,-1,12257
1544222624.0,-1,-1,12401
1544222924.0,-1,-1,12475
1544223223.0,-1,-1,12549
1544223523.0,-1,-1,12624
1544223823.0,-1,-1,12699
1544224123.0,-1,-1,12624
1544224422.0,-1,-1,12624
1544224722.0,-1,-1,12624
1544225022.0,-1,-1,12699
1544225322.0,-1,-1,12699
1544225622.0,-1,-1,12624
1544225921.0,-1,-1,12775
1544226221.0,-1,-1,12775
1544226521.0,-1,-1,13008
1544226821.0,-1,-1,12930
1544227120.0,-1,-1,13008
1544227421.0,-1,-1,13087
1544227720.0,-1,-1,13008
1544228020.0,-1,-1,13008
1544228320.0,-1,-1,13167
1544228620.0,-1,-1,13248
1544228919.0,-1,-1,13167
1544229219.0,-1,-1,13087
1544229519.0,-1,-1,13248
1544229819.0,-1,-1,13248
1544230119.0,-1,-1,13330
1544230419.0,-1,-1,13248
1544230719.0,-1,-1,13248
1544231019.0,-1,-1,13330
1544231319.0,-1,-1,13412
1544231618.0,-1,-1,13412
1544231918.0,-1,-1,13330
1544232218.0,-1,-1,13495
1544232518.0,-1,-1,13495
1544232818.0,-1,-1,13495
1544233118.0,-1,-1,13579
1544233417.0,-1,-1,13579
1544233717.0,-1,-1,13750
1544234017.0,-1,-1,13750
1544234317.0,-1,-1,13495
1544234616.0,-1,-1,13750
1544234916.0,-1,-1,13836
1544235216.0,-1,-1,13750
1544235516.0,-1,-1,13750
1544235816.0,-1,-1,13923
1544236115.0,-1,-1,14101
1544236415.0,-1,-1,14012
1544236715.0,-1,-1,13923
1544237015.0,-1,-1,14012
1544237315.0,-1,-1,14101
1544237615.0,-1,-1,14012
1544237915.0,-1,-1,14101
1544238215.0,-1,-1,14101
1544238514.0,-1,-1,14282
1544238814.0,-1,-1,14282
1544239114.0,-1,-1,14282
1544239414.0,-1,-1,14282
1544239714.0,-1,-1,14282
1544240014.0,-1,-1,14374
1544240314.0,-1,-1,14374
1544240613.0,-1,-1,14467
1544240913.0,-1,-1,14374
1544241213.0,-1,-1,14467
1544241513.0,-1,-1,14467
1544241814.0,-1,-1,14561
1544242114.0,-1,-1,14467
1544242413.0,-1,-1,14467
1544242713.0,-1,-1,14752
1544243013.0,-1,-1,14467
1544243313.0,-1,-1,14656
1544243613.0,-1,-1,14656
1544243913.0,-1,-1,14752
1544244212.0,-1,-1,14752
1544244512.0,-1,-1,14850
1544244812.0,-1,-1,14752
1544245112.0,-1,-1,14948
1544245412.0,-1,-1,14850
1544245712.0,-1,-1,14850
1544246012.0,-1,-1,14752
1544246312.0,-1,-1,15047
1544246612.0,-1,-1,14948
1544246911.0,-1,-1,14948
1544247211.0,-1,-1,14948
1544247511.0,-1,-1,15047
1544247811.0,-1,-1,15147
1544248111.0,-1,-1,15147
1544248411.0,-1,-1,15047
1544248711.0,-1,-1,15147
1544249011.0,-1,-1,15147
1544249311.0,-1,-1,15047
1544249611.0,-1,-1,15147
1544249911.0,-1,-1,15248
1544250020.0,1,91816,15248
1544250067.0,2,92391,15248
1544250235.0,1,93739,15147
1544250416.0,0,96433,14752
1544250777.0,-1,-1,13750
1544251077.0,-1,-1,13087
1544251377.0,-1,-1,12624
1544251676.0,-1,-1,12329
1544251976.0,-1,-1,12257
1544252275.0,-1,-1,11838
1544252574.0,-1,-1,11838
1544252874.0,-1,-1,11314
1544253173.0,-1,-1,11065
1544253317.0,1,157721,10944
1544253662.0,-1,-1,11065
1544253961.0,-1,-1,11126
1544254261.0,-1,-1,11126
1544254560.0,-1,-1,10884
1544254606.0,2,176640,10884
1544254967.0,-1,-1,11251
1544255267.0,-1,-1,11377
1544255566.0,-1,-1,11377
1544255866.0,-1,-1,11377
1544256165.0,-1,-1,11314
1544256465.0,-1,-1,11377
1544256764.0,-1,-1,11314
1544257063.0,-1,-1,11126
1544257363.0,-1,-1,11188
1544257663.0,-1,-1,11126
1544257962.0,-1,-1,11004
1544258261.0,-1,-1,11065
1544258561.0,-1,-1,10884
1544258860.0,-1,-1,10944
1544259160.0,-1,-1,10825
1544259259.0,4,213476,10766
1544259621.0,-1,-1,10884
1544259921.0,-1,-1,11188
1544260220.0,-1,-1,11126
1544260520.0,-1,-1,11377
1544260819.0,-1,-1,11441
1544261118.0,-1,-1,11377
1544261418.0,-1,-1,11506
1544261717.0,-1,-1,11704
1544262017.0,-1,-1,11506
1544262316.0,-1,-1,11637
1544262616.0,-1,-1,11770
1544262915.0,-1,-1,11770
1544263215.0,-1,-1,11770
1544263515.0,-1,-1,11975
1544263814.0,-1,-1,11906
1544264114.0,-1,-1,12045
1544264414.0,-1,-1,11975
1544264714.0,-1,-1,12185
1544265014.0,-1,-1,12185
1544265313.0,-1,-1,12257
1544265613.0,-1,-1,12401
1544265913.0,-1,-1,12329
1544266212.0,-1,-1,12475
1544266512.0,-1,-1,12549
1544266812.0,-1,-1,12329
1544267111.0,-1,-1,12401
1544267411.0,-1,-1,12549
1544267711.0,-1,-1,12549
1544268010.0,-1,-1,12624
1544268310.0,-1,-1,12624
1544268610.0,-1,-1,12624
1544268910.0,-1,-1,12624
1544269209.0,-1,-1,12624
1544269344.0,1,213480,12852
1544269390.0,2,214089,12930
1544269564.0,1,215476,12699
1544269925.0,-1,-1,12257
1544270171.0,2,224539,11838
1544270518.0,-1,-1,12185
1544270818.0,-1,-1,12115
1544271118.0,-1,-1,12115
1544271418.0,-1,-1,12045
1544271717.0,-1,-1,11975
1544272017.0,-1,-1,12045
1544272316.0,-1,-1,11906
1544272616.0,-1,-1,11838
1544272916.0,-1,-1,11704
1544273216.0,-1,-1,11770
1544273515.0,-1,-1,11571
1544273815.0,-1,-1,11637
1544274115.0,-1,-1,11506
1544274414.0,-1,-1,11506
1544274713.0,-1,-1,11571
1544275013.0,-1,-1,11506
1544275313.0,-1,-1,11506
1544275612.0,-1,-1,11441
1544275912.0,-1,-1,11441
1544276211.0,-1,-1,11441
1544276511.0,-1,-1,11377
1544276810.0,-1,-1,11188
1544277109.0,-1,-1,11251
1544277409.0,-1,-1,11314
1544277708.0,-1,-1,11314
1544277839.0,4,285292,11314
1544278202.0,-1,-1,11251
1544278501.0,-1,-1,11377
1544278801.0,-1,-1,11571
1544279101.0,-1,-1,11704
1544279400.0,-1,-1,11704
1544279700.0,-1,-1,11704
1544279999.0,-1,-1,11906
1544280298.0,-1,-1,11838
1544280598.0,-1,-1,11906
1544280898.0,-1,-1,11906
1544281197.0,-1,-1,12045
1544281497.0,-1,-1,12045
1544281797.0,-1,-1,12045
1544282097.0,-1,-1,12329
1544282355.0,1,285293,12185
1544282401.0,2,285922,12185
1544282578.0,1,287335,12185
1544282924.0,-1,-1,11704
1544283223.0,-1,-1,11441
1544283332.0,2,298562,11377
1544283678.0,-1,-1,11571
1544283978.0,-1,-1,11571
1544284278.0,-1,-1,11441
1544284577.0,-1,-1,11571
1544284877.0,-1,-1,11441
1544285177.0,-1,-1,11441
1544285476.0,-1,-1,11314
1544285775.0,-1,-1,11314
1544286075.0,-1,-1,11314
1544286374.0,-1,-1,11126
1544286674.0,-1,-1,11126
1544286973.0,-1,-1,10766
1544287273.0,-1,-1,10884
1544287572.0,-1,-1,10884
1544287852.0,4,334373,10650
1544288198.0,-1,-1,10650
1544288498.0,-1,-1,10707
1544288797.0,-1,-1,10825
1544289097.0,-1,-1,10825
1544289396.0,-1,-1,11065
1544289696.0,-1,-1,11065
1544289995.0,-1,-1,11188
1544290294.0,-1,-1,11314
1544290594.0,-1,-1,11377
1544290893.0,-1,-1,11441
1544291193.0,-1,-1,11377
1544291492.0,-1,-1,11377
1544291792.0,-1,-1,11441
1544292091.0,-1,-1,11441
1544292391.0,-1,-1,11441
1544292690.0,-1,-1,11506
1544292990.0,-1,-1,11571
1544293290.0,-1,-1,11637
1544293590.0,-1,-1,11571
1544293890.0,-1,-1,11770
1544294189.0,-1,-1,11770
1544294489.0,-1,-1,11906
1544294788.0,-1,-1,11906
1544295088.0,-1,-1,11838
1544295388.0,-1,-1,11975
1544295687.0,-1,-1,11906
1544295987.0,-1,-1,12045
1544296287.0,-1,-1,12045
1544296587.0,-1,-1,12115
1544296886.0,-1,-1,12115
1544297186.0,-1,-1,12185
1544297485.0,-1,-1,11975
1544297628.0,1,334374,12257
1544297690.0,2,335144,12185
1544297853.0,1,336443,12185
1544298215.0,-1,-1,11637
1544298514.0,-1,-1,11571
1544298560.0,2,346887,11441
1544298922.0,-1,-1,11506
1544299529.0,-1,-1,11506
1544299829.0,-1,-1,11506
1544300128.0,-1,-1,11441
1544300428.0,-1,-1,11441
1544300727.0,-1,-1,11314
1544301027.0,-1,-1,11441
1544301326.0,-1,-1,11251
1544301626.0,-1,-1,11251
1544301926.0,-1,-1,11314
1544302225.0,-1,-1,11188
1544302525.0,-1,-1,11126
1544302824.0,-1,-1,11126
1544303123.0,-1,-1,11065
1544303423.0,-1,-1,11065
1544303723.0,-1,-1,11004
1544304022.0,-1,-1,10884
1544304321.0,-1,-1,10884
1544304621.0,-1,-1,10944
1544304920.0,-1,-1,10825
1544305220.0,-1,-1,10825
1544305519.0,4,402014,10766
1544305865.0,-1,-1,10825
1544306165.0,-1,-1,10944
1544306464.0,-1,-1,11065
1544306763.0,-1,-1,11126
1544307063.0,-1,-1,11126
1544307362.0,-1,-1,11065
1544307661.0,-1,-1,11314
1544307961.0,-1,-1,11188
1544308260.0,-1,-1,11441
1544308560.0,-1,-1,11571
1544308859.0,-1,-1,11441
1544309159.0,-1,-1,11506
1544309459.0,-1,-1,11637
1544309758.0,-1,-1,11770
1544310058.0,-1,-1,11637
1544310357.0,-1,-1,11906
1544310657.0,-1,-1,11838
1544310956.0,-1,-1,11770
1544311256.0,-1,-1,11975
1544311555.0,-1,-1,11975
1544311855.0,-1,-1,12045
1544312155.0,-1,-1,12045
1544312454.0,-1,-1,12045
1544312754.0,-1,-1,12115
1544313054.0,-1,-1,12185
1544313353.0,-1,-1,12257
1544313671.0,-1,-1,12401
1544313970.0,-1,-1,12401
1544314270.0,-1,-1,12549
1544314570.0,-1,-1,12401
1544314869.0,-1,-1,12475
1544315169.0,-1,-1,12624
1544315469.0,-1,-1,12624
1544315768.0,-1,-1,12775
1544316068.0,-1,-1,12699
1544316368.0,-1,-1,12775
1544316667.0,-1,-1,12775
1544316967.0,-1,-1,12852
1544317267.0,-1,-1,12852
1544317567.0,-1,-1,12930
1544317866.0,-1,-1,12930
1544318166.0,-1,-1,13008
1544318466.0,-1,-1,13008
1544318765.0,-1,-1,12930
1544319065.0,-1,-1,13008
1544319365.0,-1,-1,13248
1544319664.0,-1,-1,13167
1544319964.0,-1,-1,13087
1544320264.0,-1,-1,13330
1544320564.0,-1,-1,13087
1544320863.0,-1,-1,13412
1544321163.0,-1,-1,13330
1544321463.0,-1,-1,13412
1544321763.0,-1,-1,13330
1544322062.0,-1,-1,13495
1544322362.0,-1,-1,13412
1544322662.0,-1,-1,13412
1544322962.0,-1,-1,13579
1544323261.0,-1,-1,13579
1544323561.0,-1,-1,13664
1544323861.0,-1,-1,13750
1544324161.0,-1,-1,13750
1544324461.0,-1,-1,13750
1544324761.0,-1,-1,13836
1544325061.0,-1,-1,13836
1544325360.0,-1,-1,13923
1544325660.0,-1,-1,13836
1544325960.0,-1,-1,13923
1544326260.0,-1,-1,14101
1544326560.0,-1,-1,13836
1544326859.0,-1,-1,14101
1544327159.0,-1,-1,14191
1544327459.0,-1,-1,14012
1544327759.0,-1,-1,14191
1544328071.0,-1,-1,14101
1544328371.0,-1,-1,14282
1544328671.0,-1,-1,14191
1544328971.0,-1,-1,14374
1544329271.0,-1,-1,14561
1544329571.0,-1,-1,14561
1544329871.0,-1,-1,14467
1544330171.0,-1,-1,14561
1544330470.0,-1,-1,14752
1544330770.0,-1,-1,14656
1544331070.0,-1,-1,14656
1544331370.0,-1,-1,14467
1544331670.0,-1,-1,14948
1544331732.0,2,402674,14656
1544331889.0,1,403926,14656
1544332069.0,0,406616,14374
1544332431.0,-1,-1,13248
1544332731.0,-1,-1,13008
1544333030.0,-1,-1,12549
1544333330.0,-1,-1,12045
1544333629.0,-1,-1,11838
1544333838.0,1,443044,11770
1544334199.0,-1,-1,11975
1544334498.0,-1,-1,11906
1544334798.0,-1,-1,11704
1544335022.0,2,460563,11506
1544335384.0,-1,-1,12045
1544335683.0,-1,-1,12115
1544335983.0,-1,-1,12045
1544336282.0,-1,-1,12045
1544336582.0,-1,-1,12045
1544336881.0,-1,-1,12115
1544337181.0,-1,-1,12045
1544337480.0,-1,-1,11975
1544337780.0,-1,-1,11975
1544338080.0,-1,-1,11838
1544338379.0,-1,-1,11906
1544338679.0,-1,-1,11838
1544338978.0,-1,-1,11975
1544339278.0,-1,-1,11975
1544339577.0,-1,-1,11906
1544339877.0,-1,-1,11571
1544340176.0,-1,-1,11838
1544340475.0,-1,-1,11704
1544340775.0,-1,-1,11704
1544341074.0,-1,-1,11637
1544341374.0,-1,-1,11571
1544341673.0,-1,-1,11506
1544341973.0,-1,-1,11571
1544342272.0,-1,-1,11506
1544342572.0,-1,-1,11506
1544342871.0,-1,-1,11506
1544343171.0,-1,-1,11251
1544343470.0,-1,-1,11314
1544343770.0,-1,-1,11251
1544344069.0,-1,-1,11188
1544344369.0,-1,-1,11126
1544344554.0,4,536034,11065
1544344900.0,-1,-1,11004
1544345200.0,-1,-1,11251
1544345499.0,-1,-1,11571
1544345798.0,-1,-1,11506
1544346098.0,-1,-1,11441
1544346397.0,-1,-1,11506
1544346697.0,-1,-1,11506
1544346997.0,-1,-1,11571
1544347297.0,-1,-1,11704
1544347596.0,-1,-1,11770
1544347896.0,-1,-1,11770
1544348195.0,-1,-1,11838
1544348495.0,-1,-1,12045
1544348795.0,-1,-1,11975
1544349094.0,-1,-1,12115
1544349394.0,-1,-1,12185
1544349693.0,-1,-1,12115
1544349993.0,-1,-1,12185
1544350292.0,-1,-1,12257
1544350592.0,-1,-1,12185
1544350892.0,-1,-1,12475
1544351192.0,-1,-1,12475
1544351492.0,-1,-1,12699
1544351712.0,1,536036,12549
1544351774.0,2,536829,12624
1544351940.0,1,538152,12475
1544352286.0,-1,-1,11975
1544352524.0,2,546861,11770
1544352886.0,-1,-1,11975
1544353185.0,-1,-1,11975
1544353485.0,-1,-1,12185
1544353785.0,-1,-1,11906
1544354084.0,-1,-1,11838
1544354384.0,-1,-1,11838
1544354684.0,-1,-1,11975
1544354984.0,-1,-1,11838
1544355283.0,-1,-1,11637
