Stove Type,Laser 73/730,Latitude,64.78514,Longitude,-148.034,Square Footage,1512,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543590030.5,845,2,81.65,19.94,61.71,0.0028459600000000002,0.1443021971830986
1543590277.0,3378,1,78.6,19.95,58.65,0.011377104,0.09705586350710901
1543590619.5,3740,2,74.195,19.97,54.225,0.012596320000000001,0.17242111026615972
1543590976.5,3910,1,74.195,19.99,54.205,0.01316888,0.10511744567627494
1543591294.0,2618,2,74.415,20.005,54.41,0.008817424,0.17251481739130436
1543591604.5,3821,1,74.75,20.02,54.73,0.012869128,0.10601569977116705
1543591910.0,2482,2,74.75,20.035,54.715,0.008359376,0.17295260689655173
1543592215.5,3491,1,74.415,20.05,54.365,0.011757688,0.09685967231121281
1543592545.0,3155,2,74.525,20.065,54.46,0.01062604,0.17231416216216217
1543592898.5,3869,1,74.745,20.085,54.66,0.013030792000000001,0.09672340453608248
1543593250.5,3119,2,74.635,20.105,54.53,0.010504792,0.17268151232876713
1543593609.0,3974,1,74.185,20.085,54.1,0.013384432,0.09675493012048193
1543593969.5,3175,2,74.185,20.03,54.155,0.0106934,0.17262887892376683
1543594341.5,4151,1,74.525,19.935,54.59,0.013980568,0.09660277312859884
1543594710.5,3090,2,74.415,19.845,54.57,0.01040712,0.1726526820276498
1543595067.0,3955,1,74.19,19.755,54.435,0.013320440000000001,0.09668061290322581
1543595418.0,2932,2,74.08,19.665,54.415,0.009874976,0.17257239611650488
1543595781.5,4158,1,74.415,19.575,54.84,0.014004144000000001,0.0967656783109405
1543596143.5,2887,2,74.525,19.485,55.04,0.009723416,0.17243496354679805
1543596507.5,4191,1,74.525,19.395,55.13,0.014115288,0.09679054628571429
1543596879.0,3103,2,74.96,19.3,55.66,0.010450904,0.1725837357798165
1543597297.0,4927,1,74.96,19.195,55.765,0.016594136000000002,0.09666486990291263
1543597707.0,2876,2,74.525,19.095,55.43,0.009686368,0.17262834059405943
1543598097.5,4620,1,74.64,18.995,55.645,0.015560160000000002,0.09674710880829017
1543598500.0,3206,2,74.86,18.895,55.965,0.010797808,0.17200048141592922
1543598969.5,5914,1,74.635,18.78,55.855,0.019918352,0.10056951921458626
1543599412.0,2451,2,74.415,18.67,55.745,0.008254968,0.17277839999999997
1543599801.5,4844,1,74.415,18.57,55.845,0.016314592,0.09675870049423393
1543600206.5,2891,2,74.305,18.465,55.84,0.009736888,0.17267387586206898
1543600568.5,4154,1,73.965,18.375,55.59,0.013990672000000001,0.0966725896353167
1543600929.0,2847,2,74.185,18.275,55.91,0.009588696,0.17259652800000003
1543601282.5,4044,1,74.525,18.15,56.375,0.013620192000000001,0.0967114224852071
1543601634.5,2806,2,75.065,18.025,57.04,0.009450608000000001,0.17270146598984773
1543602017.5,4538,1,75.065,17.89,57.175,0.015283984,0.09670007451669596
1543602407.0,2991,2,74.635,17.755,56.88,0.010073688,0.1726917942857143
1543602779.0,4260,1,74.41,17.625,56.785,0.014347680000000002,0.09672593258426967
1543603144.0,2790,2,74.3,17.5,56.8,0.00939672,0.17259281632653065
1543603515.0,4347,1,74.635,17.37,57.265,0.014640696000000002,0.09653206153846154
1543603888.0,2859,2,74.635,17.235,57.4,0.009629112,0.173324016
1543604254.0,4244,1,74.3,17.095,57.205,0.014293792000000001,0.0967249082706767
1543604624.0,2951,2,74.625,16.935,57.69,0.009938968000000001,0.17202060000000002
1543605008.5,4475,1,74.85,16.725,58.125,0.015071800000000002,0.09671743315508022
