Stove Type,Laser 56/560,Latitude,64.86001,Longitude,-147.913,Square Footage,528,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1543258164.5,444,2,71.725,22.44,49.285,0.001290708,0.08448270545454545
1543258322.5,1570,4,73.65,22.4,51.25,0.0045639899999999995,0.06295158620689655
1543259156.0,3,1,70.9,22.455,48.445,8.721e-06,2.232972972972973e-05
1543259887.5,547,2,67.805,22.55,45.255,0.001590129,0.1004292
1543260003.0,1051,1,67.57,22.58,44.99,0.003055257,0.06321221379310345
1543260240.0,3173,2,69.315,22.64,46.675,0.009223911,0.110686932
1543260683.5,3533,4,72.3,22.75,49.55,0.010270431,0.06298731107325384
1543262005.0,4,1,70.79,23.16,47.63,1.1628e-05,2.036031128404669e-05
1543263061.0,569,2,68.275,23.51,44.765,0.001654083,0.10633390714285715
1543263179.0,1082,1,68.275,23.565,44.71,0.003145374,0.06290748
1543263387.0,2500,2,69.55,23.67,45.88,0.0072675,0.11086016949152541
1543263610.0,1266,4,72.965,23.785,49.18,0.0036802619999999997,0.06309020571428571
1543267819.5,404,1,71.1,25.33,45.77,0.001174428,0.0005150372517968084
1543271952.0,396,2,67.805,26.83,40.975,0.001151172,0.07400391428571429
1543272051.0,854,1,68.28,26.855,41.425,0.002482578,0.0629385971830986
1543272289.5,3552,2,69.785,26.91,42.875,0.010325664,0.11096235940298507
1543272566.5,1318,4,72.97,26.98,45.99,0.0038314259999999998,0.06298234520547945
1543273782.0,511,2,71.345,27.2,44.145,0.001485477,0.002417593670886076
1543274977.0,1070,1,68.16,27.405,40.755,0.00311049,0.06290878651685393
1543275209.5,3047,2,69.67,27.44,42.23,0.008857628999999999,0.11110614773519162
1543275480.0,1527,4,72.3,27.48,44.82,0.004438989,0.06291480472440945
1543276511.5,3,1,70.79,27.56,43.23,8.721e-06,1.7355223880597016e-05
1543277444.5,551,2,68.395,27.615,40.78,0.0016017569999999999,0.10116359999999999
1543277560.5,1058,1,68.395,27.605,40.79,0.003075606,0.06326960914285713
1543277800.5,3230,4,69.55,27.58,41.97,0.00938961,0.11082818360655738
1543277981.5,341,2,71.74,27.56,44.18,0.000991287,0.0626076
1543278382.0,4478,4,72.755,27.52,45.235,0.013017546,0.06298812580645162
1543279749.5,6,1,70.445,27.305,43.14,1.7442e-05,3.15375188347564e-05
1543280773.0,550,2,67.92,27.115,40.805,0.00159885,0.10278321428571428
1543280888.5,1054,1,68.04,27.05,40.99,0.0030639779999999998,0.06303040457142857
1543281124.0,3137,4,69.665,26.92,42.745,0.009119259,0.11090990675675676
1543281300.5,341,2,71.63,26.825,44.805,0.000991287,0.0626076
