Stove type: Laser 56/560,,Latitude of the PUMA device location,[64.77877],Longitude of the PUMA device location,[-148.04],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543578374.0,4,503,0,0.0,0.0,55.57,18.82,36.75
1543578745.0,-1,-1,0,0.0,0.0,69.21,18.84,50.37
1543579045.0,-1,-1,0,0.0,0.0,65.16,18.85,46.31
1543579346.0,-1,-1,0,0.0,0.0,63.69,18.87,44.82
1543579646.0,-1,-1,0,0.0,0.0,62.69,18.88,43.81
1543579947.0,-1,-1,0,0.0,0.0,61.67,18.9,42.77
1543580247.0,-1,-1,0,0.0,0.0,60.9,18.91,41.99
1543580547.0,-1,-1,0,0.0,0.0,60.64,18.93,41.71
1543580847.0,-1,-1,0,0.0,0.0,59.08,18.94,40.14
1543581147.0,-1,-1,0,0.0,0.0,59.08,18.96,40.12
1543581405.0,0,510,7,2.0348999999999998e-05,0.0002839395348837209,58.55,18.97,39.58
1543581470.0,1,1327,817,0.002375019,0.13153951384615384,59.6,18.97,40.63
1543581731.0,4,4129,2802,0.008145414,0.11235053793103447,60.9,18.99,41.91
1543581787.0,1,4575,446,0.001296522,0.08334784285714286,61.42,18.99,42.43
1543581986.0,4,6149,1574,0.004575618,0.08277499899497487,62.18,19.0,43.18
1543582343.0,-1,-1,0,0.0,0.0,64.43,19.02,45.41
1543582643.0,-1,-1,0,0.0,0.0,62.94,19.03,43.91
1543582942.0,-1,-1,0,0.0,0.0,62.18,19.05,43.13
1543583242.0,-1,-1,0,0.0,0.0,61.67,19.06,42.61
1543583542.0,-1,-1,0,0.0,0.0,60.64,19.08,41.56
1543583842.0,-1,-1,0,0.0,0.0,59.34,19.09,40.25
1543584142.0,-1,-1,0,0.0,0.0,59.08,19.11,39.97
1543584366.0,0,6153,4,1.1628e-05,0.00018687857142857142,58.55,19.12,39.43
1543584431.0,1,6963,810,0.0023546699999999997,0.13041249230769228,58.28,19.12,39.16
1543584787.0,-1,-1,0,0.0,0.0,61.42,19.14,42.28
1543584972.0,4,11979,5016,0.014581512,0.2837483416216216,62.69,19.15,43.54
1543585348.0,-1,-1,0,0.0,0.0,63.93,19.17,44.76
1543585647.0,-1,-1,0,0.0,0.0,62.18,19.18,43.0
1543585947.0,-1,-1,0,0.0,0.0,61.42,19.2,42.22
1543586247.0,-1,-1,0,0.0,0.0,60.9,19.21,41.69
1543586546.0,-1,-1,0,0.0,0.0,59.87,19.25,40.62
1543586846.0,-1,-1,0,0.0,0.0,59.34,19.31,40.03
1543587147.0,-1,-1,0,0.0,0.0,58.28,19.37,38.91
1543587203.0,1,12558,579,0.001683153,0.10820269285714285,58.02,19.38,38.64
1543587482.0,4,15557,2999,0.008718093,0.11249152258064514,60.13,19.44,40.69
1543587538.0,1,16004,447,0.001299429,0.08353472142857143,60.64,19.45,41.19
1543587748.0,4,17662,1658,0.004819805999999999,0.0826252457142857,61.93,19.49,42.44
1543588105.0,-1,-1,0,0.0,0.0,62.94,19.56,43.38
1543588405.0,-1,-1,0,0.0,0.0,61.93,19.62,42.31
1543588704.0,-1,-1,0,0.0,0.0,60.9,19.68,41.22
1543589004.0,-1,-1,0,0.0,0.0,59.87,19.74,40.13
1543589304.0,-1,-1,0,0.0,0.0,59.6,19.8,39.8
1543589604.0,-1,-1,0,0.0,0.0,58.28,19.86,38.42
1543589805.0,0,17667,5,1.4534999999999999e-05,0.0002603283582089552,58.02,19.9,38.12
1543589860.0,1,18364,697,0.002026179,0.13262262545454545,58.02,19.91,38.11
1543590216.0,-1,-1,0,0.0,0.0,60.64,19.95,40.69
1543590385.0,4,23273,4909,0.014270462999999999,0.3039861940828402,61.67,19.96,41.71
1543590756.0,-1,-1,0,0.0,0.0,62.94,19.98,42.96
1543591056.0,-1,-1,0,0.0,0.0,60.9,19.99,40.91
1543591356.0,-1,-1,0,0.0,0.0,60.39,20.01,40.38
1543591656.0,-1,-1,0,0.0,0.0,60.13,20.02,40.11
1543591955.0,-1,-1,0,0.0,0.0,59.08,20.04,39.04
1543592255.0,-1,-1,0,0.0,0.0,58.28,20.05,38.23
1543592312.0,0,23476,203,0.000590121,0.03727079999999999,58.28,20.06,38.22
1543592368.0,1,24116,640,0.0018604799999999999,0.1196022857142857,57.75,20.06,37.69
1543592723.0,-1,-1,0,0.0,0.0,60.39,20.08,40.31
1543592877.0,4,28867,4751,0.013811157,0.3228582155844156,61.42,20.08,41.34
1543593234.0,-1,-1,0,0.0,0.0,62.69,20.1,42.59
1543593533.0,-1,-1,0,0.0,0.0,61.16,20.12,41.04
1543593834.0,-1,-1,0,0.0,0.0,60.39,20.06,40.33
1543594133.0,-1,-1,0,0.0,0.0,59.6,19.99,39.61
1543594434.0,-1,-1,0,0.0,0.0,58.55,19.91,38.64
1543594716.0,0,28867,0,0.0,0.0,58.55,19.84,38.71
1543594782.0,1,29668,801,0.002328507,0.12700947272727273,58.02,19.82,38.2
1543595138.0,-1,-1,0,0.0,0.0,60.39,19.74,40.65
1543595235.0,4,33984,4316,0.012546611999999999,0.465647455670103,60.64,19.71,40.93
1543595607.0,-1,-1,0,0.0,0.0,61.42,19.62,41.8
1543595906.0,-1,-1,0,0.0,0.0,60.13,19.54,40.59
1543596206.0,-1,-1,0,0.0,0.0,59.87,19.47,40.4
1543596507.0,-1,-1,0,0.0,0.0,59.34,19.39,39.95
1543596807.0,-1,-1,0,0.0,0.0,58.02,19.32,38.7
1543597012.0,0,33986,2,5.814e-06,0.00010209951219512194,57.75,19.27,38.48
1543597082.0,1,34832,846,0.002459322,0.12647941714285715,57.75,19.25,38.5
1543597457.0,-1,-1,0,0.0,0.0,60.13,19.16,40.97
1543597563.0,4,39349,4517,0.013130919,0.44595573962264146,60.39,19.13,41.26
1543597919.0,-1,-1,0,0.0,0.0,61.67,19.04,42.63
1543598219.0,-1,-1,0,0.0,0.0,60.64,18.97,41.67
1543598520.0,-1,-1,0,0.0,0.0,59.6,18.89,40.71
1543598820.0,-1,-1,0,0.0,0.0,59.08,18.81,40.27
1543599120.0,-1,-1,0,0.0,0.0,58.02,18.74,39.28
1543599239.0,0,39352,3,8.721e-06,0.0002638285714285715,57.48,18.71,38.77
1543599294.0,1,40039,687,0.001997109,0.13071986181818182,58.02,18.7,39.32
1543599559.0,4,42892,2853,0.008293670999999999,0.11266873811320752,59.34,18.63,40.71
1543599616.0,1,43338,446,0.001296522,0.0818856,59.08,18.62,40.46
1543599791.0,4,44726,1388,0.0040349159999999995,0.08300398628571427,59.87,18.57,41.3
1543600148.0,-1,-1,0,0.0,0.0,61.67,18.48,43.19
1543600448.0,-1,-1,0,0.0,0.0,60.39,18.41,41.98
1543600748.0,-1,-1,0,0.0,0.0,59.6,18.33,41.27
1543601048.0,-1,-1,0,0.0,0.0,58.28,18.23,40.05
1543601347.0,-1,-1,0,0.0,0.0,57.75,18.13,39.62
1543601404.0,1,45221,495,0.001438965,0.090882,57.48,18.11,39.37
1543601686.0,4,48257,3036,0.008825652,0.11266789787234043,58.55,18.01,40.54
1543601753.0,1,48782,525,0.0015261749999999998,0.08200343283582089,59.6,17.99,41.61
1543601928.0,4,50169,1387,0.004032009,0.08294418514285713,60.13,17.93,42.2
1543602285.0,-1,-1,0,0.0,0.0,61.42,17.8,43.62
