Stove Type,Laser 73/730,Latitude,64.91331,Longitude,-147.602,Square Footage,576,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
1550398283.0,2,35557,10766
1550398625.0,-1,-1,10650
1550398926.0,-1,-1,9111
1550399226.0,-1,-1,10149
1550399525.0,-1,-1,9784
1550399825.0,-1,-1,10257
1550400125.0,-1,-1,9536
1550400425.0,-1,-1,9343
1550400725.0,-1,-1,10592
1550401025.0,-1,-1,9439
1550401324.0,-1,-1,9487
1550401624.0,-1,-1,10766
1550401924.0,-1,-1,8887
1550402224.0,-1,-1,9734
1550402524.0,-1,-1,10312
1550402823.0,-1,-1,12185
1550403123.0,-1,-1,8976
1550403423.0,-1,-1,9111
1550403723.0,-1,-1,10149
1550404023.0,-1,-1,9020
1550404323.0,-1,-1,10423
1550404623.0,-1,-1,9734
1550404923.0,-1,-1,8756
1550405222.0,-1,-1,10312
1550405523.0,-1,-1,10423
1550405822.0,-1,-1,10535
1550406122.0,-1,-1,10944
1550406422.0,-1,-1,10043
1550406722.0,-1,-1,9439
1550407022.0,-1,-1,9249
1550407322.0,-1,-1,10707
1550407622.0,-1,-1,8931
1550407922.0,-1,-1,9111
1550408222.0,-1,-1,9585
1550408522.0,-1,-1,9938
1550408822.0,-1,-1,9249
1550409122.0,-1,-1,10825
1550409422.0,-1,-1,9157
1550409721.0,-1,-1,9634
1550410021.0,-1,-1,10367
1550410321.0,-1,-1,8341
1550410621.0,-1,-1,9585
1550410920.0,-1,-1,9487
1550411220.0,-1,-1,10479
1550411520.0,-1,-1,10650
1550411820.0,-1,-1,8628
1550412120.0,-1,-1,10423
1550412420.0,-1,-1,9391
1550412720.0,-1,-1,9536
1550413020.0,-1,-1,9020
1550413320.0,-1,-1,9684
1550413620.0,-1,-1,9439
1550413920.0,-1,-1,9585
1550414220.0,-1,-1,8671
1550414520.0,-1,-1,9734
1550414820.0,-1,-1,9784
1550415119.0,-1,-1,10479
1550415419.0,-1,-1,9111
1550415719.0,-1,-1,9487
1550416019.0,-1,-1,10423
1550416103.0,4,194953,8931
1550416444.0,-1,-1,9487
1550416744.0,-1,-1,8800
1550417044.0,-1,-1,9835
1550417344.0,-1,-1,9938
1550417644.0,-1,-1,10043
1550417944.0,-1,-1,11838
1550418244.0,-1,-1,9990
1550418544.0,-1,-1,9157
1550418845.0,-1,-1,10766
1550419145.0,-1,-1,9684
1550419445.0,-1,-1,10825
1550419746.0,-1,-1,11377
1550420046.0,-1,-1,11571
1550420346.0,-1,-1,10592
1550420647.0,-1,-1,10707
1550420947.0,-1,-1,10367
1550421247.0,-1,-1,10312
1550421547.0,-1,-1,10203
1550421847.0,-1,-1,11838
1550422147.0,-1,-1,11571
1550422447.0,-1,-1,11704
1550422747.0,-1,-1,12475
1550423048.0,-1,-1,11637
1550423348.0,-1,-1,11975
1550423648.0,-1,-1,11377
1550423949.0,-1,-1,10884
1550424249.0,-1,-1,11251
1550424549.0,-1,-1,11571
1550424850.0,-1,-1,11704
1550425150.0,-1,-1,10650
1550425450.0,-1,-1,11188
1550425750.0,-1,-1,11838
1550426050.0,-1,-1,10766
1550426129.0,1,194957,11377
1550426170.0,2,195576,11188
1550426354.0,1,197240,11314
1550426533.0,2,199957,10096
1550426874.0,-1,-1,11506
1550427174.0,-1,-1,11065
1550427474.0,-1,-1,11004
1550427774.0,-1,-1,9634
1550428074.0,-1,-1,10650
1550428374.0,-1,-1,10257
