Stove Type,M2200,Latitude,64.85885,Longitude,-147.962,Square Footage,1318,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Thermistor resistance of the indoor thermistor
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Thermistor resistance (ohms)
978393651.0,4,575451,11637
978394018.0,-1,-1,11506
978394318.0,-1,-1,11637
978394619.0,-1,-1,11314
978394919.0,-1,-1,11377
978395219.0,-1,-1,11188
978395520.0,-1,-1,11314
978395820.0,-1,-1,11571
978396114.0,2,575451,11770
978396413.0,4,577041,12329
978396438.0,1,577252,12401
978396464.0,0,577507,12257
978396677.0,1,579735,11906
978396865.0,4,581278,11704
978396932.0,2,581667,11637
978397258.0,-1,-1,11637
978397558.0,-1,-1,11704
978397858.0,-1,-1,11637
978398158.0,-1,-1,11838
978398459.0,-1,-1,11704
978398759.0,-1,-1,11770
978399059.0,-1,-1,11704
978399360.0,-1,-1,11506
978399660.0,-1,-1,11770
978399960.0,-1,-1,11571
978400260.0,-1,-1,11571
978400561.0,-1,-1,11571
978400861.0,-1,-1,11770
978401122.0,4,605958,11314
978401148.0,3,606079,11314
978401520.0,-1,-1,11188
978401691.0,4,608604,11251
978402017.0,-1,-1,11004
978402318.0,-1,-1,10944
978402618.0,-1,-1,11188
978402918.0,-1,-1,11314
978403219.0,-1,-1,11188
978403519.0,-1,-1,11506
978403817.0,2,608607,11770
978404116.0,4,610197,12045
978404142.0,1,610408,12115
978404283.0,2,611560,11704
978404592.0,4,613356,11506
978404628.0,3,613523,11637
978404955.0,-1,-1,11704
978405256.0,-1,-1,11637
978405556.0,-1,-1,11906
978405857.0,-1,-1,11975
978406158.0,-1,-1,11906
978406459.0,-1,-1,12045
978406602.0,2,622711,12257
978406928.0,-1,-1,11975
978407075.0,4,625448,12115
978407437.0,-1,-1,12045
978407738.0,-1,-1,11975
978408054.0,-1,-1,12185
978408361.0,-1,-1,12045
978408516.0,2,632186,12115
978408824.0,4,633976,11975
978408895.0,3,634306,11770
978409232.0,-1,-1,12045
978409533.0,-1,-1,11838
978409833.0,-1,-1,11838
978410134.0,-1,-1,11906
978410435.0,-1,-1,11906
978410736.0,-1,-1,11838
978411037.0,-1,-1,11906
978411337.0,-1,-1,11975
978411638.0,-1,-1,11637
978411939.0,-1,-1,11637
978412240.0,-1,-1,11571
978412541.0,-1,-1,11704
978412841.0,-1,-1,11704
978413142.0,-1,-1,11637
978413443.0,-1,-1,11704
978413744.0,-1,-1,11637
978414044.0,-1,-1,11441
978414345.0,-1,-1,11704
978414646.0,-1,-1,11704
978414946.0,-1,-1,11906
978415247.0,-1,-1,11770
978415548.0,-1,-1,11906
978415849.0,-1,-1,11838
978416150.0,-1,-1,11637
978416450.0,-1,-1,11571
978416751.0,-1,-1,11377
978417052.0,-1,-1,11251
978417219.0,4,673047,11065
978417546.0,-1,-1,10707
978417846.0,-1,-1,10825
978418147.0,-1,-1,11188
978418447.0,-1,-1,11126
978418747.0,-1,-1,11126
978419048.0,-1,-1,11377
978419348.0,-1,-1,11770
978419374.0,2,673144,12115
978419655.0,4,674640,12185
978419681.0,1,674851,12257
978419706.0,0,675106,12185
978419790.0,1,675982,11975
978420078.0,2,678338,11704
978420403.0,-1,-1,11637
978420703.0,-1,-1,11704
978421004.0,-1,-1,11571
