Stove Type,Laser 73/730,Latitude,64.81606,Longitude,-148.002,Square Footage,1360,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PuMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,F,F,F
1543706507.0,4,372157,75.96,16.41,59.55
1543710563.0,1,372157,72.19,16.52,55.67
1543710892.0,2,375643,75.3,16.52,58.78
1543712504.0,4,388209,73.32,16.59,56.73
1543713259.0,1,388209,72.65,17.08,55.57
1543713577.0,4,391534,76.61,17.29,59.32
1543713650.0,2,392110,75.74,17.33,58.41
1543746292.0,4,652173,75.74,26.83,48.91
1543749608.0,1,652176,73.98,23.53,50.45
1543749937.0,4,655664,75.74,23.24,52.5
1543750010.0,2,656241,75.08,23.17,51.91
1543776588.0,4,867994,77.04,16.73,60.31
1543780449.0,1,867994,73.98,18.02,55.96
1543780778.0,2,871482,75.96,18.13,57.83
1543790532.0,4,949188,74.87,17.09,57.78
1543794272.0,1,949450,73.76,16.48,57.28
1543794583.0,2,952676,75.96,16.43,59.53
1543798929.0,4,986804,76.18,15.98,60.2
1543799673.0,1,987041,74.87,15.98,58.89
1543799975.0,2,990139,77.26,15.98,61.28
1543838484.0,4,1296689,75.08,21.74,53.34
1543842566.0,1,1296689,72.87,21.88,50.99
1543842898.0,4,1300204,76.61,21.96,54.65
1543842954.0,2,1300653,76.18,21.98,54.2
1543850366.0,4,1359708,76.4,22.94,53.46
1543853971.0,1,1359708,71.06,23.24,47.82
1543854301.0,2,1363195,76.61,23.26,53.35
1543864912.0,4,1447422,78.33,23.56,54.77
1543869588.0,1,1447422,72.65,24.5,48.15
1543869919.0,2,1450931,76.4,24.58,51.82
1543885267.0,4,1573209,72.42,24.99,47.43
1543886057.0,1,1573209,73.32,25.11,48.21
1543886374.0,4,1576523,76.61,25.16,51.45
1543886447.0,2,1577100,76.61,25.17,51.44
1543922842.0,4,1867059,77.47,10.61,66.86
1543925430.0,1,1867061,71.06,10.16,60.9
1543925759.0,4,1870552,76.61,10.12,66.49
1543925816.0,2,1871002,76.83,10.12,66.71
1543962684.0,4,2164730,75.52,6.27,69.25
1543966618.0,1,2164734,72.19,7.77,64.42
1543966947.0,4,2168217,76.61,7.97,68.64
1543967019.0,2,2168793,75.96,8.01,67.95
1543971668.0,4,2205828,74.65,12.78,61.87
1543972457.0,1,2205828,72.87,13.21,59.66
1543972776.0,4,2209155,78.33,13.39,64.94
1543972832.0,2,2209604,76.18,13.42,62.76
1544019198.0,4,2578998,77.04,10.78,66.26
1544022769.0,1,2578998,73.09,13.12,59.97
1544023099.0,2,2582482,76.4,13.29,63.11
1544038952.0,4,2708790,75.3,21.35,53.95
1544042961.0,1,2709054,72.65,21.86,50.79
1544043273.0,4,2712298,76.4,21.89,54.51
1544043330.0,2,2712748,75.74,21.89,53.85
1544056637.0,4,2818606,75.74,21.21,54.53
1544060077.0,1,2818893,73.09,19.73,53.36
1544060384.0,2,2822057,75.74,19.59,56.15
1544089937.0,4,3057511,75.3,15.6,59.7
1544099101.0,1,3057516,72.65,15.06,57.59
1544099431.0,4,3061020,76.18,14.98,61.2
1544099488.0,2,3061469,74.65,14.97,59.68
1544099932.0,4,3064721,74.21,14.86,59.35
1544103524.0,1,3064753,71.29,14.19,57.1
1544103855.0,2,3068261,74.65,14.14,60.51
1544105971.0,4,3085120,73.54,14.12,59.42
1544107767.0,1,3085122,70.83,14.3,56.53
1544108091.0,2,3088538,73.76,14.33,59.43
1544116862.0,4,3085120,74.65,14.48,60.17
1544117002.0,1,3085120,75.96,14.47,61.49
1544117314.0,4,3088352,77.04,14.45,62.59
1544119246.0,1,3089281,72.65,14.34,58.31
1544119526.0,4,3092157,76.4,14.2,62.2
1544119599.0,2,3092735,75.52,14.16,61.36
1544121057.0,4,3104348,75.96,13.43,62.53
1544123136.0,1,3104354,72.65,12.39,60.26
1544123461.0,4,3107786,75.3,12.23,63.07
1544123518.0,2,3108236,75.74,12.2,63.54
1544125526.0,4,3124238,76.83,11.2,65.63
1544128151.0,1,3124671,73.76,9.71,64.05
1544128449.0,2,3127716,75.3,9.53,65.77
1544131382.0,4,3151086,75.3,8.81,66.49
1544133611.0,1,3151725,72.65,9.14,63.51
1544133884.0,2,3154525,75.08,9.2,65.88
1544135008.0,4,3163477,77.04,9.42,67.62
1544136955.0,1,3163483,72.42,9.81,62.61
1544137280.0,4,3166917,75.74,9.86,65.88
1544137353.0,2,3167495,75.96,9.86,66.1
1544139293.0,4,3182952,76.61,9.86,66.75
1544141452.0,1,3182955,72.87,10.25,62.62
1544141780.0,4,3186433,76.18,10.45,65.73
1544141853.0,2,3187011,75.74,10.49,65.25
1544144475.0,4,3207904,76.61,12.07,64.54
1544145265.0,1,3207905,73.76,12.63,61.13
1544145578.0,4,3211156,78.11,12.84,65.27
1544145651.0,2,3211734,76.61,12.9,63.71
1544149908.0,4,3245655,76.61,15.88,60.73
1544152138.0,1,3245904,73.32,17.3,56.02
1544152448.0,4,3249113,76.18,17.44,58.74
1544152520.0,2,3249690,77.47,17.47,60.0
1544155091.0,4,3270170,76.83,18.63,58.2
1544157037.0,1,3270242,73.09,19.14,53.95
1544157358.0,2,3273619,74.42,19.22,55.2
1544161162.0,4,3303924,75.08,20.05,55.03
