Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.89163],Longitude of the PUMA device location,[-147.674],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543335237.0,1,609,0,0.0,0.0,71.29,7.27,64.02
1543335292.0,2,1433,824,0.0027752320000000003,0.1816515490909091,77.69,7.25,70.44
1543335442.0,4,2622,1189,0.004004552000000001,0.09610924800000001,75.96,7.21,68.75
1543335797.0,-1,-1,0,0.0,0.0,74.65,7.1,67.55
1543336096.0,-1,-1,0,0.0,0.0,73.09,7.01,66.08
1543336396.0,-1,-1,0,0.0,0.0,71.29,6.92,64.37
1543336695.0,-1,-1,0,0.0,0.0,69.45,6.83,62.62
1543336994.0,-1,-1,0,0.0,0.0,70.6,6.74,63.86
1543337235.0,1,2622,0,0.0,0.0,69.45,6.67,62.78
1543337291.0,2,3288,666,0.0022430880000000003,0.1441985142857143,71.29,6.65,64.64
1543337451.0,1,4571,1283,0.004321144,0.09722573999999999,71.97,6.6,65.37
1543337626.0,2,7177,2606,0.008777008000000001,0.18055559314285718,74.21,6.55,67.66
1543337980.0,-1,-1,0,0.0,0.0,73.32,6.45,66.87
1543338280.0,-1,-1,0,0.0,0.0,75.52,6.5,69.02
1543338520.0,4,14283,7106,0.023933008000000002,0.35899512,74.87,6.54,68.33
1543338876.0,-1,-1,0,0.0,0.0,74.65,6.62,68.03
1543339176.0,-1,-1,0,0.0,0.0,72.42,6.68,65.74
1543339475.0,-1,-1,0,0.0,0.0,72.65,6.74,65.91
1543339775.0,-1,-1,0,0.0,0.0,73.32,6.79,66.53
1543340074.0,-1,-1,0,0.0,0.0,71.97,6.85,65.12
1543340374.0,-1,-1,0,0.0,0.0,71.74,6.91,64.83
1543340673.0,-1,-1,0,0.0,0.0,71.29,6.97,64.32
1543340973.0,-1,-1,0,0.0,0.0,70.6,7.03,63.57
1543341273.0,-1,-1,0,0.0,0.0,71.52,7.09,64.43
1543341572.0,-1,-1,0,0.0,0.0,68.75,7.15,61.6
1543341872.0,-1,-1,0,0.0,0.0,71.29,7.09,64.2
1543342130.0,1,14284,1,3.368e-06,4.699534883720931e-05,70.83,7.03,63.8
1543342185.0,2,14971,687,0.0023138160000000002,0.15144977454545455,71.52,7.01,64.51
1543342349.0,1,16278,1307,0.004401976,0.09662874146341464,68.75,6.97,61.78
1543342524.0,2,18885,2607,0.008780376000000001,0.18062487771428573,72.19,6.93,65.26
1543342880.0,-1,-1,0,0.0,0.0,73.98,6.84,67.14
1543343180.0,-1,-1,0,0.0,0.0,71.97,6.76,65.21
1543343268.0,4,24803,5918,0.019931824,0.8153928,71.52,6.74,64.78
1543343623.0,-1,-1,0,0.0,0.0,71.29,6.65,64.64
1543343922.0,-1,-1,0,0.0,0.0,71.74,6.58,65.16
1543344221.0,-1,-1,0,0.0,0.0,72.65,6.5,66.15
1543344521.0,-1,-1,0,0.0,0.0,71.52,6.43,65.09
1543344820.0,-1,-1,0,0.0,0.0,72.19,6.35,65.84
1543345120.0,-1,-1,0,0.0,0.0,70.6,6.28,64.32
1543345419.0,-1,-1,0,0.0,0.0,72.42,6.34,66.08
1543345719.0,-1,-1,0,0.0,0.0,72.42,6.44,65.98
1543345775.0,2,25300,497,0.001673896,0.1076076,72.87,6.46,66.41
1543345957.0,1,26755,1455,0.004900440000000001,0.09693178021978023,69.68,6.52,63.16
1543346133.0,2,29364,2609,0.008787112,0.17973638181818183,72.87,6.59,66.28
1543346488.0,-1,-1,0,0.0,0.0,73.76,6.71,67.05
1543346788.0,-1,-1,0,0.0,0.0,72.65,6.82,65.83
1543346865.0,4,35192,5828,0.019628704,0.9177056415584416,75.3,6.84,68.46
1543347222.0,-1,-1,0,0.0,0.0,71.97,6.97,65.0
1543347521.0,-1,-1,0,0.0,0.0,71.74,7.07,64.67
1543347820.0,-1,-1,0,0.0,0.0,71.29,7.18,64.11
1543348120.0,-1,-1,0,0.0,0.0,71.06,7.28,63.78
1543348419.0,-1,-1,0,0.0,0.0,70.14,7.39,62.75
1543348719.0,-1,-1,0,0.0,0.0,69.68,7.49,62.19
1543349019.0,-1,-1,0,0.0,0.0,69.21,7.8,61.41
1543349318.0,-1,-1,0,0.0,0.0,71.52,8.19,63.33
1543349618.0,-1,-1,0,0.0,0.0,69.68,8.58,61.1
1543349865.0,1,35197,5,1.684e-05,0.00024544129554655874,70.6,8.9,61.7
1543349921.0,2,35883,686,0.002310448,0.14852880000000002,70.6,8.98,61.62
1543350085.0,1,37190,1307,0.004401976,0.09662874146341464,71.06,9.19,61.87
1543350260.0,2,39797,2607,0.008780376000000001,0.18062487771428573,74.21,9.42,64.79
1543350615.0,-1,-1,0,0.0,0.0,72.19,9.88,62.31
1543350915.0,-1,-1,0,0.0,0.0,74.42,10.27,64.15
1543351128.0,4,46705,6908,0.023266144000000002,0.3932306028169015,73.76,10.55,63.21
1543351485.0,-1,-1,0,0.0,0.0,72.42,11.01,61.41
1543351784.0,-1,-1,0,0.0,0.0,73.32,11.4,61.92
1543352084.0,-1,-1,0,0.0,0.0,72.87,11.79,61.08
1543352383.0,-1,-1,0,0.0,0.0,71.74,12.18,59.56
1543352682.0,-1,-1,0,0.0,0.0,71.52,12.4,59.12
1543352982.0,-1,-1,0,0.0,0.0,70.37,12.61,57.76
1543353281.0,-1,-1,0,0.0,0.0,71.06,12.82,58.24
1543353581.0,-1,-1,0,0.0,0.0,70.6,13.03,57.57
1543353880.0,-1,-1,0,0.0,0.0,71.06,13.24,57.82
1543354180.0,-1,-1,0,0.0,0.0,70.6,13.45,57.15
1543354236.0,2,47251,546,0.001838928,0.1182168,68.98,13.49,55.49
1543354417.0,1,48689,1438,0.004843184,0.09632852154696134,70.6,13.61,56.99
1543354594.0,2,51331,2642,0.008898256,0.1809814779661017,72.87,13.74,59.13
1543354950.0,-1,-1,0,0.0,0.0,71.97,13.98,57.99
1543355249.0,-1,-1,0,0.0,0.0,73.54,14.19,59.35
1543355549.0,-1,-1,0,0.0,0.0,75.3,14.4,60.9
1543355605.0,4,59278,7947,0.026765496000000003,1.7206390285714288,73.98,14.44,59.54
1543355961.0,-1,-1,0,0.0,0.0,74.65,14.69,59.96
1543356261.0,-1,-1,0,0.0,0.0,72.19,14.65,57.54
1543356560.0,-1,-1,0,0.0,0.0,71.06,14.58,56.48
1543356860.0,-1,-1,0,0.0,0.0,70.6,14.51,56.09
1543357159.0,-1,-1,0,0.0,0.0,71.29,14.43,56.86
1543357459.0,-1,-1,0,0.0,0.0,70.37,14.36,56.01
1543357630.0,1,59278,0,0.0,0.0,70.37,14.31,56.06
1543357686.0,2,59930,652,0.0021959360000000003,0.1411673142857143,71.52,14.3,57.22
1543357845.0,1,61197,1267,0.0042672560000000005,0.09661711698113208,70.6,14.26,56.34
1543358020.0,2,63805,2608,0.008783744000000001,0.18069416228571433,72.19,14.21,57.98
1543358376.0,-1,-1,0,0.0,0.0,73.76,14.13,59.63
1543358675.0,-1,-1,0,0.0,0.0,74.42,14.05,60.37
1543358975.0,-1,-1,0,0.0,0.0,73.32,13.98,59.34
1543359249.0,4,73572,9767,0.032895256000000005,0.4322004437956205,74.42,13.91,60.51
1543359605.0,-1,-1,0,0.0,0.0,72.87,13.82,59.05
