Stove Type,Laser 56/560,Latitude,64.86001,Longitude,-147.913,,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1551149169.0,4,8207855,1278,0.003715146,0.11053326942148761,67.33,16.12,51.21
1551149211.0,2,8208108,253,0.000735471,0.06304037142857144,67.33,16.07,51.26
1551149406.0,1,8209279,1171,0.003404097,0.0628448676923077,61.93,15.82,46.11
1551149555.0,2,8210859,1580,0.0045930599999999995,0.11097326174496643,67.57,15.64,51.93
1551149794.0,1,8212297,1438,0.004180266,0.06296634979079499,61.42,15.34,46.08
1551149946.0,2,8213909,1612,0.004686084,0.11098620000000001,67.8,15.15,52.65
1551150187.0,1,8215359,1450,0.00421515,0.06296489626556016,61.67,14.9,46.77
1551150338.0,4,8216957,1598,0.004645386,0.11075092450331124,67.57,14.76,52.81
1551150384.0,2,8217234,277,0.0008052389999999999,0.06301870434782608,66.61,14.72,51.89
1551150565.0,1,8218328,1094,0.003180258,0.0632537502762431,62.43,14.54,47.89
1551150731.0,4,8220086,1758,0.005110506,0.11083025060240964,68.28,14.39,53.89
1551150771.0,2,8220327,241,0.000700587,0.06305283,67.33,14.35,52.98
1551150956.0,1,8221437,1110,0.00322677,0.0627912,61.16,14.17,46.99
1551151095.0,2,8222915,1478,0.004296546,0.11127745035971223,67.09,14.04,53.05
1551151313.0,1,8224229,1314,0.0038197979999999997,0.06307923302752293,61.67,13.83,47.84
1551151450.0,2,8225673,1444,0.004197708,0.11030473576642334,68.04,13.7,54.34
1551151665.0,1,8226971,1298,0.003773286,0.06318060279069766,62.18,13.5,48.68
1551151823.0,2,8228635,1664,0.004837248,0.11021577721518987,67.8,13.35,54.45
1551152044.0,1,8229969,1334,0.0038779379999999996,0.06317003076923076,60.9,13.14,47.76
1551152180.0,4,8231411,1442,0.004191894,0.11096189999999999,69.21,13.01,56.2
1551152220.0,2,8231652,241,0.000700587,0.06305283,66.37,12.97,53.4
1551152395.0,1,8232706,1054,0.0030639779999999998,0.06303040457142857,61.67,12.8,48.87
1551152540.0,4,8234232,1526,0.004436082,0.11013720827586207,67.57,12.67,54.9
1551152596.0,2,8234569,337,0.000979659,0.06297807857142856,65.65,12.61,53.04
1551152765.0,1,8235591,1022,0.002970954,0.06328659408284024,61.16,12.45,48.71
1551152959.0,4,8237645,2054,0.005970978,0.11080165360824742,66.85,12.27,54.58
1551153015.0,2,8237982,337,0.000979659,0.06297807857142856,65.65,12.22,53.43
1551153152.0,1,8238808,826,0.002401182,0.06309675328467153,61.42,12.09,49.33
1551153301.0,4,8240378,1570,0.0045639899999999995,0.11027089932885904,68.04,11.94,56.1
1551153341.0,2,8240619,241,0.000700587,0.06305283,66.37,11.91,54.46
1551153492.0,1,8241529,910,0.0026453699999999998,0.0630684238410596,61.42,11.76,49.66
1551153677.0,2,8243491,1962,0.005703534,0.11098768864864864,68.75,11.64,57.11
1551153905.0,1,8244862,1371,0.003985497,0.0629289,61.42,11.57,49.85
1551154033.0,4,8246222,1360,0.003953519999999999,0.11119274999999998,68.04,11.53,56.51
1551154125.0,2,8246777,555,0.001613385,0.06313245652173913,63.19,11.5,51.69
1551154242.0,1,8247479,702,0.002040714,0.0627912,61.42,11.47,49.95
1551154429.0,2,8249459,1980,0.00575586,0.110808,67.8,11.41,56.39
1551154641.0,1,8250737,1278,0.003715146,0.06308738490566038,61.42,11.35,50.07
1551154790.0,2,8252317,1580,0.0045930599999999995,0.11097326174496643,67.57,11.3,56.27
1551154990.0,1,8253519,1202,0.003494214,0.062895852,61.67,11.24,50.43
1551155209.0,2,8255839,2320,0.0067442399999999994,0.11086421917808219,67.8,11.18,56.62
1551155404.0,1,8257013,1174,0.0034128179999999998,0.06300587076923077,61.42,11.12,50.3
1551155552.0,4,8258587,1574,0.004575618,0.11129881621621622,67.33,11.07,56.26
1551155592.0,2,8258828,241,0.000700587,0.06305283,66.61,11.06,55.55
1551155748.0,1,8259766,938,0.002726766,0.06292536923076923,60.9,11.02,49.88
1551155908.0,2,8261462,1696,0.004930271999999999,0.11093111999999998,66.37,10.97,55.4
1551156094.0,1,8262580,1118,0.003250026,0.06290372903225808,61.16,10.91,50.25
1551156272.0,4,8264464,1884,0.005476788,0.1107664988764045,67.8,10.86,56.94
1551156312.0,2,8264705,241,0.000700587,0.06305283,66.37,10.85,55.52
1551156452.0,1,8265547,842,0.002447694,0.06294070285714286,61.42,10.8,50.62
1551156638.0,2,8267523,1976,0.005744232,0.11117868387096774,68.04,10.75,57.29
1551156850.0,1,8268797,1274,0.003703518,0.06288992830188679,60.64,10.69,49.95
1551157009.0,2,8270489,1692,0.004918644,0.11136552452830188,68.75,10.64,58.11
1551157202.0,1,8271648,1159,0.003369213,0.06284542383419689,60.64,10.58,50.06
1551157380.0,4,8273532,1884,0.005476788,0.1107664988764045,68.04,10.64,57.4
1551157421.0,2,8273784,252,0.000732564,0.06432269268292683,65.89,10.66,55.23
1551157574.0,1,8274706,922,0.002680254,0.0630648,61.42,10.71,50.71
1551157745.0,2,8276512,1806,0.005250042,0.11052719999999999,68.04,10.77,57.27
1551157936.0,1,8277662,1150,0.0033430499999999998,0.06301036649214659,60.64,10.84,49.8
1551158099.0,2,8279394,1732,0.005034924,0.11120077546012269,68.04,10.89,57.15
1551158301.0,1,8280608,1214,0.003529098,0.06289481584158416,59.87,10.97,48.9
1551158462.0,4,8282308,1700,0.0049419,0.11050211180124223,68.04,11.02,57.02
1551158501.0,2,8282549,241,0.000700587,0.06466956923076923,67.33,11.04,56.29
1551158652.0,1,8283455,906,0.0026337419999999997,0.06279119999999999,60.9,11.09,49.81
1551158801.0,4,8285031,1576,0.004581432,0.11069231677852348,68.04,11.14,56.9
1551158843.0,2,8285285,254,0.0007383779999999999,0.06328954285714286,65.4,11.16,54.24
1551158961.0,1,8285999,714,0.002075598,0.06332332881355933,61.16,11.2,49.96
1551159125.0,4,8287733,1734,0.0050407379999999995,0.11065034634146341,67.57,11.25,56.32
1551159165.0,2,8287974,241,0.000700587,0.06305283,66.61,11.27,55.34
1551159291.0,1,8288734,760,0.00220932,0.06312342857142858,60.9,11.31,49.59
1551159461.0,2,8290534,1800,0.0052326,0.110808,67.57,11.37,56.2
1551159623.0,1,8291512,978,0.0028430459999999997,0.0631788,61.16,11.43,49.73
1551159843.0,2,8293841,2329,0.0067704029999999995,0.11078841272727272,67.8,11.51,56.29
1551160022.0,1,8294919,1078,0.0031337459999999998,0.06302505921787709,60.9,11.57,49.33
1551160216.0,4,8296971,2052,0.005965163999999999,0.11069376494845361,68.98,11.64,57.34
1551160256.0,2,8297212,241,0.000700587,0.06305283,66.61,11.65,54.96
1551160392.0,1,8298034,822,0.002389554,0.0632529,61.16,11.7,49.46
1551160605.0,2,8300288,2254,0.006552377999999999,0.11074441690140843,66.61,11.77,54.84
1551160766.0,1,8301260,972,0.002825604,0.06318120745341614,60.9,11.83,49.07
1551160958.0,2,8303288,2028,0.005895396,0.110538675,68.51,11.75,56.76
1551161142.0,1,8304395,1107,0.0032180489999999997,0.06296182826086956,60.9,11.63,49.27
1551161330.0,2,8306391,1996,0.005802372,0.11110925106382978,66.85,11.52,55.33
1551161510.0,1,8307474,1083,0.0031482809999999997,0.06296561999999999,60.39,11.41,48.98
1551161759.0,4,8310110,2636,0.0076628519999999995,0.11078822168674698,67.8,11.26,56.54
1551161815.0,2,8310448,338,0.000982566,0.06316495714285715,64.18,11.23,52.95
1551161934.0,1,8311169,721,0.002095947,0.0634068,60.64,11.16,49.48
1551162113.0,4,8313057,1888,0.0054884159999999994,0.11038155083798883,67.57,11.05,56.52
1551162153.0,2,8313298,241,0.000700587,0.06305283,66.61,11.03,55.58
1551162286.0,1,8314104,806,0.002343042,0.06342068571428572,60.64,10.95,49.69
1551162504.0,2,8316408,2304,0.006697728,0.11060468256880734,66.37,10.82,55.55
1551162660.0,1,8317350,942,0.002738394,0.0631937076923077,60.39,10.72,49.67
1551162871.0,4,8319578,2228,0.006476796,0.11050457630331754,69.21,10.6,58.61
1551162911.0,2,8319819,241,0.000700587,0.06305283,68.51,10.57,57.94
1551163090.0,1,8320898,1079,0.0031366529999999997,0.06308352402234636,60.9,10.47,50.43
1551163251.0,2,8322606,1708,0.004965156,0.11102212173913044,67.33,10.37,56.96
1551163485.0,1,8324013,1407,0.0040901489999999995,0.06292536923076923,61.93,10.23,51.7
1551163600.0,4,8325237,1224,0.003558168,0.11138612869565216,68.04,10.16,57.88
1551163640.0,2,8325478,241,0.000700587,0.06305283,68.51,10.14,58.37
1551163878.0,1,8326908,1430,0.00415701,0.06287914285714286,62.94,9.99,52.95
1551164005.0,2,8328260,1352,0.003930264,0.11140905826771655,69.45,9.92,59.53
1551164335.0,1,8330242,1982,0.005761674,0.06285462545454545,62.18,9.72,52.46
1551164430.0,4,8331254,1012,0.002941884,0.11148192000000001,69.91,9.64,60.27
1551164470.0,2,8331495,241,0.000700587,0.06305283,68.98,9.58,59.4
1551164760.0,1,8333237,1742,0.005063994,0.06286337379310344,62.18,9.18,53.0
1551164862.0,4,8334318,1081,0.003142467,0.11091060000000001,70.6,9.03,61.57
1551164917.0,2,8334656,338,0.000982566,0.06431341090909092,68.28,8.96,59.32
1551165245.0,1,8336625,1969,0.005723883,0.06282310609756098,62.69,8.5,54.19
1551165353.0,4,8337766,1141,0.0033168869999999997,0.11056289999999999,69.68,8.35,61.33
1551165393.0,2,8338007,241,0.000700587,0.06305283,69.21,8.29,60.92
1551165732.0,-1,-1,0,0.0,0.0,63.19,7.82,55.37
1551165772.0,1,8340371,2364,0.006872148,0.61849332,64.18,7.76,56.42
1551165847.0,4,8341165,794,0.002308158,0.110791584,70.14,7.65,62.49
1551165888.0,2,8341416,251,0.000729657,0.06406744390243903,70.14,7.6,62.54
1551166218.0,-1,-1,0,0.0,0.0,63.93,7.13,56.8
1551166288.0,1,8343820,2404,0.006988428,0.35940486857142856,62.18,7.04,55.14
1551166377.0,2,8344765,945,0.002747115,0.11111925842696628,69.21,6.91,62.3
1551166717.0,-1,-1,0,0.0,0.0,63.19,6.44,56.75
1551166850.0,1,8347607,2842,0.008261694,0.2236248,63.69,6.25,57.44
1551166936.0,4,8348517,910,0.0026453699999999998,0.11073641860465115,69.68,6.13,63.55
1551166976.0,2,8348758,241,0.000700587,0.06305283,70.6,6.07,64.53
1551167316.0,-1,-1,0,0.0,0.0,63.93,5.6,58.33
1551167571.0,1,8352334,3576,0.010395432,0.14675903999999998,63.93,5.24,58.69
1551167653.0,4,8353197,863,0.002508741,0.11013984878048781,71.29,5.13,66.16
1551167693.0,2,8353438,241,0.000700587,0.06305283,72.42,5.07,67.35
1551168050.0,-1,-1,0,0.0,0.0,63.19,4.6,58.59
1551168335.0,1,8357299,3861,0.011223927,0.14177592,63.69,4.36,59.33
1551168416.0,4,8358156,857,0.0024912989999999998,0.11072439999999997,71.52,4.29,67.23
1551168494.0,2,8358623,467,0.0013575689999999999,0.06265703076923076,68.75,4.22,64.53
1551168849.0,-1,-1,0,0.0,0.0,62.43,3.92,58.51
1551168964.0,1,8361450,2827,0.008218089,0.25726191652173913,63.44,3.82,59.62
1551169040.0,4,8362248,798,0.002319786,0.1098846,70.37,3.76,66.61
1551169080.0,2,8362489,241,0.000700587,0.06305283,70.6,3.72,66.88
1551169419.0,-1,-1,0,0.0,0.0,62.69,3.43,59.26
1551169575.0,1,8365464,2975,0.008648325,0.19957673076923077,62.94,3.3,59.64
1551169654.0,4,8366302,838,0.0024360659999999998,0.11101060253164557,70.6,3.23,67.37
1551169710.0,2,8366639,337,0.000979659,0.06297807857142856,68.28,3.19,65.09
1551170067.0,-1,-1,0,0.0,0.0,64.43,2.88,61.55
1551170232.0,1,8369777,3138,0.009122166,0.19902907636363634,62.94,2.74,60.2
1551170333.0,2,8370853,1076,0.003127932,0.11149064554455446,69.68,2.66,67.02
1551170689.0,-1,-1,0,0.0,0.0,63.44,2.35,61.09
1551170989.0,-1,-1,0,0.0,0.0,63.93,2.1,61.83
1551171034.0,1,8375222,4369,0.012700682999999999,1.01605464,66.61,2.06,64.55
1551171086.0,4,8375771,549,0.0015959429999999998,0.11048836153846152,70.14,2.02,68.12
1551171126.0,2,8376012,241,0.000700587,0.06305283,72.19,1.98,70.21
1551171466.0,-1,-1,0,0.0,0.0,64.43,1.69,62.74
1551171766.0,-1,-1,0,0.0,0.0,63.19,1.5,61.69
1551171807.0,1,8380256,4244,0.012337308,1.0832758243902438,66.85,1.48,65.37
1551171862.0,2,8380841,585,0.0017005949999999998,0.1113116727272727,70.6,1.45,69.15
1551172202.0,-1,-1,0,0.0,0.0,63.69,1.28,62.41
1551172502.0,-1,-1,0,0.0,0.0,63.69,1.13,62.56
1551172557.0,1,8385063,4222,0.012273354,0.8033468072727272,63.93,1.1,62.83
1551172632.0,4,8385856,793,0.002305251,0.11065204799999999,71.06,1.06,70.0
1551172688.0,2,8386193,337,0.000979659,0.06297807857142856,69.91,1.04,68.87
1551173028.0,-1,-1,0,0.0,0.0,63.93,0.87,63.06
1551173328.0,-1,-1,0,0.0,0.0,63.93,0.72,63.21
1551173369.0,1,8390285,4092,0.011895444,1.0444780097560975,63.69,0.7,62.99
1551173458.0,2,8391231,946,0.002750022,0.11123684494382023,71.29,0.65,70.64
1551173799.0,-1,-1,0,0.0,0.0,63.93,0.48,63.45
1551174099.0,-1,-1,0,0.0,0.0,64.18,0.33,63.85
1551174258.0,1,8396038,4807,0.013973949,0.31639129811320754,63.69,0.25,63.44
1551174341.0,2,8396914,876,0.002546532,0.11045199036144578,71.74,0.21,71.53
1551174680.0,-1,-1,0,0.0,0.0,64.18,0.04,64.14
1551174981.0,-1,-1,0,0.0,0.0,63.69,-0.11,63.8
1551175239.0,1,8402310,5396,0.015686171999999998,0.21887681860465114,63.69,-0.21,63.9
1551175322.0,4,8403187,877,0.0025494389999999997,0.11057807710843373,70.14,-0.19,70.33
1551175378.0,2,8403524,337,0.000979659,0.06297807857142856,68.75,-0.18,68.93
1551175718.0,-1,-1,0,0.0,0.0,63.93,-0.09,64.02
1551176018.0,-1,-1,0,0.0,0.0,63.69,-0.02,63.71
1551176318.0,-1,-1,0,0.0,0.0,63.69,0.06,63.63
1551176364.0,1,8409589,6065,0.017630955,1.3798138695652176,67.33,0.07,67.26
1551176414.0,2,8410124,535,0.001555245,0.11197764,70.37,0.08,70.29
1551176754.0,-1,-1,0,0.0,0.0,64.43,0.17,64.26
1551177054.0,-1,-1,0,0.0,0.0,63.93,0.24,63.69
1551177354.0,-1,-1,0,0.0,0.0,64.18,0.32,63.86
1551177654.0,-1,-1,0,0.0,0.0,63.69,0.39,63.3
1551177955.0,-1,-1,0,0.0,0.0,63.93,0.47,63.46
1551178256.0,-1,-1,0,0.0,0.0,63.69,0.54,63.15
1551178556.0,-1,-1,0,0.0,0.0,64.43,0.62,63.81
1551178857.0,-1,-1,0,0.0,0.0,63.93,0.67,63.26
1551179157.0,-1,-1,0,0.0,0.0,64.43,0.64,63.79
1551179457.0,-1,-1,0,0.0,0.0,63.93,0.61,63.32
1551179758.0,-1,-1,0,0.0,0.0,63.69,0.58,63.11
1551180058.0,-1,-1,0,0.0,0.0,64.43,0.55,63.88
1551180359.0,-1,-1,0,0.0,0.0,64.43,0.52,63.91
1551180659.0,-1,-1,0,0.0,0.0,63.93,0.49,63.44
1551180960.0,-1,-1,0,0.0,0.0,64.92,0.46,64.46
1551181260.0,-1,-1,0,0.0,0.0,64.18,0.43,63.75
1551181561.0,-1,-1,0,0.0,0.0,65.65,0.4,65.25
1551181861.0,-1,-1,0,0.0,0.0,64.92,0.37,64.55
1551182161.0,-1,-1,0,0.0,0.0,64.43,0.34,64.09
1551182778.0,-1,-1,0,0.0,0.0,64.92,-0.08,65.0
1551183079.0,-1,-1,0,0.0,0.0,64.92,-0.39,65.31
1551183379.0,-1,-1,0,0.0,0.0,64.43,-0.71,65.14
1551183680.0,-1,-1,0,0.0,0.0,64.92,-1.02,65.94
1551183980.0,-1,-1,0,0.0,0.0,65.16,-1.34,66.5
1551184280.0,-1,-1,0,0.0,0.0,64.43,-1.65,66.08
1551184581.0,-1,-1,0,0.0,0.0,64.67,-1.97,66.64
1551184881.0,-1,-1,0,0.0,0.0,64.67,-2.29,66.96
1551185181.0,-1,-1,0,0.0,0.0,64.67,-2.6,67.27
1551185481.0,-1,-1,0,0.0,0.0,64.67,-2.92,67.59
1551185782.0,-1,-1,0,0.0,0.0,64.92,-3.23,68.15
1551186082.0,-1,-1,0,0.0,0.0,65.16,-3.5,68.66
1551186383.0,-1,-1,0,0.0,0.0,65.16,-3.63,68.79
1551186683.0,-1,-1,0,0.0,0.0,64.18,-3.77,67.95
1551186984.0,-1,-1,0,0.0,0.0,65.16,-3.9,69.06
1551187284.0,-1,-1,0,0.0,0.0,65.65,-4.04,69.69
1551187584.0,-1,-1,0,0.0,0.0,65.65,-4.17,69.82
1551187885.0,-1,-1,0,0.0,0.0,65.89,-4.31,70.2
1551188185.0,-1,-1,0,0.0,0.0,65.65,-4.44,70.09
1551188485.0,-1,-1,0,0.0,0.0,65.65,-4.58,70.23
1551188785.0,-1,-1,0,0.0,0.0,65.4,-4.71,70.11
1551189085.0,-1,-1,0,0.0,0.0,65.65,-4.85,70.5
1551189385.0,-1,-1,0,0.0,0.0,65.16,-4.98,70.14
1551189685.0,-1,-1,0,0.0,0.0,66.13,-5.12,71.25
1551189986.0,-1,-1,0,0.0,0.0,65.4,-5.27,70.67
1551190286.0,-1,-1,0,0.0,0.0,65.65,-5.42,71.07
1551190586.0,-1,-1,0,0.0,0.0,65.89,-5.57,71.46
1551190887.0,-1,-1,0,0.0,0.0,65.89,-5.72,71.61
1551191187.0,-1,-1,0,0.0,0.0,66.13,-5.87,72.0
1551191487.0,-1,-1,0,0.0,0.0,65.89,-6.02,71.91
1551191787.0,-1,-1,0,0.0,0.0,65.65,-6.17,71.82
1551192088.0,-1,-1,0,0.0,0.0,66.13,-6.32,72.45
1551192388.0,-1,-1,0,0.0,0.0,65.4,-6.47,71.87
1551192688.0,-1,-1,0,0.0,0.0,65.89,-6.62,72.51
1551192988.0,-1,-1,0,0.0,0.0,66.13,-6.77,72.9
1551193288.0,-1,-1,0,0.0,0.0,66.37,-6.86,73.23
1551193588.0,-1,-1,0,0.0,0.0,65.65,-6.8,72.45
1551193888.0,-1,-1,0,0.0,0.0,65.89,-6.74,72.63
1551194188.0,-1,-1,0,0.0,0.0,66.37,-6.68,73.05
1551194489.0,-1,-1,0,0.0,0.0,65.65,-6.62,72.27
1551194789.0,-1,-1,0,0.0,0.0,66.37,-6.56,72.93
1551195089.0,-1,-1,0,0.0,0.0,66.37,-6.5,72.87
1551195390.0,-1,-1,0,0.0,0.0,66.61,-6.44,73.05
1551195690.0,-1,-1,0,0.0,0.0,65.89,-6.38,72.27
1551195990.0,-1,-1,0,0.0,0.0,66.85,-6.32,73.17
1551196290.0,-1,-1,0,0.0,0.0,66.61,-6.26,72.87
1551196590.0,-1,-1,0,0.0,0.0,66.61,-6.2,72.81
1551196891.0,-1,-1,0,0.0,0.0,66.61,-6.11,72.72
1551197191.0,-1,-1,0,0.0,0.0,66.61,-5.96,72.57
1551197491.0,-1,-1,0,0.0,0.0,66.37,-5.81,72.18
1551197791.0,-1,-1,0,0.0,0.0,66.37,-5.66,72.03
1551198091.0,-1,-1,0,0.0,0.0,66.37,-5.51,71.88
1551198391.0,-1,-1,0,0.0,0.0,66.85,-5.36,72.21
1551198691.0,-1,-1,0,0.0,0.0,66.61,-5.21,71.82
1551198991.0,-1,-1,0,0.0,0.0,67.33,-5.06,72.39
1551199291.0,-1,-1,0,0.0,0.0,66.85,-4.91,71.76
1551199592.0,-1,-1,0,0.0,0.0,66.13,-4.76,70.89
1551199892.0,-1,-1,0,0.0,0.0,67.09,-4.61,71.7
1551200192.0,-1,-1,0,0.0,0.0,67.09,-4.46,71.55
1551200493.0,-1,-1,0,0.0,0.0,67.09,-4.25,71.34
1551200793.0,-1,-1,0,0.0,0.0,67.09,-3.89,70.98
1551201093.0,-1,-1,0,0.0,0.0,66.61,-3.53,70.14
1551201394.0,-1,-1,0,0.0,0.0,66.85,-3.17,70.02
1551201694.0,-1,-1,0,0.0,0.0,66.85,-2.81,69.66
1551201994.0,-1,-1,0,0.0,0.0,67.57,-2.45,70.02
1551202294.0,-1,-1,0,0.0,0.0,67.33,-2.09,69.42
1551202594.0,-1,-1,0,0.0,0.0,67.57,-1.73,69.3
1551202894.0,-1,-1,0,0.0,0.0,67.33,-1.37,68.7
1551203194.0,-1,-1,0,0.0,0.0,67.33,-1.01,68.34
1551203494.0,-1,-1,0,0.0,0.0,67.33,-0.65,67.98
1551203794.0,-1,-1,0,0.0,0.0,67.33,-0.29,67.62
1551204095.0,-1,-1,0,0.0,0.0,67.33,0.15,67.18
1551204395.0,-1,-1,0,0.0,0.0,67.09,0.75,66.34
1551204695.0,-1,-1,0,0.0,0.0,67.33,1.35,65.98
1551204995.0,-1,-1,0,0.0,0.0,67.57,1.95,65.62
1551205295.0,-1,-1,0,0.0,0.0,67.57,2.55,65.02
1551205595.0,-1,-1,0,0.0,0.0,68.28,3.15,65.13
1551205660.0,4,8585629,175505,0.510193035,28.256845015384616,68.51,3.28,65.23
1551206002.0,-1,-1,0,0.0,0.0,66.61,3.96,62.65
1551206302.0,-1,-1,0,0.0,0.0,64.92,4.56,60.36
1551206602.0,-1,-1,0,0.0,0.0,63.93,5.16,58.77
1551206903.0,-1,-1,0,0.0,0.0,63.44,5.77,57.67
1551207203.0,-1,-1,0,0.0,0.0,62.69,6.37,56.32
1551207455.0,1,8585634,5,1.4534999999999999e-05,0.00020764285714285711,61.93,6.87,55.06
1551207511.0,2,8586139,505,0.001468035,0.09437367857142856,62.18,6.98,55.2
1551207678.0,1,8587145,1006,0.0029244419999999998,0.06304186347305389,61.93,7.3,54.63
1551207957.0,2,8590103,2958,0.008598906,0.11095362580645163,67.8,7.82,59.98
1551208313.0,-1,-1,0,0.0,0.0,66.13,8.48,57.65
1551208613.0,-1,-1,0,0.0,0.0,66.61,9.03,57.58
1551208914.0,-1,-1,0,0.0,0.0,66.61,9.59,57.02
1551209214.0,-1,-1,0,0.0,0.0,66.61,10.15,56.46
1551209514.0,-1,-1,0,0.0,0.0,67.09,10.7,56.39
1551209814.0,-1,-1,0,0.0,0.0,68.04,11.26,56.78
1551210093.0,4,8602939,12836,0.037314252,0.48147421935483875,67.57,11.77,55.8
1551210449.0,-1,-1,0,0.0,0.0,66.13,12.43,53.7
1551210750.0,-1,-1,0,0.0,0.0,64.18,12.99,51.19
1551211050.0,-1,-1,0,0.0,0.0,63.69,13.54,50.15
1551211350.0,-1,-1,0,0.0,0.0,62.94,14.02,48.92
1551211651.0,-1,-1,0,0.0,0.0,62.69,14.43,48.26
1551211762.0,1,8602940,1,2.907e-06,9.428108108108107e-05,63.19,14.58,48.61
1551211797.0,4,8603307,367,0.001066869,0.10973509714285715,63.19,14.63,48.56
1551211836.0,2,8603548,241,0.000700587,0.06466956923076923,63.19,14.68,48.51
1551211981.0,1,8604421,873,0.002537811,0.06300772137931034,62.94,14.87,48.07
1551212238.0,2,8607143,2722,0.007912854,0.1108415346303502,68.04,15.22,52.82
1551212594.0,-1,-1,0,0.0,0.0,66.85,15.7,51.15
1551212895.0,-1,-1,0,0.0,0.0,67.33,16.11,51.22
1551213194.0,-1,-1,0,0.0,0.0,67.33,16.51,50.82
1551213494.0,-1,-1,0,0.0,0.0,67.8,16.92,50.88
1551213794.0,-1,-1,0,0.0,0.0,68.28,17.32,50.96
1551214095.0,-1,-1,0,0.0,0.0,67.8,17.73,50.07
1551214150.0,4,8618342,11199,0.032555493,2.130904996363636,73.76,17.8,55.96
1551214491.0,-1,-1,0,0.0,0.0,66.61,18.26,48.35
1551214791.0,-1,-1,0,0.0,0.0,64.18,18.67,45.51
1551215091.0,-1,-1,0,0.0,0.0,63.93,18.94,44.99
1551215391.0,-1,-1,0,0.0,0.0,63.19,19.21,43.98
1551215692.0,-1,-1,0,0.0,0.0,63.19,19.48,43.71
1551215992.0,-1,-1,0,0.0,0.0,62.69,19.75,42.94
1551216074.0,1,8618343,1,2.907e-06,0.00012762439024390244,62.94,19.83,43.11
1551216111.0,2,8618742,399,0.001159893,0.11285445405405405,62.69,19.86,42.83
1551216296.0,1,8619856,1114,0.003238398,0.0630174745945946,62.69,20.03,42.66
1551216553.0,4,8622574,2718,0.007901225999999999,0.11067865214007781,67.57,20.26,47.31
1551216583.0,2,8622755,181,0.000526167,0.06314004,67.33,20.28,47.05
1551216924.0,-1,-1,0,0.0,0.0,66.61,20.59,46.02
1551217225.0,-1,-1,0,0.0,0.0,66.85,20.86,45.99
1551217525.0,-1,-1,0,0.0,0.0,66.85,21.13,45.72
1551217825.0,-1,-1,0,0.0,0.0,66.61,21.4,45.21
1551218068.0,4,8631686,8931,0.025962416999999998,0.3846284,67.8,21.62,46.18
1551218410.0,-1,-1,0,0.0,0.0,66.61,21.92,44.69
1551218711.0,-1,-1,0,0.0,0.0,64.18,21.95,42.23
1551219011.0,-1,-1,0,0.0,0.0,63.93,21.98,41.95
1551219311.0,-1,-1,0,0.0,0.0,63.69,22.01,41.68
1551219611.0,-1,-1,0,0.0,0.0,62.43,22.04,40.39
1551219827.0,1,8631687,1,2.907e-06,4.845e-05,63.19,22.06,41.13
1551219882.0,2,8632161,474,0.001377918,0.09019099636363635,63.19,22.07,41.12
1551220043.0,1,8633127,966,0.002808162,0.0627912,62.69,22.08,40.61
1551220298.0,4,8635831,2704,0.007860528,0.11097216,67.57,22.11,45.46
1551220338.0,2,8636072,241,0.000700587,0.06305283,68.28,22.11,46.17
1551220678.0,-1,-1,0,0.0,0.0,65.89,22.15,43.74
1551220978.0,-1,-1,0,0.0,0.0,66.85,22.18,44.67
1551221278.0,-1,-1,0,0.0,0.0,66.37,22.21,44.16
1551221578.0,-1,-1,0,0.0,0.0,66.85,22.24,44.61
1551221878.0,-1,-1,0,0.0,0.0,66.85,22.27,44.58
1551222178.0,-1,-1,0,0.0,0.0,67.33,22.28,45.05
1551222479.0,-1,-1,0,0.0,0.0,67.57,22.28,45.29
1551222779.0,-1,-1,0,0.0,0.0,67.8,22.28,45.52
1551223079.0,-1,-1,0,0.0,0.0,68.04,22.28,45.76
1551223379.0,-1,-1,0,0.0,0.0,67.57,22.28,45.29
1551223679.0,-1,-1,0,0.0,0.0,67.8,22.28,45.52
1551223979.0,-1,-1,0,0.0,0.0,67.57,22.28,45.29
1551224279.0,-1,-1,0,0.0,0.0,67.8,22.28,45.52
1551224400.0,4,8660474,24402,0.070936614,2.1105108297520663,68.04,22.28,45.76
1551224740.0,-1,-1,0,0.0,0.0,65.89,22.28,43.61
1551225041.0,-1,-1,0,0.0,0.0,64.43,22.28,42.15
1551225341.0,-1,-1,0,0.0,0.0,62.69,22.28,40.41
1551225857.0,1,8660475,1,2.907e-06,2.028139534883721e-05,62.18,22.27,39.91
1551225898.0,2,8660868,393,0.0011424509999999998,0.1003127707317073,62.43,22.27,40.16
1551226074.0,1,8661926,1058,0.003075606,0.06291012272727273,62.18,22.26,39.92
1551226364.0,4,8664999,3073,0.008933211,0.11089503310344827,67.57,22.24,45.33
