Stove Type,Laser 56/560,Latitude,64.9112,Longitude,-147.879,Square Footage,320,
Timestamp of the clicks per interval,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,State of the stove per interval of clicks,Indoor temperature per interval,Outdoor temperature per interval,Temperature difference per interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Number of clicks,Integer units corresponding to power states; -1 indicates powered off,F,F,F,US gallons,US gallons per hour
1548463295.5,0,1,64.43,28.165,36.265,0.0,0.0
1548463415.0,449,2,63.81,28.17,35.64,0.001305243,0.08390847857142858
1548463521.0,870,4,65.02,28.175,36.845,0.00252909,0.05836361538461539
1548463627.5,595,1,65.885,28.18,37.705,0.001729665,0.109242
1548463721.5,1376,4,65.16,28.185,36.975,0.004000032,0.10992454351145038
1548463815.5,316,2,66.485,28.19,38.295,0.000918612,0.058017599999999996
1548463930.0,960,4,67.09,28.195,38.895,0.00279072,0.05841041860465117
1548464716.5,5,1,66.25,28.415,37.835,1.4534999999999999e-05,3.7349036402569596e-05
1548465447.0,458,2,63.78,28.64,35.14,0.001331406,0.07988436
1548465552.5,841,1,62.43,28.68,33.75,0.002444787,0.058286312582781455
1548465722.0,1975,4,64.9,28.75,36.15,0.005741324999999999,0.1099402659574468
1548465852.5,405,2,65.52,28.805,36.715,0.0011773349999999998,0.058060356164383556
1548465996.0,1190,4,65.16,28.86,36.3,0.00345933,0.05819433644859813
1548466763.0,56,1,64.54,29.165,35.375,0.00016279199999999998,0.0004439781818181818
1548467451.0,424,2,63.44,29.44,34.0,0.0012325679999999999,0.07923651428571428
1548467554.5,844,1,63.06,29.48,33.58,0.002453508,0.05849423046357616
1548467739.5,2293,2,63.795,29.555,34.24,0.006665750999999999,0.10957398904109587
1548468016.5,1864,4,65.405,29.63,35.775,0.005418648,0.0582302471641791
1548468792.5,5,1,64.67,29.66,35.01,1.4534999999999999e-05,4.299589153656532e-05
1548469429.0,444,2,63.06,29.66,33.4,0.001290708,0.0829740857142857
1548469534.5,866,1,62.935,29.66,33.275,0.002517462,0.05847008516129031
1548469731.0,2494,4,64.18,29.66,34.52,0.007250057999999999,0.10966474285714285
1548469878.5,317,2,64.795,29.66,35.135,0.000921519,0.0582012
1548470010.0,1145,4,67.06,29.66,37.4,0.0033285149999999998,0.05816822330097087
1548470737.5,4,1,66.195,29.66,36.535,1.1628e-05,3.351545236188951e-05
1548471389.5,418,2,63.19,29.66,33.53,0.001215126,0.07953552
1548471494.0,857,1,62.555,29.66,32.895,0.0024912989999999998,0.058238158441558434
1548471685.5,2401,4,64.02,29.755,34.265,0.006979707,0.10972465152838429
1548471830.0,334,2,66.73,29.88,36.85,0.000970938,0.05825628
1548471981.5,1353,4,67.92,30.025,37.895,0.003933171,0.0582692
1548472704.0,3,1,64.695,30.71,33.985,8.721e-06,2.611946755407654e-05
1548473333.5,449,2,61.665,31.305,30.36,0.001305243,0.08243639999999999
1548473440.5,873,1,62.69,31.405,31.285,0.002537811,0.058191844585987265
1548473626.5,2254,2,65.01,31.585,33.425,0.006552377999999999,0.10971423627906976
1548473893.5,1773,4,67.805,31.84,35.965,0.005154110999999999,0.05816551598746081
1548474669.5,283,2,64.72,32.525,32.195,0.0008226809999999999,0.002401988321167883
1548475378.0,1026,4,62.425,33.045,29.38,0.0029825819999999997,0.0583548652173913
1548475498.0,591,1,63.19,33.02,30.17,0.001718037,0.11044523571428572
1548475608.0,1708,2,63.435,32.995,30.44,0.004965156,0.10899122926829269
1548475854.0,1825,4,64.79,32.95,31.84,0.005305275,0.058228628048780484
1548476626.0,4,1,64.42,32.795,31.625,1.1628e-05,3.4424999999999997e-05
1548477262.0,445,2,62.935,32.665,30.27,0.001293615,0.08316096428571428
1548477368.0,866,1,63.06,32.645,30.415,0.002517462,0.05809527692307692
1548477558.5,2357,2,63.69,32.61,31.08,0.0068517989999999996,0.10962878399999999
1548477822.5,1685,4,65.03,32.56,32.47,0.0048982949999999996,0.05819756435643563
1548478596.5,3,1,65.275,32.435,32.84,8.721e-06,2.5217349397590364e-05
1548479248.0,445,2,64.18,32.34,31.84,0.001293615,0.08029334482758621
1548479353.0,845,1,64.305,32.335,31.97,0.002456415,0.05817825
1548479541.0,2343,4,64.675,32.325,32.35,0.006811101,0.10946412321428571
1548479681.5,316,2,65.04,32.315,32.725,0.000918612,0.058017599999999996
1548479828.0,1317,4,65.525,32.305,33.22,0.003828519,0.05840113728813559
1548480537.0,4,1,64.91,32.27,32.64,1.1628e-05,3.5415228426395934e-05
1548481156.0,439,2,63.055,32.24,30.815,0.001276173,0.08203969285714285
1548481261.5,862,1,62.055,32.235,29.82,0.0025058339999999998,0.05820001548387096
1548481448.5,2299,2,62.93,32.225,30.705,0.006683193,0.10986070684931507
1548481723.0,1833,4,66.22,32.215,34.005,0.005328531,0.058129429090909096
1548482468.5,2,1,65.47,32.195,33.275,5.814e-06,1.8027906976744185e-05
1548483077.0,441,2,62.81,32.18,30.63,0.0012819869999999998,0.08241344999999999
1548483182.0,857,1,64.42,32.18,32.24,0.0024912989999999998,0.058238158441558434
1548483373.0,2388,4,65.65,32.18,33.47,0.006941915999999999,0.10960919999999999
1548483515.5,316,2,66.13,32.18,33.95,0.000918612,0.058017599999999996
1548483680.0,1513,4,67.91,32.18,35.73,0.0043982909999999995,0.058212675
1548484416.5,3,1,66.45,32.18,34.27,8.721e-06,2.614121565362198e-05
1548485045.0,425,2,64.06,32.18,31.88,0.001235475,0.07942339285714285
1548485149.0,845,1,63.685,32.18,31.505,0.002456415,0.05817825
1548485338.5,2384,4,64.295,32.18,32.115,0.006930288,0.10990765110132157
1548485481.5,329,2,66.01,32.18,33.83,0.000956403,0.05835679322033898
1548485719.0,2022,4,66.97,32.18,34.79,0.0058779539999999995,0.050866909615384606
1548486487.5,0,1,64.62,31.945,32.675,0.0,0.0
1548487076.0,419,2,62.305,31.695,30.61,0.0012180329999999999,0.07830212142857142
1548487179.0,838,1,63.435,31.65,31.785,0.0024360659999999998,0.05846558399999999
1548487341.5,1829,4,65.27,31.58,33.69,0.0053169029999999996,0.10937629028571429
1548487457.5,316,2,66.49,31.525,34.965,0.000918612,0.058017599999999996
1548487691.5,2091,4,67.325,31.42,35.905,0.006078536999999999,0.05324265985401459
1548488483.0,0,1,66.965,31.065,35.9,0.0,0.0
1548489098.0,433,2,64.04,30.785,33.255,0.001258731,0.07812813103448275
1548489201.5,833,4,63.18,30.74,32.44,0.0024215309999999998,0.058506789261744956
1548489304.5,590,1,64.055,30.695,33.36,0.0017151299999999998,0.10832399999999999
1548489392.5,1244,2,65.155,30.655,34.5,0.003616308,0.10940091428571429
1548489685.5,2601,4,67.67,30.41,37.26,0.007561107,0.0582869062098501
1548490148.0,1,1,67.305,29.93,37.375,2.907e-06,2.2849781659388645e-05
1548490405.0,394,2,64.665,29.635,35.03,0.001145358,0.07363015714285713
1548490506.0,810,1,65.51,29.515,35.995,0.0023546699999999997,0.058060356164383556
1548490669.0,1879,0,66.73,29.33,37.4,0.005462252999999999,0.10924505999999999
1548490828.5,1957,1,66.37,29.15,37.22,0.005688999,0.147340981294964
1548490943.5,945,4,66.85,29.015,37.835,0.002747115,0.10867707692307692
1548491017.0,315,2,68.62,28.93,39.69,0.000915705,0.05886675
1548492210.5,12930,4,70.485,27.66,42.825,0.03758751,0.05805020849420849
1548493691.5,3,1,69.315,26.42,42.895,8.721e-06,4.9755309033280506e-05
1548494042.5,503,2,66.73,26.42,40.31,0.0014622209999999999,0.07414078309859154
1548494146.5,762,1,66.25,26.42,39.83,0.002215134,0.058207900729927015
1548494383.5,3518,2,67.68,26.42,41.26,0.010226826,0.10924799287833828
1548496474.5,21326,4,70.47,26.1,44.37,0.061994681999999995,0.0580444356827048
1548498754.0,245,2,69.16,25.64,43.52,0.000712215,0.003591
1548499203.0,1022,4,67.32,25.46,41.86,0.002970954,0.058127360869565214
1548499323.0,588,1,68.745,25.41,43.335,0.001709316,0.1098846
1548499457.5,2224,4,68.98,25.355,43.625,0.0064651679999999994,0.10927044507042254
1548499592.5,316,2,70.25,25.3,44.95,0.000918612,0.058017599999999996
1548500431.0,8987,4,71.63,24.945,46.685,0.026125209,0.05805602000000001
1548501600.0,287,2,70.71,24.44,46.27,0.000834309,0.004183164902506964
1548502047.0,981,1,69.215,24.24,44.975,0.002851767,0.05833159772727273
1548502276.5,2949,2,68.63,24.135,44.495,0.008572742999999999,0.10905256113074205
1548503120.5,7803,4,70.58,23.755,46.825,0.022683321,0.05812096483985765
1548504180.0,295,2,69.27,23.345,45.925,0.0008575649999999999,0.004323857142857142
1548504626.5,997,1,67.2,23.235,43.965,0.0028982789999999997,0.058289410055865916
1548504849.0,2776,4,68.155,23.19,44.965,0.008069831999999999,0.10921577142857142
1548505011.5,328,2,69.315,23.155,46.16,0.000953496,0.058179416949152546
1548505548.0,5446,4,71.285,23.05,48.235,0.015831522,0.05620658698224852
