Stove type: Laser 73/730,,Latitude of the PUMA device location,[64.79853],Longitude of the PUMA device location,[-148.075],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1544264339.0,1,0,0,0.0,0.0,78.11,21.86,56.25
1544264492.0,1,0,0,0.0,0.0,79.81,21.86,57.95
1544264783.0,1,0,0,0.0,0.0,76.4,21.84,54.56
1544264913.0,2,0,0,0.0,0.0,74.65,21.83,52.82
1544264976.0,1,545,545,0.0018355600000000002,0.10488914285714286,74.21,21.83,52.38
1544265022.0,4,1245,700,0.0023576,0.18450782608695654,73.98,21.83,52.15
1544265369.0,-1,-1,0,0.0,0.0,80.44,21.81,58.63
1544265669.0,-1,-1,0,0.0,0.0,76.83,21.8,55.03
1544265969.0,-1,-1,0,0.0,0.0,73.98,21.78,52.2
1544266269.0,-1,-1,0,0.0,0.0,74.21,21.77,52.44
1544266569.0,-1,-1,0,0.0,0.0,73.09,21.75,51.34
1544266869.0,-1,-1,0,0.0,0.0,72.65,21.73,50.92
1544267168.0,-1,-1,0,0.0,0.0,72.42,21.7,50.72
1544267468.0,-1,-1,0,0.0,0.0,71.97,21.67,50.3
1544267768.0,-1,-1,0,0.0,0.0,71.97,21.64,50.33
1544268068.0,-1,-1,0,0.0,0.0,71.74,21.61,50.13
1544268368.0,-1,-1,0,0.0,0.0,71.52,21.58,49.94
1544268414.0,1,1387,142,0.00047825600000000004,0.03742873043478261,71.29,21.58,49.71
1544268460.0,2,1910,523,0.0017614640000000001,0.1378537043478261,71.52,21.57,49.95
1544268618.0,1,3289,1379,0.004644472,0.10582341265822785,71.74,21.56,50.18
1544268793.0,2,5970,2681,0.009029608,0.185751936,77.04,21.54,55.5
1544269139.0,-1,-1,0,0.0,0.0,75.3,21.51,53.79
1544269439.0,-1,-1,0,0.0,0.0,76.4,21.48,54.92
1544269738.0,-1,-1,0,0.0,0.0,75.3,21.45,53.85
1544270038.0,-1,-1,0,0.0,0.0,76.83,21.42,55.41
1544270273.0,4,18872,12902,0.043453936000000006,0.6656773174468087,76.4,21.39,55.01
1544270620.0,-1,-1,0,0.0,0.0,75.52,21.32,54.2
1544270920.0,-1,-1,0,0.0,0.0,74.87,21.25,53.62
1544271220.0,-1,-1,0,0.0,0.0,73.54,21.18,52.36
1544271520.0,-1,-1,0,0.0,0.0,72.87,21.1,51.77
1544271820.0,-1,-1,0,0.0,0.0,72.42,21.02,51.4
1544272120.0,-1,-1,0,0.0,0.0,71.52,20.95,50.57
1544272418.0,1,18878,6,2.0208e-05,0.0002441234899328859,71.29,20.88,50.41
1544272465.0,2,19423,545,0.0018355600000000002,0.140596085106383,71.52,20.86,50.66
1544272626.0,1,20829,1406,0.004735408,0.10588489937888199,71.52,20.82,50.7
1544272811.0,2,23664,2835,0.009548280000000001,0.18580436756756757,76.18,20.78,55.4
1544273156.0,-1,-1,0,0.0,0.0,73.98,20.69,53.29
1544273456.0,-1,-1,0,0.0,0.0,74.21,20.62,53.59
1544273756.0,-1,-1,0,0.0,0.0,74.42,20.54,53.88
1544274056.0,-1,-1,0,0.0,0.0,74.21,20.48,53.73
1544274357.0,-1,-1,0,0.0,0.0,74.87,20.48,54.39
1544274657.0,-1,-1,0,0.0,0.0,75.52,20.48,55.04
1544274957.0,-1,-1,0,0.0,0.0,75.52,20.48,55.04
1544275256.0,-1,-1,0,0.0,0.0,74.87,20.48,54.39
1544275556.0,-1,-1,0,0.0,0.0,74.87,20.48,54.39
1544275856.0,-1,-1,0,0.0,0.0,75.52,20.48,55.04
1544276156.0,-1,-1,0,0.0,0.0,75.52,20.48,55.04
1544276456.0,-1,-1,0,0.0,0.0,76.18,20.48,55.7
1544276756.0,-1,-1,0,0.0,0.0,75.52,20.48,55.04
1544277056.0,-1,-1,0,0.0,0.0,75.74,20.48,55.26
1544277356.0,-1,-1,0,0.0,0.0,76.61,20.48,56.13
1544277656.0,-1,-1,0,0.0,0.0,76.4,20.47,55.93
1544277956.0,-1,-1,0,0.0,0.0,76.4,20.44,55.96
1544278255.0,-1,-1,0,0.0,0.0,76.83,20.41,56.42
1544278390.0,4,72236,48572,0.163590496,4.362413226666667,76.61,20.4,56.21
1544278736.0,-1,-1,0,0.0,0.0,75.96,20.37,55.59
1544279036.0,-1,-1,0,0.0,0.0,74.65,20.34,54.31
1544279336.0,-1,-1,0,0.0,0.0,73.76,20.31,53.45
1544279636.0,-1,-1,0,0.0,0.0,73.32,20.28,53.04
1544279936.0,-1,-1,0,0.0,0.0,71.74,20.25,51.49
1544280236.0,-1,-1,0,0.0,0.0,72.42,20.22,52.2
1544280536.0,-1,-1,0,0.0,0.0,71.52,20.19,51.33
1544280716.0,1,72239,3,1.0104e-05,0.00020208,71.52,20.17,51.35
1544280763.0,2,72790,551,0.001855768,0.14214393191489363,71.29,20.16,51.13
1544280925.0,1,74204,1414,0.004762352,0.10583004444444445,70.6,20.15,50.45
1544281101.0,2,76907,2703,0.009103704,0.1862121272727273,75.96,20.13,55.83
1544281447.0,-1,-1,0,0.0,0.0,73.98,20.12,53.86
1544281747.0,-1,-1,0,0.0,0.0,73.76,20.12,53.64
1544282047.0,-1,-1,0,0.0,0.0,74.21,20.12,54.09
1544282347.0,-1,-1,0,0.0,0.0,75.08,20.12,54.96
1544282647.0,-1,-1,0,0.0,0.0,74.65,20.12,54.53
1544282947.0,-1,-1,0,0.0,0.0,75.3,20.12,55.18
1544283247.0,-1,-1,0,0.0,0.0,74.65,20.12,54.53
1544283547.0,-1,-1,0,0.0,0.0,75.3,20.12,55.18
1544283847.0,-1,-1,0,0.0,0.0,74.87,20.12,54.75
1544284147.0,-1,-1,0,0.0,0.0,75.08,20.12,54.96
1544284447.0,-1,-1,0,0.0,0.0,75.08,20.12,54.96
1544284747.0,-1,-1,0,0.0,0.0,75.3,20.12,55.18
1544285047.0,-1,-1,0,0.0,0.0,75.52,20.16,55.36
1544285347.0,-1,-1,0,0.0,0.0,75.96,20.2,55.76
1544285647.0,-1,-1,0,0.0,0.0,75.52,20.25,55.27
1544285947.0,-1,-1,0,0.0,0.0,75.52,20.29,55.23
1544286247.0,-1,-1,0,0.0,0.0,75.96,20.34,55.62
1544286546.0,-1,-1,0,0.0,0.0,75.96,20.38,55.58
1544286846.0,-1,-1,0,0.0,0.0,75.96,20.43,55.53
1544287146.0,-1,-1,0,0.0,0.0,76.18,20.47,55.71
1544287445.0,-1,-1,0,0.0,0.0,75.74,20.52,55.22
1544287745.0,-1,-1,0,0.0,0.0,76.18,20.56,55.62
1544288045.0,-1,-1,0,0.0,0.0,76.61,20.61,56.0
1544288345.0,-1,-1,0,0.0,0.0,75.96,20.65,55.31
1544288576.0,4,141982,65075,0.21917260000000002,3.4156768831168836,76.4,20.65,55.75
1544288923.0,-1,-1,0,0.0,0.0,76.18,20.63,55.55
1544289223.0,-1,-1,0,0.0,0.0,74.65,20.62,54.03
1544289523.0,-1,-1,0,0.0,0.0,73.54,20.6,52.94
1544289823.0,-1,-1,0,0.0,0.0,73.76,20.59,53.17
1544290123.0,-1,-1,0,0.0,0.0,74.42,20.57,53.85
1544290423.0,-1,-1,0,0.0,0.0,71.74,20.56,51.18
1544290723.0,-1,-1,0,0.0,0.0,71.52,20.54,50.98
